new_scores,new_ranks,#facts,original_score,new_score,facts,new_rank,original_rank,prediction
"[0.89294344, 0.91207063]","[788, 1145]",11,5.7174397,0.90250707,"[([(5302, 15, 6403)], 1.894114582338663, 9746.869223951197), ([(688, 35, 5302), (688, 35, 854), (854, 122, 3325)], 1.717, 'xrule'), ([(229, 66, 5302), (3325, 17, 862), (229, 17, 862)], 1.4928007, 'xrule'), ([(854, 122, 3325), (513, 35, 5302), (513, 35, 854)], 1.4747009, 'xrule'), ([(229, 66, 5302), (229, 48, 32), (3325, 48, 32)], 1.3574009, 'xrule'), ([(3325, 100, 160), (160, 118, 774), (5302, 118, 774)], 1.2601004, 'xrule'), ([(854, 122, 3325), (3694, 37, 5302), (3694, 37, 854)], 1.2341003, 'xrule'), ([(6653, 35, 5302), (6653, 35, 854), (854, 122, 3325)], 0.6981001, 'xrule'), ([(854, 122, 3325), (786, 35, 5302), (786, 35, 854)], 0.4199009, 'xrule'), ([(32, 139, 90), (5302, 219, 90), (32, 206, 90), (32, 234, 90), (3325, 48, 32)], -0.2581997, 'xrule'), ([(854, 122, 3325), (5302, 18, 2357), (854, 18, 2357)], -0.78289986, 'xrule')]",966.5,338,"(5302, 122, 3325)"
"[3.5039415, 1.6578153]","[12, 9]",12,7.1802206,2.5808785,"[([(8315, 17, 871), (4945, 17, 862), (8315, 17, 862)], 6.2241, 'xrule'), ([(3413, 17, 871), (4945, 17, 2006), (3413, 17, 2006)], 4.4918995, 'xrule'), ([(4365, 17, 862), (4945, 17, 862), (4365, 17, 871)], 3.7816, 'xrule'), ([(4365, 17, 215), (4945, 17, 215), (4365, 17, 871)], 3.6557999, 'xrule'), ([(4945, 17, 2006), (8315, 17, 2006), (8315, 17, 871)], 3.4748993, 'xrule'), ([(4945, 85, 434), (1430, 17, 871), (1430, 85, 434)], 3.4543, 'xrule'), ([(4945, 85, 434), (4365, 85, 434), (4365, 17, 871)], 3.3186998, 'xrule'), ([(3659, 17, 871), (4945, 17, 862), (3659, 17, 862)], 3.2958002, 'xrule'), ([(3413, 17, 871), (4945, 17, 1730), (3413, 17, 1730)], 3.0713997, 'xrule'), ([(4945, 85, 434), (11103, 17, 871), (11103, 85, 434)], 2.7318, 'xrule'), ([(4945, 17, 862), (1430, 17, 862), (1430, 17, 871)], 2.4034996, 'xrule'), ([(4945, 6, 5032)], 0.5835690933264196, 819.6418882305179)]",10.5,6,"(4945, 17, 871)"
"[3.634175, 2.3505168]","[4, 3]",11,3.8528743,2.9923458,"[([(7064, 4, 9), (9, 130, 8397), (9, 130, 7064), (7064, 80, 344)], 2.2319002, 'xrule'), ([(8934, 80, 344), (9, 130, 8397), (9, 130, 8934), (8934, 4, 9), (8934, 5, 9)], 1.0155001, 'xrule'), ([(9539, 4, 9), (9, 130, 8397), (9539, 5, 9), (9539, 80, 344), (9, 130, 9539)], 0.8159008, 'xrule'), ([(9, 130, 8397), (10, 4, 9), (10, 5, 9), (10, 80, 344), (9, 130, 10)], 0.7814007, 'xrule'), ([(343, 80, 344), (9, 130, 8397), (9, 130, 343), (343, 4, 9), (343, 5, 9)], 0.3855009, 'xrule'), ([(9744, 5, 9), (9, 130, 8397), (9744, 80, 344), (9, 130, 9744), (9744, 4, 9)], 0.3614006, 'xrule'), ([(10119, 80, 344), (9, 130, 8397), (10119, 4, 9), (10119, 5, 9)], -0.12889957, 'xrule'), ([(1688, 4, 9), (9, 130, 8397), (1688, 5, 9), (1688, 80, 344)], -0.19009972, 'xrule'), ([(12164, 170, 8397), (9415, 170, 8397)], -0.882509660098899, 3548.292657975748), ([(9, 130, 8397), (2803, 4, 9), (2803, 5, 9), (2803, 80, 344), (9, 130, 2803)], -0.9642, 'xrule'), ([(8934, 80, 344), (8397, 95, 4288), (8934, 95, 4288)], -2.2699995, 'xrule')]",3.5,1,"(8397, 80, 344)"
"[0.11846417, 0.16149274]","[3, 2]",8,4.1493998,0.13997845,"[([(552, 31, 11181)], 1.5546060303273566, 11044.825577980426), ([(552, 12, 1222), (5995, 26, 64), (1222, 32, 5995), (1222, 38, 552)], -0.32660007, 'xrule'), ([(552, 34, 90), (8736, 34, 90), (8736, 26, 64)], -1.4349995, 'xrule'), ([(895, 31, 147), (895, 26, 64), (552, 31, 147)], -2.0949001, 'xrule'), ([(552, 34, 90), (2190, 26, 64), (2190, 34, 90)], -2.3829994, 'xrule'), ([(552, 34, 90), (895, 34, 90), (895, 26, 64)], -3.0998, 'xrule'), ([(552, 34, 90), (5995, 26, 64), (5995, 34, 90)], -3.2353, 'xrule'), ([(552, 34, 90), (1785, 26, 64), (1785, 34, 90)], -4.0115995, 'xrule')]",2.5,2,"(552, 26, 64)"
"[0.47957546, 0.52576256]","[2, 2]",11,9.394058,0.502669,"[([(4351, 43, 141), (4351, 17, 862), (9906, 17, 862)], 1.3364, 'xrule'), ([(2280, 43, 141), (9906, 17, 862), (2280, 17, 862)], 1.3018999, 'xrule'), ([(7366, 8, 9906)], 1.2937460537722931, 497.7847805627102), ([(5785, 43, 141), (5785, 17, 862), (9906, 17, 862)], 0.56330013, 'xrule'), ([(267, 17, 862), (267, 43, 141), (9906, 17, 862)], 0.18459988, 'xrule'), ([(267, 66, 249), (267, 43, 141), (9906, 66, 249)], -0.05360031, 'xrule'), ([(6784, 17, 862), (6784, 43, 141), (9906, 17, 862)], -0.4261999, 'xrule'), ([(4351, 43, 141), (4351, 224, 249), (9906, 66, 249)], -0.7048006, 'xrule'), ([(11426, 43, 141), (11426, 17, 862), (9906, 17, 862)], -0.71320057, 'xrule'), ([(6858, 43, 141), (6858, 17, 862), (9906, 17, 862)], -1.1975002, 'xrule'), ([(605, 43, 141), (9906, 17, 862), (605, 17, 862)], -1.2012005, 'xrule')]",2.0,2,"(9906, 43, 141)"
"[4.173551, 5.4400153]","[16, 87]",11,8.240005,4.806783,"[([(5361, 48, 32), (5361, 85, 434), (9530, 85, 434)], 2.1913996, 'xrule'), ([(434, 161, 1405), (9530, 85, 434), (32, 152, 1405)], 2.1885996, 'xrule'), ([(1196, 48, 32), (9530, 17, 871), (1196, 17, 871)], 2.0478, 'xrule'), ([(1196, 48, 32), (1196, 43, 141), (9530, 43, 141)], 2.0368996, 'xrule'), ([(1196, 48, 32), (1196, 17, 818), (9530, 17, 818)], 1.9074001, 'xrule'), ([(1196, 48, 32), (1196, 85, 434), (9530, 85, 434)], 1.3438997, 'xrule'), ([(1196, 110, 494), (1196, 48, 32), (9530, 110, 494)], 0.9968004, 'xrule'), ([(9530, 24, 592), (7182, 106, 592), (7182, 28, 32), (7182, 13, 32), (9530, 66, 592)], 0.91569996, 'xrule'), ([(9530, 24, 592), (10559, 28, 32), (10559, 106, 592), (9530, 66, 592)], 0.6925001, 'xrule'), ([(9530, 17, 871)], 0.40780405397482977, 8231.600561205489), ([(9530, 85, 434), (2380, 48, 32), (2380, 85, 434)], -0.102399826, 'xrule')]",51.5,1,"(9530, 48, 32)"
"[6.1088524, 6.826126]","[1, 1]",11,15.6308975,6.4674892,"[([(272, 25, 62), (272, 80, 911), (7155, 67, 911)], 4.1967993, 'xrule'), ([(1378, 25, 62), (1378, 80, 911), (7155, 67, 911)], 4.001499, 'xrule'), ([(3412, 25, 62), (3412, 80, 911), (7155, 67, 911)], 1.8435993, 'xrule'), ([(911, 125, 11220), (11220, 25, 62), (7155, 67, 911)], 1.5004997, 'xrule'), ([(2868, 25, 62), (2868, 80, 911), (7155, 67, 911)], 1.1747999, 'xrule'), ([(1979, 80, 911), (1979, 25, 62), (7155, 67, 911)], 0.9308996, 'xrule'), ([(6416, 80, 911), (6416, 25, 62), (7155, 67, 911)], 0.6353998, 'xrule'), ([(11341, 25, 62), (911, 125, 11341), (7155, 67, 911)], 0.24510002, 'xrule'), ([(911, 125, 966), (966, 25, 62), (7155, 67, 911)], -0.6640005, 'xrule'), ([(7155, 67, 911)], -1.0615596247936345, 0.25701151121018506), ([(7363, 25, 62), (7363, 80, 911), (7155, 67, 911)], -1.4725008, 'xrule')]",1.0,3,"(7155, 25, 62)"
"[0.17641705, 0.22374907]","[1, 1]",11,2.8738413,0.20008306,"[([(3861, 26, 1881), (6968, 26, 1881), (6968, 14, 160)], 2.2139997, 'xrule'), ([(2871, 100, 160), (39, 7, 3861), (2871, 19, 39)], 2.0907001, 'xrule'), ([(3861, 31, 4), (146, 14, 160), (146, 31, 4)], 1.5178003, 'xrule'), ([(3861, 31, 4), (10414, 31, 4), (10414, 14, 160)], 1.3485003, 'xrule'), ([(6968, 14, 160), (6968, 26, 1098), (3861, 26, 1098)], 0.9919996, 'xrule'), ([(3351, 14, 160), (3861, 31, 3257), (3351, 31, 3257)], 0.95580006, 'xrule'), ([(3351, 14, 160), (3351, 26, 1098), (3861, 26, 1098)], 0.89430046, 'xrule'), ([(3351, 14, 160), (3861, 31, 3823), (3351, 31, 3823)], 0.5053997, 'xrule'), ([(3861, 26, 1881)], -0.2578963826696112, 12851.435880884062), ([(10414, 26, 1098), (10414, 14, 160), (3861, 26, 1098)], -0.49959946, 'xrule'), ([(3861, 31, 4), (6968, 31, 4), (6968, 14, 160)], -0.6618004, 'xrule')]",1.0,1,"(3861, 14, 160)"
"[3.7686963, 5.8890147]","[2, 2]",12,9.411259,4.8288555,"[([(3402, 43, 141), (1392, 48, 382), (1392, 236, 382), (3402, 48, 382)], 2.4940004, 'xrule'), ([(12078, 48, 382), (1392, 48, 382), (1392, 236, 382), (12078, 43, 141)], 1.7761002, 'xrule'), ([(6549, 88, 1392)], 1.5684648260572105, 1124.8275646369484), ([(1392, 48, 382), (6609, 43, 141), (1392, 236, 382), (6609, 48, 382)], 1.2628002, 'xrule'), ([(8880, 43, 141), (4784, 71, 1392), (4784, 71, 8880)], 0.4854002, 'xrule'), ([(1392, 48, 382), (1392, 236, 382), (4916, 48, 382), (4916, 43, 141)], 0.4481001, 'xrule'), ([(1392, 82, 4372), (4040, 43, 141), (4040, 82, 4372)], 0.43460083, 'xrule'), ([(8880, 43, 141), (1392, 48, 382), (1392, 236, 382), (8880, 48, 382)], -0.25559998, 'xrule'), ([(1392, 17, 5529), (1093, 43, 141), (1093, 17, 5529)], -0.2859993, 'xrule'), ([(1392, 17, 5529), (11975, 43, 141), (11975, 17, 5529)], -0.5017996, 'xrule'), ([(1392, 17, 5529), (5468, 43, 141), (5468, 17, 5529)], -0.6040993, 'xrule'), ([(9446, 43, 141), (1392, 48, 382), (1392, 236, 382), (9446, 48, 382)], -0.91089916, 'xrule')]",2.0,1,"(1392, 43, 141)"
"[0.22509328, 0.46598005]","[1, 3]",6,4.157199,0.34553665,"[([(1897, 12, 9802)], 0.5647621587720952, 12595.637553684308), ([(4257, 34, 90), (1897, 34, 90), (4257, 14, 160)], -0.2859993, 'xrule'), ([(6390, 14, 160), (1897, 34, 90), (6390, 34, 90)], -0.6084995, 'xrule'), ([(1897, 34, 90), (5206, 60, 90), (5206, 100, 160)], -1.5298996, 'xrule'), ([(1897, 34, 90), (3894, 34, 90), (3894, 14, 160)], -1.8165998, 'xrule'), ([(1897, 34, 90), (4800, 213, 90), (4800, 198, 160), (4800, 208, 90)], -1.8385, 'xrule')]",2.0,2,"(1897, 14, 160)"
"[1.1205218, 2.1052718]","[2, 2]",11,7.8994675,1.6128968,"[([(10238, 48, 32), (6260, 48, 32), (6260, 85, 434)], -1.0404005, 'xrule'), ([(10238, 48, 32), (6655, 48, 32), (6655, 85, 434)], -1.1212997, 'xrule'), ([(10238, 19, 1759)], -1.4850158026850178, 1592.1846709970062), ([(6640, 48, 32), (10238, 48, 32), (6640, 85, 434)], -1.7446003, 'xrule'), ([(10238, 48, 32), (8914, 85, 434), (8914, 48, 32)], -2.4280996, 'xrule'), ([(7370, 85, 434), (10238, 48, 32), (7370, 48, 32)], -2.4665003, 'xrule'), ([(6875, 85, 434), (6875, 66, 592), (10238, 66, 592)], -3.5563002, 'xrule'), ([(10238, 48, 32), (2164, 48, 32), (2164, 85, 434)], -3.5594997, 'xrule'), ([(10238, 48, 32), (730, 85, 434), (730, 48, 32)], -3.7320004, 'xrule'), ([(8914, 24, 592), (8914, 85, 434), (10238, 66, 592)], -4.0585003, 'xrule'), ([(6875, 48, 32), (10238, 48, 32), (6875, 85, 434)], -4.2344, 'xrule')]",2.0,2,"(10238, 85, 434)"
"[1.3202181, 1.236919]","[1, 1]",13,3.708118,1.2785685,"[([(3978, 130, 1853), (1853, 49, 3978), (1853, 98, 8236), (1432, 49, 3978)], 1.5119, 'xrule'), ([(3082, 98, 8236), (3082, 96, 981), (1432, 96, 981)], 0.85009956, 'xrule'), ([(164, 98, 3175), (1432, 98, 3175), (164, 98, 8236)], 0.73989964, 'xrule'), ([(164, 96, 981), (164, 98, 8236), (1432, 96, 981)], 0.6160002, 'xrule'), ([(2178, 98, 8236), (2178, 98, 3175), (1432, 98, 3175)], 0.17599964, 'xrule'), ([(3082, 98, 8236), (3082, 98, 3175), (1432, 98, 3175)], 0.1626997, 'xrule'), ([(2178, 68, 6576), (1432, 68, 6576), (2178, 98, 8236)], -0.07740021, 'xrule'), ([(5139, 40, 1432), (5139, 40, 164), (164, 98, 8236)], -0.08640003, 'xrule'), ([(1432, 49, 5453)], -0.3678302351066405, 12096.409065407115), ([(1796, 130, 1853), (1432, 49, 1796), (1796, 130, 1432), (1853, 98, 8236), (1853, 49, 1796)], -1.0409002, 'xrule'), ([(164, 96, 8505), (1432, 96, 8505), (164, 98, 8236)], -1.1364002, 'xrule'), ([(8613, 98, 8236), (8613, 96, 981), (1432, 96, 981)], -1.1708002, 'xrule'), ([(1853, 96, 981), (1853, 98, 8236), (1432, 96, 981)], -1.5026007, 'xrule')]",1.0,1,"(1432, 98, 8236)"
"[0.43637246, 0.5550903]","[4, 1]",12,6.1907783,0.49573138,"[([(8789, 48, 32), (1367, 48, 32), (1367, 17, 862)], 3.0931005, 'xrule'), ([(282, 17, 862), (282, 43, 141), (8789, 43, 141)], 2.2895002, 'xrule'), ([(8789, 48, 32), (11709, 48, 32), (11709, 17, 862)], 1.6908007, 'xrule'), ([(8789, 17, 215), (2449, 17, 862), (2449, 17, 215)], 1.4298, 'xrule'), ([(8789, 48, 32), (8382, 48, 32), (8382, 17, 862)], 1.3991003, 'xrule'), ([(8789, 17, 215), (2606, 17, 215), (2606, 17, 862)], 1.3205004, 'xrule'), ([(1367, 17, 862), (8789, 60, 90), (1367, 60, 90)], 0.7954006, 'xrule'), ([(9720, 77, 8789)], 0.7941909302465155, 13516.688730485454), ([(5510, 60, 90), (8789, 60, 90), (5510, 17, 862)], 0.6595001, 'xrule'), ([(8789, 17, 215), (5510, 17, 215), (5510, 17, 862)], 0.35109997, 'xrule'), ([(8789, 48, 32), (282, 48, 32), (282, 17, 862)], 0.33180046, 'xrule'), ([(8789, 48, 32), (6468, 17, 862), (6468, 48, 32)], 0.1882, 'xrule')]",2.5,26,"(8789, 17, 862)"
"[0.18429896, 0.26410985]","[1, 2]",11,4.5881968,0.2242044,"[([(1259, 13, 92)], 2.5580946513787155, 7115.928115431918), ([(4, 2, 3170), (1259, 31, 4), (3170, 13, 202), (3170, 31, 4)], -0.6538, 'xrule'), ([(307, 13, 202), (307, 13, 158), (1259, 13, 158)], -0.9638996, 'xrule'), ([(1259, 26, 64), (3170, 13, 202), (3170, 26, 64)], -1.2972994, 'xrule'), ([(743, 13, 202), (743, 13, 158), (1259, 13, 158)], -1.3178997, 'xrule'), ([(3170, 86, 928), (928, 32, 3170), (3170, 13, 202), (928, 32, 1259)], -2.1177998, 'xrule'), ([(1259, 31, 4), (2115, 13, 202), (2115, 31, 4)], -2.2810993, 'xrule'), ([(1259, 26, 64), (3673, 13, 202), (3673, 26, 64)], -2.7475996, 'xrule'), ([(1259, 30, 371), (371, 7, 3170), (371, 7, 1259), (3170, 13, 202)], -3.2193995, 'xrule'), ([(3673, 13, 202), (3673, 86, 928), (928, 32, 1259), (928, 32, 3673)], -3.3217, 'xrule'), ([(629, 13, 202), (629, 13, 158), (1259, 13, 158)], -3.3375998, 'xrule')]",1.5,7,"(1259, 13, 202)"
"[1.5351592, 1.3050617]","[1, 2]",11,7.894772,1.4201105,"[([(1124, 87, 1554), (1554, 133, 1124), (434, 161, 1554), (4819, 48, 1124)], 3.9155006, 'xrule'), ([(869, 85, 434), (4819, 43, 141), (869, 43, 141)], 1.8251, 'xrule'), ([(2103, 82, 2456), (2103, 85, 434), (4819, 82, 2456)], 1.4652004, 'xrule'), ([(4819, 43, 141), (2103, 85, 434), (2103, 43, 141)], 1.4561005, 'xrule'), ([(4819, 43, 141), (512, 43, 141), (512, 85, 434)], 0.39570045, 'xrule'), ([(4819, 43, 141), (13564, 85, 434), (13564, 43, 141)], 0.35480022, 'xrule'), ([(4099, 43, 141), (4819, 43, 141), (4099, 85, 434)], 0.3196001, 'xrule'), ([(4819, 43, 141), (6713, 85, 434), (6713, 43, 141)], -0.15320015, 'xrule'), ([(11679, 43, 141), (4819, 43, 141), (11679, 85, 434)], -0.5310993, 'xrule'), ([(11091, 43, 141), (4819, 43, 141), (11091, 85, 434)], -1.3449001, 'xrule'), ([(4819, 82, 2456)], -1.4939693737001554, 1474.1833266834922)]",1.5,1,"(4819, 85, 434)"
"[0.7834941, 1.0113059]","[1, 1]",11,3.0339537,0.8974,"[([(2519, 172, 1978), (706, 89, 2519), (706, 89, 4123)], 2.8970995, 'xrule'), ([(706, 89, 53), (53, 172, 1978), (706, 89, 4123)], 1.7069998, 'xrule'), ([(4123, 101, 3135)], 1.6504050041194327, 1307.8389457703752), ([(706, 89, 1674), (1674, 172, 1978), (706, 89, 4123)], 0.8779001, 'xrule'), ([(3181, 89, 4123), (223, 172, 1978), (3181, 89, 223)], 0.83500004, 'xrule'), ([(3181, 89, 2519), (3181, 89, 4123), (2519, 172, 1978)], 0.043499947, 'xrule'), ([(3181, 89, 4123), (2267, 172, 1978), (3181, 89, 2267)], -0.28680038, 'xrule'), ([(447, 172, 1978), (3181, 89, 4123), (3181, 89, 447)], -0.5013008, 'xrule'), ([(53, 172, 1978), (3181, 89, 4123), (3181, 89, 53)], -0.77350044, 'xrule'), ([(3181, 89, 4123), (1674, 172, 1978), (3181, 89, 1674)], -1.0109005, 'xrule'), ([(447, 172, 1978), (706, 89, 447), (706, 89, 4123)], -2.9250002, 'xrule')]",1.0,1,"(4123, 172, 1978)"
"[6.4276075, 3.6568897]","[2, 1]",11,12.2361145,5.0422487,"[([(32, 15, 2162), (32, 15, 1309), (2162, 25, 62)], 1.9614, 'xrule'), ([(1308, 66, 1309)], 0.9625330471238946, 10336.723628666618), ([(48, 48, 32), (32, 15, 1309), (48, 25, 62)], -0.9754, 'xrule'), ([(6387, 48, 32), (32, 15, 1309), (6387, 25, 62)], -1.0202999, 'xrule'), ([(32, 15, 1309), (3215, 25, 62), (3215, 48, 32)], -1.2593002, 'xrule'), ([(32, 15, 3243), (32, 15, 1309), (3243, 25, 62), (3243, 133, 32)], -1.4534006, 'xrule'), ([(5214, 25, 62), (32, 15, 1309), (5214, 16, 32)], -1.5430002, 'xrule'), ([(32, 15, 1309), (9093, 25, 62), (9093, 48, 32)], -1.5752001, 'xrule'), ([(7677, 25, 62), (32, 15, 1309), (7677, 48, 32)], -1.6805, 'xrule'), ([(32, 15, 1309), (2597, 28, 32), (2597, 25, 62), (2597, 13, 32)], -2.5460005, 'xrule'), ([(12016, 25, 62), (32, 15, 1309), (12016, 133, 32), (32, 15, 12016)], -2.6734, 'xrule')]",1.5,1,"(1309, 25, 62)"
"[0.55279136, 0.46921858]","[15, 9]",11,5.9332037,0.511005,"[([(5291, 34, 90), (5291, 13, 274), (3866, 34, 90)], 3.1196995, 'xrule'), ([(3866, 34, 90), (307, 13, 274), (307, 34, 90)], 2.4913998, 'xrule'), ([(3866, 11, 23), (5291, 13, 274), (5291, 11, 23)], 1.8121996, 'xrule'), ([(7955, 13, 274), (7955, 34, 90), (3866, 34, 90)], 1.3640995, 'xrule'), ([(7412, 11, 23), (7412, 90, 23), (7412, 13, 274), (3866, 11, 23)], 0.97219944, 'xrule'), ([(2835, 13, 274), (3866, 11, 23), (2835, 11, 23)], 0.81869984, 'xrule'), ([(2835, 13, 274), (2835, 34, 90), (3866, 34, 90)], 0.5341997, 'xrule'), ([(3866, 11, 23), (7955, 13, 274), (7955, 11, 23), (7955, 90, 23)], 0.29539967, 'xrule'), ([(3866, 11, 23), (307, 11, 23), (307, 13, 274)], -0.029200554, 'xrule'), ([(7412, 34, 90), (3866, 34, 90), (7412, 13, 274)], -0.23729992, 'xrule'), ([(3866, 13, 32)], -0.5658597513522962, 4688.362192703431)]",12.0,14,"(3866, 28, 274)"
"[1.1456428, 0.80158097]","[4, 4]",11,3.366718,0.97361183,"[([(2578, 68, 447), (2578, 68, 8425), (447, 124, 4722)], 2.5250998, 'xrule'), ([(1246, 68, 8425), (842, 124, 4722), (1246, 68, 842)], 0.9431, 'xrule'), ([(446, 68, 8425), (447, 124, 4722), (446, 68, 447)], 0.8970003, 'xrule'), ([(447, 124, 4722), (1019, 89, 447), (1019, 89, 8425)], 0.8458004, 'xrule'), ([(2578, 68, 5015), (5015, 124, 4722), (2578, 68, 8425)], 0.58670044, 'xrule'), ([(1330, 89, 8425), (733, 124, 4722), (1330, 89, 733)], 0.283, 'xrule'), ([(1330, 89, 8425), (447, 124, 4722), (1330, 89, 447)], 0.15639973, 'xrule'), ([(2578, 68, 8425), (2578, 68, 5377), (5377, 124, 4722)], -0.34759998, 'xrule'), ([(1246, 68, 8425), (447, 124, 4722), (1246, 68, 447)], -0.6989002, 'xrule'), ([(8425, 166, 90)], -1.37558120242769, 9322.201719605704), ([(2578, 68, 1578), (2578, 68, 8425), (1578, 124, 4722)], -1.3910999, 'xrule')]",4.0,5,"(8425, 124, 4722)"
"[0.81769466, 2.1360593]","[1, 1]",11,5.5954394,1.476877,"[([(4908, 47, 11039)], 1.2848430268597781, 496.783273028987), ([(11039, 85, 434), (2332, 43, 141), (2332, 85, 434)], 0.5500002, 'xrule'), ([(6378, 43, 141), (6378, 19, 457), (11039, 19, 457)], 0.18249989, 'xrule'), ([(11039, 85, 434), (8275, 43, 141), (8275, 85, 434)], -0.26340008, 'xrule'), ([(457, 47, 1039), (1039, 43, 141), (1039, 19, 457), (11039, 19, 457)], -1.0436001, 'xrule'), ([(11039, 85, 434), (9569, 43, 141), (9569, 85, 434)], -1.0859003, 'xrule'), ([(11039, 85, 434), (6378, 43, 141), (6378, 85, 434)], -1.6395998, 'xrule'), ([(11039, 85, 434), (4565, 43, 141), (4565, 85, 434)], -1.6538, 'xrule'), ([(8275, 43, 141), (8275, 19, 1250), (11039, 19, 1250)], -2.1062002, 'xrule'), ([(11039, 85, 434), (1039, 85, 434), (1039, 43, 141)], -2.3233995, 'xrule'), ([(9446, 43, 141), (11039, 41, 212), (11039, 177, 212), (212, 42, 9446)], -2.8154001, 'xrule')]",1.0,1,"(11039, 43, 141)"
"[1.989209, 2.9891143]","[2, 2]",2,9.356104,2.4891617,"[([(251, 17, 871), (7474, 17, 871), (251, 85, 434)], -0.4432001, 'xrule'), ([(6912, 47, 7474)], -1.4988002106656728, 1463.182604526308)]",2.0,3,"(7474, 85, 434)"
"[0.6969162, 0.63237697]","[1, 1]",1,4.5499496,0.6646466,"[([(675, 38, 1431)], -0.8325328353445846, 10466.303109771963)]",1.0,1,"(1431, 91, 494)"
"[0.21433067, 0.15809]","[2, 1]",11,4.9227076,0.18621033,"[([(1472, 26, 342), (1598, 14, 160), (1472, 14, 160)], 3.2095003, 'xrule'), ([(1598, 13, 853), (2447, 26, 342), (2447, 13, 853)], 2.6124, 'xrule'), ([(1598, 13, 382), (906, 28, 382), (1598, 28, 382), (906, 26, 342)], 2.1994, 'xrule'), ([(1598, 13, 382), (1286, 26, 342), (1598, 28, 382), (1286, 28, 382)], 1.3324995, 'xrule'), ([(1598, 14, 160), (135, 14, 160), (135, 26, 342)], 1.2014999, 'xrule'), ([(1598, 14, 160), (9140, 26, 342), (9140, 14, 160)], 0.9663, 'xrule'), ([(1598, 14, 160), (7597, 14, 160), (7597, 26, 342)], 0.9257002, 'xrule'), ([(1598, 13, 382), (6732, 28, 382), (1598, 28, 382), (6732, 26, 342)], 0.7077999, 'xrule'), ([(1598, 13, 816)], -0.24292083493226224, 7834.439566672904), ([(1598, 14, 160), (2447, 26, 342), (2447, 14, 160)], -0.32439995, 'xrule'), ([(2447, 26, 342), (2447, 13, 382), (1598, 28, 382), (1598, 13, 382), (2447, 28, 382)], -0.55650043, 'xrule')]",1.5,4,"(1598, 26, 342)"
"[2.0352428, 4.362468]","[2, 2]",12,8.570226,3.1988554,"[([(10412, 17, 818), (6433, 17, 818), (10412, 85, 434)], 1.8916006, 'xrule'), ([(5783, 17, 818), (6433, 17, 818), (5783, 85, 434)], 1.6105003, 'xrule'), ([(4974, 48, 32), (6433, 48, 32), (4974, 85, 434)], 1.3852005, 'xrule'), ([(6433, 39, 1327), (5776, 85, 434), (5776, 39, 1327)], 1.1475, 'xrule'), ([(6433, 48, 32), (434, 161, 13168), (32, 15, 13168), (13168, 133, 32)], 0.95990086, 'xrule'), ([(6433, 39, 1327), (2223, 85, 434), (2223, 24, 1327)], 0.71070004, 'xrule'), ([(6433, 17, 215), (10412, 85, 434), (10412, 17, 215)], 0.62020016, 'xrule'), ([(10412, 17, 393), (10412, 85, 434), (6433, 17, 393)], 0.58810043, 'xrule'), ([(6433, 102, 12546)], 0.3303704672922033, 666.5818495045065), ([(6433, 17, 215), (4974, 17, 215), (4974, 85, 434)], 0.28740025, 'xrule'), ([(4318, 85, 434), (6433, 48, 32), (4318, 48, 32)], 0.24720001, 'xrule'), ([(6433, 48, 32), (2223, 85, 434), (2223, 48, 32)], 0.15470028, 'xrule')]",2.0,1,"(6433, 85, 434)"
"[1.0579565, 1.6816251]","[1, 2]",1,3.3958833,1.3697908,"[([(1956, 98, 11218)], 0.4965858884875931, 10884.621656657511)]",1.5,1,"(1956, 98, 8986)"
"[2.829698, 1.6904618]","[1, 1]",12,6.228981,2.2600799,"[([(7729, 17, 862), (4848, 43, 141), (4848, 17, 862)], 2.3146, 'xrule'), ([(7729, 85, 434), (6863, 43, 141), (6863, 85, 434)], 2.2406998, 'xrule'), ([(7729, 85, 434), (12156, 43, 141), (12156, 85, 434)], 1.4765997, 'xrule'), ([(7729, 17, 862), (8606, 17, 862), (8606, 43, 141)], 1.1838999, 'xrule'), ([(7729, 85, 1665)], 1.1493197034641893, 8466.759386626074), ([(7729, 17, 862), (3707, 17, 862), (3707, 43, 141)], 0.96329975, 'xrule'), ([(7729, 85, 434), (4848, 43, 141), (4848, 85, 434)], 0.8920002, 'xrule'), ([(7729, 17, 862), (3525, 17, 862), (3525, 43, 141)], 0.86520004, 'xrule'), ([(7729, 85, 434), (7465, 85, 434), (7465, 43, 141)], 0.39079952, 'xrule'), ([(7729, 85, 434), (8606, 85, 434), (8606, 43, 141)], -0.51049995, 'xrule'), ([(7729, 85, 1665), (8606, 43, 141), (8606, 85, 1665)], -1.2533998, 'xrule'), ([(1857, 47, 7729), (3525, 43, 141), (7729, 19, 1857), (3525, 19, 1857)], -2.5745, 'xrule')]",1.0,1,"(7729, 43, 141)"
