original_rank,original_score,exp,facts,new_ranks,new_rank,new_scores,new_score,prediction,exp_length
1,0.0005110133206471801,"[(14565, 2, 30), (14565, 8, 7427), (6722, 2, 30), (23558, 8, 7427), (15535, 8, 7427), (24529, 2, 30), (23558, 3, 40), (24894, 2, 30), (24894, 8, 7427), (24529, 8, 7427), (6722, 3, 40), (15535, 2, 30)]","[([(14565, 2, 30), (14565, 8, 7427), (6722, 2, 30)], 0.268, 'xrule'), ([(6722, 3, 40), (23558, 3, 40), (23558, 8, 7427)], 0.2202, 'xrule'), ([(24894, 8, 7427), (6722, 2, 30), (24894, 2, 30)], 0.1627, 'xrule'), ([(15535, 2, 30), (15535, 8, 7427), (6722, 2, 30)], 0.064499974, 'xrule'), ([(24529, 2, 30), (24529, 8, 7427), (6722, 2, 30)], 0.0492, 'xrule')]",[2],2.0,[1.2222701116115786e-05],1.2222701116115786e-05,"(6722, 8, 7427)",12
1,0.023995403200387955,"[(24472, 8, 7567), (24472, 3, 41), (9370, 8, 7567), (20555, 8, 7567), (4870, 3, 41), (20555, 2, 709), (24472, 3, 88), (4870, 2, 709), (9370, 2, 172), (4870, 2, 172), (4870, 3, 88), (19620, 2, 709), (19620, 8, 7567)]","[([(24472, 8, 7567), (24472, 3, 41), (4870, 3, 41)], 0.010399997, 'xrule'), ([(20555, 2, 709), (4870, 2, 709), (20555, 8, 7567)], 0.00069999695, 'xrule'), ([(9370, 8, 7567), (9370, 2, 172), (4870, 2, 172)], 0.00049996376, 'xrule'), ([(24472, 8, 7567), (4870, 3, 88), (24472, 3, 88)], 0.00029999018, 'xrule'), ([(4870, 2, 709), (19620, 2, 709), (19620, 8, 7567)], 0.00029999018, 'xrule')]",[7],7.0,[4.753786981837038e-07],4.753786981837038e-07,"(4870, 8, 7567)",13
1,2.007188548702743e-08,"[(24093, 1, 65), (24093, 10, 7830), (24276, 10, 7830), (17452, 10, 7830), (11521, 3, 78), (6213, 3, 78), (17452, 3, 78), (23221, 1, 65), (11521, 10, 7830), (6213, 1, 65), (23221, 10, 7830), (24276, 1, 65)]","[([(6213, 1, 65), (23221, 10, 7830), (23221, 1, 65)], 0.0, 'xrule'), ([(24093, 1, 65), (6213, 1, 65), (24093, 10, 7830)], 0.0, 'xrule'), ([(24276, 10, 7830), (6213, 1, 65), (24276, 1, 65)], 0.0, 'xrule'), ([(11521, 10, 7830), (6213, 3, 78), (11521, 3, 78)], 0.0, 'xrule'), ([(6213, 3, 78), (17452, 3, 78), (17452, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9955887794494629],0.9955887794494629,"(6213, 10, 7830)",12
1,8.690136610312038e-09,"[(14580, 8, 7427), (18068, 8, 7427), (21465, 10, 7830), (7499, 8, 7427), (14580, 10, 7830), (21465, 8, 7427), (17655, 8, 7427), (22379, 10, 7830), (22379, 8, 7427), (17655, 10, 7830), (18068, 10, 7830)]","[([(7499, 8, 7427), (14580, 10, 7830), (14580, 8, 7427)], 0.0, 'xrule'), ([(7499, 8, 7427), (17655, 8, 7427), (17655, 10, 7830)], 0.0, 'xrule'), ([(7499, 8, 7427), (18068, 8, 7427), (18068, 10, 7830)], 0.0, 'xrule'), ([(7499, 8, 7427), (21465, 8, 7427), (21465, 10, 7830)], 0.0, 'xrule'), ([(7499, 8, 7427), (22379, 8, 7427), (22379, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9837145209312439],0.9837145209312439,"(7499, 10, 7830)",11
1,8.622164315852388e-09,"[(23777, 3, 78), (6983, 3, 78), (16658, 4, 66), (9516, 3, 78), (13114, 3, 78), (16658, 10, 7830), (23777, 10, 7830), (9516, 10, 7830), (13114, 10, 7830), (18760, 10, 7830), (18760, 3, 78), (6983, 4, 66)]","[([(6983, 3, 78), (9516, 10, 7830), (9516, 3, 78)], 0.0, 'xrule'), ([(13114, 3, 78), (6983, 3, 78), (13114, 10, 7830)], 0.0, 'xrule'), ([(6983, 3, 78), (18760, 10, 7830), (18760, 3, 78)], 0.0, 'xrule'), ([(23777, 3, 78), (6983, 3, 78), (23777, 10, 7830)], 0.0, 'xrule'), ([(16658, 10, 7830), (6983, 4, 66), (16658, 4, 66)], 0.0, 'xrule')]",[1],1.0,[0.9841825366020203],0.9841825366020203,"(6983, 10, 7830)",12
1,9.566154979268049e-09,"[(6300, 3, 40), (14712, 3, 40), (14576, 10, 7830), (18833, 3, 40), (19178, 3, 40), (8104, 10, 7830), (19178, 10, 7830), (14576, 3, 40), (14712, 10, 7830), (18833, 10, 7830), (8104, 3, 40)]","[([(6300, 3, 40), (8104, 10, 7830), (8104, 3, 40)], 0.0, 'xrule'), ([(6300, 3, 40), (14576, 3, 40), (14576, 10, 7830)], 0.0, 'xrule'), ([(14712, 10, 7830), (6300, 3, 40), (14712, 3, 40)], 0.0, 'xrule'), ([(6300, 3, 40), (18833, 10, 7830), (18833, 3, 40)], 0.0, 'xrule'), ([(6300, 3, 40), (19178, 3, 40), (19178, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9806019067764282],0.9806019067764282,"(6300, 10, 7830)",11
1,0.003208134090527892,"[(7335, 3, 40), (20705, 3, 40), (21311, 3, 88), (21311, 2, 30), (21311, 8, 7410), (20719, 8, 7410), (20705, 8, 7410), (23089, 8, 7410), (7335, 2, 30), (20719, 2, 30), (23089, 2, 30), (7335, 3, 88)]","[([(23089, 8, 7410), (7335, 2, 30), (23089, 2, 30)], 0.10429996, 'xrule'), ([(7335, 3, 40), (20705, 8, 7410), (20705, 3, 40)], 0.0916, 'xrule'), ([(20719, 2, 30), (20719, 8, 7410), (7335, 2, 30)], 0.03850001, 'xrule'), ([(21311, 2, 30), (21311, 8, 7410), (7335, 2, 30)], 0.037800014, 'xrule'), ([(21311, 8, 7410), (7335, 3, 88), (21311, 3, 88)], -0.018400013, 'xrule')]",[2],2.0,[1.9251659466590354e-07],1.9251659466590354e-07,"(7335, 8, 7410)",12
1,0.0042869639582931995,"[(13576, 1, 65), (23699, 3, 220), (7058, 1, 65), (13122, 1, 65), (9990, 3, 220), (9990, 8, 7410), (23699, 8, 7410), (13576, 8, 7410), (7058, 3, 220), (13122, 8, 7410)]","[([(7058, 3, 220), (9990, 3, 220), (9990, 8, 7410)], 0.1652, 'xrule'), ([(13576, 1, 65), (7058, 1, 65), (13576, 8, 7410)], 0.057200015, 'xrule'), ([(23699, 3, 220), (7058, 3, 220), (23699, 8, 7410)], 0.054099977, 'xrule'), ([(13122, 1, 65), (7058, 1, 65), (13122, 8, 7410)], -0.023499966, 'xrule')]",[4],4.0,[2.9337104479054688e-06],2.9337104479054688e-06,"(7058, 8, 7410)",10
1,0.0011432610917836428,"[(5897, 3, 40), (20450, 3, 9), (20629, 1, 65), (20629, 8, 7410), (25026, 3, 9), (5897, 1, 65), (20450, 8, 7410), (5897, 3, 9), (20629, 3, 9), (25026, 3, 40), (25026, 8, 7410)]","[([(5897, 3, 9), (20629, 3, 9), (20629, 8, 7410)], 0.2715, 'xrule'), ([(5897, 3, 9), (20450, 3, 9), (20450, 8, 7410)], 0.22539997, 'xrule'), ([(5897, 3, 9), (25026, 8, 7410), (25026, 3, 9)], 0.19049996, 'xrule'), ([(5897, 1, 65), (20629, 1, 65), (20629, 8, 7410)], 0.18149996, 'xrule'), ([(25026, 3, 40), (5897, 3, 40), (25026, 8, 7410)], 0.1555, 'xrule')]",[3],3.0,[9.844223313848488e-06],9.844223313848488e-06,"(5897, 8, 7410)",11
1,0.0004672103968914598,"[(18600, 2, 69), (14346, 2, 69), (17391, 2, 69), (18600, 9, 8418), (6083, 2, 69), (6083, 3, 39), (6083, 3, 1878), (17391, 9, 8418), (17391, 3, 39), (14346, 9, 8418), (17391, 3, 1878)]","[([(6083, 3, 39), (17391, 9, 8418), (17391, 3, 39)], 0.13270003, 'xrule'), ([(18600, 9, 8418), (18600, 2, 69), (6083, 2, 69)], 0.1311, 'xrule'), ([(6083, 2, 69), (17391, 9, 8418), (17391, 2, 69)], 0.12800002, 'xrule'), ([(14346, 9, 8418), (14346, 2, 69), (6083, 2, 69)], 0.08760005, 'xrule'), ([(6083, 3, 1878), (17391, 9, 8418), (17391, 3, 1878)], 0.0819, 'xrule')]",[5],5.0,[3.816354728769511e-05],3.816354728769511e-05,"(6083, 9, 8418)",11
1,1.0907464265130784e-08,"[(21357, 10, 7830), (21357, 3, 10), (7065, 3, 10), (9516, 3, 10), (8831, 10, 7830), (15578, 10, 7830), (15578, 3, 10), (9516, 10, 7830), (8831, 3, 10), (20871, 10, 7830), (20871, 3, 10)]","[([(8831, 10, 7830), (8831, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ([(9516, 3, 10), (9516, 10, 7830), (7065, 3, 10)], 0.0, 'xrule'), ([(15578, 10, 7830), (15578, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ([(20871, 10, 7830), (20871, 3, 10), (7065, 3, 10)], 0.0, 'xrule'), ([(21357, 10, 7830), (21357, 3, 10), (7065, 3, 10)], 0.0, 'xrule')]",[1],1.0,[0.9984226226806641],0.9984226226806641,"(7065, 10, 7830)",11
1,3.7333531508920714e-05,"[(25003, 11, 7956), (11759, 4, 169), (25003, 3, 277), (7289, 3, 277), (9508, 3, 39), (11759, 11, 7956), (9508, 11, 7956), (7289, 3, 39), (7289, 4, 169), (11759, 3, 277), (24745, 3, 277), (24745, 11, 7956)]","[([(11759, 3, 277), (11759, 11, 7956), (7289, 3, 277)], 0.0, 'xrule'), ([(24745, 3, 277), (24745, 11, 7956), (7289, 3, 277)], 0.0, 'xrule'), ([(25003, 3, 277), (25003, 11, 7956), (7289, 3, 277)], 0.0, 'xrule'), ([(11759, 4, 169), (7289, 4, 169), (11759, 11, 7956)], 0.0, 'xrule'), ([(9508, 11, 7956), (7289, 3, 39), (9508, 3, 39)], 0.0, 'xrule')]",[1],1.0,[0.991399884223938],0.991399884223938,"(7289, 11, 7956)",12
1,5.255751602817327e-06,"[(23233, 2, 31), (16781, 11, 8038), (19681, 11, 8038), (23233, 11, 8038), (19681, 2, 31), (21943, 11, 8038), (6966, 2, 31), (21943, 2, 31), (10332, 2, 31), (10332, 11, 8038), (16781, 2, 31)]","[([(6966, 2, 31), (10332, 11, 8038), (10332, 2, 31)], 0.0, 'xrule'), ([(6966, 2, 31), (16781, 11, 8038), (16781, 2, 31)], 0.0, 'xrule'), ([(19681, 2, 31), (6966, 2, 31), (19681, 11, 8038)], 0.0, 'xrule'), ([(6966, 2, 31), (21943, 2, 31), (21943, 11, 8038)], 0.0, 'xrule'), ([(6966, 2, 31), (23233, 2, 31), (23233, 11, 8038)], 0.0, 'xrule')]",[3],3.0,[0.0001399006141582504],0.0001399006141582504,"(6966, 11, 8038)",11
1,3.855851460343729e-08,"[(15535, 3, 479), (11178, 10, 7830), (11178, 4, 66), (23512, 3, 479), (7751, 3, 479), (14478, 10, 7830), (23512, 10, 7830), (25281, 10, 7830), (15535, 10, 7830), (7751, 4, 66), (14478, 4, 66), (25281, 3, 479)]","[([(15535, 3, 479), (15535, 10, 7830), (7751, 3, 479)], 0.0, 'xrule'), ([(23512, 10, 7830), (23512, 3, 479), (7751, 3, 479)], 0.0, 'xrule'), ([(25281, 10, 7830), (25281, 3, 479), (7751, 3, 479)], 0.0, 'xrule'), ([(11178, 10, 7830), (11178, 4, 66), (7751, 4, 66)], 0.0, 'xrule'), ([(14478, 4, 66), (14478, 10, 7830), (7751, 4, 66)], 0.0, 'xrule')]",[1],1.0,[0.9583191275596619],0.9583191275596619,"(7751, 10, 7830)",12
1,8.646970672998577e-05,"[(11211, 2, 30), (24318, 2, 30), (24318, 11, 7956), (23242, 11, 7956), (23242, 2, 30), (22481, 2, 30), (22481, 11, 7956), (19240, 11, 7956), (4952, 2, 30), (19240, 2, 30), (11211, 11, 7956)]","[([(4952, 2, 30), (11211, 2, 30), (11211, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (19240, 2, 30), (19240, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (22481, 2, 30), (22481, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (23242, 2, 30), (23242, 11, 7956)], 0.0, 'xrule'), ([(4952, 2, 30), (24318, 2, 30), (24318, 11, 7956)], 0.0, 'xrule')]",[1],1.0,[0.994766116142273],0.994766116142273,"(4952, 11, 7956)",11
1,6.771103926439537e-06,"[(9818, 3, 40), (11096, 11, 7956), (9818, 11, 7956), (12676, 3, 40), (18474, 3, 40), (4777, 3, 40), (11096, 3, 40), (9365, 3, 40), (9365, 11, 7956), (18474, 11, 7956), (12676, 11, 7956)]","[([(9365, 3, 40), (4777, 3, 40), (9365, 11, 7956)], 0.0, 'xrule'), ([(9818, 3, 40), (4777, 3, 40), (9818, 11, 7956)], 0.0, 'xrule'), ([(11096, 3, 40), (11096, 11, 7956), (4777, 3, 40)], 0.0, 'xrule'), ([(4777, 3, 40), (12676, 3, 40), (12676, 11, 7956)], 0.0, 'xrule'), ([(18474, 3, 40), (18474, 11, 7956), (4777, 3, 40)], 0.0, 'xrule')]",[1],1.0,[0.9963647723197937],0.9963647723197937,"(4777, 11, 7956)",11
1,4.383919005590542e-08,"[(21010, 3, 7), (4912, 3, 7), (16511, 3, 7), (17908, 3, 7), (21010, 10, 7830), (16838, 10, 7830), (16511, 10, 7830), (16838, 3, 7), (17908, 10, 7830), (20287, 3, 7), (20287, 10, 7830)]","[([(16511, 3, 7), (16511, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(16838, 3, 7), (16838, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(17908, 3, 7), (17908, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(20287, 3, 7), (20287, 10, 7830), (4912, 3, 7)], 0.0, 'xrule'), ([(21010, 3, 7), (21010, 10, 7830), (4912, 3, 7)], 0.0, 'xrule')]",[1],1.0,[0.9956307411193848],0.9956307411193848,"(4912, 10, 7830)",11
1,4.9305614084005356e-05,"[(7392, 3, 220), (10818, 3, 220), (23388, 3, 220), (8161, 3, 220), (15992, 8, 7409), (15849, 3, 220), (10818, 8, 7409), (23388, 8, 7409), (15992, 3, 220), (8161, 8, 7409), (15849, 8, 7409)]","[([(7392, 3, 220), (23388, 8, 7409), (23388, 3, 220)], -0.00039999932, 'xrule'), ([(8161, 8, 7409), (8161, 3, 220), (7392, 3, 220)], -0.009099999, 'xrule'), ([(10818, 8, 7409), (7392, 3, 220), (10818, 3, 220)], -0.021399999, 'xrule'), ([(7392, 3, 220), (15849, 8, 7409), (15849, 3, 220)], -0.025700001, 'xrule'), ([(7392, 3, 220), (15992, 8, 7409), (15992, 3, 220)], -0.0272, 'xrule')]",[4],4.0,[1.0915857018289898e-07],1.0915857018289898e-07,"(7392, 8, 7409)",11
1,0.0023090641479939222,"[(22285, 8, 7410), (16023, 3, 9), (9970, 3, 39), (22285, 3, 39), (9970, 8, 7410), (14544, 8, 7410), (7289, 3, 39), (22285, 3, 9), (16023, 8, 7410), (14544, 3, 39), (7289, 3, 9)]","[([(7289, 3, 9), (16023, 3, 9), (16023, 8, 7410)], 0.2328, 'xrule'), ([(7289, 3, 39), (9970, 3, 39), (9970, 8, 7410)], 0.21350001, 'xrule'), ([(22285, 8, 7410), (7289, 3, 39), (22285, 3, 39)], 0.18020001, 'xrule'), ([(14544, 3, 39), (14544, 8, 7410), (7289, 3, 39)], 0.12930001, 'xrule'), ([(7289, 3, 9), (22285, 8, 7410), (22285, 3, 9)], 0.114500016, 'xrule')]",[6],6.0,[1.6784775880296365e-07],1.6784775880296365e-07,"(7289, 8, 7410)",11
1,0.0007060354109853506,"[(6383, 3, 3058), (23688, 3, 39), (6383, 3, 7), (24690, 3, 7), (6383, 3, 39), (23625, 3, 732), (6383, 2, 68), (23688, 8, 7427), (6383, 3, 732), (23625, 3, 3058), (23625, 2, 68), (23625, 8, 7427), (24690, 8, 7427)]","[([(6383, 3, 7), (24690, 8, 7427), (24690, 3, 7)], 0.1353, 'xrule'), ([(6383, 2, 68), (23625, 2, 68), (23625, 8, 7427)], 0.12849998, 'xrule'), ([(6383, 3, 3058), (23625, 3, 3058), (23625, 8, 7427)], 0.118099995, 'xrule'), ([(6383, 3, 39), (23688, 8, 7427), (23688, 3, 39)], 0.10559999, 'xrule'), ([(6383, 3, 732), (23625, 3, 732), (23625, 8, 7427)], 0.0545, 'xrule')]",[1],1.0,[5.290190892992541e-05],5.290190892992541e-05,"(6383, 8, 7427)",13
1,1.0150869478309232e-08,"[(9116, 3, 40), (5897, 3, 40), (19767, 3, 479), (19767, 10, 7830), (19155, 3, 148), (5897, 3, 148), (9782, 10, 7830), (9116, 3, 479), (19155, 10, 7830), (5897, 3, 479), (9116, 10, 7830), (9782, 3, 479)]","[([(9116, 3, 479), (5897, 3, 479), (9116, 10, 7830)], 0.0, 'xrule'), ([(5897, 3, 479), (9782, 3, 479), (9782, 10, 7830)], 0.0, 'xrule'), ([(19767, 10, 7830), (5897, 3, 479), (19767, 3, 479)], 0.0, 'xrule'), ([(19155, 3, 148), (19155, 10, 7830), (5897, 3, 148)], 0.0, 'xrule'), ([(9116, 3, 40), (5897, 3, 40), (9116, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9753636121749878],0.9753636121749878,"(5897, 10, 7830)",12
1,8.857455395627767e-05,"[(14879, 2, 31), (6213, 2, 729), (20420, 8, 7410), (20319, 2, 31), (6213, 3, 6), (6213, 2, 31), (20319, 2, 729), (14879, 8, 7410), (20420, 3, 6), (10156, 2, 31), (10156, 8, 7410), (20319, 8, 7410)]","[([(6213, 3, 6), (20420, 3, 6), (20420, 8, 7410)], 0.21299998, 'xrule'), ([(20319, 2, 31), (6213, 2, 31), (20319, 8, 7410)], 0.21219999, 'xrule'), ([(20319, 2, 729), (6213, 2, 729), (20319, 8, 7410)], 0.20599999, 'xrule'), ([(6213, 2, 31), (10156, 2, 31), (10156, 8, 7410)], 0.18509999, 'xrule'), ([(6213, 2, 31), (14879, 8, 7410), (14879, 2, 31)], 0.16939998, 'xrule')]",[2],2.0,[2.4869632397894748e-06],2.4869632397894748e-06,"(6213, 8, 7410)",12
1,0.00212707556784153,"[(15502, 3, 41), (15502, 3, 9), (15502, 2, 68), (5665, 2, 68), (15502, 8, 7427), (5665, 3, 7), (14330, 8, 7427), (5665, 3, 41), (14330, 3, 7), (5665, 3, 9), (14330, 3, 41)]","[([(15502, 8, 7427), (15502, 3, 41), (5665, 3, 41)], 0.00069999695, 'xrule'), ([(15502, 8, 7427), (15502, 3, 9), (5665, 3, 9)], 0.00049996376, 'xrule'), ([(5665, 3, 41), (14330, 8, 7427), (14330, 3, 41)], 0.00039994717, 'xrule'), ([(5665, 3, 7), (14330, 3, 7), (14330, 8, 7427)], 0.00019997358, 'xrule'), ([(5665, 2, 68), (15502, 8, 7427), (15502, 2, 68)], 0.00019997358, 'xrule')]",[2],2.0,[1.83626361831557e-05],1.83626361831557e-05,"(5665, 8, 7427)",11
1,0.010452235117554665,"[(22361, 2, 68), (17452, 2, 31), (17452, 2, 68), (5411, 2, 68), (22361, 2, 31), (22361, 8, 7410), (17452, 8, 7410), (15709, 8, 7410), (5411, 2, 31), (15709, 2, 68)]","[([(5411, 2, 31), (17452, 8, 7410), (17452, 2, 31)], 0.3717, 'xrule'), ([(15709, 2, 68), (5411, 2, 68), (15709, 8, 7410)], 0.20049998, 'xrule'), ([(17452, 2, 68), (17452, 8, 7410), (5411, 2, 68)], 0.1704, 'xrule'), ([(22361, 2, 31), (5411, 2, 31), (22361, 8, 7410)], 0.16639999, 'xrule'), ([(22361, 8, 7410), (22361, 2, 68), (5411, 2, 68)], 0.13799998, 'xrule')]",[3],3.0,[5.533403054869268e-06],5.533403054869268e-06,"(5411, 8, 7410)",10
1,0.00033357946085743606,"[(23692, 2, 30), (23692, 9, 7903), (12077, 9, 7903), (18547, 2, 30), (12077, 2, 30), (15964, 9, 7903), (18547, 9, 7903), (18547, 2, 132), (7610, 2, 30), (15964, 2, 30), (7610, 2, 132)]","[([(18547, 9, 7903), (18547, 2, 30), (7610, 2, 30)], 0.16660002, 'xrule'), ([(7610, 2, 30), (15964, 2, 30), (15964, 9, 7903)], 0.093000025, 'xrule'), ([(7610, 2, 30), (12077, 2, 30), (12077, 9, 7903)], 0.082400024, 'xrule'), ([(18547, 2, 132), (18547, 9, 7903), (7610, 2, 132)], 0.068100005, 'xrule'), ([(23692, 9, 7903), (7610, 2, 30), (23692, 2, 30)], 0.013200015, 'xrule')]",[6],6.0,[1.78913523996016e-05],1.78913523996016e-05,"(7610, 9, 7903)",11
1,0.000957758747972548,"[(24810, 2, 30), (10818, 3, 40), (7628, 3, 6), (24810, 12, 8676), (10818, 12, 8676), (7628, 2, 31), (7628, 3, 40), (24810, 3, 6), (10818, 3, 6), (7628, 2, 30), (24810, 2, 31)]","[([(24810, 12, 8676), (24810, 3, 6), (7628, 3, 6)], 0.00029999999, 'xrule'), ([(24810, 12, 8676), (7628, 2, 31), (24810, 2, 31)], 0.0002, 'xrule'), ([(10818, 12, 8676), (7628, 3, 40), (10818, 3, 40)], 0.0002, 'xrule'), ([(10818, 12, 8676), (10818, 3, 6), (7628, 3, 6)], 0.0002, 'xrule'), ([(24810, 12, 8676), (7628, 2, 30), (24810, 2, 30)], 9.9999976e-05, 'xrule')]",[3],3.0,[0.005363667383790016],0.005363667383790016,"(7628, 12, 8676)",11
1,0.001002475735731423,"[(17302, 8, 7427), (22529, 8, 7427), (6105, 3, 6), (6105, 4, 66), (12691, 3, 6), (22529, 4, 66), (25441, 3, 6), (25441, 8, 7427), (12691, 8, 7427), (23766, 3, 6), (23766, 8, 7427), (17302, 3, 6)]","[([(23766, 3, 6), (23766, 8, 7427), (6105, 3, 6)], 0.18629998, 'xrule'), ([(12691, 3, 6), (12691, 8, 7427), (6105, 3, 6)], 0.113900006, 'xrule'), ([(17302, 3, 6), (6105, 3, 6), (17302, 8, 7427)], -0.01060003, 'xrule'), ([(25441, 3, 6), (6105, 3, 6), (25441, 8, 7427)], -0.054099977, 'xrule'), ([(22529, 4, 66), (22529, 8, 7427), (6105, 4, 66)], -0.055999994, 'xrule')]",[2],2.0,[8.852617611410096e-06],8.852617611410096e-06,"(6105, 8, 7427)",12
1,5.266637259637719e-08,"[(11081, 1, 65), (7450, 3, 51), (7450, 2, 30), (11081, 10, 7830), (10676, 1, 65), (10676, 2, 30), (24270, 10, 7830), (10676, 10, 7830), (7450, 1, 65), (11081, 2, 30), (24270, 3, 51)]","[([(10676, 10, 7830), (7450, 1, 65), (10676, 1, 65)], 0.0, 'xrule'), ([(11081, 1, 65), (7450, 1, 65), (11081, 10, 7830)], 0.0, 'xrule'), ([(7450, 3, 51), (24270, 10, 7830), (24270, 3, 51)], 0.0, 'xrule'), ([(10676, 10, 7830), (10676, 2, 30), (7450, 2, 30)], 0.0, 'xrule'), ([(11081, 2, 30), (7450, 2, 30), (11081, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9688229560852051],0.9688229560852051,"(7450, 10, 7830)",11
1,1.688314910097688e-08,"[(6263, 2, 31), (23424, 10, 7830), (23424, 1, 65), (7982, 10, 7830), (7982, 2, 31), (19076, 1, 65), (20890, 1, 65), (19076, 10, 7830), (9390, 10, 7830), (9390, 2, 31), (6263, 1, 65), (20890, 10, 7830)]","[([(19076, 10, 7830), (6263, 1, 65), (19076, 1, 65)], 0.0, 'xrule'), ([(20890, 1, 65), (6263, 1, 65), (20890, 10, 7830)], 0.0, 'xrule'), ([(23424, 10, 7830), (6263, 1, 65), (23424, 1, 65)], 0.0, 'xrule'), ([(6263, 2, 31), (7982, 10, 7830), (7982, 2, 31)], 0.0, 'xrule'), ([(6263, 2, 31), (9390, 2, 31), (9390, 10, 7830)], 0.0, 'xrule')]",[1],1.0,[0.9970552921295166],0.9970552921295166,"(6263, 10, 7830)",12
1,0.0002039859682554379,"[(19983, 8, 7410), (21749, 3, 220), (19983, 2, 31), (21749, 3, 36), (22798, 3, 220), (22798, 8, 7410), (6137, 2, 31), (6137, 3, 220), (22798, 2, 31), (21749, 8, 7410), (6137, 3, 36)]","[([(21749, 3, 220), (21749, 8, 7410), (6137, 3, 220)], 0.0020000003, 'xrule'), ([(21749, 8, 7410), (21749, 3, 36), (6137, 3, 36)], 0.0015000002, 'xrule'), ([(22798, 8, 7410), (22798, 3, 220), (6137, 3, 220)], 0.0007000002, 'xrule'), ([(19983, 8, 7410), (19983, 2, 31), (6137, 2, 31)], -0.00040000025, 'xrule'), ([(22798, 8, 7410), (6137, 2, 31), (22798, 2, 31)], -0.0022999998, 'xrule')]",[10],10.0,[7.496443998888935e-08],7.496443998888935e-08,"(6137, 8, 7410)",11
1,5.568748662199141e-08,"[(12792, 10, 7830), (9941, 10, 7830), (20277, 3, 40), (14852, 10, 7830), (21930, 10, 7830), (9941, 3, 40), (20277, 10, 7830), (14852, 3, 40), (5067, 3, 40), (12792, 3, 40), (21930, 3, 40)]","[([(9941, 10, 7830), (5067, 3, 40), (9941, 3, 40)], 0.0, 'xrule'), ([(12792, 10, 7830), (12792, 3, 40), (5067, 3, 40)], 0.0, 'xrule'), ([(14852, 3, 40), (5067, 3, 40), (14852, 10, 7830)], 0.0, 'xrule'), ([(5067, 3, 40), (20277, 3, 40), (20277, 10, 7830)], 0.0, 'xrule'), ([(5067, 3, 40), (21930, 10, 7830), (21930, 3, 40)], 0.0, 'xrule')]",[1],1.0,[0.9917508959770203],0.9917508959770203,"(5067, 10, 7830)",11
