exp,new_scores,facts,new_ranks,original_score,new_score,new_rank,prediction,original_rank,exp_length
"[(4222, 17, 862), (6906, 17, 862), (8623, 17, 862), (6906, 43, 384), (4269, 43, 384), (8623, 85, 434), (3425, 43, 384), (4222, 43, 384), (4269, 85, 434), (4269, 17, 862), (3425, 17, 862)]",[0.8930572271347046],"[([(6906, 17, 862), (8623, 17, 862), (6906, 43, 384)], 0.0051000006, 'xrule'), ([(4222, 43, 384), (4222, 17, 862), (8623, 17, 862)], 0.0023999996, 'xrule'), ([(4269, 17, 862), (8623, 17, 862), (4269, 43, 384)], -0.0045000017, 'xrule'), ([(3425, 17, 862), (8623, 17, 862), (3425, 43, 384)], -0.008500002, 'xrule'), ([(4269, 85, 434), (8623, 85, 434), (4269, 43, 384)], -0.009300001, 'xrule')]",[1],0.9801432490348816,0.8930572271347046,1.0,"(8623, 43, 384)",1,11
"[(8267, 43, 141), (2911, 48, 32), (1508, 48, 32), (1508, 43, 141), (2911, 41, 212), (3941, 48, 32), (212, 42, 535), (3941, 43, 141), (8267, 48, 32), (535, 43, 141)]",[0.558531641960144],"[([(1508, 43, 141), (1508, 48, 32), (535, 43, 141)], 0.0036999881, 'xrule'), ([(8267, 43, 141), (8267, 48, 32), (535, 43, 141)], 0.0022999942, 'xrule'), ([(3941, 43, 141), (3941, 48, 32), (535, 43, 141)], -0.018399999, 'xrule'), ([(212, 42, 535), (2911, 48, 32), (2911, 41, 212)], -0.025300011, 'xrule')]",[1],0.8807279467582703,0.558531641960144,1.0,"(535, 48, 32)",1,10
"[(7971, 220, 6386), (7971, 220, 4005), (866, 220, 6386), (6423, 156, 11080), (6423, 220, 4005), (2806, 220, 4005), (2806, 220, 6386), (6423, 220, 6386), (3120, 220, 4005), (3120, 156, 11080), (866, 220, 4005)]",[0.9002062678337097],"[([(3120, 220, 4005), (866, 220, 4005), (866, 220, 6386)], 0.010700002, 'xrule'), ([(3120, 220, 4005), (2806, 220, 4005), (2806, 220, 6386)], 0.0099, 'xrule'), ([(3120, 156, 11080), (6423, 220, 6386), (6423, 156, 11080)], 0.007100001, 'xrule'), ([(3120, 220, 4005), (7971, 220, 6386), (7971, 220, 4005)], 0.006000001, 'xrule'), ([(3120, 220, 4005), (6423, 220, 4005), (6423, 220, 6386)], 0.0029000007, 'xrule')]",[1],0.828163743019104,0.9002062678337097,1.0,"(3120, 220, 6386)",1,11
"[(1619, 8, 4928), (4928, 3, 667), (4928, 3, 1619), (1619, 8, 2539), (6283, 3, 2539), (667, 3, 4928), (2539, 8, 6283), (4928, 8, 1691), (1691, 3, 4928), (667, 3, 2539), (4928, 3, 6283), (2539, 8, 1691), (1691, 3, 2539), (1619, 3, 4928), (3445, 48, 32), (2539, 3, 6283), (3445, 19, 536), (536, 47, 4928), (4928, 19, 536), (4928, 8, 1619), (536, 47, 3445), (2539, 48, 32), (6283, 8, 4928), (4928, 8, 667), (6283, 8, 2539), (667, 8, 4928), (2539, 8, 1619), (667, 8, 2539), (2539, 8, 667), (4928, 8, 6283), (1691, 8, 2539)]",[0.6105940341949463],"[([(4928, 3, 667), (4928, 8, 667), (667, 8, 4928), (667, 3, 4928), (667, 8, 2539), (667, 3, 2539), (2539, 8, 667), (536, 47, 4928), (4928, 19, 536)], 0.12919998, 'xrule'), ([(1691, 3, 2539), (4928, 8, 1691), (1691, 8, 2539), (1691, 3, 4928), (536, 47, 4928), (4928, 19, 536), (2539, 8, 1691)], 0.07789999, 'xrule'), ([(1619, 8, 4928), (1619, 3, 4928), (4928, 8, 1619), (4928, 3, 1619), (1619, 8, 2539), (2539, 8, 1619), (536, 47, 4928), (4928, 19, 536)], 0.058699965, 'xrule'), ([(6283, 8, 4928), (6283, 8, 2539), (6283, 3, 2539), (2539, 8, 6283), (2539, 3, 6283), (536, 47, 4928), (4928, 8, 6283), (4928, 3, 6283), (4928, 19, 536)], 0.031199992, 'xrule'), ([(536, 47, 3445), (3445, 19, 536), (2539, 48, 32), (3445, 48, 32)], 0.027999997, 'xrule')]",[1],0.9856534600257874,0.6105940341949463,1.0,"(2539, 19, 536)",1,31
"[(1707, 31, 205), (1075, 13, 2600), (3655, 2, 1075), (205, 2, 1707), (1707, 13, 2600), (205, 2, 4381), (3655, 2, 1707), (10402, 38, 1075), (4381, 86, 10402), (3655, 2, 4381), (1075, 13, 2091), (1707, 13, 2091), (4381, 31, 205), (1075, 12, 10402)]",[0.5048733353614807],"[([(1707, 31, 205), (4381, 31, 205), (205, 2, 1707), (205, 2, 4381), (4381, 86, 10402)], 0.16289997, 'xrule'), ([(3655, 2, 1707), (4381, 86, 10402), (3655, 2, 4381)], 0.03729999, 'xrule'), ([(10402, 38, 1075), (1707, 13, 2091), (1075, 12, 10402), (1075, 13, 2091)], 0.026600003, 'xrule'), ([(1707, 13, 2600), (1075, 13, 2600), (10402, 38, 1075), (1075, 12, 10402)], 0.022300005, 'xrule'), ([(3655, 2, 1075), (10402, 38, 1075), (3655, 2, 1707), (1075, 12, 10402)], -0.008700013, 'xrule')]",[1],0.5459656119346619,0.5048733353614807,1.0,"(1707, 86, 10402)",1,14
"[(7870, 85, 434), (497, 17, 393), (2824, 85, 434), (2824, 17, 862), (497, 17, 862), (11819, 17, 862), (7858, 85, 434), (7870, 17, 393), (1371, 85, 434), (7858, 17, 862), (11819, 85, 434), (1371, 17, 862)]",[0.9698614478111267],"[([(497, 17, 862), (7870, 17, 393), (497, 17, 393)], 0.0011, 'xrule'), ([(7870, 85, 434), (2824, 85, 434), (2824, 17, 862)], -0.0056999996, 'xrule'), ([(7870, 85, 434), (11819, 85, 434), (11819, 17, 862)], -0.006000001, 'xrule'), ([(7870, 85, 434), (7858, 17, 862), (7858, 85, 434)], -0.012400001, 'xrule'), ([(7870, 85, 434), (1371, 17, 862), (1371, 85, 434)], -0.032500003, 'xrule')]",[1],0.8808958530426025,0.9698614478111267,1.0,"(7870, 17, 862)",1,12
"[(4291, 48, 32), (12466, 17, 789), (11843, 25, 62), (12466, 48, 32), (4362, 48, 32), (5281, 25, 62), (32, 15, 5281), (5606, 17, 789), (4362, 25, 62), (4291, 25, 62), (32, 15, 11843), (5606, 25, 62)]",[0.8824535012245178],"[([(11843, 25, 62), (5606, 25, 62), (32, 15, 11843)], -0.048299998, 'xrule'), ([(12466, 17, 789), (12466, 48, 32), (5606, 17, 789)], -0.051500008, 'xrule'), ([(4362, 25, 62), (4362, 48, 32), (5606, 25, 62)], -0.05430001, 'xrule'), ([(5281, 25, 62), (5606, 25, 62), (32, 15, 5281)], -0.06230001, 'xrule'), ([(4291, 25, 62), (5606, 25, 62), (4291, 48, 32)], -0.0635, 'xrule')]",[1],0.9029479622840881,0.8824535012245178,1.0,"(5606, 48, 32)",1,12
"[(5913, 25, 62), (7388, 85, 434), (7388, 17, 1002), (4898, 17, 1002), (7388, 43, 141), (7388, 17, 60), (5766, 17, 60), (4898, 25, 62), (5913, 43, 141), (4898, 85, 434), (5766, 25, 62), (4898, 43, 141)]",[0.9914873838424683],"[([(5913, 43, 141), (7388, 43, 141), (5913, 25, 62)], 0.10769999, 'xrule'), ([(7388, 85, 434), (4898, 25, 62), (4898, 85, 434)], 0.050000012, 'xrule'), ([(5766, 17, 60), (7388, 17, 60), (5766, 25, 62)], 0.03370002, 'xrule'), ([(7388, 17, 1002), (4898, 17, 1002), (4898, 25, 62)], 0.016600013, 'xrule'), ([(4898, 25, 62), (7388, 43, 141), (4898, 43, 141)], 0.006700009, 'xrule')]",[1],0.9848781228065491,0.9914873838424683,1.0,"(7388, 25, 62)",1,12
"[(2615, 48, 32), (32, 234, 90), (3078, 48, 32), (1992, 28, 32), (593, 101, 160), (32, 139, 90), (1886, 100, 160), (1992, 34, 90), (8193, 13, 32), (593, 166, 90), (3078, 8, 1886), (1886, 8, 3078), (2615, 60, 90), (8193, 28, 32), (3078, 3, 1886), (32, 206, 90), (1886, 48, 32), (1886, 3, 3078), (593, 108, 90), (8193, 34, 90), (1992, 13, 32)]",[0.991015613079071],"[([(593, 108, 90), (1886, 100, 160), (593, 166, 90), (593, 101, 160)], 0.03489998, 'xrule'), ([(1992, 34, 90), (1886, 48, 32), (1992, 28, 32), (1992, 13, 32)], 0.03129998, 'xrule'), ([(3078, 8, 1886), (32, 139, 90), (3078, 3, 1886), (32, 206, 90), (32, 234, 90), (1886, 8, 3078), (1886, 3, 3078), (3078, 48, 32)], 0.019499987, 'xrule'), ([(1886, 48, 32), (8193, 34, 90), (8193, 28, 32), (8193, 13, 32)], 0.0024999976, 'xrule'), ([(2615, 48, 32), (1886, 48, 32), (2615, 60, 90)], -0.008600026, 'xrule')]",[1],0.9854287505149841,0.991015613079071,1.0,"(1886, 60, 90)",1,21
"[(5617, 133, 32), (984, 48, 32), (416, 25, 62), (416, 48, 32), (5617, 194, 1044), (10473, 25, 62), (11683, 127, 1044), (1044, 144, 5617), (12863, 16, 32), (5617, 127, 1044), (1044, 15, 11683), (11683, 25, 62), (32, 15, 5617), (10473, 48, 32), (12863, 25, 62), (984, 25, 62)]",[0.9931689500808716],"[([(11683, 127, 1044), (1044, 144, 5617), (5617, 127, 1044), (1044, 15, 11683), (11683, 25, 62), (5617, 194, 1044)], 0.01730001, 'xrule'), ([(5617, 133, 32), (984, 48, 32), (32, 15, 5617), (984, 25, 62)], -0.008899987, 'xrule'), ([(5617, 133, 32), (12863, 16, 32), (32, 15, 5617), (12863, 25, 62)], -0.009900004, 'xrule'), ([(5617, 133, 32), (416, 25, 62), (32, 15, 5617), (416, 48, 32)], -0.036300004, 'xrule'), ([(5617, 133, 32), (32, 15, 5617), (10473, 48, 32), (10473, 25, 62)], -0.0492, 'xrule')]",[1],0.9959683418273926,0.9931689500808716,1.0,"(5617, 25, 62)",1,16
"[(2832, 24, 2033), (1652, 156, 2849), (2780, 148, 2034), (2832, 66, 2033), (2033, 156, 2849), (2033, 148, 4558), (1652, 148, 4558), (2033, 148, 2034), (1014, 37, 1652), (1652, 148, 2034), (1014, 37, 2780), (2832, 224, 2780)]",[0.7167909145355225],"[([(1652, 156, 2849), (2033, 156, 2849), (1014, 37, 1652)], -0.01820001, 'xrule'), ([(2832, 24, 2033), (1014, 37, 2780), (2832, 66, 2033), (2832, 224, 2780)], -0.01969999, 'xrule'), ([(2780, 148, 2034), (1014, 37, 2780), (2033, 148, 2034)], -0.061399996, 'xrule'), ([(1652, 148, 4558), (2033, 148, 4558), (1014, 37, 1652)], -0.07680002, 'xrule'), ([(1652, 148, 2034), (2033, 148, 2034), (1014, 37, 1652)], -0.09169999, 'xrule')]",[6],0.9408588409423828,0.7167909145355225,6.0,"(1014, 37, 2033)",1,12
"[(602, 13, 32), (602, 31, 163), (1047, 28, 32), (3894, 28, 32), (1047, 13, 32), (1107, 31, 163), (1107, 13, 32), (1047, 31, 163), (644, 28, 32), (644, 31, 163), (135, 31, 163), (3894, 34, 90), (135, 34, 90), (3894, 13, 32), (1107, 28, 32), (602, 28, 32)]",[0.8623504638671875],"[([(3894, 28, 32), (1107, 13, 32), (1107, 31, 163), (3894, 13, 32), (1107, 28, 32)], -0.015899993, 'xrule'), ([(135, 34, 90), (3894, 34, 90), (135, 31, 163)], -0.026599996, 'xrule'), ([(1047, 28, 32), (3894, 28, 32), (1047, 13, 32), (1047, 31, 163), (3894, 13, 32)], -0.032299995, 'xrule'), ([(602, 13, 32), (602, 31, 163), (3894, 28, 32), (3894, 13, 32), (602, 28, 32)], -0.034599997, 'xrule'), ([(3894, 13, 32), (644, 31, 163), (3894, 28, 32), (644, 28, 32)], -0.035499997, 'xrule')]",[1],0.7779244184494019,0.8623504638671875,1.0,"(3894, 31, 163)",1,16
"[(12309, 48, 1080), (3401, 43, 141), (12281, 48, 1080), (12281, 43, 141), (3401, 21, 4643), (12309, 21, 4643)]",[0.9942308664321899],"[([(3401, 21, 4643), (12309, 21, 4643), (3401, 43, 141)], 0.049899995, 'xrule'), ([(12281, 48, 1080), (12281, 43, 141), (12309, 48, 1080)], 0.0036999881, 'xrule')]",[1],0.9944069385528564,0.9942308664321899,1.0,"(12309, 43, 141)",1,6
"[(8299, 13, 202), (8299, 13, 2091), (2015, 23, 3486), (2649, 13, 32), (202, 23, 3486), (2649, 13, 202), (32, 23, 3486), (2649, 28, 32), (419, 23, 3486), (2649, 13, 2091), (8299, 13, 2015), (2649, 13, 419)]",[0.7479256391525269],"[([(8299, 13, 2091), (8299, 13, 202), (202, 23, 3486)], 0.07259998, 'xrule'), ([(8299, 13, 2091), (8299, 13, 2015), (2015, 23, 3486)], 0.0711, 'xrule'), ([(2649, 13, 2091), (419, 23, 3486), (2649, 13, 419)], 0.057199985, 'xrule'), ([(2649, 13, 2091), (2649, 13, 202), (202, 23, 3486)], 0.037499994, 'xrule'), ([(2649, 13, 32), (2649, 13, 2091), (32, 23, 3486), (2649, 28, 32)], 0.028299987, 'xrule')]",[1],0.9085858464241028,0.7479256391525269,1.0,"(2091, 23, 3486)",1,12
"[(3407, 35, 4507), (688, 35, 7238), (3407, 35, 611), (513, 35, 7238), (3407, 35, 1806), (513, 35, 1806), (7238, 18, 2528), (4507, 18, 2528), (471, 35, 4507), (1550, 35, 1806), (688, 35, 611), (1550, 35, 7238), (471, 35, 7238)]",[0.932711124420166],"[([(3407, 35, 4507), (471, 35, 4507), (471, 35, 7238)], 0.017300002, 'xrule'), ([(3407, 35, 1806), (513, 35, 1806), (513, 35, 7238)], 0.015000001, 'xrule'), ([(688, 35, 611), (688, 35, 7238), (3407, 35, 611)], 0.012400001, 'xrule'), ([(3407, 35, 4507), (7238, 18, 2528), (4507, 18, 2528)], 0.012200002, 'xrule'), ([(3407, 35, 1806), (1550, 35, 7238), (1550, 35, 1806)], 0.010600001, 'xrule')]",[2],0.9577904939651489,0.932711124420166,2.0,"(3407, 35, 7238)",1,13
"[(6482, 28, 32), (6482, 26, 4038), (486, 13, 32), (4883, 26, 990), (906, 13, 32), (4883, 28, 32), (5827, 26, 4038), (4883, 13, 32), (5827, 28, 32), (906, 28, 32), (5827, 26, 990), (906, 26, 990), (486, 26, 990)]",[0.811896562576294],"[([(6482, 28, 32), (486, 13, 32), (486, 26, 990)], 0.049100004, 'xrule'), ([(6482, 28, 32), (5827, 28, 32), (5827, 26, 990)], 0.045500003, 'xrule'), ([(6482, 28, 32), (4883, 28, 32), (4883, 26, 990), (4883, 13, 32)], 0.0427, 'xrule'), ([(6482, 28, 32), (906, 28, 32), (906, 13, 32), (906, 26, 990)], 0.0419, 'xrule'), ([(5827, 26, 4038), (5827, 26, 990), (6482, 26, 4038)], 0.0325, 'xrule')]",[1],0.962796151638031,0.811896562576294,1.0,"(6482, 26, 990)",1,13
"[(6105, 19, 1049), (3663, 20, 5628), (5628, 17, 131), (3663, 20, 4406), (1049, 47, 6105), (5628, 19, 1049), (2077, 76, 5628), (8375, 43, 141), (6105, 17, 131), (2077, 76, 4406), (4406, 25, 62), (8375, 25, 62), (6105, 25, 62), (1049, 47, 5628), (5628, 43, 141)]",[0.9858332872390747],"[([(3663, 20, 4406), (3663, 20, 5628), (4406, 25, 62)], 0.11559999, 'xrule'), ([(2077, 76, 4406), (4406, 25, 62), (2077, 76, 5628)], 0.09200001, 'xrule'), ([(6105, 19, 1049), (6105, 25, 62), (1049, 47, 5628), (1049, 47, 6105), (5628, 19, 1049)], 0.076900005, 'xrule'), ([(8375, 43, 141), (8375, 25, 62), (5628, 43, 141)], -0.013300002, 'xrule'), ([(6105, 17, 131), (5628, 17, 131), (6105, 25, 62)], -0.014599979, 'xrule')]",[1],0.9962792992591858,0.9858332872390747,1.0,"(5628, 25, 62)",1,15
"[(3356, 10, 11145), (1062, 10, 6045), (1501, 10, 5449), (2820, 10, 11145), (1062, 10, 11145), (1062, 10, 5449), (3356, 10, 6045), (1501, 10, 6045), (2820, 10, 6045), (3356, 10, 5449)]",[0.9031597375869751],"[([(1062, 10, 11145), (1062, 10, 5449), (1501, 10, 5449)], -0.0024999976, 'xrule'), ([(3356, 10, 11145), (3356, 10, 6045), (1501, 10, 6045)], -0.03210002, 'xrule'), ([(3356, 10, 11145), (1501, 10, 5449), (3356, 10, 5449)], -0.03820002, 'xrule'), ([(1062, 10, 11145), (1062, 10, 6045), (1501, 10, 6045)], -0.07889998, 'xrule'), ([(2820, 10, 11145), (2820, 10, 6045), (1501, 10, 6045)], -0.090600014, 'xrule')]",[3],0.9204357266426086,0.9031597375869751,3.0,"(1501, 10, 11145)",1,10
"[(1972, 76, 4269), (8740, 85, 434), (4953, 85, 434), (1972, 76, 2051), (2077, 76, 2051), (2051, 17, 1415), (2077, 76, 4269), (3068, 20, 2051), (7625, 85, 434), (7625, 17, 1415), (4269, 85, 434), (3068, 20, 4953), (2051, 17, 1002), (8740, 17, 1002)]",[0.9660982489585876],"[([(4269, 85, 434), (1972, 76, 4269), (1972, 76, 2051)], 0.0636, 'xrule'), ([(8740, 17, 1002), (8740, 85, 434), (2051, 17, 1002)], 0.0582, 'xrule'), ([(2051, 17, 1415), (7625, 85, 434), (7625, 17, 1415)], 0.0582, 'xrule'), ([(3068, 20, 4953), (3068, 20, 2051), (4953, 85, 434)], 0.050100002, 'xrule'), ([(2077, 76, 4269), (4269, 85, 434), (2077, 76, 2051)], 0.048600003, 'xrule')]",[1],0.9756770730018616,0.9660982489585876,1.0,"(2051, 85, 434)",1,14
"[(11422, 19, 999), (11721, 100, 160), (12008, 17, 862), (3715, 19, 999), (1903, 17, 862), (12008, 232, 160), (11422, 17, 862), (3715, 100, 160), (11721, 17, 862), (1903, 100, 160)]",[0.7805624604225159],"[([(3715, 19, 999), (11422, 19, 999), (11422, 17, 862)], 0.013699979, 'xrule'), ([(12008, 232, 160), (12008, 17, 862), (3715, 100, 160)], -0.023800015, 'xrule'), ([(11721, 100, 160), (3715, 100, 160), (11721, 17, 862)], -0.055000007, 'xrule'), ([(1903, 100, 160), (1903, 17, 862), (3715, 100, 160)], -0.102100015, 'xrule')]",[1],0.931495726108551,0.7805624604225159,1.0,"(3715, 17, 862)",1,10
"[(11844, 124, 3103), (484, 89, 8146), (8146, 61, 2940), (484, 89, 4783), (11844, 25, 62), (4783, 61, 2940), (6557, 25, 62), (7445, 95, 2940), (7445, 25, 62), (6557, 61, 2940), (484, 89, 11844), (10995, 124, 3103), (10995, 61, 2940)]",[0.28848692774772644],"[([(484, 89, 11844), (4783, 61, 2940), (484, 89, 4783)], 0.0057999995, 'xrule'), ([(10995, 61, 2940), (10995, 124, 3103), (11844, 124, 3103)], 0.0033, 'xrule'), ([(484, 89, 11844), (484, 89, 8146), (8146, 61, 2940)], 0.0030999994, 'xrule'), ([(11844, 25, 62), (6557, 61, 2940), (6557, 25, 62)], 0.0022999998, 'xrule'), ([(7445, 95, 2940), (11844, 25, 62), (7445, 25, 62)], -0.00040000025, 'xrule')]",[2],0.5944116115570068,0.28848692774772644,2.0,"(11844, 61, 2940)",1,13
"[(382, 87, 10860), (382, 15, 6622), (8283, 133, 382), (3765, 135, 382), (6622, 135, 382), (8283, 135, 382), (382, 15, 5570), (382, 15, 8283), (382, 87, 3765), (382, 154, 5054), (5570, 154, 5054), (8283, 154, 5054), (3765, 133, 382), (382, 15, 10860), (6622, 154, 5054), (10860, 135, 382), (382, 15, 3765), (3765, 154, 5054)]",[0.2571796178817749],"[([(382, 87, 10860), (8283, 154, 5054), (8283, 133, 382), (382, 15, 10860), (10860, 135, 382), (8283, 135, 382), (382, 15, 8283)], -0.0042999983, 'xrule'), ([(382, 87, 10860), (3765, 135, 382), (382, 87, 3765), (3765, 133, 382), (382, 15, 10860), (10860, 135, 382), (382, 15, 3765), (3765, 154, 5054)], -0.0255, 'xrule'), ([(382, 87, 10860), (382, 15, 6622), (382, 15, 10860), (6622, 154, 5054), (10860, 135, 382), (6622, 135, 382)], -0.03189999, 'xrule'), ([(5570, 154, 5054), (382, 87, 10860), (382, 15, 10860), (10860, 135, 382), (382, 15, 5570)], -0.058199987, 'xrule'), ([(10860, 135, 382), (382, 87, 10860), (382, 154, 5054), (382, 15, 10860)], -0.062099993, 'xrule')]",[3],0.8733823895454407,0.2571796178817749,3.0,"(10860, 154, 5054)",1,18
"[(919, 134, 138), (4688, 45, 2016), (4688, 17, 60), (919, 41, 138), (12376, 17, 131), (2016, 45, 4688), (2016, 8, 1685), (12376, 17, 60), (1685, 17, 131), (4688, 196, 2016), (1685, 19, 2633), (2541, 17, 131), (4688, 19, 2633), (919, 17, 60), (138, 42, 1685), (1685, 8, 2016), (2016, 196, 4688), (138, 42, 919), (2541, 17, 60)]",[0.34240496158599854],"[([(1685, 17, 131), (2541, 17, 131), (2541, 17, 60)], 0.0334, 'xrule'), ([(1685, 17, 131), (12376, 17, 131), (12376, 17, 60)], 0.02819997, 'xrule'), ([(919, 17, 60), (919, 134, 138), (138, 42, 919), (919, 41, 138), (138, 42, 1685)], 0.010599971, 'xrule'), ([(4688, 196, 2016), (2016, 8, 1685), (1685, 8, 2016), (2016, 196, 4688), (4688, 45, 2016), (4688, 17, 60), (2016, 45, 4688)], 0.004499972, 'xrule'), ([(4688, 17, 60), (4688, 19, 2633), (1685, 19, 2633)], -0.00050002337, 'xrule')]",[6],0.9143084287643433,0.34240496158599854,6.0,"(1685, 17, 60)",1,19
"[(6249, 13, 1361), (834, 23, 57), (3782, 13, 1302), (6249, 13, 3794), (3782, 13, 235), (235, 23, 57), (1361, 23, 57), (3782, 13, 1361), (1302, 23, 57), (3782, 13, 834), (3782, 13, 3794)]",[0.8852726221084595],"[([(3782, 13, 235), (235, 23, 57), (3782, 13, 3794)], 0.058300003, 'xrule'), ([(3782, 13, 834), (834, 23, 57), (3782, 13, 3794)], 0.055700004, 'xrule'), ([(6249, 13, 1361), (1361, 23, 57), (6249, 13, 3794)], 0.051500008, 'xrule'), ([(3782, 13, 1302), (3782, 13, 3794), (1302, 23, 57)], 0.041300014, 'xrule'), ([(3782, 13, 1361), (1361, 23, 57), (3782, 13, 3794)], 0.009100005, 'xrule')]",[1],0.9237578511238098,0.8852726221084595,1.0,"(3794, 23, 57)",1,11
"[(1567, 16, 32), (4143, 167, 1768), (1177, 89, 5033), (706, 89, 1567), (5033, 167, 1768), (1177, 89, 1567), (5033, 16, 32), (706, 89, 5033), (32, 15, 5033), (1566, 89, 4143), (1566, 89, 5033), (1566, 89, 1567)]",[0.9865720272064209],"[([(5033, 167, 1768), (1566, 89, 1567), (1566, 89, 5033)], -0.0005000001, 'xrule'), ([(4143, 167, 1768), (1566, 89, 1567), (1566, 89, 4143)], -0.0016999999, 'xrule'), ([(5033, 167, 1768), (1177, 89, 1567), (1177, 89, 5033)], -0.0028999997, 'xrule'), ([(1567, 16, 32), (32, 15, 5033), (5033, 16, 32), (5033, 167, 1768)], -0.0073999995, 'xrule'), ([(5033, 167, 1768), (706, 89, 1567), (706, 89, 5033)], -0.007700001, 'xrule')]",[1],0.9941210150718689,0.9865720272064209,1.0,"(1567, 167, 1768)",1,12
"[(5597, 13, 32), (4674, 48, 32), (3965, 14, 160), (4674, 100, 160), (3965, 13, 32), (465, 14, 160), (6412, 100, 160), (10460, 48, 32), (6412, 43, 141), (10460, 43, 141), (465, 28, 32), (5597, 14, 160)]",[0.9691053628921509],"[([(465, 14, 160), (465, 28, 32), (6412, 100, 160)], -0.0247, 'xrule'), ([(6412, 43, 141), (10460, 43, 141), (10460, 48, 32)], -0.02610001, 'xrule'), ([(3965, 13, 32), (3965, 14, 160), (6412, 100, 160)], -0.0361, 'xrule'), ([(4674, 100, 160), (6412, 100, 160), (4674, 48, 32)], -0.045, 'xrule'), ([(5597, 13, 32), (6412, 100, 160), (5597, 14, 160)], -0.045700014, 'xrule')]",[1],0.9531452059745789,0.9691053628921509,1.0,"(6412, 48, 32)",1,12
"[(722, 85, 434), (9173, 85, 434), (4337, 17, 862), (4337, 85, 434), (7396, 17, 862), (13805, 85, 434), (9173, 17, 862), (7783, 85, 434), (7783, 17, 862), (722, 17, 862), (7396, 85, 434)]",[0.5727192163467407],"[([(7783, 85, 434), (7783, 17, 862), (13805, 85, 434)], 0.0405, 'xrule'), ([(9173, 17, 862), (9173, 85, 434), (13805, 85, 434)], 0.026300002, 'xrule'), ([(4337, 17, 862), (13805, 85, 434), (4337, 85, 434)], 0.024999999, 'xrule'), ([(722, 85, 434), (722, 17, 862), (13805, 85, 434)], 0.016900003, 'xrule'), ([(7396, 85, 434), (7396, 17, 862), (13805, 85, 434)], 0.010600001, 'xrule')]",[1],0.6916261315345764,0.5727192163467407,1.0,"(13805, 17, 862)",1,11
"[(5914, 137, 7440), (5100, 137, 4738), (7439, 137, 9633), (1073, 137, 2463), (1073, 137, 9084), (5914, 137, 2463), (1073, 137, 9633), (5100, 137, 9633), (7439, 137, 7440), (5914, 137, 9084), (5914, 137, 4738), (2462, 137, 9633), (2462, 137, 7440)]",[0.9392328858375549],"[([(5100, 137, 4738), (5914, 137, 4738), (5100, 137, 9633)], 0.0056000003, 'xrule'), ([(5914, 137, 9084), (1073, 137, 9633), (1073, 137, 9084)], 0.0038000005, 'xrule'), ([(7439, 137, 9633), (7439, 137, 7440), (5914, 137, 7440)], 0.0037000002, 'xrule'), ([(5914, 137, 2463), (1073, 137, 9633), (1073, 137, 2463)], 0.0028, 'xrule'), ([(2462, 137, 9633), (5914, 137, 7440), (2462, 137, 7440)], 0.0027, 'xrule')]",[4],0.987588107585907,0.9392328858375549,4.0,"(5914, 137, 9633)",1,13
"[(1374, 20, 2719), (2290, 25, 62), (1374, 20, 48), (1374, 20, 1272), (1374, 20, 1105), (2719, 25, 62), (1374, 20, 2290), (1272, 25, 62), (14357, 52, 1374), (48, 25, 62), (1105, 25, 62)]",[0.9941962957382202],"[([(14357, 52, 1374), (1374, 20, 1105), (1105, 25, 62)], -0.5244, 'xrule'), ([(14357, 52, 1374), (1374, 20, 1272), (1272, 25, 62)], -0.5317, 'xrule'), ([(14357, 52, 1374), (1374, 20, 2719), (2719, 25, 62)], -0.5372, 'xrule'), ([(14357, 52, 1374), (1374, 20, 2290), (2290, 25, 62)], -0.5404, 'xrule'), ([(14357, 52, 1374), (48, 25, 62), (1374, 20, 48)], -0.5439, 'xrule')]",[1],0.9901472926139832,0.9941962957382202,1.0,"(14357, 25, 62)",1,11
