original_rank,new_ranks,new_rank,#facts,new_scores,new_score,facts,prediction,original_score
1,"[8, 6]",7.0,13,"[2.5967162, 2.871098]",2.7339072,"[([(7058, 2, 132)], 0.6306372129674516, 173.65263392426172), ([(24271, 3, 10), (7058, 3, 10), (24271, 8, 7566)], -0.22729969, 'xrule'), ([(7058, 3, 10), (11328, 3, 10), (11328, 8, 7566)], -0.2631998, 'xrule'), ([(7058, 3, 433)], -0.30580611902500937, 3.424138736327661), ([(11328, 8, 7566), (7058, 3, 220), (11328, 3, 220)], -0.37489986, 'xrule'), ([(7058, 3, 58)], -0.5558671519331992, 44.364504249222044), ([(7058, 3, 39), (11328, 8, 7566), (11328, 3, 39)], -0.6137991, 'xrule'), ([(20172, 3, 10), (7058, 3, 10), (20172, 8, 7566)], -0.62739944, 'xrule'), ([(7058, 3, 10), (23538, 3, 10), (23538, 8, 7566)], -0.8967991, 'xrule'), ([(13486, 3, 10), (7058, 3, 10), (13486, 8, 7566)], -1.2577991, 'xrule'), ([(8355, 3, 10), (7058, 3, 10), (8355, 8, 7566)], -1.2719994, 'xrule'), ([(15818, 3, 10), (15818, 8, 7566), (7058, 3, 10)], -2.8315992, 'xrule'), ([(7058, 3, 10), (20958, 8, 7566), (20958, 3, 10)], -3.5398998, 'xrule')]","(7058, 8, 7566)",5.7202277
3,"[1, 2]",1.5,14,"[2.7998, 3.9285645]",3.3641822,"[([(10701, 2, 30), (10701, 11, 7869), (6914, 2, 30)], 2.481001, 'xrule'), ([(10701, 11, 7869), (6914, 4, 66), (10701, 4, 66)], 1.8806, 'xrule'), ([(13631, 11, 7869), (6914, 3, 46), (13631, 3, 46)], 1.8098001, 'xrule'), ([(6914, 3, 55)], 1.573830674886878, 6.828329005757411), ([(6914, 3, 38)], 1.3855791716491748, -1.200114464864964), ([(13631, 11, 7869), (6914, 4, 66), (13631, 4, 66)], 1.0184002, 'xrule'), ([(13631, 11, 7869), (6914, 2, 30), (13631, 2, 30)], 0.8619003, 'xrule'), ([(13631, 11, 7869), (6914, 3, 35), (13631, 3, 35)], 0.7765007, 'xrule'), ([(14991, 11, 7869), (6914, 2, 30), (14991, 2, 30)], 0.61980057, 'xrule'), ([(6914, 4, 66), (12158, 11, 7869), (12158, 4, 66)], 0.34930038, 'xrule'), ([(14398, 4, 66), (6914, 4, 66), (14398, 11, 7869)], -0.005399704, 'xrule'), ([(6914, 3, 35)], -0.18509383935640264, 8.453858188804656), ([(6914, 2, 30), (12158, 11, 7869), (12158, 2, 30)], -0.43699932, 'xrule'), ([(9970, 2, 30), (6914, 2, 30), (9970, 11, 7869)], -0.87859917, 'xrule')]","(6914, 11, 7869)",3.5952108
4,"[1, 1]",1.0,3,"[2.3356118, 2.64187]",2.488741,"[([(6492, 3, 6)], 1.0640707540577141, 6.743467692833663), ([(6492, 3, 2697)], 0.15056041926128877, 2.537569152087962), ([(6492, 3, 6493)], -0.3993367732922798, 38.40147168766214)]","(6492, 8, 7410)",5.323513
36,"[1, 2]",1.5,3,"[3.4199476, 3.5417898]",3.4808688,"[([(6587, 3, 5524)], 0.4910707898435953, 8242.620358640603), ([(6587, 3, 78)], -0.0863504008937408, 19391.47842579358), ([(6587, 2, 31)], -0.8611011026257029, 16238.297109335108)]","(6587, 9, 8151)",3.5309901
5,"[1, 1]",1.0,3,"[2.7868116, 3.060728]",2.92377,"[([(5717, 3, 192)], 2.3360453895263555, 20975.91181862049), ([(5717, 3, 1243)], 1.698288040317112, 6.845311000859256), ([(5717, 2, 2011)], 0.12286285600049976, 2.530677123710188)]","(5717, 10, 7830)",3.39451
1,"[2, 2]",2.0,13,"[2.2905233, 2.6708784]",2.480701,"[([(5498, 3, 78), (14130, 3, 78), (14130, 8, 7429)], 3.2901, 'xrule'), ([(14130, 8, 7429), (14130, 3, 10), (5498, 3, 10)], 2.8635998, 'xrule'), ([(5498, 3, 78), (12405, 8, 7429), (12405, 3, 78)], 2.4853, 'xrule'), ([(9160, 8, 7429), (9160, 3, 476), (5498, 3, 476)], 1.9268999, 'xrule'), ([(9160, 8, 7429), (9160, 3, 10), (5498, 3, 10)], 1.8813, 'xrule'), ([(5498, 3, 78), (9160, 8, 7429), (9160, 3, 78)], 1.5284004, 'xrule'), ([(5498, 2, 30), (9160, 8, 7429), (9160, 2, 30)], 0.4993, 'xrule'), ([(5498, 3, 78), (21708, 3, 78), (21708, 8, 7429)], 0.41120052, 'xrule'), ([(21708, 8, 7429), (5498, 3, 476), (21708, 3, 476)], 0.06360054, 'xrule'), ([(9160, 3, 39), (5498, 3, 39), (9160, 8, 7429)], -0.7249994, 'xrule'), ([(5498, 3, 243), (5498, 3, 731), (5498, 3, 1024), (5498, 3, 78)], -1.1706313533279726, 998.2367408731477), ([(5498, 3, 243), (5498, 3, 1024)], -1.2944230441361906, 4.2151050956510066), ([(5498, 3, 243), (5498, 3, 731)], -1.620056079791497, 4.165197126241755)]","(5498, 8, 7429)",4.6961765
3,"[9, 7]",8.0,3,"[2.4388618, 2.647798]",2.54333,"[([(6195, 3, 1019)], 1.2573261840711347, 2.778565471880948), ([(6195, 3, 39)], 0.47780899464220117, 4.617230357460529), ([(6195, 3, 4768), (6195, 3, 39)], -0.5719375177038148, 4.36078986306492)]","(6195, 8, 7566)",5.671821
2,"[4, 4]",4.0,13,"[2.4941578, 2.9273233]",2.7107406,"[([(4952, 3, 706)], 1.7678957788607994, 2.8541957854004707), ([(23692, 8, 7567), (23692, 4, 66), (4952, 4, 66)], 1.3810997, 'xrule'), ([(4952, 3, 706), (4952, 3, 175)], 1.0940981443134892, 28.749152633104337), ([(4952, 2, 30), (19211, 2, 30), (19211, 8, 7567)], 0.3941002, 'xrule'), ([(4952, 2, 30), (24153, 2, 30), (24153, 8, 7567)], 0.078499794, 'xrule'), ([(4952, 2, 30), (23785, 8, 7567), (23785, 2, 30)], -0.38510036, 'xrule'), ([(4952, 3, 175)], -0.5395698117263579, 4.368287650687324), ([(23692, 8, 7567), (23692, 1, 941), (4952, 1, 941)], -0.56340027, 'xrule'), ([(19211, 4, 66), (4952, 4, 66), (19211, 8, 7567)], -0.9786997, 'xrule'), ([(4952, 2, 30), (24283, 2, 30), (24283, 8, 7567)], -1.4728003, 'xrule'), ([(4952, 2, 30), (24921, 2, 30), (24921, 8, 7567)], -2.2817001, 'xrule'), ([(4952, 2, 30), (23692, 8, 7567), (23692, 2, 30)], -2.4078999, 'xrule'), ([(4952, 2, 30), (25174, 8, 7567), (25174, 2, 30)], -2.755, 'xrule')]","(4952, 8, 7567)",5.7716856
5,"[1, 1]",1.0,14,"[3.0265458, 3.2267666]",3.126656,"[([(21959, 10, 7830), (21959, 3, 10), (7655, 3, 10)], 5.530199, 'xrule'), ([(19911, 3, 10), (19911, 10, 7830), (7655, 3, 10)], 4.977, 'xrule'), ([(25714, 3, 39), (25714, 10, 7830), (7655, 3, 39)], 4.0027, 'xrule'), ([(13749, 3, 39), (13749, 10, 7830), (7655, 3, 39)], 3.9091997, 'xrule'), ([(25621, 3, 10), (7655, 3, 10), (25621, 10, 7830)], 3.1386995, 'xrule'), ([(25651, 10, 7830), (25651, 3, 39), (7655, 3, 39)], 3.0142002, 'xrule'), ([(13749, 10, 7830), (13749, 3, 10), (7655, 3, 10)], 2.1289997, 'xrule'), ([(25621, 10, 7830), (25621, 3, 39), (7655, 3, 39)], 2.0523996, 'xrule'), ([(25714, 3, 10), (25714, 10, 7830), (7655, 3, 10)], 1.7018003, 'xrule'), ([(19650, 10, 7830), (19650, 3, 10), (7655, 3, 10)], 1.4389, 'xrule'), ([(19911, 3, 39), (19911, 10, 7830), (7655, 3, 39)], 0.93879986, 'xrule'), ([(7655, 3, 476), (7655, 3, 2132), (7655, 3, 7660)], -0.6771668940169576, 30.33689390553598), ([(7655, 3, 7660)], -3.161469203029586, 4.0406417206966605), ([(7655, 3, 220), (7655, 2, 31), (7655, 3, 7660)], -3.1905877341489575, 2.0395214534130925)]","(7655, 10, 7830)",3.4012923
3,"[2, 1]",1.5,13,"[2.5426292, 2.8221204]",2.682375,"[([(6812, 3, 6661)], 1.8512850659657947, 6.864277903870551), ([(6812, 3, 6209)], 0.9212103380872199, 6.715288646231793), ([(6812, 3, 6814)], 0.8439798830747317, 5.699302752718759), ([(6812, 4, 66), (15671, 4, 66), (15671, 8, 7410)], 0.73849964, 'xrule'), ([(6812, 3, 9), (16606, 8, 7410), (16606, 3, 9)], 0.035399437, 'xrule'), ([(25393, 8, 7410), (6812, 4, 66), (25393, 4, 66)], -0.28270054, 'xrule'), ([(8628, 4, 66), (6812, 4, 66), (8628, 8, 7410)], -0.4296999, 'xrule'), ([(6812, 3, 9), (25393, 3, 9), (25393, 8, 7410)], -0.7882004, 'xrule'), ([(8628, 2, 1813), (6812, 2, 1813), (8628, 8, 7410)], -1.7505999, 'xrule'), ([(6812, 2, 30), (15671, 8, 7410), (15671, 2, 30)], -2.0279999, 'xrule'), ([(6812, 2, 30), (16606, 8, 7410), (16606, 2, 30)], -2.6175003, 'xrule'), ([(6812, 3, 9), (16904, 8, 7410), (16904, 3, 9)], -2.8430004, 'xrule'), ([(25393, 8, 7410), (6812, 2, 30), (25393, 2, 30)], -4.2625, 'xrule')]","(6812, 8, 7410)",5.3270907
2,"[3, 7]",5.0,13,"[2.6993976, 3.1649578]",2.9321775,"[([(5756, 3, 75), (12494, 8, 7408), (12494, 3, 75)], 1.3710003, 'xrule'), ([(5756, 2, 31), (23521, 8, 7408), (23521, 2, 31)], 1.3395996, 'xrule'), ([(5756, 3, 5054)], 1.1505575727768944, 2.7596127351557866), ([(5756, 2, 31), (18557, 2, 31), (18557, 8, 7408)], 1.0668001, 'xrule'), ([(5756, 2, 31)], 0.9041910658838083, 3.71180999592198), ([(5756, 2, 31), (21820, 2, 31), (21820, 8, 7408)], 0.5437994, 'xrule'), ([(17151, 8, 7408), (17151, 2, 31), (5756, 2, 31)], 0.31379986, 'xrule'), ([(5756, 3, 462)], -0.47578139840234634, 690.3832487701522), ([(9221, 2, 31), (9221, 8, 7408), (5756, 2, 31)], -0.6445999, 'xrule'), ([(5756, 2, 172), (23521, 8, 7408), (23521, 2, 172)], -1.4071999, 'xrule'), ([(25302, 2, 31), (5756, 2, 31), (25302, 8, 7408)], -2.2572002, 'xrule'), ([(17151, 8, 7408), (5756, 3, 75), (17151, 3, 75)], -2.3388004, 'xrule'), ([(5756, 2, 31), (12494, 8, 7408), (12494, 2, 31)], -2.4278002, 'xrule')]","(5756, 8, 7408)",5.3250837
3,"[1, 1]",1.0,14,"[2.7104683, 2.960819]",2.8356438,"[([(7788, 2, 27), (23245, 2, 27), (23245, 10, 7830)], 3.2685995, 'xrule'), ([(23245, 3, 33), (7788, 3, 33), (23245, 10, 7830)], 3.2437, 'xrule'), ([(10095, 10, 7830), (10095, 3, 9), (7788, 3, 9)], 2.8853998, 'xrule'), ([(10095, 10, 7830), (7788, 3, 33), (10095, 3, 33)], 2.5407, 'xrule'), ([(10095, 10, 7830), (7788, 3, 1061), (10095, 3, 1061)], 2.4125004, 'xrule'), ([(7788, 3, 9), (24386, 10, 7830), (24386, 3, 9)], 2.2530003, 'xrule'), ([(7788, 3, 9), (8104, 3, 9), (8104, 10, 7830)], 1.8232002, 'xrule'), ([(7788, 3, 9), (23245, 10, 7830), (23245, 3, 9)], 1.8063002, 'xrule'), ([(10095, 2, 27), (7788, 2, 27), (10095, 10, 7830)], 1.5788002, 'xrule'), ([(22477, 10, 7830), (7788, 3, 9), (22477, 3, 9)], 0.8458996, 'xrule'), ([(7788, 3, 220)], 0.49132446722643675, 0.6204183832986605), ([(7788, 8, 7429)], -0.13087459359891473, 0.4673279625957577), ([(10095, 10, 7830), (7788, 3, 504), (10095, 3, 504)], -0.26780033, 'xrule'), ([(7788, 3, 9)], -1.0313939532021095, 226.26281393652513)]","(7788, 10, 7830)",2.5668676
5,"[1, 1]",1.0,13,"[2.991467, 3.0965428]",3.044005,"[([(5920, 3, 593)], 2.335257654424717, 20962.911755261775), ([(5920, 3, 6)], 1.6972904969512501, 6.845180516844806), ([(5920, 3, 748)], 0.8806639200164731, 1.706959772742512), ([(25366, 10, 7830), (5920, 3, 10), (25366, 3, 10)], -0.6097002, 'xrule'), ([(12470, 10, 7830), (12470, 3, 10), (5920, 3, 10)], -1.2447996, 'xrule'), ([(24357, 10, 7830), (24357, 3, 39), (5920, 3, 39)], -1.9756994, 'xrule'), ([(24357, 10, 7830), (24357, 2, 68), (5920, 2, 68)], -2.2074995, 'xrule'), ([(24469, 3, 39), (24469, 10, 7830), (5920, 3, 39)], -2.3844995, 'xrule'), ([(17562, 10, 7830), (5920, 3, 10), (17562, 3, 10)], -2.4235, 'xrule'), ([(24469, 3, 6), (24469, 10, 7830), (5920, 3, 6)], -2.4875994, 'xrule'), ([(8476, 10, 7830), (8476, 3, 10), (5920, 3, 10)], -2.5196, 'xrule'), ([(18668, 3, 10), (5920, 3, 10), (18668, 10, 7830)], -2.5884, 'xrule'), ([(17562, 3, 6), (17562, 10, 7830), (5920, 3, 6)], -3.2177, 'xrule')]","(5920, 10, 7830)",3.567545
1,"[2, 2]",2.0,14,"[2.5696056, 3.6648755]",3.1172404,"[([(7998, 11, 7869), (7998, 2, 30), (7107, 2, 30)], 2.4819994, 'xrule'), ([(8525, 11, 7869), (8525, 2, 30), (7107, 2, 30)], 1.8779001, 'xrule'), ([(12744, 3, 39), (7107, 3, 39), (12744, 11, 7869)], 1.8067999, 'xrule'), ([(7107, 2, 68)], 1.5751381624385303, 6.828514850754682), ([(7107, 3, 34)], 1.3851881651613753, -1.200177060087841), ([(9189, 11, 7869), (9189, 2, 30), (7107, 2, 30)], 1.0124998, 'xrule'), ([(12744, 11, 7869), (7107, 2, 30), (12744, 2, 30)], 0.8579998, 'xrule'), ([(9806, 11, 7869), (9806, 2, 30), (7107, 2, 30)], 0.7720995, 'xrule'), ([(9806, 11, 7869), (9806, 3, 39), (7107, 3, 39)], 0.61170006, 'xrule'), ([(9189, 11, 7869), (9189, 2, 266), (7107, 2, 266)], 0.34509945, 'xrule'), ([(8525, 3, 39), (8525, 11, 7869), (7107, 3, 39)], -0.00810051, 'xrule'), ([(7107, 3, 40)], -0.1830644203892918, 7.454361269708974), ([(9189, 11, 7869), (9189, 3, 39), (7107, 3, 39)], -0.43930054, 'xrule'), ([(7107, 3, 91), (9806, 3, 91), (9806, 11, 7869)], -0.88440037, 'xrule')]","(7107, 11, 7869)",2.672183
5,"[1, 1]",1.0,13,"[3.1717944, 3.1738625]",3.1728284,"[([(7756, 3, 1714)], 4.3443353931915265, 0.9871861828395203), ([(7756, 8, 7429)], 3.061633344194873, 0.9552821123628391), ([(7756, 8, 7429), (7756, 3, 92)], 0.7744179235013783, 6.684475793532091), ([(7756, 8, 7408), (11145, 10, 7830), (11145, 8, 7408)], -1.7070999, 'xrule'), ([(7756, 3, 427), (14219, 10, 7830), (14219, 3, 427)], -1.7791996, 'xrule'), ([(11252, 3, 149), (11252, 10, 7830), (7756, 3, 149)], -2.0960999, 'xrule'), ([(9508, 10, 7830), (9508, 3, 149), (7756, 3, 149)], -2.1273994, 'xrule'), ([(11340, 10, 7830), (11340, 2, 68), (7756, 2, 68)], -2.4692993, 'xrule'), ([(7756, 2, 30), (11340, 10, 7830), (11340, 2, 30)], -2.8082, 'xrule'), ([(7756, 3, 6), (11340, 10, 7830), (11340, 3, 6)], -3.7781, 'xrule'), ([(7756, 8, 7408), (9508, 10, 7830), (9508, 8, 7408)], -4.2033997, 'xrule'), ([(7756, 8, 7408), (11252, 10, 7830), (11252, 8, 7408)], -5.021, 'xrule'), ([(7756, 8, 7408), (7982, 10, 7830), (7982, 8, 7408)], -5.2144995, 'xrule')]","(7756, 10, 7830)",2.9227967
2,"[1, 1]",1.0,13,"[2.6414244, 3.736851]",3.1891377,"[([(20287, 11, 7956), (20287, 3, 9), (6320, 3, 9)], 4.217599, 'xrule'), ([(8347, 11, 7956), (8347, 3, 9), (6320, 3, 9)], 2.8542995, 'xrule'), ([(9782, 3, 9), (6320, 3, 9), (9782, 11, 7956)], 2.2025995, 'xrule'), ([(20287, 11, 7956), (20287, 3, 39), (6320, 3, 39)], 1.6859999, 'xrule'), ([(23198, 11, 7956), (23198, 3, 9), (6320, 3, 9)], 1.6472998, 'xrule'), ([(6320, 3, 1477)], 1.450548236985707, 357.8100827838514), ([(6320, 3, 73)], 1.287180959588124, 13.783669645136545), ([(24529, 2, 30), (24529, 11, 7956), (6320, 2, 30)], 1.1147003, 'xrule'), ([(23198, 2, 30), (23198, 11, 7956), (6320, 2, 30)], 0.72369957, 'xrule'), ([(11392, 3, 9), (6320, 3, 9), (11392, 11, 7956)], 0.2930994, 'xrule'), ([(20287, 11, 7956), (20287, 2, 30), (6320, 2, 30)], 0.25790024, 'xrule'), ([(11392, 3, 39), (11392, 11, 7956), (6320, 3, 39)], -0.5059004, 'xrule'), ([(6320, 3, 40)], -0.6600217374155969, 712.3407347185591)]","(6320, 11, 7956)",2.8491967
1,"[1, 1]",1.0,14,"[2.458879, 3.6309116]",3.0448952,"[([(5822, 2, 31), (23950, 2, 31), (23950, 11, 7956)], 1.6049995, 'xrule'), ([(5822, 3, 2355)], 1.355262817678657, 2.7949886926986314), ([(5822, 2, 31), (18220, 2, 31), (18220, 11, 7956)], 1.2961998, 'xrule'), ([(25688, 11, 7956), (25688, 4, 66), (5822, 4, 66)], 1.0613003, 'xrule'), ([(5822, 2, 31), (25693, 11, 7956), (25693, 2, 31)], 1.0549002, 'xrule'), ([(23950, 4, 66), (23950, 11, 7956), (5822, 4, 66)], 0.87300014, 'xrule'), ([(5822, 2, 29)], 0.7699614033719022, 300.68351253444536), ([(5822, 2, 31), (18159, 2, 31), (18159, 11, 7956)], 0.73600006, 'xrule'), ([(5822, 3, 476)], 0.5259285401128279, 11531.628532999028), ([(5822, 2, 31), (22309, 11, 7956), (22309, 2, 31)], 0.5241995, 'xrule'), ([(18211, 4, 66), (18211, 11, 7956), (5822, 4, 66)], 0.4187994, 'xrule'), ([(5822, 2, 31), (25688, 11, 7956), (25688, 2, 31)], -0.06000042, 'xrule'), ([(5822, 3, 7), (23950, 3, 7), (23950, 11, 7956)], -0.22370052, 'xrule'), ([(22309, 11, 7956), (5822, 3, 36), (22309, 3, 36)], -0.7248001, 'xrule')]","(5822, 11, 7956)",2.6253808
1,"[1, 1]",1.0,13,"[2.480014, 3.6566591]",3.0683365,"[([(5279, 3, 2459)], 2.62440601957359, 21639.932415877905), ([(5279, 3, 1964)], 2.603679812918924, 74.93109802099532), ([(5279, 3, 5293)], 1.9652338956061683, 14.877098254607352), ([(5279, 3, 40), (22088, 3, 40), (22088, 11, 7956)], 0.9591007, 'xrule'), ([(5279, 3, 40), (15385, 3, 40), (15385, 11, 7956)], 0.91359997, 'xrule'), ([(24989, 3, 40), (5279, 3, 40), (24989, 11, 7956)], 0.56290054, 'xrule'), ([(5279, 3, 40), (13012, 3, 40), (13012, 11, 7956)], 0.15250015, 'xrule'), ([(19983, 11, 7956), (5279, 2, 131), (19983, 2, 131)], -0.22629929, 'xrule'), ([(17912, 3, 40), (5279, 3, 40), (17912, 11, 7956)], -0.33899975, 'xrule'), ([(18083, 11, 7956), (5279, 3, 40), (18083, 3, 40)], -0.35109997, 'xrule'), ([(19983, 11, 7956), (5279, 3, 40), (19983, 3, 40)], -1.3274994, 'xrule'), ([(22534, 3, 40), (22534, 11, 7956), (5279, 3, 40)], -1.8171997, 'xrule'), ([(16994, 11, 7956), (5279, 3, 40), (16994, 3, 40)], -2.271, 'xrule')]","(5279, 11, 7956)",3.3306432
3,"[1, 1]",1.0,3,"[2.7913837, 3.9541705]",3.372777,"[([(7125, 3, 3454)], 2.492480896583577, 41.92361300894175), ([(7125, 3, 9)], 2.0629955338454162, 23445.887254163557), ([(7125, 3, 2585)], 1.258712349738632, 14542.778804356325)]","(7125, 11, 7956)",3.6683598
2,"[4, 4]",4.0,13,"[2.5503638, 2.9505234]",2.7504435,"[([(19226, 3, 41), (19226, 8, 7567), (4870, 3, 41)], 3.653101, 'xrule'), ([(4870, 2, 30), (19226, 8, 7567), (19226, 2, 30)], 3.3546, 'xrule'), ([(10447, 2, 30), (10447, 8, 7567), (4870, 2, 30)], 2.8169003, 'xrule'), ([(4870, 2, 30), (19279, 2, 30), (19279, 8, 7567)], 2.4817, 'xrule'), ([(9326, 2, 30), (4870, 2, 30), (9326, 8, 7567)], 2.2328997, 'xrule'), ([(20364, 3, 41), (20364, 8, 7567), (4870, 3, 41)], 2.2245998, 'xrule'), ([(19279, 2, 709), (4870, 2, 709), (19279, 8, 7567)], 1.4657001, 'xrule'), ([(4870, 2, 30)], 1.0651436376566903, 14.743672263475327), ([(10447, 8, 7567), (10447, 3, 41), (4870, 3, 41)], 0.8710003, 'xrule'), ([(4870, 2, 30), (22471, 8, 7567), (22471, 2, 30)], 0.5345001, 'xrule'), ([(18972, 8, 7567), (4870, 2, 30), (18972, 2, 30)], 0.12720013, 'xrule'), ([(4870, 3, 88)], -0.1390657023154536, 12.465289486052379), ([(4870, 3, 4876)], -0.699294998829478, 12.331968544191438)]","(4870, 8, 7567)",5.0585365
5,"[1, 1]",1.0,16,"[2.8861318, 3.0441115]",2.9651217,"[([(5517, 3, 40), (16502, 3, 40), (16502, 10, 7830)], 2.8344994, 'xrule'), ([(24665, 3, 78), (24665, 10, 7830), (5517, 3, 78)], 2.0770998, 'xrule'), ([(20277, 3, 10), (20277, 10, 7830), (5517, 3, 10)], 1.1890993, 'xrule'), ([(16502, 10, 7830), (16502, 3, 10), (5517, 3, 10)], 1.1430998, 'xrule'), ([(25528, 10, 7830), (25528, 3, 10), (5517, 3, 10)], 1.1087999, 'xrule'), ([(24665, 10, 7830), (24665, 3, 10), (5517, 3, 10)], 0.75239944, 'xrule'), ([(5517, 3, 731), (5517, 3, 1005)], 0.7105465387829399, 19749.670521903656), ([(5517, 3, 40), (24665, 3, 40), (24665, 10, 7830)], 0.53679943, 'xrule'), ([(5517, 3, 1005)], 0.48158173026389783, -1039.3818787022835), ([(5517, 3, 40), (25528, 10, 7830), (25528, 3, 40)], 0.4470997, 'xrule'), ([(5517, 3, 40), (10944, 3, 40), (10944, 10, 7830)], 0.3807993, 'xrule'), ([(10944, 3, 10), (10944, 10, 7830), (5517, 3, 10)], 0.21109962, 'xrule'), ([(25528, 10, 7830), (25528, 3, 78), (5517, 3, 78)], 0.047099113, 'xrule'), ([(16502, 10, 7830), (16502, 3, 78), (5517, 3, 78)], -0.5113001, 'xrule'), ([(5517, 3, 78)], -1.7402285742342989, -1205.8507161063144), ([(10944, 3, 78), (10944, 10, 7830), (5517, 3, 78)], -2.4675007, 'xrule')]","(5517, 10, 7830)",3.568142
5,"[1, 1]",1.0,3,"[2.7442222, 2.97611]",2.860166,"[([(6213, 3, 1966)], 2.254097101123112, 0.9050033471915978), ([(6213, 3, 651)], 1.1774578650198508, 0.7644904033023378), ([(6213, 3, 75)], -0.3258351868735619, 12.419254320057197)]","(6213, 10, 7830)",3.2811787
2,"[2, 2]",2.0,13,"[2.7205863, 4.03655]",3.3785682,"[([(11925, 3, 9), (6373, 3, 9), (11925, 11, 7869)], 1.7515001, 'xrule'), ([(6373, 3, 192), (11925, 11, 7869), (11925, 3, 192)], 1.5928001, 'xrule'), ([(24461, 11, 7869), (24461, 3, 78), (6373, 3, 78)], 1.2343006, 'xrule'), ([(6373, 3, 3669)], 0.9827538041578884, 39.72765427940647), ([(6373, 1, 65)], 0.35706238107428695, 3718.5883291238124), ([(11925, 3, 78), (11925, 11, 7869), (6373, 3, 78)], 0.30860043, 'xrule'), ([(6373, 3, 731)], 0.28201107292973765, 1869.5700391861403), ([(8542, 11, 7869), (8542, 3, 78), (6373, 3, 78)], 0.20020008, 'xrule'), ([(24461, 3, 9), (24461, 11, 7869), (6373, 3, 9)], -0.4517994, 'xrule'), ([(22039, 11, 7869), (6373, 3, 9), (22039, 3, 9)], -1.6561995, 'xrule'), ([(8542, 11, 7869), (8542, 3, 192), (6373, 3, 192)], -2.0302, 'xrule'), ([(22039, 3, 78), (22039, 11, 7869), (6373, 3, 78)], -2.8343, 'xrule'), ([(23789, 3, 78), (23789, 11, 7869), (6373, 3, 78)], -3.0416994, 'xrule')]","(6373, 11, 7869)",3.463342
4,"[1, 1]",1.0,14,"[3.1728296, 3.356875]",3.2648523,"[([(6966, 3, 40), (11262, 10, 7830), (11262, 3, 40)], 5.0909996, 'xrule'), ([(6966, 3, 40), (25036, 3, 40), (25036, 10, 7830)], 4.9423, 'xrule'), ([(6966, 3, 40), (24001, 10, 7830), (24001, 3, 40)], 3.9734993, 'xrule'), ([(6966, 3, 3090), (15529, 3, 3090), (15529, 10, 7830)], 3.8990002, 'xrule'), ([(6966, 3, 40), (21444, 3, 40), (21444, 10, 7830)], 3.5872993, 'xrule'), ([(6966, 3, 3878)], 3.005956872469029, 1.952842504070904), ([(6966, 3, 40), (17084, 10, 7830), (17084, 3, 40)], 2.4445, 'xrule'), ([(6966, 2, 266), (17084, 10, 7830), (17084, 2, 266)], 2.3184996, 'xrule'), ([(6966, 3, 40), (25731, 10, 7830), (25731, 3, 40)], 2.3068, 'xrule'), ([(6966, 2, 31)], 1.98079690781373, 0.8787660773103739), ([(15740, 2, 2270), (6966, 2, 2270), (15740, 10, 7830)], 1.4733, 'xrule'), ([(6966, 2, 2270), (15529, 2, 2270), (15529, 10, 7830)], 1.4217997, 'xrule'), ([(6966, 3, 40), (24283, 3, 40), (24283, 10, 7830)], 1.0859995, 'xrule'), ([(6966, 3, 185)], 0.9986105473596333, 2558.73078529797)]","(6966, 10, 7830)",3.772318
1,"[1, 1]",1.0,13,"[2.4881878, 3.692392]",3.09029,"[([(21324, 3, 276), (21324, 11, 7956), (7450, 3, 276)], 2.2527008, 'xrule'), ([(12174, 3, 279), (12174, 11, 7956), (7450, 3, 279)], 1.4719, 'xrule'), ([(11742, 3, 706), (11742, 11, 7956), (7450, 3, 706)], 0.55580044, 'xrule'), ([(11742, 3, 220), (7450, 3, 220), (11742, 11, 7956)], 0.14760017, 'xrule'), ([(16149, 2, 69), (16149, 11, 7956), (7450, 2, 69)], -0.32520008, 'xrule'), ([(7450, 3, 37), (11742, 3, 37), (11742, 11, 7956)], -0.7926998, 'xrule'), ([(21542, 3, 220), (21542, 11, 7956), (7450, 3, 220)], -0.9375, 'xrule'), ([(7450, 3, 1630)], -1.0277499637462073, 336.2635205431023), ([(7450, 3, 220), (12174, 3, 220), (12174, 11, 7956)], -2.2412996, 'xrule'), ([(7450, 3, 6637)], -2.3957069997829934, 0.08350063556445973), ([(21324, 3, 220), (21324, 11, 7956), (7450, 3, 220)], -2.5654001, 'xrule'), ([(7450, 3, 370)], -3.1336829546329987, 780.0417390414078), ([(21069, 11, 7956), (21069, 3, 279), (7450, 3, 279)], -3.5565996, 'xrule')]","(7450, 11, 7956)",2.4277787
