new_scores,facts,new_rank,prediction,new_score,original_rank,#facts,original_score,new_ranks
"[7.4063787, 7.6640134]","[([(1040, 38, 8086), (559, 7, 8086), (1040, 6, 8086), (8086, 30, 559), (1040, 8, 166), (166, 8, 1040)], 0.33600044, 'xrule'), ([(166, 45, 2053), (2053, 8, 4825), (2053, 3, 4825), (2053, 123, 166), (4825, 3, 2053), (4825, 19, 559), (166, 123, 2053)], 0.11740017, 'xrule'), ([(2832, 19, 559), (559, 47, 2832), (2214, 8, 2832), (2214, 3, 2832), (2832, 8, 2214), (2832, 3, 2214), (2214, 45, 166), (166, 45, 2214)], 0.0777998, 'xrule'), ([(166, 8, 1040)], 0.017699281617784477, 'kelpie'), ([(4412, 8, 166)], 0.01668743316851036, 'kelpie'), ([(166, 8, 1193)], 0.012467424359061651, 'kelpie')]",1.0,"(166, 19, 559)",7.5351963,1,6,7.7511554,"[1, 1]"
"[6.3966794, 5.935357]","[([(138, 42, 2719), (2719, 134, 138), (138, 92, 12862), (570, 92, 12862), (2719, 41, 138)], 0.3778, 'xrule'), ([(138, 42, 2719), (2719, 134, 138), (138, 42, 7772), (570, 42, 7772), (2719, 41, 138)], 0.3668003, 'xrule'), ([(6976, 75, 212), (212, 75, 6976), (570, 235, 6976), (2719, 134, 212), (212, 42, 2719), (2719, 41, 212)], 0.35720062, 'xrule'), ([(2719, 41, 138)], 0.09082035258978592, 'kelpie'), ([(2719, 41, 310)], 0.05201725192393303, 'kelpie'), ([(2719, 41, 210)], 0.04989437288253457, 'kelpie')]",5.0,"(2719, 41, 570)",6.1660185,1,6,6.5151615,"[5, 5]"
"[7.3741264, 7.831507]","[([(1843, 14, 160), (7397, 28, 32), (7397, 14, 160)], 0.56360054, 'xrule'), ([(1843, 14, 160), (2744, 28, 32), (2744, 14, 160)], 0.5267, 'xrule'), ([(1843, 14, 160), (4137, 14, 160), (4137, 28, 32)], 0.48160076, 'xrule'), ([(1843, 34, 90)], 0.12316326341370488, 'kelpie'), ([(410, 32, 1843)], 0.0758190555546245, 'kelpie'), ([(1843, 86, 410)], 0.0631246967164394, 'kelpie')]",1.0,"(1843, 28, 32)",7.6028166,1,6,8.216557,"[1, 1]"
"[6.822835, 6.7636013]","[([(805, 31, 4), (805, 13, 32), (4660, 185, 32)], 1.7149005, 'xrule'), ([(9490, 28, 32), (4660, 185, 32), (9490, 31, 4)], 0.9935007, 'xrule'), ([(1518, 28, 32), (4660, 185, 32), (1518, 31, 4), (1518, 13, 32), (1518, 193, 32)], 0.98370075, 'xrule'), ([(1794, 2, 4660)], 0.10034851272360466, 'kelpie'), ([(4660, 107, 658)], 0.07169727514528626, 'kelpie'), ([(4491, 103, 4660)], 0.05112842750168311, 'kelpie')]",1.5,"(4660, 107, 4)",6.793218,1,6,7.1832814,"[1, 2]"
"[6.05913, 6.3190446]","[([(786, 35, 12986)], 0.1498136922467808, 'kelpie'), ([(7680, 93, 3282), (7680, 93, 786), (3282, 35, 12545)], 0.11370087, 'xrule'), ([(4552, 35, 12545), (7680, 93, 786), (7680, 93, 4552)], 0.10050011, 'xrule'), ([(3282, 35, 961), (3282, 35, 12545), (786, 35, 961)], 0.09980011, 'xrule'), ([(786, 35, 7125)], 0.009136239938708334, 'kelpie'), ([(471, 64, 786)], 0.0028028887882728917, 'kelpie')]",3.5,"(786, 35, 12545)",6.1890874,1,6,6.4405465,"[3, 4]"
"[7.463952, 6.9641356]","[([(11, 130, 13197), (11, 130, 9956), (9956, 4, 11), (13197, 4, 11), (9956, 5, 11), (9956, 4, 9), (13197, 5, 11)], 0.27549934, 'xrule'), ([(11, 130, 13197), (9, 130, 2105), (13197, 4, 11), (2105, 4, 9), (13197, 5, 11), (2105, 5, 9), (2105, 4, 11), (11, 130, 2105), (2105, 5, 11)], 0.11539936, 'xrule'), ([(11, 130, 13197)], 0.11447433668233395, 'kelpie'), ([(399, 130, 13197)], 0.0875482960227956, 'kelpie'), ([(11, 130, 13197), (9, 130, 10652), (13197, 4, 11), (13197, 5, 11), (10652, 4, 9), (10652, 5, 9), (11, 130, 10652), (10652, 4, 11)], 0.08160019, 'xrule'), ([(13197, 5, 11)], 0.062230150224659636, 'kelpie')]",1.5,"(13197, 5, 9)",7.2140436,1,6,7.7915053,"[1, 2]"
"[7.089289, 7.2425566]","[([(13308, 85, 434), (4093, 25, 62), (13308, 25, 62)], 1.1796999, 'xrule'), ([(8483, 85, 434), (4093, 25, 62), (8483, 25, 62)], 1.0748997, 'xrule'), ([(4093, 43, 141), (7761, 85, 434), (7761, 43, 141)], 0.9702997, 'xrule'), ([(4093, 224, 6217)], -0.002490480483991287, 'kelpie'), ([(4093, 45, 3366)], -0.004280050346554536, 'kelpie'), ([(3366, 45, 4093)], -0.004520376273711267, 'kelpie')]",1.0,"(4093, 85, 434)",7.165923,1,6,7.577811,"[1, 1]"
"[7.5479045, 7.6800914]","[([(7956, 25, 62)], 0.7133207774351499, 'kelpie'), ([(7956, 25, 62), (357, 25, 62), (357, 14, 160)], 0.67470074, 'xrule'), ([(7956, 113, 737)], 0.471016926097277, 'kelpie'), ([(7956, 25, 62), (10735, 25, 62), (10735, 100, 160)], 0.35410023, 'xrule'), ([(3300, 28, 32), (7956, 16, 32), (3300, 14, 160)], 0.31240082, 'xrule'), ([(7956, 16, 32)], 0.15646557064970504, 'kelpie')]",1.0,"(7956, 198, 160)",7.613998,1,6,8.374424,"[1, 1]"
"[8.053852, 7.716823]","[([(12458, 17, 862), (4311, 17, 862), (4311, 85, 434)], 0.8317003, 'xrule'), ([(12458, 17, 862), (11045, 17, 862), (11045, 85, 434)], 0.7549, 'xrule'), ([(12458, 17, 862), (4581, 17, 862), (4581, 85, 434)], 0.72079945, 'xrule'), ([(12458, 17, 862)], 0.592097326050283, 'kelpie'), ([(12458, 48, 32)], 0.4131803930028481, 'kelpie'), ([(12458, 17, 215)], 0.22766594173380333, 'kelpie')]",1.0,"(12458, 85, 434)",7.885338,1,6,8.788849,"[1, 1]"
"[5.875844, 6.3651123]","[([(2693, 20, 4208), (9014, 47, 4208), (4208, 19, 9014), (2693, 20, 4931)], 0.24190044, 'xrule'), ([(2693, 20, 6104), (9014, 47, 6104), (6104, 19, 9014), (2693, 20, 4931)], 0.2027998, 'xrule'), ([(4208, 19, 9014), (9014, 47, 4208), (4931, 43, 141), (4208, 43, 141)], 0.1970005, 'xrule'), ([(2693, 20, 4931)], 0.1683273718301005, 'kelpie'), ([(5953, 76, 4931)], 0.11127857403481788, 'kelpie'), ([(4567, 8, 4931)], 0.03606418797971689, 'kelpie')]",2.0,"(4931, 19, 9014)",6.120478,1,6,6.3626885,"[3, 1]"
"[6.4450464, 5.8849735]","[([(5072, 48, 1124)], 0.3870554385524677, 'kelpie'), ([(3284, 48, 1124), (5072, 48, 1124), (3284, 39, 249)], 0.30620003, 'xrule'), ([(2411, 24, 249), (2411, 48, 1124), (5072, 48, 1124), (2411, 66, 249)], 0.30550003, 'xrule'), ([(5072, 48, 1124), (3532, 48, 1124), (3532, 66, 249)], 0.3036995, 'xrule'), ([(5072, 48, 382)], 0.2862587383633752, 'kelpie'), ([(5072, 85, 434)], 0.07680038642354743, 'kelpie')]",1.0,"(5072, 66, 249)",6.16501,1,6,6.7542014,"[1, 1]"
"[4.603951, 4.688558]","[([(5078, 24, 2244)], 0.5185981224073846, 'kelpie'), ([(2243, 66, 2244), (5078, 24, 2244), (2243, 48, 181)], 0.40149975, 'xrule'), ([(7209, 48, 181), (5078, 85, 434), (7209, 85, 434)], 0.22009945, 'xrule'), ([(7209, 48, 181), (7209, 17, 393), (5078, 17, 393)], 0.18289948, 'xrule'), ([(5078, 43, 141)], 0.11599878507073617, 'kelpie'), ([(5078, 48, 32)], -0.016993482669385804, 'kelpie')]",2.5,"(5078, 48, 181)",4.6462545,1,6,5.891928,"[3, 2]"
"[5.6569157, 5.5779686]","[([(1682, 234, 90), (1682, 219, 90), (1934, 206, 90), (1682, 139, 90), (1934, 219, 90), (1934, 139, 90), (1580, 13, 1934), (1682, 206, 90)], 0.15229988, 'xrule'), ([(1580, 13, 202)], 0.05719474983223778, 'kelpie'), ([(3166, 48, 32), (1580, 13, 32), (1682, 122, 3166), (1580, 28, 32)], 0.055399895, 'xrule'), ([(1580, 13, 2282)], 0.043572465850647765, 'kelpie'), ([(1580, 13, 1934)], 0.04176620667933645, 'kelpie'), ([(1682, 234, 90), (202, 219, 90), (1682, 219, 90), (1682, 139, 90), (202, 234, 90), (202, 139, 90), (1580, 13, 202), (1682, 206, 90)], -0.13940048, 'xrule')]",5.5,"(1580, 13, 1682)",5.617442,1,6,5.7745996,"[4, 7]"
"[5.926608, 6.7313967]","[([(476, 25, 62), (9686, 46, 1407), (9686, 25, 62)], 0.57579994, 'xrule'), ([(476, 25, 62), (736, 46, 1407), (736, 25, 62)], 0.5166998, 'xrule'), ([(9686, 113, 737), (9686, 46, 1407), (476, 113, 737)], 0.48539925, 'xrule'), ([(476, 113, 737)], 0.27005485794476475, 'kelpie'), ([(476, 150, 1046)], 0.22956375360961195, 'kelpie'), ([(476, 150, 382)], 0.10790161330125814, 'kelpie')]",6.0,"(476, 46, 1407)",6.3290024,1,6,7.008473,"[8, 4]"
