new_ranks,original_rank,exp_length,exp,new_scores,original_score,prediction,new_rank,facts,new_score
[2],1,11,"[(7574, 3, 38), (7574, 5, 7575), (20674, 5, 7575), (7574, 3, 9), (7574, 3, 1148), (20674, 3, 1148), (20674, 3, 7583), (7574, 3, 7583), (20674, 3, 38), (20674, 12, 8644), (20674, 3, 9)]",[7.1603813],8.558601,"(7574, 12, 8644)",2.0,"[([(20674, 12, 8644), (7574, 3, 1148), (20674, 3, 1148)], 1.4274001, 'xrule'), ([(20674, 12, 8644), (20674, 5, 7575), (7574, 5, 7575)], 1.3997002, 'xrule'), ([(20674, 3, 7583), (20674, 12, 8644), (7574, 3, 7583)], 1.3738003, 'xrule'), ([(20674, 12, 8644), (20674, 3, 9), (7574, 3, 9)], 1.3390002, 'xrule'), ([(7574, 3, 38), (20674, 3, 38), (20674, 12, 8644)], 1.3346, 'xrule'), ({(7574, 3, 7581), (7574, 3, 1148), (7574, 3, 1149), (7574, 5, 7575)}, 0.7520971757562086, 'baseline'), ({(7574, 3, 1626), (7574, 3, 1148), (7574, 3, 1149), (7574, 5, 7575)}, 0.699132010703168, 'baseline'), ({(7574, 5, 7575), (7574, 3, 1148), (7574, 3, 1149), (7574, 3, 259)}, 0.6889563056437362, 'baseline'), ({(7574, 3, 7581), (7574, 3, 1626), (7574, 3, 1148), (7574, 5, 7575)}, 0.6689644306094285, 'baseline'), ({(7574, 3, 7581), (7574, 3, 1148), (7574, 3, 259), (7574, 5, 7575)}, 0.64671234749501, 'baseline'), ({(7574, 3, 78), (7574, 3, 1148), (7574, 3, 1149), (7574, 5, 7575)}, 0.6421328033816619, 'baseline'), ({(7574, 3, 1148), (7574, 3, 1149), (7574, 5, 7575), (7574, 3, 9)}, 0.6402512039328879, 'baseline'), ({(7574, 3, 10), (7574, 3, 1148), (7574, 3, 1149), (7574, 5, 7575)}, 0.6400871719478715, 'baseline'), ({(7574, 8, 7427), (7574, 3, 1148), (7574, 3, 1149), (7574, 5, 7575)}, 0.6286135160694671, 'baseline'), ({(7574, 3, 7581), (7574, 3, 1626), (7574, 3, 1149), (7574, 5, 7575)}, 0.6196184598214682, 'baseline')]",7.1603813
[3],3,13,"[(6246, 4, 66), (15964, 3, 39), (25133, 3, 7), (6246, 3, 40), (16481, 11, 7984), (6246, 3, 7), (25133, 3, 6), (6246, 3, 39), (16481, 4, 66), (15964, 11, 7984), (15964, 3, 40), (6246, 3, 6), (25133, 11, 7984)]",[5.835679],5.7324796,"(6246, 11, 7984)",3.0,"[([(25133, 11, 7984), (6246, 3, 7), (25133, 3, 7)], 0.81949997, 'xrule'), ([(16481, 4, 66), (6246, 4, 66), (16481, 11, 7984)], 0.49030018, 'xrule'), ([(6246, 3, 40), (15964, 11, 7984), (15964, 3, 40)], 0.48589993, 'xrule'), ([(15964, 11, 7984), (15964, 3, 39), (6246, 3, 39)], 0.45250034, 'xrule'), ([(6246, 3, 6), (25133, 11, 7984), (25133, 3, 6)], 0.4286003, 'xrule'), ({(6246, 3, 40), (6246, 4, 66), (6246, 3, 149), (6246, 3, 6)}, 0.3292837554142844, 'baseline'), ({(6246, 3, 40), (6246, 4, 66), (6246, 3, 88), (6246, 3, 6)}, 0.30737642570927476, 'baseline'), ({(6246, 3, 40), (6246, 2, 31), (6246, 4, 66), (6246, 3, 6)}, 0.30736498158366843, 'baseline'), ({(6246, 3, 40), (6246, 2, 31), (6246, 4, 66), (6246, 3, 149)}, 0.30460457124768736, 'baseline'), ({(6246, 3, 40), (6246, 4, 66), (6246, 3, 6), (6246, 3, 1541)}, 0.30371383944789465, 'baseline'), ({(6246, 3, 40), (6246, 3, 6), (6246, 3, 149), (6246, 3, 88)}, 0.3014316967976529, 'baseline'), ({(6246, 3, 40), (6246, 4, 66), (6246, 3, 149), (6246, 3, 88)}, 0.30114368716288664, 'baseline'), ({(6246, 3, 40), (6246, 4, 66), (6246, 3, 149), (6246, 3, 1541)}, 0.2993531636071706, 'baseline'), ({(6246, 3, 6), (6246, 2, 31), (6246, 4, 66), (6246, 3, 149)}, 0.2992487362791852, 'baseline'), ({(6246, 3, 40), (6246, 4, 66), (6246, 3, 278), (6246, 3, 6)}, 0.29291538511906307, 'baseline')]",5.835679
[3],1,17,"[(24903, 3, 92), (14726, 11, 6729), (4978, 3, 40), (4978, 1, 264), (7882, 3, 40), (24903, 1, 264), (4978, 3, 92), (15938, 3, 870), (24903, 11, 6729), (7882, 11, 6729), (4978, 3, 93), (19035, 11, 6729), (14726, 4, 924), (4978, 3, 870), (4978, 4, 924), (19035, 3, 93), (15938, 11, 6729)]",[5.186908],6.7241745,"(4978, 11, 6729)",3.0,"[({(4978, 3, 870), (4978, 3, 92), (4978, 4, 924), (4978, 3, 93)}, 0.3468819076573793, 'baseline'), ({(4978, 3, 870), (4978, 3, 40), (4978, 4, 924), (4978, 3, 93)}, 0.30676368994581826, 'baseline'), ({(4978, 3, 870), (4978, 1, 264), (4978, 4, 924), (4978, 3, 93)}, 0.29553798951366134, 'baseline'), ({(4978, 3, 870), (4978, 3, 40), (4978, 3, 92), (4978, 3, 93)}, 0.29130462914897787, 'baseline'), ({(4978, 3, 870), (4978, 3, 40), (4978, 3, 92), (4978, 4, 924)}, 0.2892799785938144, 'baseline'), ({(4978, 3, 870), (4978, 1, 264), (4978, 3, 92), (4978, 3, 93)}, 0.28300480155225755, 'baseline'), ({(4978, 3, 870), (4978, 1, 264), (4978, 3, 92), (4978, 4, 924)}, 0.28256611135605275, 'baseline'), ({(4978, 3, 870), (4978, 3, 41), (4978, 4, 924), (4978, 3, 93)}, 0.2784748485308196, 'baseline'), ({(4978, 3, 870), (4978, 5, 4979), (4978, 4, 924), (4978, 3, 93)}, 0.2713852335930689, 'baseline'), ({(4978, 3, 870), (4978, 3, 92), (4978, 3, 93)}, 0.22907928704283537, 'baseline'), ([(19035, 11, 6729), (4978, 3, 40), (19035, 3, 40)], 0.1473999, 'xrule'), ([(4978, 3, 40), (21394, 3, 40), (21394, 11, 6729)], 0.14389992, 'xrule'), ([(19035, 2, 172), (4978, 2, 172), (19035, 11, 6729)], 0.12479973, 'xrule'), ([(21394, 11, 6729), (4978, 1, 264), (21394, 1, 264)], 0.1225996, 'xrule'), ([(4978, 3, 40), (24192, 11, 6729), (24192, 3, 40)], 0.121899605, 'xrule')]",5.186908
[4],2,12,"[(6327, 3, 7), (6327, 3, 39), (8676, 3, 7), (8676, 3, 39), (6327, 3, 6), (6327, 3, 279), (8676, 3, 220), (8676, 3, 279), (8676, 3, 6), (6327, 3, 40), (6327, 3, 220), (8676, 3, 40)]",[6.1494064],7.3364105,"(6327, 12, 8676)",4.0,"[({(6327, 3, 7), (6327, 3, 279), (6327, 3, 40), (6327, 3, 220)}, 0.7067146753385058, 'baseline'), ({(6327, 3, 279), (6327, 3, 6), (6327, 3, 220), (6327, 3, 7)}, 0.6992092583640049, 'baseline'), ({(6327, 3, 279), (6327, 3, 6), (6327, 3, 40), (6327, 3, 220)}, 0.6809730977731908, 'baseline'), ({(6327, 3, 279), (6327, 3, 39), (6327, 3, 220), (6327, 3, 7)}, 0.6605396715986199, 'baseline'), ({(6327, 3, 279), (6327, 3, 39), (6327, 3, 40), (6327, 3, 220)}, 0.6564178911751901, 'baseline'), ({(6327, 3, 279), (6327, 3, 10), (6327, 3, 220), (6327, 3, 7)}, 0.6340132201270352, 'baseline'), ({(6327, 3, 279), (6327, 3, 220), (6327, 3, 7)}, 0.5145435760433749, 'baseline'), ({(6327, 3, 279), (6327, 3, 40), (6327, 3, 220)}, 0.5069714019034643, 'baseline'), ({(6327, 3, 279), (6327, 3, 10), (6327, 3, 220)}, 0.4465580406975042, 'baseline'), ({(6327, 3, 279), (6327, 3, 220)}, 0.35489754036083043, 'baseline'), ([(6327, 3, 279), (19207, 12, 8676), (19207, 3, 279)], 0.2652998, 'xrule'), ([(6327, 3, 279), (25448, 12, 8676), (25448, 3, 279)], 0.25220013, 'xrule'), ([(6327, 3, 279), (22349, 12, 8676), (22349, 3, 279)], 0.25199986, 'xrule'), ([(6327, 3, 279), (15050, 3, 279), (15050, 12, 8676)], 0.25050068, 'xrule'), ([(22349, 3, 2729), (22349, 12, 8676), (6327, 3, 2729)], 0.24670029, 'xrule')]",6.1494064
[38],2,11,"[(20036, 3, 39), (20036, 12, 9510), (7177, 3, 40), (20036, 3, 6), (20036, 3, 9), (7177, 3, 78), (7177, 3, 39), (20036, 3, 40), (7177, 3, 6), (7177, 3, 9), (20036, 3, 78)]",[4.2140665],6.4412184,"(7177, 12, 9510)",38.0,"[([(20036, 12, 9510), (20036, 3, 9), (7177, 3, 9)], 1.3186007, 'xrule'), ([(7177, 3, 78), (20036, 12, 9510), (20036, 3, 78)], 1.3095007, 'xrule'), ([(20036, 3, 40), (7177, 3, 40), (20036, 12, 9510)], 1.2946005, 'xrule'), ([(20036, 3, 6), (7177, 3, 6), (20036, 12, 9510)], 1.2464008, 'xrule'), ([(20036, 3, 39), (7177, 3, 39), (20036, 12, 9510)], 1.2331009, 'xrule'), ({(7177, 3, 84), (7177, 3, 79)}, 0.16995052550958736, 'baseline'), ({(7177, 3, 78)}, 0.12701038561373332, 'baseline'), ({(7177, 3, 9)}, 0.12425235948192967, 'baseline'), ({(7177, 3, 79)}, 0.110314409328694, 'baseline'), ({(7177, 3, 84)}, 0.09032444196386802, 'baseline'), ({(7177, 5, 7178)}, 0.09001163677909503, 'baseline'), ({(7177, 3, 10)}, 0.08255771827086535, 'baseline'), ({(7177, 3, 40)}, 0.08032516669570587, 'baseline'), ({(7177, 3, 7180)}, 0.06268028446204303, 'baseline'), ({(7177, 3, 149)}, 0.033575098001684796, 'baseline')]",4.2140665
[1],1,16,"[(7154, 2, 69), (17052, 3, 73), (7154, 3, 40), (21899, 3, 40), (21899, 4, 66), (17052, 2, 69), (7154, 1, 65), (7154, 3, 476), (21899, 3, 476), (7154, 3, 10), (21899, 3, 10), (17052, 1, 65), (21899, 9, 8418), (7154, 3, 73), (7154, 4, 66), (17052, 9, 8418)]",[8.194512],9.283322,"(7154, 9, 8418)",1.0,"[({(7154, 1, 65), (7154, 3, 73), (7154, 2, 69), (7154, 3, 10)}, 0.40995220542833627, 'baseline'), ({(7154, 1, 65), (7154, 3, 73), (7154, 2, 69), (7154, 3, 40)}, 0.40254501691312833, 'baseline'), ({(7154, 1, 65), (7154, 3, 73), (7154, 2, 69), (7154, 4, 66)}, 0.3976211964163962, 'baseline'), ({(7154, 1, 65), (7154, 3, 73), (7154, 2, 69), (7154, 3, 476)}, 0.3844328341360406, 'baseline'), ({(7154, 1, 65), (7154, 2, 69), (7154, 3, 40), (7154, 3, 10)}, 0.38077549311514997, 'baseline'), ({(7154, 1, 65), (7154, 2, 69), (7154, 3, 40), (7154, 4, 66)}, 0.37851433130495604, 'baseline'), ({(7154, 1, 65), (7154, 3, 73), (7154, 2, 69), (7154, 3, 9)}, 0.37627605768517, 'baseline'), ({(7154, 1, 65), (7154, 2, 69), (7154, 4, 66), (7154, 3, 10)}, 0.37578586905393385, 'baseline'), ({(7154, 1, 65), (7154, 3, 73), (7154, 2, 69), (7154, 3, 479)}, 0.3727293428530247, 'baseline'), ({(7154, 1, 65), (7154, 2, 69), (7154, 3, 40), (7154, 3, 476)}, 0.3643589433297511, 'baseline'), ([(7154, 1, 65), (23960, 9, 8418), (23960, 1, 65)], 0.14009953, 'xrule'), ([(23960, 9, 8418), (23960, 3, 111), (7154, 3, 111)], 0.1392994, 'xrule'), ([(24581, 9, 8418), (24581, 3, 111), (7154, 3, 111)], 0.12010002, 'xrule'), ([(18264, 9, 8418), (18264, 3, 111), (7154, 3, 111)], 0.118499756, 'xrule'), ([(7154, 1, 65), (24892, 9, 8418), (24892, 1, 65)], 0.11629963, 'xrule')]",8.194512
[1],1,20,"[(6219, 2, 31), (17452, 2, 31), (24118, 9, 7790), (6219, 3, 185), (6219, 3, 78), (6219, 3, 75), (17452, 3, 78), (13625, 9, 7790), (6219, 3, 2558), (23365, 3, 75), (6219, 3, 4355), (6219, 1, 864), (13275, 3, 4355), (17937, 3, 2558), (23365, 9, 7790), (17452, 9, 7790), (13275, 9, 7790), (13625, 3, 185), (24118, 1, 864), (17937, 9, 7790)]",[9.541304],9.5396805,"(6219, 9, 7790)",1.0,"[({(6219, 3, 2558), (6219, 3, 185), (6219, 3, 78), (6219, 3, 75)}, 0.1777239248926344, 'baseline'), ({(6219, 1, 864), (6219, 3, 2558), (6219, 3, 78), (6219, 3, 75)}, 0.1730184957877902, 'baseline'), ({(6219, 3, 2558), (6219, 3, 185), (6219, 3, 78), (6219, 2, 31)}, 0.17135242675450982, 'baseline'), ({(6219, 1, 864), (6219, 3, 2558), (6219, 3, 78), (6219, 3, 4355)}, 0.1712236807440442, 'baseline'), ({(6219, 1, 864), (6219, 3, 2558), (6219, 3, 78), (6219, 2, 31)}, 0.17045311186760265, 'baseline'), ({(6219, 3, 2558), (6219, 3, 78), (6219, 2, 31), (6219, 3, 75)}, 0.16943363401781886, 'baseline'), ({(6219, 3, 2558), (6219, 3, 78), (6219, 2, 31), (6219, 3, 4355)}, 0.16838268492916855, 'baseline'), ({(6219, 3, 2558), (6219, 3, 78), (6219, 3, 4355), (6219, 3, 75)}, 0.16817383024572563, 'baseline'), ({(6219, 1, 864), (6219, 3, 2558), (6219, 3, 185), (6219, 3, 78)}, 0.16630844328661115, 'baseline'), ({(6219, 3, 2558), (6219, 3, 185), (6219, 3, 78), (6219, 3, 4355)}, 0.16585258698401353, 'baseline'), ([(6219, 3, 100), (20237, 9, 7790), (20237, 3, 100)], 0.09589958, 'xrule'), ([(21168, 3, 2558), (6219, 3, 2558), (21168, 9, 7790)], 0.09299946, 'xrule'), ([(6219, 3, 100), (20150, 3, 100), (20150, 9, 7790)], 0.092199326, 'xrule'), ([(6219, 3, 100), (24128, 3, 100), (24128, 9, 7790)], 0.09089947, 'xrule'), ([(20369, 9, 7790), (6219, 3, 33), (20369, 3, 33)], 0.08899975, 'xrule')]",9.541304
[1],1,18,"[(24648, 9, 8339), (6105, 1, 65), (24648, 1, 65), (25264, 2, 728), (24505, 3, 4500), (14980, 9, 8339), (25264, 9, 8339), (6105, 3, 4500), (6105, 3, 6), (25264, 3, 6), (6105, 4, 66), (25264, 3, 2349), (6105, 3, 2349), (14980, 3, 506), (6105, 3, 506), (24505, 9, 8339), (24648, 4, 66), (6105, 2, 728)]",[6.8508024],8.565611,"(6105, 9, 8339)",1.0,"[({(6105, 3, 506), (6105, 1, 65), (6105, 2, 728), (6105, 3, 6)}, 0.43897346875493426, 'baseline'), ({(6105, 3, 506), (6105, 1, 65), (6105, 3, 4500), (6105, 2, 728)}, 0.43894104382348825, 'baseline'), ({(6105, 3, 506), (6105, 3, 4500), (6105, 2, 728), (6105, 3, 6)}, 0.4351654471886507, 'baseline'), ({(6105, 3, 506), (6105, 1, 65), (6105, 2, 728), (6105, 4, 66)}, 0.43039612186963266, 'baseline'), ({(6105, 3, 506), (6105, 3, 2349), (6105, 1, 65), (6105, 2, 728)}, 0.42269138702481024, 'baseline'), ({(6105, 3, 506), (6105, 1, 65), (6105, 2, 728), (6105, 3, 40)}, 0.4206800878908545, 'baseline'), ({(6105, 3, 506), (6105, 1, 65), (6105, 2, 728), (6105, 3, 220)}, 0.41095356341564204, 'baseline'), ({(6105, 3, 506), (6105, 3, 2349), (6105, 2, 728), (6105, 3, 6)}, 0.4105444371613569, 'baseline'), ({(6105, 3, 506), (6105, 3, 149), (6105, 2, 728), (6105, 3, 6)}, 0.4098616063632405, 'baseline'), ({(6105, 3, 506), (6105, 3, 149), (6105, 1, 65), (6105, 2, 728)}, 0.4059544026508376, 'baseline'), ([(14301, 9, 8339), (14301, 3, 506), (6105, 3, 506)], 0.2038002, 'xrule'), ([(14301, 9, 8339), (14301, 3, 747), (6105, 3, 747)], 0.1953001, 'xrule'), ([(22633, 9, 8339), (6105, 3, 506), (22633, 3, 506)], 0.19029999, 'xrule'), ([(22633, 9, 8339), (6105, 3, 747), (22633, 3, 747)], 0.18440056, 'xrule'), ([(14301, 9, 8339), (14301, 1, 65), (6105, 1, 65)], 0.17990017, 'xrule')]",6.8508024
[2],1,21,"[(18403, 11, 6729), (5334, 3, 772), (5334, 3, 3417), (24903, 1, 264), (5334, 2, 3483), (18403, 3, 772), (5334, 3, 149), (7882, 2, 31), (7882, 3, 149), (5334, 2, 172), (24903, 11, 6729), (20195, 3, 4514), (5334, 3, 4514), (5334, 1, 264), (5334, 2, 31), (25228, 2, 3483), (20195, 11, 6729), (25228, 11, 6729), (24903, 2, 172), (7882, 11, 6729), (25228, 3, 3417)]",[5.3156986],6.271142,"(5334, 11, 6729)",2.0,"[({(5334, 3, 4514), (5334, 2, 3483), (5334, 1, 264), (5334, 3, 149)}, 0.3446250373824802, 'baseline'), ({(5334, 3, 4514), (5334, 1, 264), (5334, 2, 31), (5334, 3, 149)}, 0.33828596415278633, 'baseline'), ({(5334, 3, 4514), (5334, 1, 264), (5334, 3, 772), (5334, 3, 149)}, 0.325154345543385, 'baseline'), ({(5334, 3, 4514), (5334, 3, 149), (5334, 1, 264), (5334, 3, 3417)}, 0.3174210004917404, 'baseline'), ({(5334, 3, 4514), (5334, 1, 264), (5334, 2, 172), (5334, 3, 149)}, 0.31665901467684154, 'baseline'), ({(5334, 3, 4514), (5334, 2, 68), (5334, 1, 264), (5334, 3, 149)}, 0.315540354696055, 'baseline'), ({(5334, 3, 4514), (5334, 2, 3483), (5334, 3, 149), (5334, 3, 3417)}, 0.3125677518613409, 'baseline'), ({(5334, 3, 4514), (5334, 2, 3483), (5334, 2, 31), (5334, 3, 149)}, 0.31247429179018826, 'baseline'), ({(5334, 3, 4514), (5334, 1, 264), (5334, 3, 5345), (5334, 3, 149)}, 0.30415729799279945, 'baseline'), ({(5334, 3, 4514), (5334, 3, 5338), (5334, 1, 264), (5334, 3, 149)}, 0.3037271909173157, 'baseline'), ([(23138, 11, 6729), (5334, 3, 40), (23138, 3, 40)], 0.22450066, 'xrule'), ([(18403, 11, 6729), (5334, 3, 40), (18403, 3, 40)], 0.19720078, 'xrule'), ([(20195, 11, 6729), (20195, 3, 40), (5334, 3, 40)], 0.19000053, 'xrule'), ([(20195, 11, 6729), (5334, 3, 149), (20195, 3, 149)], 0.18190002, 'xrule'), ([(5334, 3, 40), (11908, 11, 6729), (11908, 3, 40)], 0.15920067, 'xrule')]",5.3156986
[1],1,19,"[(6812, 3, 78), (21889, 3, 7), (17218, 3, 78), (22183, 3, 7), (9782, 3, 10), (14783, 2, 30), (6812, 2, 30), (6812, 3, 7), (22183, 4, 66), (6812, 3, 10), (21889, 11, 7869), (9782, 11, 7869), (6812, 4, 66), (22183, 11, 7869), (14783, 11, 7869), (6812, 3, 9), (17218, 11, 7869), (17218, 3, 9), (7869, 3, 10)]",[5.8963223],6.495025,"(6812, 11, 7869)",1.0,"[([(6812, 3, 10), (9782, 3, 10), (9782, 11, 7869)], 0.40600014, 'xrule'), ([(21889, 11, 7869), (6812, 3, 7), (21889, 3, 7)], 0.3845005, 'xrule'), ({(6812, 2, 30), (6812, 3, 10), (6812, 3, 78), (6812, 3, 7)}, 0.32535127934190533, 'baseline'), ({(6812, 3, 10), (6812, 2, 30), (6812, 4, 66), (6812, 3, 7)}, 0.3224463873393048, 'baseline'), ({(6812, 3, 9), (6812, 3, 10), (6812, 2, 30), (6812, 3, 7)}, 0.32108215622507447, 'baseline'), ({(6812, 3, 10), (6812, 2, 30), (6812, 3, 294), (6812, 3, 7)}, 0.3138499670123137, 'baseline'), ({(6812, 3, 10), (6812, 2, 30), (6812, 2, 171), (6812, 3, 7)}, 0.3101516179802968, 'baseline'), ({(6812, 3, 10), (6812, 2, 30), (6812, 2, 172), (6812, 3, 7)}, 0.3094263486259849, 'baseline'), ({(6812, 3, 10), (6812, 2, 30), (6812, 3, 174), (6812, 3, 7)}, 0.3089127950389083, 'baseline'), ({(6812, 2, 68), (6812, 3, 10), (6812, 2, 30), (6812, 3, 7)}, 0.3083296231887732, 'baseline'), ({(6812, 3, 10), (6812, 3, 78), (6812, 4, 66), (6812, 3, 7)}, 0.3069029263621856, 'baseline'), ({(6812, 3, 10), (6812, 4, 66), (6812, 2, 171), (6812, 3, 7)}, 0.2969141415520043, 'baseline'), ([(16648, 11, 7869), (6812, 3, 174), (16648, 3, 174)], 0.29540062, 'xrule'), ([(6812, 2, 709), (8150, 11, 7869), (8150, 2, 709)], 0.27840042, 'xrule'), ([(16072, 3, 7), (6812, 3, 7), (16072, 11, 7869)], 0.27590084, 'xrule')]",5.8963223
[1],1,14,"[(5696, 3, 78), (12878, 11, 7984), (23697, 3, 6), (16982, 11, 7984), (5696, 3, 5654), (16982, 2, 31), (14520, 3, 5654), (23697, 11, 7984), (5696, 3, 6), (5696, 2, 31), (24893, 11, 7984), (14520, 11, 7984), (24893, 2, 31), (12878, 3, 78)]",[6.1457343],6.2951746,"(5696, 11, 7984)",1.0,"[([(23697, 11, 7984), (5696, 3, 6), (23697, 3, 6)], 1.2691002, 'xrule'), ([(5696, 2, 31), (24893, 2, 31), (24893, 11, 7984)], 1.0823002, 'xrule'), ([(5696, 2, 31), (16982, 2, 31), (16982, 11, 7984)], 1.0236006, 'xrule'), ([(5696, 3, 78), (12878, 11, 7984), (12878, 3, 78)], 1.0071001, 'xrule'), ([(14520, 11, 7984), (5696, 3, 5654), (14520, 3, 5654)], 0.9727001, 'xrule'), ({(5696, 3, 10), (5696, 3, 78), (5696, 3, 108), (5696, 3, 20)}, 0.25606922398510634, 'baseline'), ({(5696, 3, 10), (5696, 3, 78), (5696, 3, 7), (5696, 3, 20)}, 0.25605968726401557, 'baseline'), ({(5696, 3, 279), (5696, 3, 10), (5696, 3, 78), (5696, 3, 20)}, 0.2549953867053661, 'baseline'), ({(5696, 3, 10), (5696, 2, 68), (5696, 3, 78), (5696, 3, 20)}, 0.24959949739286422, 'baseline'), ({(5696, 3, 10), (5696, 3, 78), (5696, 2, 31), (5696, 3, 20)}, 0.24643234500760014, 'baseline'), ({(5696, 3, 10), (5696, 3, 78), (5696, 2, 30), (5696, 3, 20)}, 0.24626926669556964, 'baseline'), ({(5696, 3, 279), (5696, 3, 10), (5696, 3, 78), (5696, 3, 7)}, 0.2444334436419169, 'baseline'), ({(5696, 3, 279), (5696, 3, 10), (5696, 3, 78), (5696, 3, 108)}, 0.2435799050938487, 'baseline'), ({(5696, 3, 10), (5696, 3, 78), (5696, 3, 108), (5696, 3, 7)}, 0.24250797513291927, 'baseline'), ({(5696, 3, 10), (5696, 2, 68), (5696, 3, 78), (5696, 3, 108)}, 0.23966888672384365, 'baseline')]",6.1457343
[1],1,17,"[(6848, 1, 65), (6848, 2, 2083), (6848, 3, 4028), (18126, 3, 479), (11980, 2, 2083), (18126, 1, 65), (18965, 3, 4028), (18965, 3, 2084), (24095, 9, 11980), (6848, 3, 479), (18965, 9, 11980), (18126, 9, 11980), (6848, 2, 2082), (24095, 2, 2082), (6848, 3, 629), (18126, 3, 629), (6848, 3, 2084)]",[6.537923],8.735666,"(6848, 9, 11980)",1.0,"[({(6848, 3, 629), (6848, 2, 2083), (6848, 3, 2084), (6848, 2, 2082)}, 1.0312586346635308, 'baseline'), ({(6848, 3, 629), (6848, 2, 2083), (6848, 3, 479), (6848, 2, 2082)}, 0.8946943768613911, 'baseline'), ({(6848, 3, 629), (6848, 2, 2083), (6848, 3, 4028), (6848, 2, 2082)}, 0.8494625567920783, 'baseline'), ({(6848, 3, 629), (6848, 2, 2083), (6848, 3, 479), (6848, 3, 2084)}, 0.8400431154244927, 'baseline'), ({(6848, 1, 65), (6848, 2, 2083), (6848, 3, 629), (6848, 2, 2082)}, 0.8291693206834192, 'baseline'), ({(6848, 3, 629), (6848, 2, 2083), (6848, 4, 66), (6848, 2, 2082)}, 0.8150568478949634, 'baseline'), ({(6848, 3, 629), (6848, 2, 2083), (6848, 3, 9), (6848, 2, 2082)}, 0.8100996486616272, 'baseline'), ({(6848, 3, 629), (6848, 2, 2083), (6848, 3, 220), (6848, 2, 2082)}, 0.793749855920018, 'baseline'), ({(6848, 3, 629), (6848, 2, 2083), (6848, 2, 2082)}, 0.7925949563050707, 'baseline'), ({(6848, 3, 629), (6848, 2, 2083), (6848, 3, 39), (6848, 2, 2082)}, 0.7829809653289386, 'baseline'), ([(6848, 3, 629), (22316, 9, 11980), (22316, 3, 629)], 0.30160046, 'xrule'), ([(6848, 3, 629), (22042, 9, 11980), (22042, 3, 629)], 0.29190063, 'xrule'), ([(6848, 3, 629), (23486, 3, 629), (23486, 9, 11980)], 0.28450012, 'xrule'), ([(6848, 3, 629), (22670, 3, 629), (22670, 9, 11980)], 0.27920055, 'xrule'), ([(6848, 3, 629), (14173, 9, 11980), (14173, 3, 629)], 0.24779987, 'xrule')]",6.537923
[2],1,13,"[(12402, 11, 8038), (8092, 3, 37), (12402, 3, 10), (14665, 3, 506), (14665, 11, 8038), (5380, 3, 506), (8092, 11, 8038), (8092, 3, 10), (5380, 3, 37), (5380, 3, 10), (9668, 11, 8038), (5380, 4, 66), (9668, 4, 66)]",[6.4434485],6.7899523,"(5380, 11, 8038)",2.0,"[([(5380, 3, 10), (12402, 11, 8038), (12402, 3, 10)], 0.6594, 'xrule'), ([(9668, 11, 8038), (5380, 4, 66), (9668, 4, 66)], 0.60499954, 'xrule'), ([(5380, 3, 10), (8092, 3, 10), (8092, 11, 8038)], 0.53569984, 'xrule'), ([(14665, 11, 8038), (5380, 3, 506), (14665, 3, 506)], 0.51729965, 'xrule'), ([(8092, 3, 37), (8092, 11, 8038), (5380, 3, 37)], 0.49590015, 'xrule'), ({(5380, 3, 10), (5380, 3, 476), (5380, 3, 40), (5380, 3, 37)}, 0.20671467056935497, 'baseline'), ({(5380, 3, 10), (5380, 3, 40), (5380, 3, 9), (5380, 3, 37)}, 0.2066202568055073, 'baseline'), ({(5380, 3, 10), (5380, 3, 476), (5380, 3, 220), (5380, 3, 37)}, 0.2053356575050774, 'baseline'), ({(5380, 3, 476), (5380, 3, 40), (5380, 3, 220), (5380, 3, 37)}, 0.20431236496488395, 'baseline'), ({(5380, 3, 476), (5380, 3, 40), (5380, 3, 9), (5380, 3, 37)}, 0.2039957450594712, 'baseline'), ({(5380, 3, 10), (5380, 3, 476), (5380, 3, 9), (5380, 3, 37)}, 0.2038212226399407, 'baseline'), ({(5380, 3, 10), (5380, 3, 40), (5380, 3, 220), (5380, 3, 37)}, 0.20255760417655436, 'baseline'), ({(5380, 3, 476), (5380, 3, 220), (5380, 3, 9), (5380, 3, 37)}, 0.20159439313053143, 'baseline'), ({(5380, 3, 10), (5380, 3, 476), (5380, 3, 6), (5380, 3, 37)}, 0.20105842817555744, 'baseline'), ({(5380, 3, 10), (5380, 3, 220), (5380, 3, 9), (5380, 3, 37)}, 0.20092872843779905, 'baseline')]",6.4434485
