new_rank,#facts,prediction,new_ranks,facts,original_rank,original_score,new_score,new_scores
1.0,6,"(2369, 182, 2517)","[1, 1]","[([(2369, 10, 2070), (2369, 10, 9728), (2369, 10, 5312), (2369, 10, 4491)], 0.3973513065688846, 'kelpie'), ([(2369, 10, 2070), (2369, 10, 5312), (2369, 10, 4491), (2369, 7, 6604)], 0.34519008944886126, 'kelpie'), ([(2369, 10, 9728), (2369, 10, 5312), (2369, 10, 4491), (2369, 7, 6604)], 0.34439186404051975, 'kelpie'), ([(1155, 19, 1827), (1827, 182, 2517), (1155, 19, 2369)], 0.08180046, 'xrule'), ([(4267, 30, 2369), (711, 182, 2517), (711, 7, 4267), (2369, 7, 4267)], 0.074500084, 'xrule'), ([(2369, 7, 7271), (711, 7, 7271), (711, 182, 2517), (7271, 30, 711), (7271, 30, 2369)], 0.07439995, 'xrule')]",1,9.2232685,8.045792,"[8.025695, 8.065889]"
8.0,6,"(7479, 19, 2998)","[8, 8]","[([(7479, 17, 862), (447, 22, 7479), (7479, 19, 1857), (1857, 47, 7479)], 1.2803149810888457, 'kelpie'), ([(171, 50, 7479), (447, 22, 7479), (7479, 19, 1857), (1857, 47, 7479)], 1.137644822133298, 'kelpie'), ([(447, 22, 7479), (7479, 19, 1857), (1857, 47, 7479)], 0.9787149933077176, 'kelpie'), ([(3389, 19, 1857), (7479, 19, 1857), (1857, 47, 3389), (1857, 47, 7479), (3389, 19, 2998)], 0.39449978, 'xrule'), ([(7479, 19, 1857), (2998, 10, 9728), (1857, 47, 7479), (1857, 10, 9728)], 0.39260006, 'xrule'), ([(1857, 47, 7729), (7729, 19, 1857), (7479, 19, 1857), (1857, 47, 7479), (7729, 19, 2998)], 0.3906002, 'xrule')]",1,6.0403447,4.0612435,"[4.0530767, 4.0694103]"
1.0,6,"(2323, 91, 494)","[1, 1]","[([(2323, 107, 163), (1794, 2, 2323), (2323, 107, 8253), (2323, 25, 62)], 0.8076563350281797, 'kelpie'), ([(2323, 107, 163), (1794, 2, 2323), (2323, 25, 62)], 0.6791868657844342, 'kelpie'), ([(2323, 107, 163), (1794, 2, 2323), (2323, 1, 11771), (2323, 25, 62)], 0.6652555911329611, 'kelpie'), ([(2323, 25, 62), (1395, 25, 62), (1395, 110, 494)], 0.44109917, 'xrule'), ([(2323, 25, 62), (3411, 25, 62), (3411, 110, 494)], 0.44089985, 'xrule'), ([(8273, 91, 494), (2323, 25, 62), (8273, 25, 62)], 0.43939972, 'xrule')]",1,9.398626,8.854822,"[8.946732, 8.762912]"
3.0,6,"(1727, 17, 432)","[3, 3]","[([(4638, 20, 1727), (1727, 17, 1415), (1727, 17, 10844)], 0.8769617562439066, 'kelpie'), ([(4638, 20, 1727), (1727, 17, 10844)], 0.5019045301861959, 'kelpie'), ([(1727, 17, 1415), (1727, 17, 10844)], 0.47933868830763887, 'kelpie'), ([(4638, 20, 1727), (4638, 20, 6104), (6104, 17, 432)], 0.2816, 'xrule'), ([(4638, 20, 527), (4638, 20, 1727), (527, 17, 432)], 0.2588997, 'xrule'), ([(3625, 17, 432), (4638, 20, 1727), (4638, 20, 3625)], 0.25739956, 'xrule')]",1,7.2044873,6.504673,"[6.6470723, 6.362274]"
1.0,6,"(13994, 133, 32)","[1, 1]","[([(2792, 15, 13994), (12732, 24, 13994), (13994, 154, 2438), (13994, 127, 2792)], 4.962367552838252, 'kelpie'), ([(2792, 15, 13994), (3891, 66, 13994), (13994, 154, 2438), (13994, 127, 2792)], 4.707597429901361, 'kelpie'), ([(12732, 24, 13994), (13994, 154, 2438), (12732, 66, 13994), (13994, 127, 2792)], 3.1156299190155696, 'kelpie'), ([(2914, 154, 2438), (13994, 154, 2438), (32, 15, 2914)], 1.4432001, 'xrule'), ([(324, 133, 32), (13994, 154, 2438), (32, 15, 324), (324, 205, 32), (324, 154, 2438), (324, 62, 32)], 1.4302998, 'xrule'), ([(13994, 154, 2438), (2732, 133, 32), (2732, 62, 32), (2732, 205, 32), (2732, 135, 32), (32, 15, 2732), (2732, 154, 2438)], 1.3674998, 'xrule')]",1,7.4030623,5.9251776,"[5.8299904, 6.0203643]"
2.5,6,"(705, 148, 2861)","[4, 1]","[([(705, 148, 7018), (705, 148, 4558), (705, 148, 2034), (705, 148, 4653)], 0.38393310884238396, 'kelpie'), ([(705, 148, 7018), (705, 148, 1264), (705, 148, 4558), (705, 148, 2034)], 0.3828640398778472, 'kelpie'), ([(705, 148, 7018), (705, 148, 9623), (705, 148, 4558), (705, 148, 2034)], 0.3808594164483469, 'kelpie'), ([(2410, 148, 2861), (434, 161, 705), (434, 161, 2410)], 0.17510033, 'xrule'), ([(434, 161, 705), (434, 161, 249), (249, 148, 2861)], 0.16759968, 'xrule'), ([(434, 161, 1445), (1445, 148, 2861), (434, 161, 705)], 0.16250038, 'xrule')]",1,6.9772243,6.6574,"[6.3919287, 6.9228716]"
2.0,6,"(13557, 154, 2620)","[2, 2]","[([(119, 15, 13557), (10423, 15, 13557), (13557, 25, 62)], 8.97478089696055, 'kelpie'), ([(119, 15, 13557), (10423, 15, 13557)], 6.592684915112055, 'kelpie'), ([(119, 15, 13557), (13557, 25, 62)], 3.779419403681188, 'kelpie'), ([(8675, 133, 119), (119, 15, 13557), (119, 15, 8675), (8675, 154, 2620)], 1.8322997, 'xrule'), ([(119, 15, 10299), (119, 15, 13557), (10299, 154, 2620)], 1.8238997, 'xrule'), ([(119, 15, 9012), (9012, 154, 2620), (119, 15, 13557)], 1.8191996, 'xrule')]",1,6.6576047,8.905415,"[8.765636, 9.045193]"
1.0,6,"(10437, 43, 141)","[1, 1]","[([(10437, 17, 2044), (10437, 48, 32), (10437, 19, 1060), (10437, 39, 150)], 3.295130066312291, 'kelpie'), ([(10437, 24, 2607), (10437, 48, 32), (10437, 66, 2607), (10437, 39, 150)], 2.980667331742724, 'kelpie'), ([(10437, 17, 2044), (10437, 48, 32), (10437, 66, 2607), (10437, 39, 150)], 2.4296199235336196, 'kelpie'), ([(10437, 48, 32), (5773, 48, 32), (5773, 43, 141)], 1.2708001, 'xrule'), ([(10437, 48, 32), (904, 48, 32), (904, 43, 141)], 1.1663003, 'xrule'), ([(10437, 48, 32), (6958, 48, 32), (6958, 43, 141)], 1.0591002, 'xrule')]",1,8.017205,5.6381288,"[5.8383856, 5.437872]"
1.0,6,"(2611, 25, 62)","[1, 1]","[([(6196, 76, 2611), (985, 92, 2611), (1271, 92, 2611), (5600, 20, 2611)], 0.6724448650780034, 'kelpie'), ([(1931, 76, 2611), (6196, 76, 2611), (985, 92, 2611), (1271, 92, 2611)], 0.6066866359112211, 'kelpie'), ([(6196, 76, 2611), (985, 92, 2611), (2994, 20, 2611), (1271, 92, 2611)], 0.588645978634555, 'kelpie'), ([(1271, 92, 2611), (1271, 92, 5582), (5582, 25, 62)], 0.5439, 'xrule'), ([(529, 20, 2611), (4444, 25, 62), (529, 20, 4444)], 0.5286999, 'xrule'), ([(5582, 25, 62), (9005, 76, 2611), (9005, 76, 5582)], 0.5095, 'xrule')]",1,7.586446,7.5806866,"[7.540324, 7.6210494]"
1.0,6,"(3120, 220, 6386)","[1, 1]","[([(3120, 120, 791), (3120, 25, 62), (3120, 220, 4005), (434, 161, 3120)], 0.6841526480076605, 'kelpie'), ([(3120, 133, 32), (3120, 120, 791), (3120, 25, 62), (3120, 220, 4005)], 0.6477661576221913, 'kelpie'), ([(3120, 120, 791), (3120, 25, 62), (3120, 148, 4599), (3120, 220, 4005)], 0.6391668762031846, 'kelpie'), ([(3120, 25, 62), (3243, 220, 6386), (3243, 25, 62)], 0.34800053, 'xrule'), ([(4994, 220, 6386), (3120, 25, 62), (4994, 25, 62)], 0.3206005, 'xrule'), ([(3120, 25, 62), (3020, 220, 6386), (3020, 25, 62)], 0.3125, 'xrule')]",1,8.844319,7.7199416,"[7.632098, 7.807785]"
1.0,6,"(13433, 17, 862)","[1, 1]","[([(8242, 50, 13433), (13433, 43, 141), (13433, 100, 160), (13433, 100, 4849)], 1.72939832875019, 'kelpie'), ([(281, 100, 160), (13433, 100, 160), (281, 17, 862)], 1.2567005, 'xrule'), ([(13433, 43, 141), (7341, 17, 862), (7341, 43, 141)], 1.1925001, 'xrule'), ([(3525, 17, 862), (13433, 100, 160), (160, 140, 3525)], 1.0985003, 'xrule'), ([(8242, 50, 13433), (13433, 100, 160), (13433, 100, 4849)], 0.7618933184678174, 'kelpie'), ([(8242, 50, 13433), (13433, 100, 160), (13433, 100, 4849), (9917, 50, 13433)], 0.7231131054331735, 'kelpie')]",1,7.1964135,5.9969854,"[6.170897, 5.8230734]"
1.5,6,"(1551, 18, 10398)","[2, 1]","[([(1551, 135, 32), (1806, 18, 10398), (1551, 133, 32), (1806, 135, 32), (32, 15, 1806), (1806, 133, 32), (32, 15, 1551), (1806, 205, 32), (1551, 205, 32)], 0.36259937, 'xrule'), ([(1551, 135, 32), (1234, 18, 10398), (1234, 135, 32), (1234, 62, 32), (32, 15, 1234), (1551, 133, 32), (1234, 205, 32), (32, 15, 1551), (1234, 133, 32), (1551, 205, 32)], 0.33329964, 'xrule'), ([(1551, 135, 32), (95, 205, 32), (95, 18, 10398), (95, 135, 32), (1551, 133, 32), (95, 62, 32), (95, 133, 32), (32, 15, 95), (32, 15, 1551), (1551, 205, 32)], 0.31229973, 'xrule'), ([(1551, 18, 1172), (6653, 35, 1551), (6448, 35, 1551), (1551, 25, 62)], 0.09547905163687473, 'kelpie'), ([(1551, 18, 1172), (6653, 35, 1551), (1551, 25, 62), (5745, 35, 1551)], 0.0916481418751835, 'kelpie'), ([(1551, 18, 1172), (6448, 35, 1551), (1551, 25, 62), (5745, 35, 1551)], 0.09123233991110052, 'kelpie')]",1,6.7144117,6.4082355,"[6.0044274, 6.812044]"
1.0,6,"(6053, 48, 32)","[1, 1]","[([(434, 161, 701), (6053, 85, 434), (701, 133, 32)], 1.3722, 'xrule'), ([(6053, 25, 62), (5293, 25, 62), (5293, 48, 32)], 1.3106995, 'xrule'), ([(10636, 25, 62), (6053, 25, 62), (10636, 48, 32)], 1.2988997, 'xrule'), ([(6053, 24, 6277), (6053, 66, 2274), (6053, 85, 434)], 0.5682678655618021, 'kelpie'), ([(6053, 24, 6277), (6053, 66, 2274), (6053, 77, 8619), (6053, 85, 434)], 0.5330105257028362, 'kelpie'), ([(6053, 24, 6277), (6053, 66, 2274), (6053, 85, 434), (6053, 77, 12242)], 0.5256519746165208, 'kelpie')]",1,8.074702,7.2112727,"[7.392707, 7.0298386]"
8.5,6,"(7744, 13, 2046)","[7, 10]","[([(7744, 13, 4474), (7744, 13, 816), (7744, 13, 2091), (7744, 13, 1304)], 0.10847381790425799, 'kelpie'), ([(7744, 13, 331), (7744, 13, 4474), (7744, 13, 2091), (7744, 13, 1304)], 0.10329059798227237, 'kelpie'), ([(7744, 13, 331), (7744, 13, 4474), (7744, 13, 816), (7744, 13, 2091)], 0.10226921279186153, 'kelpie'), ([(236, 44, 2046), (7744, 13, 308), (236, 37, 308), (236, 37, 2046)], -0.0035991669, 'xrule'), ([(236, 44, 2046), (7744, 13, 1304), (236, 37, 2046), (236, 37, 1304)], -0.0048999786, 'xrule'), ([(236, 37, 119), (236, 44, 2046), (236, 37, 2046), (7744, 13, 119)], -0.012899399, 'xrule')]",1,5.7034497,5.626338,"[5.4873943, 5.7652817]"
1.0,6,"(4819, 85, 434)","[1, 1]","[([(4819, 48, 1124), (4819, 43, 141), (4819, 82, 2456), (4819, 17, 243)], 2.134527312139546, 'kelpie'), ([(4819, 48, 1124), (4819, 43, 141), (4819, 17, 243), (4819, 17, 3482)], 1.8784938727716642, 'kelpie'), ([(4819, 48, 1124), (4819, 43, 141), (4819, 82, 7859), (4819, 17, 243)], 1.8746562871129644, 'kelpie'), ([(10642, 43, 141), (4819, 43, 141), (10642, 85, 434)], 1.2326994, 'xrule'), ([(3141, 85, 434), (4819, 43, 141), (3141, 43, 141)], 1.1345997, 'xrule'), ([(4819, 43, 141), (11498, 85, 434), (11498, 43, 141)], 1.1175995, 'xrule')]",1,7.9445515,6.1251974,"[6.219805, 6.03059]"
2.5,6,"(1759, 10, 6825)","[3, 2]","[([(457, 7, 5031), (1759, 7, 5031), (457, 10, 6825)], 0.08820057, 'xrule'), ([(457, 10, 6825), (457, 7, 815), (1759, 7, 815)], 0.08699989, 'xrule'), ([(457, 10, 6825), (457, 7, 1897), (1759, 7, 1897)], 0.085300446, 'xrule'), ([(1759, 7, 5031), (1759, 47, 2934), (1759, 10, 1256), (1759, 10, 9617)], 0.0480819148982323, 'kelpie'), ([(2934, 19, 1759), (1759, 7, 5031), (1759, 10, 1256), (1759, 10, 9617)], 0.047876398073084, 'kelpie'), ([(1759, 7, 5031), (7641, 30, 1759), (1759, 10, 1256), (1759, 10, 9617)], 0.046524087846228634, 'kelpie')]",1,6.1227975,6.016711,"[6.0356655, 5.9977574]"
1.0,6,"(5090, 85, 434)","[1, 1]","[([(5090, 17, 862), (187, 85, 434), (187, 17, 862)], 1.4724998, 'xrule'), ([(1533, 85, 434), (5090, 43, 141), (1533, 43, 141)], 1.2237997, 'xrule'), ([(1001, 43, 141), (5090, 43, 141), (1001, 85, 434)], 1.0408001, 'xrule'), ([(5090, 48, 382), (5090, 48, 308), (5090, 66, 249)], 0.5122399757135222, 'kelpie'), ([(5090, 48, 382), (5090, 48, 308), (5090, 66, 249), (5090, 77, 4974)], 0.5064955183637507, 'kelpie'), ([(5090, 8, 2422), (5090, 48, 382), (5090, 48, 308), (5090, 66, 249)], 0.502079529443035, 'kelpie')]",1,6.9438825,6.014206,"[6.0372214, 5.9911904]"
1.0,6,"(2348, 82, 1771)","[1, 1]","[([(2348, 17, 215), (2348, 48, 32), (2348, 100, 160), (2348, 17, 862)], 1.158293779059401, 'kelpie'), ([(2348, 48, 32), (2348, 100, 160), (8037, 149, 2348), (2348, 17, 862)], 1.132607514315899, 'kelpie'), ([(2348, 48, 32), (2348, 100, 160), (2348, 66, 1327), (2348, 17, 862)], 1.117570930939989, 'kelpie'), ([(8512, 17, 862), (8512, 82, 1771), (2348, 17, 862)], 0.3239994, 'xrule'), ([(6745, 17, 862), (6745, 82, 1771), (2348, 17, 862)], 0.32159996, 'xrule'), ([(1307, 82, 1771), (1307, 17, 862), (2348, 17, 862)], 0.31659985, 'xrule')]",1,8.100239,6.409441,"[6.138816, 6.680066]"
1.0,6,"(166, 19, 559)","[1, 1]","[([(1040, 38, 8086), (559, 7, 8086), (1040, 6, 8086), (8086, 30, 559), (1040, 8, 166), (166, 8, 1040)], 0.33600044, 'xrule'), ([(166, 45, 2053), (2053, 8, 4825), (2053, 3, 4825), (2053, 123, 166), (4825, 3, 2053), (4825, 19, 559), (166, 123, 2053)], 0.11740017, 'xrule'), ([(2832, 19, 559), (559, 47, 2832), (2214, 8, 2832), (2214, 3, 2832), (2832, 8, 2214), (2832, 3, 2214), (2214, 45, 166), (166, 45, 2214)], 0.0777998, 'xrule'), ([(4412, 8, 166), (166, 8, 663), (166, 8, 1193), (166, 8, 1040)], 0.06045345494495261, 'kelpie'), ([(4412, 8, 166), (166, 8, 1193), (166, 8, 1040), (166, 8, 7785)], 0.058577577588286404, 'kelpie'), ([(4412, 8, 166), (166, 8, 1193), (166, 8, 1040), (2186, 8, 166)], 0.058160821919834675, 'kelpie')]",1,7.7511554,7.3968563,"[7.5898285, 7.2038836]"
6.5,6,"(2719, 41, 570)","[6, 7]","[([(138, 42, 2719), (2719, 134, 138), (138, 92, 12862), (570, 92, 12862), (2719, 41, 138)], 0.3778, 'xrule'), ([(138, 42, 2719), (2719, 134, 138), (138, 42, 7772), (570, 42, 7772), (2719, 41, 138)], 0.3668003, 'xrule'), ([(6976, 75, 212), (212, 75, 6976), (570, 235, 6976), (2719, 134, 212), (212, 42, 2719), (2719, 41, 212)], 0.35720062, 'xrule'), ([(2719, 41, 210), (2719, 41, 310), (2719, 41, 138), (2719, 41, 2556)], 0.26414970654557585, 'kelpie'), ([(2719, 41, 210), (2719, 41, 212), (2719, 41, 310), (2719, 41, 138)], 0.2628689219307082, 'kelpie'), ([(2719, 41, 212), (2719, 41, 310), (2719, 41, 138), (2719, 41, 2556)], 0.25592140448231754, 'kelpie')]",1,6.5151615,6.165086,"[6.1632533, 6.166918]"
1.0,6,"(1843, 28, 32)","[1, 1]","[([(1843, 14, 160), (7397, 28, 32), (7397, 14, 160)], 0.56360054, 'xrule'), ([(1843, 14, 160), (2744, 28, 32), (2744, 14, 160)], 0.5267, 'xrule'), ([(1843, 14, 160), (4137, 14, 160), (4137, 28, 32)], 0.48160076, 'xrule'), ([(410, 32, 1843), (1843, 86, 410), (1843, 106, 3373), (1843, 34, 90)], 0.3440208847166695, 'kelpie'), ([(410, 32, 1843), (1843, 86, 410), (4057, 38, 1843), (1843, 34, 90)], 0.33402160942242803, 'kelpie'), ([(410, 32, 1843), (1843, 86, 410), (6371, 6, 1843), (1843, 34, 90)], 0.3262205534489171, 'kelpie')]",1,8.216557,7.5997415,"[7.4733744, 7.7261086]"
1.0,6,"(4660, 107, 4)","[1, 1]","[([(805, 31, 4), (805, 13, 32), (4660, 185, 32)], 1.7149005, 'xrule'), ([(9490, 28, 32), (4660, 185, 32), (9490, 31, 4)], 0.9935007, 'xrule'), ([(1518, 28, 32), (4660, 185, 32), (1518, 31, 4), (1518, 13, 32), (1518, 193, 32)], 0.98370075, 'xrule'), ([(1794, 2, 4660), (4660, 107, 658), (4660, 107, 136), (4491, 103, 4660)], 0.2939577511486999, 'kelpie'), ([(1794, 2, 4660), (4660, 107, 658), (4649, 7, 4660), (4491, 103, 4660)], 0.27190307875607767, 'kelpie'), ([(1794, 2, 4660), (4660, 107, 658), (4649, 7, 4660), (4660, 107, 136)], 0.2705650737213899, 'kelpie')]",1,7.1832814,6.801507,"[6.936713, 6.666301]"
4.5,6,"(786, 35, 12545)","[5, 4]","[([(786, 64, 471), (471, 64, 786), (786, 35, 12986), (786, 35, 7125)], 0.16138176177740646, 'kelpie'), ([(471, 64, 786), (786, 35, 12986), (786, 35, 7125)], 0.16113762114369828, 'kelpie'), ([(6448, 64, 786), (471, 64, 786), (786, 35, 12986), (786, 35, 7125)], 0.1603160306877362, 'kelpie'), ([(7680, 93, 3282), (7680, 93, 786), (3282, 35, 12545)], 0.11370087, 'xrule'), ([(4552, 35, 12545), (7680, 93, 786), (7680, 93, 4552)], 0.10050011, 'xrule'), ([(3282, 35, 961), (3282, 35, 12545), (786, 35, 961)], 0.09980011, 'xrule')]",1,6.4405465,5.922913,"[6.099371, 5.746455]"
1.5,6,"(13197, 5, 9)","[2, 1]","[([(11, 130, 13197), (399, 130, 13197), (13197, 5, 117), (13197, 5, 11)], 0.3485985214612212, 'kelpie'), ([(11, 130, 13197), (11, 130, 9956), (9956, 4, 11), (13197, 4, 11), (9956, 5, 11), (9956, 4, 9), (13197, 5, 11)], 0.27549934, 'xrule'), ([(11, 130, 13197), (13197, 5, 117), (13197, 5, 11)], 0.1818113730238786, 'kelpie'), ([(399, 130, 13197), (13197, 5, 117), (13197, 5, 11)], 0.1434765263983704, 'kelpie'), ([(11, 130, 13197), (9, 130, 2105), (13197, 4, 11), (2105, 4, 9), (13197, 5, 11), (2105, 5, 9), (2105, 4, 11), (11, 130, 2105), (2105, 5, 11)], 0.11539936, 'xrule'), ([(11, 130, 13197), (9, 130, 10652), (13197, 4, 11), (13197, 5, 11), (10652, 4, 9), (10652, 5, 9), (11, 130, 10652), (10652, 4, 11)], 0.08160019, 'xrule')]",1,7.7915053,7.330392,"[7.4291215, 7.2316628]"
1.0,6,"(4093, 85, 434)","[1, 1]","[([(13308, 85, 434), (4093, 25, 62), (13308, 25, 62)], 1.1796999, 'xrule'), ([(8483, 85, 434), (4093, 25, 62), (8483, 25, 62)], 1.0748997, 'xrule'), ([(4093, 43, 141), (7761, 85, 434), (7761, 43, 141)], 0.9702997, 'xrule'), ([(4093, 224, 6217)], -0.00284810835034806, 'kelpie'), ([(4093, 45, 3366)], -0.004548509636036165, 'kelpie'), ([(3366, 45, 4093)], -0.004568060002868685, 'kelpie')]",1,7.577811,7.415506,"[7.3312435, 7.4997683]"
1.0,6,"(7956, 198, 160)","[1, 1]","[([(7956, 25, 62), (7956, 113, 737), (7956, 16, 32), (236, 44, 7956)], 2.0833588662040885, 'kelpie'), ([(7956, 25, 62), (7956, 113, 737), (7956, 16, 32), (7956, 172, 7192)], 1.9695321060411062, 'kelpie'), ([(7956, 25, 62), (7956, 113, 737), (7956, 16, 32), (4413, 44, 7956)], 1.8711853892300214, 'kelpie'), ([(7956, 25, 62), (357, 25, 62), (357, 14, 160)], 0.67470074, 'xrule'), ([(7956, 25, 62), (10735, 25, 62), (10735, 100, 160)], 0.35410023, 'xrule'), ([(3300, 28, 32), (7956, 16, 32), (3300, 14, 160)], 0.31240082, 'xrule')]",1,8.374424,6.740538,"[6.654007, 6.8270693]"
1.0,6,"(12458, 85, 434)","[1, 1]","[([(12458, 48, 32), (12458, 17, 862), (12458, 17, 215), (12458, 17, 393)], 2.5047761442435914, 'kelpie'), ([(12458, 48, 32), (12458, 17, 862), (12458, 17, 215), (12458, 24, 592)], 2.3374625497206725, 'kelpie'), ([(12458, 48, 32), (12458, 17, 862), (12458, 24, 592), (12458, 17, 393)], 2.081878763542885, 'kelpie'), ([(12458, 17, 862), (4311, 17, 862), (4311, 85, 434)], 0.8317003, 'xrule'), ([(12458, 17, 862), (11045, 17, 862), (11045, 85, 434)], 0.7549, 'xrule'), ([(12458, 17, 862), (4581, 17, 862), (4581, 85, 434)], 0.72079945, 'xrule')]",1,8.788849,6.9792185,"[6.999108, 6.9593296]"
4.5,6,"(4931, 19, 9014)","[6, 3]","[([(4931, 60, 90), (4567, 8, 4931), (5953, 76, 4931), (2693, 20, 4931)], 0.37794403404419247, 'kelpie'), ([(948, 45, 4931), (4567, 8, 4931), (5953, 76, 4931), (2693, 20, 4931)], 0.36705879533215574, 'kelpie'), ([(4931, 8, 4207), (4567, 8, 4931), (5953, 76, 4931), (2693, 20, 4931)], 0.3605509217276305, 'kelpie'), ([(2693, 20, 4208), (9014, 47, 4208), (4208, 19, 9014), (2693, 20, 4931)], 0.24190044, 'xrule'), ([(2693, 20, 6104), (9014, 47, 6104), (6104, 19, 9014), (2693, 20, 4931)], 0.2027998, 'xrule'), ([(4208, 19, 9014), (9014, 47, 4208), (4931, 43, 141), (4208, 43, 141)], 0.1970005, 'xrule')]",1,6.3626885,5.4982677,"[5.228612, 5.7679234]"
2.0,6,"(5072, 66, 249)","[2, 2]","[([(5072, 48, 382), (5072, 85, 434), (5072, 48, 1124), (5072, 21, 959)], 0.9536257288250907, 'kelpie'), ([(5072, 48, 382), (5072, 85, 434), (5072, 48, 1124), (5072, 17, 818)], 0.9508133431815459, 'kelpie'), ([(5072, 48, 382), (5072, 85, 434), (5072, 17, 2006), (5072, 48, 1124)], 0.9481621285074302, 'kelpie'), ([(3284, 48, 1124), (5072, 48, 1124), (3284, 39, 249)], 0.30620003, 'xrule'), ([(2411, 24, 249), (2411, 48, 1124), (5072, 48, 1124), (2411, 66, 249)], 0.30550003, 'xrule'), ([(5072, 48, 1124), (3532, 48, 1124), (3532, 66, 249)], 0.3036995, 'xrule')]",1,6.7542014,5.7013083,"[5.6955204, 5.7070956]"
3.0,6,"(5078, 48, 181)","[2, 4]","[([(5078, 24, 2244), (5078, 48, 32), (5078, 85, 434), (5078, 43, 141)], 0.8632288458143687, 'kelpie'), ([(5078, 24, 2244), (5078, 48, 32), (5078, 82, 6851), (5078, 43, 141)], 0.8347826477816223, 'kelpie'), ([(5078, 24, 2244), (5078, 48, 32), (5078, 85, 434), (5078, 82, 6851)], 0.8343420502339558, 'kelpie'), ([(2243, 66, 2244), (5078, 24, 2244), (2243, 48, 181)], 0.40149975, 'xrule'), ([(7209, 48, 181), (5078, 85, 434), (7209, 85, 434)], 0.22009945, 'xrule'), ([(7209, 48, 181), (7209, 17, 393), (5078, 17, 393)], 0.18289948, 'xrule')]",1,5.891928,4.3763885,"[4.517925, 4.234852]"
10.5,6,"(1580, 13, 1682)","[8, 13]","[([(1580, 13, 2282), (1580, 13, 202), (1580, 13, 1934), (1580, 13, 308)], 0.1749010488898697, 'kelpie'), ([(1682, 234, 90), (1682, 219, 90), (1934, 206, 90), (1682, 139, 90), (1934, 219, 90), (1934, 139, 90), (1580, 13, 1934), (1682, 206, 90)], 0.15229988, 'xrule'), ([(1580, 13, 2282), (1580, 13, 202), (1580, 13, 1934)], 0.14927295890277265, 'kelpie'), ([(1580, 13, 2282), (1580, 13, 202), (1580, 13, 2410)], 0.12376693926068881, 'kelpie'), ([(3166, 48, 32), (1580, 13, 32), (1682, 122, 3166), (1580, 28, 32)], 0.055399895, 'xrule'), ([(1682, 234, 90), (202, 219, 90), (1682, 219, 90), (1682, 139, 90), (202, 234, 90), (202, 139, 90), (1580, 13, 202), (1682, 206, 90)], -0.13940048, 'xrule')]",1,5.7745996,5.593905,"[5.804668, 5.383142]"
5.5,6,"(476, 46, 1407)","[5, 6]","[([(476, 113, 737), (476, 25, 62), (476, 150, 181), (476, 150, 1046)], 0.948357631798489, 'kelpie'), ([(476, 113, 737), (476, 150, 181), (476, 198, 160), (476, 150, 1046)], 0.9239788547050699, 'kelpie'), ([(476, 113, 737), (476, 150, 181), (476, 150, 382), (476, 150, 1046)], 0.9122343552717199, 'kelpie'), ([(476, 25, 62), (9686, 46, 1407), (9686, 25, 62)], 0.57579994, 'xrule'), ([(476, 25, 62), (736, 46, 1407), (736, 25, 62)], 0.5166998, 'xrule'), ([(9686, 113, 737), (9686, 46, 1407), (476, 113, 737)], 0.48539925, 'xrule')]",1,7.008473,5.8519554,"[6.1792746, 5.5246367]"
