new_score,new_ranks,original_score,prediction,original_rank,#facts,new_scores,new_rank,facts
1.8352684,"[6, 4]",3.1120298,"(8753, 10, 2875)",1,13,"[1.4848349, 2.1857018]",5.0,"[([(10033, 10, 6209), (8753, 10, 6209), (10033, 10, 2875)], 3.6535997, 'xrule'), ([(8753, 10, 2465), (2465, 27, 1459), (2875, 27, 1459)], 3.3029995, 'xrule'), ([(7411, 10, 6209), (7411, 10, 2875), (8753, 10, 6209)], 2.7853994, 'xrule'), ([(7314, 10, 2875), (8753, 10, 65), (7314, 10, 65)], 2.6506996, 'xrule'), ([(7314, 10, 2875), (8753, 10, 6209), (7314, 10, 6209)], 2.2560997, 'xrule'), ([(1646, 10, 6209), (1646, 10, 2875), (8753, 10, 6209)], 2.0755997, 'xrule'), ([(8753, 10, 2465)], 1.8906956596923452, 4950.868834818883), ([(8753, 10, 2465), (7314, 10, 2465), (7314, 10, 2875)], 1.8760996, 'xrule'), ([(8753, 10, 2465), (2191, 10, 2875), (2191, 10, 2465)], 1.7355995, 'xrule'), ([(8753, 47, 4868)], 0.9276733891211416, 4320.716603018278), ([(8753, 10, 65), (2191, 10, 2875), (2191, 10, 65)], 0.6346998, 'xrule'), ([(2191, 10, 6209), (2191, 10, 2875), (8753, 10, 6209)], -0.18770027, 'xrule'), ([(8753, 10, 6589)], -0.35536761923834376, 4769.412081385408)]"
0.3386117,"[1, 1]",6.4752617,"(5263, 48, 32)",1,7,"[0.24852394, 0.42869943]",1.0,"[([(984, 48, 32), (5263, 25, 62), (984, 25, 62)], 0.11269951, 'xrule'), ([(5263, 25, 62), (4618, 25, 62), (32, 15, 4618), (4618, 133, 32)], 0.07629967, 'xrule'), ([(5191, 25, 62), (32, 15, 5191), (5263, 25, 62)], -0.21860027, 'xrule'), ([(5263, 8, 2109)], -0.657064393420438, 10017.34139935283), ([(4312, 25, 62), (5263, 25, 62), (4312, 185, 32)], -1.0893002, 'xrule'), ([(948, 8, 5263)], -1.3189515466487785, 11389.210992771676), ([(5263, 8, 1025)], -2.210024721471639, 8132.098853860928)]"
0.3490388,"[1, 3]",4.163462,"(148, 26, 1098)",2,13,"[0.45079857, 0.24727905]",2.0,"[([(148, 13, 32), (1041, 28, 32), (148, 28, 32), (1041, 26, 1098)], 2.7704, 'xrule'), ([(1041, 34, 90), (148, 34, 90), (1041, 26, 1098)], 1.0395994, 'xrule'), ([(804, 6, 148)], 1.029985956282079, 8181.736913163155), ([(148, 34, 90), (4604, 34, 90), (4604, 26, 1098)], -0.16480064, 'xrule'), ([(1326, 6, 148)], -0.18729778066499508, -121.54668804842336), ([(5354, 26, 1098), (148, 13, 32), (5354, 28, 32), (148, 28, 32)], -0.40370083, 'xrule'), ([(11030, 26, 1098), (148, 34, 90), (11030, 34, 90)], -0.54020023, 'xrule'), ([(2487, 6, 148)], -0.5916013281636331, -88.64373249032322), ([(2744, 26, 1098), (148, 13, 32), (2744, 28, 32), (148, 28, 32)], -0.6946001, 'xrule'), ([(2744, 26, 1098), (148, 34, 90), (2744, 34, 90)], -0.72840023, 'xrule'), ([(11030, 28, 32), (11030, 13, 32), (148, 28, 32), (11030, 26, 1098), (148, 13, 32)], -0.8281002, 'xrule'), ([(5, 34, 90), (148, 34, 90), (5, 26, 1098)], -1.1038008, 'xrule'), ([(3632, 26, 1098), (148, 34, 90), (3632, 34, 90)], -2.2899008, 'xrule')]"
2.9384952,"[370, 3888]",8.3503,"(1927, 212, 4563)",2,13,"[3.2880883, 2.588902]",2129.0,"[([(12967, 17, 862), (12967, 212, 4563), (1927, 17, 862)], 0.7666998, 'xrule'), ([(3608, 212, 4563), (3608, 85, 434), (1927, 85, 434)], -0.31290054, 'xrule'), ([(6936, 212, 4563), (6936, 17, 862), (1927, 17, 862)], -0.44239998, 'xrule'), ([(3608, 212, 4563), (3608, 48, 1928), (1927, 48, 1928)], -0.8337002, 'xrule'), ([(12967, 85, 434), (12967, 212, 4563), (1927, 85, 434)], -0.8775997, 'xrule'), ([(2159, 175, 1927)], -0.9548663594622666, 9840.27790720164), ([(642, 85, 434), (642, 212, 4563), (1927, 85, 434)], -1.0508003, 'xrule'), ([(9555, 85, 434), (9555, 212, 4563), (1927, 85, 434)], -1.3773003, 'xrule'), ([(12967, 48, 1928), (12967, 212, 4563), (1927, 48, 1928)], -1.4337997, 'xrule'), ([(1927, 175, 2159)], -1.4997739121494205, 3743.1824592364283), ([(12967, 212, 4563), (1927, 43, 141), (12967, 43, 141)], -1.5795002, 'xrule'), ([(10467, 175, 1927)], -1.823281204625116, 9120.139040610042), ([(11638, 212, 4563), (11638, 85, 434), (1927, 85, 434)], -2.3193998, 'xrule')]"
0.19119403,"[5, 11]",2.024353,"(5819, 13, 68)",3,13,"[0.18001774, 0.20237033]",8.0,"[([(5819, 13, 449)], 0.7565131647243318, 5214.680596215873), ([(5819, 13, 419)], 0.17390302873841296, 7362.543366510421), ([(1021, 13, 75), (5819, 13, 75), (1021, 13, 68)], 0.069600105, 'xrule'), ([(5819, 13, 2046), (2392, 13, 68), (2392, 13, 2046)], -0.3295002, 'xrule'), ([(3481, 13, 68), (3481, 13, 75), (5819, 13, 75)], -0.36740017, 'xrule'), ([(5819, 13, 5209)], -0.4444355544311087, 1240.390684564417), ([(5819, 13, 2046), (1021, 13, 2046), (1021, 13, 68)], -1.0446997, 'xrule'), ([(7583, 13, 75), (7583, 13, 68), (5819, 13, 75)], -1.2501001, 'xrule'), ([(3481, 13, 68), (3481, 26, 342), (5819, 26, 342)], -1.5279999, 'xrule'), ([(2881, 29, 75), (2881, 29, 68), (5819, 13, 75)], -1.6499996, 'xrule'), ([(5819, 13, 2046), (4438, 13, 2046), (4438, 13, 68)], -1.7598, 'xrule'), ([(2392, 13, 68), (5819, 26, 342), (2392, 26, 342)], -1.9212999, 'xrule'), ([(4438, 13, 68), (5819, 13, 75), (4438, 13, 75)], -2.9035997, 'xrule')]"
0.3903063,"[3, 1]",3.294287,"(8165, 106, 592)",3,3,"[0.3843144, 0.39629817]",2.0,"[([(8165, 74, 5955)], 0.0616035861837334, -1541.4846039821432), ([(3642, 6, 8165)], -0.24136634580744287, -3404.560050346195), ([(3352, 2, 8165)], -1.2613214864810651, -836.7792535204409)]"
4.976839,"[2, 78]",7.7777796,"(8023, 120, 791)",1,13,"[4.653013, 5.300665]",40.0,"[([(1065, 25, 62), (8023, 25, 62), (1065, 120, 791)], 2.1940002, 'xrule'), ([(8023, 33, 90), (5860, 120, 791), (5860, 33, 90)], 1.5110998, 'xrule'), ([(8023, 154, 2438), (5860, 120, 791), (5860, 154, 2438)], 1.2293005, 'xrule'), ([(2738, 120, 791), (8023, 25, 62), (2738, 25, 62)], 1.0033998, 'xrule'), ([(8023, 33, 90), (10952, 120, 791), (10952, 33, 90)], 0.9296007, 'xrule'), ([(8023, 154, 2438), (10610, 120, 791), (10610, 154, 2438)], 0.57940006, 'xrule'), ([(3039, 24, 8023)], 0.29816250122786786, 1023.5739932536368), ([(6535, 33, 90), (8023, 33, 90), (6535, 120, 791)], 0.23220062, 'xrule'), ([(7892, 120, 791), (8023, 33, 90), (7892, 33, 90)], -0.038999557, 'xrule'), ([(11792, 190, 8023)], -0.26626201375188147, 5340.433824984348), ([(8023, 25, 62), (13337, 120, 791), (13337, 25, 62)], -0.5036993, 'xrule'), ([(8023, 25, 62), (6134, 120, 791), (6134, 25, 62)], -0.63189983, 'xrule'), ([(8023, 111, 11792)], -0.6469263587389052, 10371.343682499244)]"
1.6129096,"[1, 2]",5.6515408,"(8848, 34, 90)",1,8,"[0.2737804, 2.9520388]",1.5,"[([(8848, 26, 1936), (7636, 34, 90), (7636, 26, 1936)], 0.94500065, 'xrule'), ([(8848, 26, 990), (9048, 34, 90), (9048, 26, 990)], 0.6423006, 'xrule'), ([(8848, 26, 990), (6959, 26, 990), (6959, 34, 90)], -0.43919945, 'xrule'), ([(9048, 34, 90), (8848, 31, 470), (9048, 31, 470)], -0.5682001, 'xrule'), ([(7318, 6, 8848)], -0.806277228217035, 9385.308684352638), ([(8848, 11, 23)], -1.0398902374977232, 4044.2611711632226), ([(8848, 26, 990), (7636, 34, 90), (7636, 26, 990)], -1.4085999, 'xrule'), ([(8848, 13, 32)], -1.4698495206976445, 3865.1869654771576)]"
2.4802332,"[1, 1]",11.653254,"(10221, 25, 62)",1,3,"[2.4833202, 2.477146]",1.0,"[([(10221, 76, 12756)], 2.5821439366274554, 0.9297035049936264), ([(10221, 76, 10706)], 2.0468922649322225, 40.885633212536725), ([(10221, 76, 2427)], 1.3294706949152046, 2.7907530580384416)]"
0.26614967,"[2, 2]",3.449703,"(7664, 26, 342)",6,17,"[0.25254846, 0.27975088]",2.0,"[([(7031, 11, 23), (7664, 11, 23), (7031, 26, 342)], 4.497801, 'xrule'), ([(7664, 14, 160), (3660, 26, 342), (3660, 14, 160)], 3.0717, 'xrule'), ([(7664, 31, 844), (3660, 26, 342), (3660, 31, 844)], 3.0403004, 'xrule'), ([(3821, 26, 342), (7664, 14, 160), (3821, 14, 160)], 2.3691006, 'xrule'), ([(2271, 26, 342), (7664, 106, 1327), (2271, 13, 1327)], 2.3248005, 'xrule'), ([(7031, 14, 160), (7664, 14, 160), (7031, 26, 342)], 2.0049, 'xrule'), ([(7664, 14, 160), (2572, 26, 342), (2572, 14, 160)], 1.9812002, 'xrule'), ([(7664, 14, 160), (1518, 26, 342), (1518, 14, 160)], 1.908, 'xrule'), ([(3901, 14, 160), (7664, 14, 160), (3901, 26, 342)], 1.7350006, 'xrule'), ([(7664, 26, 990), (1518, 26, 342), (1518, 26, 990)], 1.2665005, 'xrule'), ([(7031, 26, 990), (7664, 26, 990), (7031, 26, 342)], 1.2123003, 'xrule'), ([(6439, 106, 1327), (6439, 26, 342), (7664, 106, 1327)], 0.63820076, 'xrule'), ([(6580, 7, 7664)], 0.4278965414728176, 8670.605371260264), ([(7664, 26, 990), (3660, 26, 342), (3660, 26, 990)], 0.3272009, 'xrule'), ([(7664, 31, 844), (7200, 31, 844), (7200, 26, 342)], -0.08299923, 'xrule'), ([(5362, 32, 7664)], -0.7974180708475371, -69.68942192071115), ([(285, 7, 7664)], -1.2128772169149415, -44.770807653468836)]"
0.91189504,"[832, 1307]",5.7174397,"(5302, 122, 3325)",338,13,"[0.9168261, 0.9069639]",1069.5,"[([(688, 35, 5302), (688, 35, 854), (854, 122, 3325)], 1.717, 'xrule'), ([(229, 66, 5302), (3325, 17, 862), (229, 17, 862)], 1.4928007, 'xrule'), ([(854, 122, 3325), (513, 35, 5302), (513, 35, 854)], 1.4747009, 'xrule'), ([(229, 66, 5302), (229, 48, 32), (3325, 48, 32)], 1.3574009, 'xrule'), ([(3325, 100, 160), (160, 118, 774), (5302, 118, 774)], 1.2601004, 'xrule'), ([(854, 122, 3325), (3694, 37, 5302), (3694, 37, 854)], 1.2341003, 'xrule'), ([(6653, 35, 5302), (6653, 35, 854), (854, 122, 3325)], 0.6981001, 'xrule'), ([(854, 122, 3325), (786, 35, 5302), (786, 35, 854)], 0.4199009, 'xrule'), ([(5302, 205, 32)], 0.30599884315934284, 2126.575908314895), ([(3694, 37, 5302)], 0.022998849838984002, 2812.505749449027), ([(32, 139, 90), (5302, 219, 90), (32, 206, 90), (32, 234, 90), (3325, 48, 32)], -0.2581997, 'xrule'), ([(6403, 127, 5302)], -0.43537326437775076, 2055.3928439682563), ([(854, 122, 3325), (5302, 18, 2357), (854, 18, 2357)], -0.78289986, 'xrule')]"
2.1391985,"[1, 2]",3.8528743,"(8397, 80, 344)",1,13,"[1.8087853, 2.4696116]",1.5,"[([(7064, 4, 9), (9, 130, 8397), (9, 130, 7064), (7064, 80, 344)], 2.2319002, 'xrule'), ([(8934, 80, 344), (9, 130, 8397), (9, 130, 8934), (8934, 4, 9), (8934, 5, 9)], 1.0155001, 'xrule'), ([(9539, 4, 9), (9, 130, 8397), (9539, 5, 9), (9539, 80, 344), (9, 130, 9539)], 0.8159008, 'xrule'), ([(9, 130, 8397), (10, 4, 9), (10, 5, 9), (10, 80, 344), (9, 130, 10)], 0.7814007, 'xrule'), ([(343, 80, 344), (9, 130, 8397), (9, 130, 343), (343, 4, 9), (343, 5, 9)], 0.3855009, 'xrule'), ([(9744, 5, 9), (9, 130, 8397), (9744, 80, 344), (9, 130, 9744), (9744, 4, 9)], 0.3614006, 'xrule'), ([(10119, 80, 344), (9, 130, 8397), (10119, 4, 9), (10119, 5, 9)], -0.12889957, 'xrule'), ([(1688, 4, 9), (9, 130, 8397), (1688, 5, 9), (1688, 80, 344)], -0.19009972, 'xrule'), ([(8397, 4, 11)], -0.24392982235051014, 5277.439318126236), ([(1494, 40, 8397)], -0.24517532101538975, 4014.439011361083), ([(9, 130, 8397), (2803, 4, 9), (2803, 5, 9), (2803, 80, 344), (9, 130, 2803)], -0.9642, 'xrule'), ([(12164, 170, 8397)], -1.4920067120494256, 6410.183620711955), ([(8934, 80, 344), (8397, 95, 4288), (8934, 95, 4288)], -2.2699995, 'xrule')]"
1.6496081,"[3, 17]",7.1802206,"(4945, 17, 871)",6,14,"[0.81702757, 2.4821887]",10.0,"[([(8315, 17, 871), (4945, 17, 862), (8315, 17, 862)], 6.2241, 'xrule'), ([(3413, 17, 871), (4945, 17, 2006), (3413, 17, 2006)], 4.4918995, 'xrule'), ([(4365, 17, 862), (4945, 17, 862), (4365, 17, 871)], 3.7816, 'xrule'), ([(4365, 17, 215), (4945, 17, 215), (4365, 17, 871)], 3.6557999, 'xrule'), ([(4945, 17, 2006), (8315, 17, 2006), (8315, 17, 871)], 3.4748993, 'xrule'), ([(4945, 85, 434), (1430, 17, 871), (1430, 85, 434)], 3.4543, 'xrule'), ([(4945, 85, 434), (4365, 85, 434), (4365, 17, 871)], 3.3186998, 'xrule'), ([(3659, 17, 871), (4945, 17, 862), (3659, 17, 862)], 3.2958002, 'xrule'), ([(3413, 17, 871), (4945, 17, 1730), (3413, 17, 1730)], 3.0713997, 'xrule'), ([(4945, 85, 434), (11103, 17, 871), (11103, 85, 434)], 2.7318, 'xrule'), ([(4945, 17, 862), (1430, 17, 862), (1430, 17, 871)], 2.4034996, 'xrule'), ([(4945, 85, 434)], 0.5415955020116451, 4018.632183484044), ([(4945, 6, 4234)], 0.14400486200256582, -1345.464060880059), ([(4945, 6, 1315)], 0.09287170606390766, -1135.4767987572907)]"
0.18139303,"[1, 3]",4.1493998,"(552, 26, 64)",2,10,"[0.18847618, 0.17430986]",2.0,"[([(552, 28, 32)], 1.5857835524930983, 9535.830022041204), ([(552, 31, 11181)], 1.5546060303273566, 11044.825577980426), ([(552, 86, 10220)], 0.5706544356114374, 1770.638914159028), ([(552, 12, 1222), (5995, 26, 64), (1222, 32, 5995), (1222, 38, 552)], -0.32660007, 'xrule'), ([(552, 34, 90), (8736, 34, 90), (8736, 26, 64)], -1.4349995, 'xrule'), ([(895, 31, 147), (895, 26, 64), (552, 31, 147)], -2.0949001, 'xrule'), ([(552, 34, 90), (2190, 26, 64), (2190, 34, 90)], -2.3829994, 'xrule'), ([(552, 34, 90), (895, 34, 90), (895, 26, 64)], -3.0998, 'xrule'), ([(552, 34, 90), (5995, 26, 64), (5995, 34, 90)], -3.2353, 'xrule'), ([(552, 34, 90), (1785, 26, 64), (1785, 34, 90)], -4.0115995, 'xrule')]"
0.41993678,"[2, 1]",9.394058,"(9906, 43, 141)",2,13,"[0.3611016, 0.47877192]",1.5,"[([(9906, 8, 4693)], 1.5375576706297953, 28.823109391870105), ([(4351, 43, 141), (4351, 17, 862), (9906, 17, 862)], 1.3364, 'xrule'), ([(2280, 43, 141), (9906, 17, 862), (2280, 17, 862)], 1.3018999, 'xrule'), ([(7366, 8, 9906)], 1.2937460537722931, 497.7847805627102), ([(4693, 8, 9906)], 0.6293650114650869, 99.65234545652645), ([(5785, 43, 141), (5785, 17, 862), (9906, 17, 862)], 0.56330013, 'xrule'), ([(267, 17, 862), (267, 43, 141), (9906, 17, 862)], 0.18459988, 'xrule'), ([(267, 66, 249), (267, 43, 141), (9906, 66, 249)], -0.05360031, 'xrule'), ([(6784, 17, 862), (6784, 43, 141), (9906, 17, 862)], -0.4261999, 'xrule'), ([(4351, 43, 141), (4351, 224, 249), (9906, 66, 249)], -0.7048006, 'xrule'), ([(11426, 43, 141), (11426, 17, 862), (9906, 17, 862)], -0.71320057, 'xrule'), ([(6858, 43, 141), (6858, 17, 862), (9906, 17, 862)], -1.1975002, 'xrule'), ([(605, 43, 141), (9906, 17, 862), (605, 17, 862)], -1.2012005, 'xrule')]"
5.943946,"[17, 11]",8.240005,"(9530, 48, 32)",1,13,"[6.288251, 5.5996413]",14.0,"[([(5361, 48, 32), (5361, 85, 434), (9530, 85, 434)], 2.1913996, 'xrule'), ([(434, 161, 1405), (9530, 85, 434), (32, 152, 1405)], 2.1885996, 'xrule'), ([(1196, 48, 32), (9530, 17, 871), (1196, 17, 871)], 2.0478, 'xrule'), ([(1196, 48, 32), (1196, 43, 141), (9530, 43, 141)], 2.0368996, 'xrule'), ([(1196, 48, 32), (1196, 17, 818), (9530, 17, 818)], 1.9074001, 'xrule'), ([(1196, 48, 32), (1196, 85, 434), (9530, 85, 434)], 1.3438997, 'xrule'), ([(1196, 110, 494), (1196, 48, 32), (9530, 110, 494)], 0.9968004, 'xrule'), ([(9530, 24, 592), (7182, 106, 592), (7182, 28, 32), (7182, 13, 32), (9530, 66, 592)], 0.91569996, 'xrule'), ([(9530, 24, 592), (10559, 28, 32), (10559, 106, 592), (9530, 66, 592)], 0.6925001, 'xrule'), ([(9530, 17, 871)], 0.4067387997577597, 8230.600305637026), ([(9530, 66, 592)], 0.15345863551812913, 7822.538289536546), ([(9530, 85, 434), (2380, 48, 32), (2380, 85, 434)], -0.102399826, 'xrule'), ([(9530, 17, 215)], -0.45150514213081405, 2283.389002954682)]"
6.7808957,"[1, 1]",15.6308975,"(7155, 25, 62)",3,12,"[6.5723147, 6.9894767]",1.0,"[([(272, 25, 62), (272, 80, 911), (7155, 67, 911)], 4.1967993, 'xrule'), ([(1378, 25, 62), (1378, 80, 911), (7155, 67, 911)], 4.001499, 'xrule'), ([(3412, 25, 62), (3412, 80, 911), (7155, 67, 911)], 1.8435993, 'xrule'), ([(911, 125, 11220), (11220, 25, 62), (7155, 67, 911)], 1.5004997, 'xrule'), ([(2868, 25, 62), (2868, 80, 911), (7155, 67, 911)], 1.1747999, 'xrule'), ([(1979, 80, 911), (1979, 25, 62), (7155, 67, 911)], 0.9308996, 'xrule'), ([(6416, 80, 911), (6416, 25, 62), (7155, 67, 911)], 0.6353998, 'xrule'), ([(11341, 25, 62), (911, 125, 11341), (7155, 67, 911)], 0.24510002, 'xrule'), ([(911, 125, 966), (966, 25, 62), (7155, 67, 911)], -0.6640005, 'xrule'), ([(7155, 47, 996)], -0.8786649221946975, 0.29345450620725744), ([(7155, 67, 911)], -1.2734922777209217, 0.21866000788224615), ([(7363, 25, 62), (7363, 80, 911), (7155, 67, 911)], -1.4725008, 'xrule')]"
0.38128313,"[1, 1]",2.8738413,"(3861, 14, 160)",1,13,"[0.5578469, 0.20471935]",1.0,"[([(3861, 26, 1881), (6968, 26, 1881), (6968, 14, 160)], 2.2139997, 'xrule'), ([(2871, 100, 160), (39, 7, 3861), (2871, 19, 39)], 2.0907001, 'xrule'), ([(3861, 31, 4), (146, 14, 160), (146, 31, 4)], 1.5178003, 'xrule'), ([(3861, 31, 4), (10414, 31, 4), (10414, 14, 160)], 1.3485003, 'xrule'), ([(6968, 14, 160), (6968, 26, 1098), (3861, 26, 1098)], 0.9919996, 'xrule'), ([(3351, 14, 160), (3861, 31, 3257), (3351, 31, 3257)], 0.95580006, 'xrule'), ([(3351, 14, 160), (3351, 26, 1098), (3861, 26, 1098)], 0.89430046, 'xrule'), ([(3351, 14, 160), (3861, 31, 3823), (3351, 31, 3823)], 0.5053997, 'xrule'), ([(10414, 26, 1098), (10414, 14, 160), (3861, 26, 1098)], -0.49959946, 'xrule'), ([(3861, 31, 4), (6968, 31, 4), (6968, 14, 160)], -0.6618004, 'xrule'), ([(3861, 31, 568)], -1.9854535114228817, 12042.120738679947), ([(84, 2, 3861)], -2.448678833725098, 8888.079535207215), ([(625, 38, 3861)], -3.018945945528392, 8945.046577250407)]"
3.3013406,"[1, 1]",9.411259,"(1392, 43, 141)",1,14,"[3.8713827, 2.7312987]",1.0,"[([(3402, 43, 141), (1392, 48, 382), (1392, 236, 382), (3402, 48, 382)], 2.4940004, 'xrule'), ([(12078, 48, 382), (1392, 48, 382), (1392, 236, 382), (12078, 43, 141)], 1.7761002, 'xrule'), ([(1392, 48, 382), (6609, 43, 141), (1392, 236, 382), (6609, 48, 382)], 1.2628002, 'xrule'), ([(8880, 43, 141), (4784, 71, 1392), (4784, 71, 8880)], 0.4854002, 'xrule'), ([(1392, 48, 382), (1392, 236, 382), (4916, 48, 382), (4916, 43, 141)], 0.4481001, 'xrule'), ([(1392, 82, 4372), (4040, 43, 141), (4040, 82, 4372)], 0.43460083, 'xrule'), ([(1392, 179, 98)], -0.1268901423093513, 5.468319949993458), ([(4784, 71, 1392)], -0.13978334222767522, 6629.465110945153), ([(8880, 43, 141), (1392, 48, 382), (1392, 236, 382), (8880, 48, 382)], -0.25559998, 'xrule'), ([(1392, 17, 5529), (1093, 43, 141), (1093, 17, 5529)], -0.2859993, 'xrule'), ([(1392, 17, 5529), (11975, 43, 141), (11975, 17, 5529)], -0.5017996, 'xrule'), ([(1392, 17, 5529), (5468, 43, 141), (5468, 17, 5529)], -0.6040993, 'xrule'), ([(9446, 43, 141), (1392, 48, 382), (1392, 236, 382), (9446, 48, 382)], -0.91089916, 'xrule'), ([(1392, 17, 5529)], -1.0987605515444054, 223.24997219174548)]"
0.2744337,"[1, 1]",4.157199,"(1897, 14, 160)",2,8,"[0.34354842, 0.20531897]",1.0,"[([(1897, 12, 9802)], 0.565908475318423, 12597.637818532176), ([(8353, 6, 1897)], -0.2769903728914506, 8106.431191770155), ([(4257, 34, 90), (1897, 34, 90), (4257, 14, 160)], -0.2859993, 'xrule'), ([(6390, 14, 160), (1897, 34, 90), (6390, 34, 90)], -0.6084995, 'xrule'), ([(2771, 6, 1897)], -1.067951149890538, 10516.25579290404), ([(1897, 34, 90), (5206, 60, 90), (5206, 100, 160)], -1.5298996, 'xrule'), ([(1897, 34, 90), (3894, 34, 90), (3894, 14, 160)], -1.8165998, 'xrule'), ([(1897, 34, 90), (4800, 213, 90), (4800, 198, 160), (4800, 208, 90)], -1.8385, 'xrule')]"
2.653873,"[1, 2]",7.8994675,"(10238, 85, 434)",2,13,"[1.7451057, 3.5626402]",1.5,"[([(10238, 48, 32), (6260, 48, 32), (6260, 85, 434)], -1.0404005, 'xrule'), ([(10238, 66, 1327)], -1.0898851817567146, 54.25163989003827), ([(10238, 48, 32), (6655, 48, 32), (6655, 85, 434)], -1.1212997, 'xrule'), ([(10238, 19, 1759)], -1.490895204621398, 1520.1837873901213), ([(6640, 48, 32), (10238, 48, 32), (6640, 85, 434)], -1.7446003, 'xrule'), ([(10730, 22, 10238)], -1.8726877300089355, 42.13323102597309), ([(10238, 48, 32), (8914, 85, 434), (8914, 48, 32)], -2.4280996, 'xrule'), ([(7370, 85, 434), (10238, 48, 32), (7370, 48, 32)], -2.4665003, 'xrule'), ([(6875, 85, 434), (6875, 66, 592), (10238, 66, 592)], -3.5563002, 'xrule'), ([(10238, 48, 32), (2164, 48, 32), (2164, 85, 434)], -3.5594997, 'xrule'), ([(10238, 48, 32), (730, 85, 434), (730, 48, 32)], -3.7320004, 'xrule'), ([(8914, 24, 592), (8914, 85, 434), (10238, 66, 592)], -4.0585003, 'xrule'), ([(6875, 48, 32), (10238, 48, 32), (6875, 85, 434)], -4.2344, 'xrule')]"
1.6834629,"[1, 110]",3.708118,"(1432, 98, 8236)",1,15,"[1.5050247, 1.861901]",55.5,"[([(1432, 95, 521)], 4.219273313907229, 1881.9855038882467), ([(1432, 68, 5213)], 2.4759427513971843, 3495.922438004525), ([(5453, 130, 1432)], 2.1219044779098497, 3766.893014009526), ([(3978, 130, 1853), (1853, 49, 3978), (1853, 98, 8236), (1432, 49, 3978)], 1.5119, 'xrule'), ([(3082, 98, 8236), (3082, 96, 981), (1432, 96, 981)], 0.85009956, 'xrule'), ([(164, 98, 3175), (1432, 98, 3175), (164, 98, 8236)], 0.73989964, 'xrule'), ([(164, 96, 981), (164, 98, 8236), (1432, 96, 981)], 0.6160002, 'xrule'), ([(2178, 98, 8236), (2178, 98, 3175), (1432, 98, 3175)], 0.17599964, 'xrule'), ([(3082, 98, 8236), (3082, 98, 3175), (1432, 98, 3175)], 0.1626997, 'xrule'), ([(2178, 68, 6576), (1432, 68, 6576), (2178, 98, 8236)], -0.07740021, 'xrule'), ([(5139, 40, 1432), (5139, 40, 164), (164, 98, 8236)], -0.08640003, 'xrule'), ([(1796, 130, 1853), (1432, 49, 1796), (1796, 130, 1432), (1853, 98, 8236), (1853, 49, 1796)], -1.0409002, 'xrule'), ([(164, 96, 8505), (1432, 96, 8505), (164, 98, 8236)], -1.1364002, 'xrule'), ([(8613, 98, 8236), (8613, 96, 981), (1432, 96, 981)], -1.1708002, 'xrule'), ([(1853, 96, 981), (1853, 98, 8236), (1432, 96, 981)], -1.5026007, 'xrule')]"
0.5732377,"[1, 1]",6.1907783,"(8789, 17, 862)",26,14,"[0.5516603, 0.59481514]",1.0,"[([(8789, 48, 32), (1367, 48, 32), (1367, 17, 862)], 3.0931005, 'xrule'), ([(282, 17, 862), (282, 43, 141), (8789, 43, 141)], 2.2895002, 'xrule'), ([(8789, 48, 32), (11709, 48, 32), (11709, 17, 862)], 1.6908007, 'xrule'), ([(2534, 22, 8789)], 1.4934473704986928, 13555.816595130316), ([(8789, 17, 215), (2449, 17, 862), (2449, 17, 215)], 1.4298, 'xrule'), ([(8789, 48, 32), (8382, 48, 32), (8382, 17, 862)], 1.3991003, 'xrule'), ([(8789, 66, 1516)], 1.373383584044419, 2693.7979262624444), ([(8789, 17, 215), (2606, 17, 215), (2606, 17, 862)], 1.3205004, 'xrule'), ([(1367, 17, 862), (8789, 60, 90), (1367, 60, 90)], 0.7954006, 'xrule'), ([(5510, 60, 90), (8789, 60, 90), (5510, 17, 862)], 0.6595001, 'xrule'), ([(8789, 17, 215), (5510, 17, 215), (5510, 17, 862)], 0.35109997, 'xrule'), ([(8789, 48, 32), (282, 48, 32), (282, 17, 862)], 0.33180046, 'xrule'), ([(8789, 48, 32), (6468, 17, 862), (6468, 48, 32)], 0.1882, 'xrule'), ([(8208, 76, 8789)], -0.16289993072022194, 1373.4593648268)]"
