original_rank,prediction,original_score,new_score,new_ranks,facts,new_rank,new_scores,exp_length,exp
1,"(29963, 5, 774)",8.869197,6.173104,[1],"[({(29963, 2, 1137)}, 9.43367015565907, 'baseline'), ({(29963, 2, 1137)}, 5.850205576318439, 'baseline'), ([(39696, 5, 774), (29963, 2, 1137), (39696, 2, 1137)], 5.4474998, 'xrule'), ([(38592, 2, 1137), (29963, 2, 1137), (38592, 5, 774)], 5.4433994, 'xrule'), ([(20262, 2, 1137), (29963, 2, 1137), (20262, 5, 774)], 5.4174995, 'xrule'), ([(8519, 5, 774), (8519, 2, 1137), (29963, 2, 1137)], 5.3827, 'xrule'), ([(31242, 5, 774), (29963, 2, 1137), (31242, 2, 1137)], 5.3698997, 'xrule')]",1.0,[6.173104],8,"[(39696, 5, 774), (20262, 5, 774), (20262, 2, 1137), (29963, 2, 1137), (1137, 5, 774), (38592, 2, 1137), (38592, 5, 774), (39696, 2, 1137)]"
1,"(17030, 1, 2573)",8.604788,0.0440962,[2468],"[({(2573, 1, 17030), (17030, 1, 13110)}, 2.751958070718457, 'baseline'), ([(2573, 1, 17030)], 2.6565003, 'xrule'), ({(2573, 1, 17030)}, 2.5550586287568864, 'baseline'), ([(13110, 1, 17030), (2573, 0, 2574), (17030, 1, 13110), (13110, 0, 2574)], -0.27789974, 'xrule'), ({(17030, 1, 13110)}, -0.31346603108464693, 'baseline'), ({(13110, 1, 17030)}, -0.31417556476259145, 'baseline')]",2468.0,[0.0440962],5,"[(2573, 0, 2574), (13110, 1, 17030), (17030, 1, 13110), (13110, 0, 2574), (2573, 1, 17030)]"
1,"(20115, 2, 2580)",8.1901455,5.7459803,[2],"[({(20114, 6, 20115)}, 8.240134011872255, 'baseline'), ({(20114, 6, 20115)}, 1.9145518242296435, 'baseline'), ([(20114, 6, 4716), (20114, 6, 20115), (4716, 2, 2580)], 1.8128996, 'xrule'), ([(20114, 6, 22561), (20114, 6, 20115), (22561, 2, 2580)], 1.8010998, 'xrule'), ([(30667, 2, 2580), (20114, 6, 20115), (20114, 6, 30667)], 1.7769995, 'xrule'), ([(39563, 2, 2580), (20114, 6, 20115), (20114, 6, 39563)], 1.7660995, 'xrule'), ([(8813, 2, 2580), (20114, 6, 8813), (20114, 6, 20115)], 1.7620997, 'xrule')]",2.0,[5.7459803],9,"[(4716, 2, 2580), (20114, 6, 39563), (20114, 6, 4716), (22561, 2, 2580), (30667, 2, 2580), (20114, 6, 22561), (20114, 6, 20115), (20114, 6, 30667), (39563, 2, 2580)]"
1,"(3741, 1, 18271)",10.975729,0.23157595,[1493],"[([(18271, 1, 3741)], 6.2082, 'xrule'), ({(18271, 1, 3741)}, 4.503165691737374, 'baseline'), ({(18271, 1, 3741)}, 2.7246705832847953, 'baseline'), ({(18271, 1, 3741)}, 2.238618011954583, 'baseline'), ({(18271, 1, 3741)}, 1.8716889293643326, 'baseline'), ({(18271, 1, 3741)}, 1.8234530330498608, 'baseline'), ({(18271, 1, 3741)}, 1.7488871412592457, 'baseline'), ({(18271, 1, 3741)}, 1.6673537049411573, 'baseline'), ({(18271, 1, 3741)}, 1.3993206654431418, 'baseline'), ({(18271, 1, 3741)}, 1.2741013158800292, 'baseline'), ({(18271, 1, 3741)}, 1.2724705327039965, 'baseline')]",1493.0,[0.23157595],1,"[(18271, 1, 3741)]"
1,"(7532, 1, 7531)",8.390123,-0.69755626,[14044],"[([(7531, 1, 7532)], 4.1284995, 'xrule'), ({(7531, 1, 7532)}, 1.8874450605014916, 'baseline'), ({(7531, 1, 7532)}, 1.787390790302112, 'baseline'), ({(7531, 1, 7532)}, 1.7594347798081578, 'baseline'), ({(7531, 1, 7532)}, 1.5828448048825638, 'baseline'), ({(7531, 1, 7532)}, 1.5201817237994253, 'baseline')]",14044.0,[-0.69755626],1,"[(7531, 1, 7532)]"
1,"(1771, 1, 36226)",9.191784,-3.4493418,[40937],"[([(36226, 1, 1771)], 2.6282, 'xrule'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.4696436350932111, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.4520206872289172, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.44091801071687764, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.43408874890063814, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.43271355051200777, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.43209175482856516, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.4308519782484528, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.40913872122617245, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.3963804661056957, 'baseline'), ({(9610, 1, 1771), (36226, 1, 1771)}, 0.3875647006539765, 'baseline'), ([(9610, 0, 9611), (36226, 0, 9611), (9610, 1, 1771)], -0.020199776, 'xrule')]",40937.0,[-3.4493418],4,"[(9610, 0, 9611), (36226, 0, 9611), (9610, 1, 1771), (36226, 1, 1771)]"
1,"(6882, 9, 10563)",10.239602,-7.181302,[25137],"[({(9971, 1, 6882), (6882, 0, 6883), (10563, 9, 6882), (6882, 1, 9971)}, 11.37333574644977, 'baseline'), ({(9971, 1, 6882), (10563, 9, 6882), (6882, 1, 9971)}, 4.866602308571166, 'baseline'), ([(10563, 9, 6882)], 2.2876997, 'xrule'), ({(9971, 1, 6882), (6882, 0, 6883), (10563, 9, 6882)}, 1.6564894465614892, 'baseline'), ({(6882, 0, 6883), (10563, 9, 6882)}, 1.6532784249754071, 'baseline'), ({(6882, 0, 6883), (10563, 9, 6882), (6882, 1, 9971)}, 1.6517887855984568, 'baseline'), ({(10563, 9, 6882), (6882, 1, 9971)}, 1.5441580508398762, 'baseline'), ({(9971, 1, 6882), (10563, 9, 6882)}, 1.5412445756907012, 'baseline'), ({(10563, 9, 6882)}, 1.3925572068666292, 'baseline'), ({(9971, 1, 6882), (6882, 1, 9971)}, 0.024462739886757946, 'baseline'), ([(9971, 1, 6882), (9971, 1, 10563), (6882, 1, 9971), (10563, 1, 9971)], 0.0015001297, 'xrule'), ([(6883, 1, 2955), (6882, 0, 6883), (2955, 1, 10563), (10563, 1, 2955), (2955, 1, 6883)], -0.018899918, 'xrule'), ({(9971, 1, 6882)}, -0.13327499185110678, 'baseline')]",25137.0,[-7.181302],7,"[(10563, 1, 2955), (10563, 9, 6882), (10563, 1, 9971), (6883, 1, 2955), (6882, 0, 6883), (9971, 1, 6882), (6882, 1, 9971)]"
1,"(28580, 5, 172)",7.0875874,2.917777,[4],"[([(27614, 5, 172), (27614, 0, 28580)], 1.6579001, 'xrule'), ({(27614, 0, 28580)}, 1.2990288135985217, 'baseline')]",4.0,[2.917777],2,"[(27614, 5, 172), (27614, 0, 28580)]"
1,"(40453, 1, 28165)",9.401691,-4.5363235,[12030],"[([(28165, 1, 40453)], 15.1956005, 'xrule'), ({(28165, 1, 40453)}, 11.620920026172994, 'baseline')]",12030.0,[-4.5363235],1,"[(28165, 1, 40453)]"
1,"(21645, 1, 16026)",9.251232,-3.0652027,[5156],"[({(14574, 1, 21645), (21645, 1, 14574), (21645, 1, 32962), (16026, 1, 21645)}, 1.929538817147687, 'baseline'), ({(14574, 1, 21645), (21645, 1, 32962), (32962, 1, 21645), (16026, 1, 21645)}, 1.3251515037676584, 'baseline'), ({(21645, 1, 32962), (21645, 1, 14574), (32962, 1, 21645), (16026, 1, 21645)}, 1.3226385718735432, 'baseline'), ({(21645, 1, 32962), (32962, 1, 21645), (16026, 1, 21645)}, 1.3224239951510228, 'baseline'), ([(16026, 1, 21645)], 1.0545006, 'xrule'), ({(21645, 1, 14574), (16026, 1, 21645)}, 0.9419184226702696, 'baseline'), ({(21645, 1, 14574), (32962, 1, 21645), (16026, 1, 21645)}, 0.7981024255655886, 'baseline'), ({(21645, 1, 32962), (21645, 1, 14574), (16026, 1, 21645)}, 0.7971840371781124, 'baseline'), ({(14574, 1, 21645), (21645, 1, 32962), (16026, 1, 21645)}, 0.7963476647640937, 'baseline'), ({(21645, 1, 32962), (16026, 1, 21645)}, 0.7906465996268731, 'baseline'), ([(19508, 1, 14574), (21645, 1, 14574), (14574, 1, 19508), (16026, 1, 19508), (19508, 1, 16026), (14574, 1, 21645)], 0.10340023, 'xrule'), ([(14574, 1, 21645), (21645, 1, 14574), (16026, 0, 3818), (14574, 0, 3818)], -0.0069999695, 'xrule'), ([(19508, 1, 32962), (32962, 1, 19508), (16026, 1, 19508), (21645, 1, 32962), (19508, 1, 16026), (32962, 1, 21645)], -0.13459969, 'xrule'), ({(21645, 1, 32962), (21645, 1, 14574)}, -0.3542556349729868, 'baseline')]",5156.0,[-3.0652027],9,"[(16026, 0, 3818), (16026, 1, 19508), (16026, 1, 21645), (19508, 1, 32962), (21645, 1, 14574), (14574, 1, 21645), (21645, 1, 32962), (14574, 0, 3818), (32962, 1, 21645)]"
1,"(11251, 1, 13752)",9.526362,0.52359647,[453],"[([(13752, 1, 11251)], 4.1373, 'xrule'), ({(13752, 1, 11251)}, 4.083378451690376, 'baseline'), ({(13752, 1, 11251)}, 4.075182569798328, 'baseline'), ({(13752, 1, 11251)}, 2.408649576704291, 'baseline'), ({(13752, 1, 11251)}, 2.2904015785841385, 'baseline'), ({(13752, 1, 11251)}, 2.279558300505041, 'baseline')]",453.0,[0.52359647],1,"[(13752, 1, 11251)]"
1,"(26645, 1, 11702)",10.44846,-7.977656,[40100],"[({(11702, 1, 26645)}, 5.603516928027346, 'baseline'), ([(11702, 1, 26645)], 3.8939004, 'xrule'), ({(11702, 1, 26645)}, 2.079753977062925, 'baseline'), ([(6759, 1, 129), (129, 1, 6759), (11702, 0, 6759), (6759, 5, 129), (26645, 5, 129)], 0.18400002, 'xrule'), ({(26645, 5, 129)}, -0.22722812416488447, 'baseline')]",40100.0,[-7.977656],6,"[(6759, 1, 129), (129, 1, 6759), (11702, 0, 6759), (26645, 5, 129), (11702, 1, 26645), (6759, 5, 129)]"
1,"(31376, 2, 743)",7.7001705,5.3862796,[46],"[({(23887, 6, 31376), (12272, 6, 31376), (10052, 6, 31376)}, 7.782435107807749, 'baseline'), ([(23887, 6, 31376), (23887, 6, 13632), (13632, 2, 743)], 1.7526002, 'xrule'), ({(23887, 6, 31376), (10052, 6, 31376)}, 1.7147975741205699, 'baseline'), ([(23887, 6, 31376), (23887, 6, 742), (742, 2, 743)], 1.6515002, 'xrule'), ({(23887, 6, 31376), (12272, 6, 31376)}, 1.3769608165451195, 'baseline'), ({(23887, 6, 31376)}, 1.0762687256661247, 'baseline'), ([(23887, 6, 31376), (23887, 6, 11979), (11979, 2, 743)], 1.0522003, 'xrule'), ([(23887, 6, 31376), (23887, 6, 19343), (19343, 2, 743)], 0.98169994, 'xrule'), ([(23887, 6, 31376), (35949, 2, 743), (23887, 6, 35949)], 0.7688999, 'xrule'), ({(10052, 6, 31376), (12272, 6, 31376)}, 0.32381490996152235, 'baseline'), ({(10052, 6, 31376)}, 0.12671760758721762, 'baseline'), ({(12272, 6, 31376)}, -0.17350765013526334, 'baseline')]",46.0,[5.3862796],12,"[(32045, 2, 743), (12272, 6, 33423), (742, 2, 743), (23887, 6, 32045), (23887, 6, 31376), (33423, 2, 743), (10052, 6, 31376), (13632, 2, 743), (23887, 6, 13632), (23887, 6, 742), (12272, 6, 31376), (10052, 6, 33423)]"
1,"(5394, 1, 2601)",9.64728,0.6122278,[441],"[({(13722, 0, 5394), (2601, 1, 5394), (20358, 0, 5394), (19801, 0, 5394)}, 2.0782280979767433, 'baseline'), ({(19801, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.8319931870431663, 'baseline'), ([(2601, 1, 5394)], 1.7930002, 'xrule'), ({(19801, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.684557036799218, 'baseline'), ({(13722, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.6735258853741672, 'baseline'), ({(13722, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.6676884446476548, 'baseline'), ({(19801, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.6459275029984197, 'baseline'), ({(19801, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.6251679194743813, 'baseline'), ({(13722, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.6150160558869306, 'baseline'), ({(19801, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.611510348872375, 'baseline'), ({(13722, 0, 5394), (2601, 1, 5394), (20358, 0, 5394)}, 1.6103401904380656, 'baseline'), ([(19801, 1, 19802), (19801, 0, 5394), (19802, 1, 19801), (19802, 0, 2601)], 0.104400635, 'xrule'), ([(20359, 0, 2601), (20358, 1, 20359), (20358, 0, 5394), (20359, 1, 20358)], 0.054600716, 'xrule'), ([(15112, 1, 13722), (13722, 0, 5394), (15112, 0, 2601), (13722, 1, 15112)], 0.011500359, 'xrule')]",441.0,[0.6122278],10,"[(15112, 1, 13722), (13722, 0, 5394), (19801, 1, 19802), (20358, 1, 20359), (20358, 0, 5394), (20359, 0, 2601), (2601, 1, 5394), (15112, 0, 2601), (19801, 0, 5394), (19802, 0, 2601)]"
1,"(11144, 1, 2617)",9.984545,-11.607412,[33815],"[({(2617, 1, 11144), (11144, 0, 21098)}, 11.370128722895142, 'baseline'), ([(2617, 1, 11144)], 2.4752998, 'xrule'), ({(2617, 1, 11144)}, 1.8283835295428252, 'baseline'), ([(11144, 0, 21098), (21097, 1, 21098), (2617, 0, 21097)], 0.18379974, 'xrule'), ({(11144, 0, 21098)}, -0.10830684467311966, 'baseline')]",33815.0,[-11.607412],4,"[(2617, 1, 11144), (11144, 0, 21098), (21097, 1, 21098), (2617, 0, 21097)]"
1,"(10925, 1, 8153)",9.006329,0.47846597,[509],"[({(8153, 1, 10925), (12946, 1, 10925)}, 5.409812798706697, 'baseline'), ({(8153, 1, 10925)}, 2.617432275214876, 'baseline'), ([(8153, 1, 10925)], 2.5667, 'xrule'), ({(8153, 1, 10925)}, 2.245944615528751, 'baseline'), ({(12946, 1, 10925)}, 0.05919746585102212, 'baseline'), ([(12946, 1, 9917), (9917, 1, 12946), (8153, 1, 9917), (12946, 1, 10925), (9917, 1, 8153)], 0.0064001083, 'xrule')]",509.0,[0.47846597],4,"[(8153, 1, 10925), (12946, 1, 10925), (9917, 1, 8153), (9917, 1, 12946)]"
1,"(12999, 1, 15729)",6.798723,-3.1288953,[38259],"[([(15171, 1, 12999), (15729, 1, 16455), (16455, 1, 15729), (16455, 1, 15171), (12999, 1, 15171), (15171, 1, 16455)], 4.3131, 'xrule'), ({(15171, 1, 12999), (12999, 1, 15171)}, 4.276040817291763, 'baseline'), ([(15171, 1, 31425), (15171, 1, 12999), (12999, 1, 15171), (31425, 1, 15171), (15729, 1, 31425)], 4.1059, 'xrule'), ([(15730, 1, 15171), (15171, 1, 12999), (15729, 1, 15730), (12999, 1, 15171), (15730, 1, 15729), (15171, 1, 15730)], 3.9824, 'xrule'), ({(15171, 1, 12999)}, 0.6255469762817228, 'baseline'), ({(12999, 1, 15171)}, 0.6216288052742442, 'baseline')]",38259.0,[-3.1288953],13,"[(15171, 1, 31425), (15730, 1, 15171), (15729, 1, 16455), (16455, 1, 15171), (31425, 1, 15171), (15171, 1, 16455), (15730, 1, 15729), (15171, 1, 12999), (15729, 1, 15730), (12999, 1, 15171), (16455, 1, 15729), (15729, 1, 31425), (15171, 1, 15730)]"
1,"(8634, 9, 19910)",9.567928,-1.5838885,[21537],"[([(19910, 9, 8634)], 5.0952997, 'xrule'), ({(19910, 9, 8634)}, 3.515860437521252, 'baseline')]",21537.0,[-1.5838885],1,"[(19910, 9, 8634)]"
1,"(32633, 1, 5596)",9.348708,-2.9455042,[4732],"[({(32633, 1, 6813), (6813, 1, 32633), (32633, 0, 5176), (5596, 1, 32633)}, 10.877393076622123, 'baseline'), ({(32633, 1, 6813), (32633, 0, 5176), (5596, 1, 32633)}, 2.6258994737868364, 'baseline'), ({(32633, 0, 5176), (5596, 1, 32633)}, 2.6224176084125497, 'baseline'), ({(6813, 1, 32633), (32633, 0, 5176), (5596, 1, 32633)}, 2.6189166694803916, 'baseline'), ({(32633, 1, 6813), (6813, 1, 32633), (5596, 1, 32633)}, 2.54217162620928, 'baseline'), ([(5596, 1, 32633)], 1.6665001, 'xrule'), ({(5596, 1, 32633)}, 1.6206751595005502, 'baseline'), ({(32633, 1, 6813), (5596, 1, 32633)}, 1.5491657948639252, 'baseline'), ({(6813, 1, 32633), (5596, 1, 32633)}, 1.5433865282864518, 'baseline'), ([(5596, 1, 5176), (5176, 1, 5596), (32633, 0, 5176)], 0.06429958, 'xrule'), ({(32633, 0, 5176)}, 0.0022249621667344774, 'baseline'), ([(5596, 1, 5595), (5595, 0, 5176), (5595, 1, 5596), (32633, 0, 5176)], -0.020700455, 'xrule'), ([(5176, 1, 6813), (6813, 1, 32633), (5176, 1, 5596), (32633, 1, 6813), (5596, 1, 5176)], -0.43290043, 'xrule'), ({(32633, 1, 6813), (32633, 0, 5176)}, -0.533857302653982, 'baseline')]",4732.0,[-2.9455042],6,"[(5176, 1, 5596), (32633, 0, 5176), (5596, 1, 32633), (5176, 1, 6813), (6813, 1, 32633), (32633, 1, 6813)]"
1,"(21505, 0, 296)",6.9597425,5.116234,[22],"[([(8525, 4, 23270), (8525, 4, 21505), (23270, 0, 296)], 10.0375, 'xrule'), ({(8525, 4, 21505)}, 5.345688077271449, 'baseline')]",22.0,[5.116234],3,"[(8525, 4, 23270), (8525, 4, 21505), (23270, 0, 296)]"
1,"(25496, 0, 5310)",7.0187235,-6.6092134,[8428],"[([(25496, 0, 25497), (5309, 0, 5310), (5309, 0, 25497)], 12.4868, 'xrule'), ([(25496, 0, 25497), (15830, 0, 5310), (15830, 0, 25497)], 12.4657, 'xrule'), ({(25496, 0, 25497)}, 8.808676888685573, 'baseline')]",8428.0,[-6.6092134],5,"[(25496, 0, 25497), (15830, 0, 5310), (5309, 0, 5310), (5309, 0, 25497), (15830, 0, 25497)]"
1,"(36188, 1, 4691)",9.827701,-4.8105583,[34595],"[({(36188, 1, 20727), (20727, 1, 36188), (4691, 1, 36188)}, 10.8731013671524, 'baseline'), ({(36188, 1, 20727), (20727, 1, 36188), (4691, 1, 36188)}, 4.141348534632987, 'baseline'), ([(4691, 1, 36188)], 1.8999996, 'xrule'), ({(36188, 1, 20727), (4691, 1, 36188)}, 1.3549261706609388, 'baseline'), ({(20727, 1, 36188), (4691, 1, 36188)}, 1.3520250933244047, 'baseline'), ({(4691, 1, 36188)}, 1.3507414475798643, 'baseline'), ({(20727, 1, 36188), (4691, 1, 36188)}, 1.0535746142169968, 'baseline'), ({(36188, 1, 20727), (4691, 1, 36188)}, 1.0531349703825834, 'baseline'), ({(4691, 1, 36188)}, 0.9567652247416728, 'baseline'), ({(36188, 1, 20727)}, -0.17041869902694914, 'baseline'), ([(36188, 1, 20727), (20727, 1, 36188), (4691, 0, 4692), (20727, 0, 4692)], -0.19050026, 'xrule')]",34595.0,[-4.8105583],5,"[(4691, 1, 36188), (4691, 0, 4692), (20727, 0, 4692), (36188, 1, 20727), (20727, 1, 36188)]"
1,"(9012, 5, 7786)",8.305224,1.4769616,[226],"[([(9012, 0, 2536), (2536, 9, 2537), (2537, 5, 7786), (2537, 9, 2536)], 11.879499, 'xrule'), ([(9012, 0, 2536), (12245, 0, 2536), (12245, 5, 7786)], 11.8431, 'xrule'), ([(9012, 0, 2536), (21593, 5, 7786), (21593, 0, 2536)], 11.8371, 'xrule'), ([(9012, 0, 2536), (25384, 0, 2536), (25384, 5, 7786)], 11.8269005, 'xrule'), ([(9012, 0, 2536), (19963, 0, 2536), (19963, 5, 7786)], 11.8257, 'xrule'), ({(9012, 0, 2536)}, 8.495271018397517, 'baseline')]",226.0,[1.4769616],12,"[(9012, 0, 2536), (25384, 0, 2536), (2537, 9, 2536), (25384, 5, 7786), (12245, 0, 2536), (21593, 0, 2536), (19963, 0, 2536), (12245, 5, 7786), (19963, 5, 7786), (21593, 5, 7786), (2536, 9, 2537), (2537, 5, 7786)]"
1,"(7605, 1, 16736)",9.469548,-5.1164246,[33924],"[({(16736, 1, 7605), (7606, 1, 7605), (7605, 1, 7606)}, 5.141494573135414, 'baseline'), ([(16736, 1, 7605)], 3.5151005, 'xrule'), ({(16736, 1, 7605)}, 2.597772753401021, 'baseline'), ({(16736, 1, 7605), (7605, 1, 7606)}, 2.5942603702767166, 'baseline'), ({(16736, 1, 7605), (7605, 1, 7606)}, 1.9407206492421925, 'baseline'), ({(16736, 1, 7605), (7606, 1, 7605)}, 1.938458533599271, 'baseline'), ({(16736, 1, 7605)}, 1.895258037883981, 'baseline'), ({(7606, 1, 7605)}, -0.32428546614077025, 'baseline'), ({(7605, 1, 7606)}, -0.32973857583669847, 'baseline'), ({(7605, 1, 7606)}, -0.6524838957011313, 'baseline'), ([(16736, 1, 7606), (7606, 1, 16736), (7606, 1, 7605), (7605, 1, 7606)], -1.3413, 'xrule')]",33924.0,[-5.1164246],4,"[(16736, 1, 7605), (16736, 1, 7606), (7606, 1, 7605), (7605, 1, 7606)]"
1,"(37743, 1, 14493)",9.327404,-0.59344697,[2698],"[({(14493, 1, 37743), (37743, 0, 25874)}, 10.801783458002804, 'baseline'), ({(14493, 1, 37743), (37743, 0, 25874)}, 3.808675283580008, 'baseline'), ({(14493, 1, 37743)}, 3.118537672672482, 'baseline'), ([(14493, 1, 37743)], 2.9692998, 'xrule'), ({(14493, 1, 37743)}, 2.2295199580398077, 'baseline'), ({(37743, 0, 25874)}, -0.2165965629482028, 'baseline'), ([(14493, 1, 25874), (25874, 1, 14493), (37743, 0, 25874)], -0.24450016, 'xrule'), ({(37743, 0, 25874)}, -0.8225335603373944, 'baseline')]",2698.0,[-0.59344697],3,"[(14493, 1, 37743), (14493, 1, 25874), (37743, 0, 25874)]"
1,"(2945, 9, 2944)",10.549395,-24.725454,[40612],"[({(2944, 9, 2945), (2945, 0, 203)}, 11.16754995356278, 'baseline'), ([(2944, 9, 2945)], 3.8788996, 'xrule'), ({(2944, 9, 2945)}, 2.737439330761382, 'baseline'), ([(2944, 0, 203), (2945, 0, 203)], 0.2112999, 'xrule'), ({(2945, 0, 203)}, -0.41884513494347136, 'baseline')]",40612.0,[-24.725454],3,"[(2944, 9, 2945), (2944, 0, 203), (2945, 0, 203)]"
1,"(2381, 2, 12273)",8.170172,3.519084,[2],"[({(3408, 6, 2381), (4109, 6, 2381), (2381, 6, 5200), (2380, 6, 2381)}, 2.282578587313974, 'baseline'), ({(3408, 6, 2381), (4109, 6, 2381), (2380, 6, 2381), (2381, 6, 21795)}, 2.215579145699086, 'baseline'), ({(3408, 6, 2381), (2381, 6, 5200), (2380, 6, 2381), (2381, 6, 21795)}, 1.9830375658304082, 'baseline'), ({(3408, 6, 2381), (4109, 6, 2381), (2380, 6, 2381)}, 1.9688406920198178, 'baseline'), ({(2381, 6, 10989), (3408, 6, 2381), (4109, 6, 2381), (2380, 6, 2381)}, 1.9595013588901227, 'baseline'), ({(3408, 6, 2381), (4109, 6, 2381), (2380, 6, 2381)}, 1.9196377696466573, 'baseline'), ({(3408, 6, 2381), (4109, 6, 2381), (2380, 6, 2381)}, 1.9179030360425808, 'baseline'), ({(2381, 6, 10989), (3408, 6, 2381), (2380, 6, 2381), (2381, 6, 21795)}, 1.8151613112143696, 'baseline'), ({(3408, 6, 2381), (2380, 6, 2381), (2381, 6, 21795)}, 1.7681771127786097, 'baseline'), ({(3408, 6, 2381), (4109, 6, 2381), (2381, 6, 5200), (2381, 6, 21795)}, 1.7568174204819673, 'baseline'), ([(3684, 2, 12273), (3408, 6, 2381), (3408, 6, 3684)], 0.8423996, 'xrule'), ([(7129, 2, 12273), (3408, 6, 2381), (3408, 6, 7129)], 0.80009985, 'xrule'), ([(3408, 6, 16032), (3408, 6, 2381), (16032, 2, 12273)], 0.5843997, 'xrule'), ([(3408, 6, 2278), (3408, 6, 2381), (2278, 2, 12273)], 0.41379976, 'xrule'), ([(3408, 6, 22107), (3408, 6, 2381), (22107, 2, 12273)], 0.34070015, 'xrule')]",2.0,[3.519084],17,"[(3408, 6, 2381), (7129, 6, 10989), (12484, 2, 12273), (8561, 6, 5200), (2380, 6, 2381), (16342, 2, 12273), (7129, 2, 12273), (8561, 2, 12273), (2381, 6, 5200), (2381, 6, 10989), (3408, 6, 12273), (2381, 6, 21795), (17022, 2, 12273), (4109, 6, 2381), (16342, 6, 21795), (4109, 6, 17022), (2380, 6, 12484)]"
1,"(17802, 1, 3847)",8.961193,-0.6079223,[2772],"[({(3847, 1, 17802), (17801, 1, 17802), (17802, 1, 17801)}, 7.07985827669618, 'baseline'), ([(3847, 1, 17802)], 1.7930002, 'xrule'), ({(3847, 1, 17802), (17801, 1, 17802)}, 1.2328425026226943, 'baseline'), ({(3847, 1, 17802), (17802, 1, 17801)}, 1.2211514087541757, 'baseline'), ({(3847, 1, 17802)}, 0.8237648481798834, 'baseline'), ({(17801, 1, 17802), (17802, 1, 17801)}, 0.2236090111276462, 'baseline'), ({(17802, 1, 17801)}, 0.05663780398009953, 'baseline'), ({(17801, 1, 17802)}, 0.05162433812086152, 'baseline'), ({(3847, 1, 17802)}, -0.1343116358454031, 'baseline'), ([(24768, 1, 3847), (17802, 1, 17801), (17801, 1, 24768), (24768, 1, 17801), (3847, 1, 24768), (17801, 1, 17802)], -0.5225992, 'xrule'), ({(17802, 1, 17801)}, -1.0696925591037012, 'baseline')]",2772.0,[-0.6079223],5,"[(17802, 1, 17801), (17801, 1, 24768), (3847, 1, 24768), (17801, 1, 17802), (3847, 1, 17802)]"
1,"(7673, 1, 8629)",9.002323,2.2944531,[43],"[([(8629, 1, 7673)], 3.1420999, 'xrule'), ({(8629, 1, 7673)}, 2.889862260960942, 'baseline'), ({(8629, 1, 7673)}, 2.848252012806904, 'baseline'), ({(8629, 1, 7673)}, 2.6264402071421165, 'baseline'), ({(8629, 1, 7673)}, 2.500232362402328, 'baseline'), ({(8629, 1, 7673)}, 2.4152504341203094, 'baseline'), ({(8629, 1, 7673)}, 2.364084847916386, 'baseline'), ({(8629, 1, 7673)}, 2.331133966347015, 'baseline'), ({(8629, 1, 7673)}, 2.120484456592661, 'baseline'), ({(8629, 1, 7673)}, 2.09443293329534, 'baseline'), ({(8629, 1, 7673)}, 2.0552187960068844, 'baseline')]",43.0,[2.2944531],1,"[(8629, 1, 7673)]"
