new_scores,prediction,exp_length,new_ranks,original_score,facts,new_score,new_rank,exp,original_rank
[7.782499],"(6619, 11, 6729)",11,[1],7.5059404,"[([(6619, 3, 40), (20090, 3, 40), (20090, 11, 6729)], 0.15810013, 'xrule'), ([(6619, 3, 40), (24840, 3, 40), (24840, 11, 6729)], 0.14930058, 'xrule'), ([(6619, 3, 40), (15932, 11, 6729), (15932, 3, 40)], 0.14799976, 'xrule'), ([(6619, 3, 40), (11498, 11, 6729), (11498, 3, 40)], 0.14599991, 'xrule'), ([(6619, 3, 40), (13582, 11, 6729), (13582, 3, 40)], 0.14070034, 'xrule')]",7.782499,1.0,"[(15932, 3, 40), (11498, 11, 6729), (20090, 3, 40), (20090, 11, 6729), (13582, 3, 40), (11498, 3, 40), (24840, 3, 40), (13582, 11, 6729), (6619, 3, 40), (15932, 11, 6729), (24840, 11, 6729)]",1
[5.2361593],"(5781, 11, 6729)",11,[3],5.655415,"[([(24384, 1, 65), (24384, 11, 6729), (5781, 1, 65)], 0.29769993, 'xrule'), ([(23181, 11, 6729), (23181, 1, 65), (5781, 1, 65)], 0.29050064, 'xrule'), ([(10280, 11, 6729), (10280, 1, 65), (5781, 1, 65)], 0.28639984, 'xrule'), ([(10240, 11, 6729), (10240, 1, 65), (5781, 1, 65)], 0.28390026, 'xrule'), ([(23837, 1, 65), (23837, 11, 6729), (5781, 1, 65)], 0.28200054, 'xrule')]",5.2361593,3.0,"[(24384, 1, 65), (10240, 1, 65), (10240, 11, 6729), (10280, 11, 6729), (23837, 11, 6729), (24384, 11, 6729), (5781, 1, 65), (23837, 1, 65), (23181, 11, 6729), (10280, 1, 65), (23181, 1, 65)]",2
[6.16567],"(6976, 11, 7992)",12,[1],5.79963,"[([(18666, 11, 7992), (6976, 3, 40), (18666, 3, 40)], -0.5274, 'xrule'), ([(6976, 3, 39), (18666, 11, 7992), (18666, 3, 39)], -0.59030056, 'xrule'), ([(23909, 3, 78), (6976, 3, 78), (23909, 11, 7992)], -0.6646004, 'xrule'), ([(11633, 11, 7992), (11633, 3, 9), (6976, 3, 9)], -0.7165003, 'xrule'), ([(18666, 3, 9), (18666, 11, 7992), (6976, 3, 9)], -0.7230005, 'xrule')]",6.16567,1.0,"[(6976, 3, 39), (11633, 3, 9), (6976, 3, 9), (23909, 3, 78), (18666, 3, 9), (11633, 11, 7992), (6976, 3, 40), (18666, 3, 40), (6976, 3, 78), (18666, 11, 7992), (18666, 3, 39), (23909, 11, 7992)]",3
[5.687288],"(5834, 11, 6729)",11,[4],6.3059583,"[([(5834, 3, 40), (21072, 11, 6729), (21072, 3, 40)], 0.17350006, 'xrule'), ([(25489, 11, 6729), (5834, 3, 40), (25489, 3, 40)], 0.1697998, 'xrule'), ([(5834, 3, 40), (24840, 3, 40), (24840, 11, 6729)], 0.16559982, 'xrule'), ([(5834, 3, 40), (21771, 11, 6729), (21771, 3, 40)], 0.15509987, 'xrule'), ([(5834, 3, 40), (18953, 11, 6729), (18953, 3, 40)], 0.15390015, 'xrule')]",5.687288,4.0,"[(5834, 3, 40), (18953, 11, 6729), (25489, 3, 40), (18953, 3, 40), (24840, 3, 40), (21072, 3, 40), (25489, 11, 6729), (21771, 11, 6729), (21771, 3, 40), (24840, 11, 6729), (21072, 11, 6729)]",2
[3.915521],"(5133, 9, 10166)",11,[10],6.655379,"[([(5133, 3, 4866), (10165, 3, 4866), (10165, 9, 10166)], 1.2229004, 'xrule'), ([(5133, 2, 5135), (10165, 9, 10166), (10165, 2, 5135)], 1.2030005, 'xrule'), ([(10165, 9, 10166), (5133, 3, 4194), (10165, 3, 4194)], 1.1710005, 'xrule'), ([(10165, 3, 5138), (5133, 3, 5138), (10165, 9, 10166)], 1.1550002, 'xrule'), ([(10165, 9, 10166), (5133, 3, 3744), (10165, 3, 3744)], 1.1502004, 'xrule')]",3.915521,10.0,"[(5133, 3, 4866), (10165, 3, 4866), (10165, 9, 10166), (5133, 3, 4194), (10165, 3, 4194), (5133, 3, 3744), (10165, 3, 3744), (5133, 2, 5135), (10165, 3, 5138), (5133, 3, 5138), (10165, 2, 5135)]",1
[5.934231],"(5907, 9, 6144)",11,[1],6.9573603,"[([(22756, 3, 177), (22756, 9, 6144), (5907, 3, 177)], 0.3139, 'xrule'), ([(5907, 2, 709), (22756, 9, 6144), (22756, 2, 709)], 0.30999947, 'xrule'), ([(16113, 9, 6144), (16113, 3, 177), (5907, 3, 177)], 0.29940033, 'xrule'), ([(22756, 4, 66), (22756, 9, 6144), (5907, 4, 66)], 0.2986002, 'xrule'), ([(25531, 9, 6144), (25531, 3, 177), (5907, 3, 177)], 0.29850006, 'xrule')]",5.934231,1.0,"[(25531, 9, 6144), (22756, 4, 66), (22756, 9, 6144), (5907, 4, 66), (25531, 3, 177), (5907, 2, 709), (22756, 3, 177), (22756, 2, 709), (5907, 3, 177), (16113, 9, 6144), (16113, 3, 177)]",2
[5.6665354],"(6504, 11, 7992)",11,[1],6.168879,"[([(21887, 11, 7992), (21887, 3, 6), (6504, 3, 6)], 0.083999634, 'xrule'), ([(8641, 1, 65), (8641, 11, 7992), (6504, 1, 65)], -0.017399788, 'xrule'), ([(21887, 11, 7992), (6504, 1, 65), (21887, 1, 65)], -0.14939976, 'xrule'), ([(6504, 3, 7), (21887, 3, 7), (21887, 11, 7992)], -0.18260002, 'xrule'), ([(21887, 3, 111), (6504, 3, 111), (21887, 11, 7992)], -0.28520012, 'xrule')]",5.6665354,1.0,"[(21887, 3, 111), (6504, 3, 111), (21887, 3, 7), (8641, 1, 65), (21887, 11, 7992), (6504, 1, 65), (6504, 3, 7), (8641, 11, 7992), (21887, 1, 65), (21887, 3, 6), (6504, 3, 6)]",1
[6.650048],"(5411, 11, 8097)",11,[1],7.0618706,"[([(11465, 11, 8097), (5411, 1, 65), (11465, 1, 65)], 0.18529987, 'xrule'), ([(23819, 11, 8097), (5411, 3, 40), (23819, 3, 40)], 0.18420029, 'xrule'), ([(11465, 3, 40), (5411, 3, 40), (11465, 11, 8097)], 0.17399979, 'xrule'), ([(11465, 3, 192), (5411, 3, 192), (11465, 11, 8097)], 0.17300034, 'xrule'), ([(19452, 11, 8097), (19452, 1, 65), (5411, 1, 65)], 0.16880035, 'xrule')]",6.650048,1.0,"[(11465, 3, 40), (5411, 3, 40), (19452, 1, 65), (11465, 1, 65), (23819, 11, 8097), (11465, 11, 8097), (19452, 11, 8097), (5411, 1, 65), (23819, 3, 40), (11465, 3, 192), (5411, 3, 192)]",1
[6.1346426],"(6766, 11, 7992)",12,[1],6.3387327,"[([(6766, 2, 2082), (14173, 2, 2082), (14173, 11, 7992)], 1.1702003, 'xrule'), ([(20818, 11, 7992), (20818, 3, 369), (6766, 3, 369)], 0.9232006, 'xrule'), ([(6766, 2, 2083), (14173, 11, 7992), (14173, 2, 2083)], 0.8149004, 'xrule'), ([(6766, 4, 66), (14173, 4, 66), (14173, 11, 7992)], 0.7567997, 'xrule'), ([(14173, 3, 75), (14173, 11, 7992), (6766, 3, 75)], 0.7467003, 'xrule')]",6.1346426,1.0,"[(20818, 3, 369), (14173, 2, 2083), (6766, 4, 66), (14173, 4, 66), (6766, 3, 369), (6766, 3, 75), (6766, 2, 2083), (14173, 2, 2082), (14173, 3, 75), (6766, 2, 2082), (14173, 11, 7992), (20818, 11, 7992)]",1
[9.75873],"(7392, 9, 7790)",10,[1],9.634243,"[([(7392, 3, 100), (17937, 9, 7790), (17937, 3, 100)], 0.10809994, 'xrule'), ([(17937, 9, 7790), (17937, 2, 27), (7392, 2, 27)], 0.10730076, 'xrule'), ([(22881, 9, 7790), (7392, 3, 2561), (22881, 3, 2561)], 0.09980011, 'xrule'), ([(7392, 3, 100), (22881, 9, 7790), (22881, 3, 100)], 0.099300385, 'xrule'), ([(22881, 9, 7790), (22881, 2, 27), (7392, 2, 27)], 0.0982008, 'xrule')]",9.75873,1.0,"[(22881, 3, 2561), (22881, 9, 7790), (22881, 2, 27), (7392, 3, 100), (17937, 3, 100), (22881, 3, 100), (17937, 9, 7790), (7392, 3, 2561), (17937, 2, 27), (7392, 2, 27)]",1
[6.0862684],"(7281, 11, 7992)",13,[1],6.138865,"[([(7281, 3, 75), (24092, 11, 7992), (24092, 3, 75)], 0.6342001, 'xrule'), ([(24092, 11, 7992), (7281, 3, 706), (24092, 3, 706)], 0.5180998, 'xrule'), ([(23971, 11, 7992), (7281, 3, 1878), (23971, 3, 1878)], 0.50129986, 'xrule'), ([(9011, 11, 7992), (9011, 3, 6), (7281, 3, 6)], 0.44309998, 'xrule'), ([(7281, 3, 74), (24092, 11, 7992), (24092, 3, 74)], 0.39369965, 'xrule')]",6.0862684,1.0,"[(7281, 3, 75), (24092, 11, 7992), (23971, 11, 7992), (7281, 3, 1878), (9011, 3, 6), (7281, 3, 74), (24092, 3, 75), (7281, 3, 6), (24092, 3, 74), (7281, 3, 706), (9011, 11, 7992), (23971, 3, 1878), (24092, 3, 706)]",1
[8.680651],"(6083, 9, 8418)",10,[1],8.809921,"[([(12131, 9, 8418), (12131, 3, 73), (6083, 3, 73)], 0.18090057, 'xrule'), ([(24123, 3, 73), (6083, 3, 73), (24123, 9, 8418)], 0.17689991, 'xrule'), ([(6083, 3, 73), (17908, 9, 8418), (17908, 3, 73)], 0.17129993, 'xrule'), ([(24123, 9, 8418), (6083, 3, 218), (24123, 3, 218)], 0.16940022, 'xrule'), ([(12131, 9, 8418), (6083, 3, 218), (12131, 3, 218)], 0.16900063, 'xrule')]",8.680651,1.0,"[(6083, 3, 73), (24123, 9, 8418), (17908, 9, 8418), (24123, 3, 73), (24123, 3, 218), (12131, 9, 8418), (12131, 3, 218), (12131, 3, 73), (6083, 3, 218), (17908, 3, 73)]",1
[5.430937],"(7080, 9, 6144)",12,[2],6.4506083,"[([(7080, 1, 1054), (24223, 9, 6144), (24223, 1, 1054)], 0.23460007, 'xrule'), ([(25079, 9, 6144), (25079, 1, 1054), (7080, 1, 1054)], 0.22700024, 'xrule'), ([(7080, 1, 1054), (20943, 9, 6144), (20943, 1, 1054)], 0.2258997, 'xrule'), ([(22396, 9, 6144), (22396, 3, 460), (7080, 3, 460)], 0.22490025, 'xrule'), ([(7080, 1, 1054), (20037, 1, 1054), (20037, 9, 6144)], 0.22169971, 'xrule')]",5.430937,2.0,"[(22396, 3, 460), (24223, 9, 6144), (7080, 1, 1054), (7080, 3, 460), (25079, 1, 1054), (20037, 1, 1054), (25079, 9, 6144), (20037, 9, 6144), (20943, 1, 1054), (24223, 1, 1054), (22396, 9, 6144), (20943, 9, 6144)]",1
[5.9654016],"(4777, 9, 6144)",11,[3],7.26068,"[([(20123, 3, 40), (20123, 9, 6144), (4777, 3, 40)], 0.30239964, 'xrule'), ([(4777, 2, 709), (20123, 9, 6144), (20123, 2, 709)], 0.28189945, 'xrule'), ([(12443, 3, 40), (4777, 3, 40), (12443, 9, 6144)], 0.27649975, 'xrule'), ([(4777, 3, 40), (22936, 3, 40), (22936, 9, 6144)], 0.2685995, 'xrule'), ([(4777, 1, 1054), (20123, 9, 6144), (20123, 1, 1054)], 0.25799942, 'xrule')]",5.9654016,3.0,"[(12443, 9, 6144), (20123, 1, 1054), (4777, 3, 40), (22936, 3, 40), (4777, 2, 709), (12443, 3, 40), (20123, 2, 709), (20123, 3, 40), (4777, 1, 1054), (20123, 9, 6144), (22936, 9, 6144)]",1
[7.064161],"(7407, 11, 7869)",14,[1],7.057395,"[([(25356, 11, 7869), (7407, 3, 6), (25356, 3, 6)], 0.5482998, 'xrule'), ([(7407, 3, 40), (22305, 11, 7869), (22305, 3, 40)], 0.408, 'xrule'), ([(7407, 3, 39), (25610, 3, 39), (25610, 11, 7869)], 0.2788, 'xrule'), ([(13017, 11, 7869), (13017, 3, 40), (7407, 3, 40)], 0.2606001, 'xrule'), ([(7407, 3, 220), (13538, 11, 7869), (13538, 3, 220)], 0.24539948, 'xrule')]",7.064161,1.0,"[(7407, 3, 6), (25610, 3, 39), (22305, 11, 7869), (13017, 3, 40), (13017, 11, 7869), (25610, 11, 7869), (13538, 11, 7869), (25356, 11, 7869), (7407, 3, 40), (25356, 3, 6), (7407, 3, 220), (13538, 3, 220), (22305, 3, 40), (7407, 3, 39)]",1
[7.9477496],"(6300, 9, 8151)",11,[1],8.371053,"[([(22756, 9, 8151), (22756, 3, 177), (6300, 3, 177)], 0.19320011, 'xrule'), ([(25531, 9, 8151), (6300, 3, 177), (25531, 3, 177)], 0.1902008, 'xrule'), ([(22756, 3, 715), (6300, 3, 715), (22756, 9, 8151)], 0.18410015, 'xrule'), ([(12878, 9, 8151), (12878, 3, 177), (6300, 3, 177)], 0.17660046, 'xrule'), ([(16033, 9, 8151), (16033, 3, 177), (6300, 3, 177)], 0.1753006, 'xrule')]",7.9477496,1.0,"[(16033, 9, 8151), (6300, 3, 715), (16033, 3, 177), (22756, 3, 715), (12878, 3, 177), (25531, 3, 177), (12878, 9, 8151), (22756, 3, 177), (25531, 9, 8151), (6300, 3, 177), (22756, 9, 8151)]",2
[5.4335647],"(7125, 11, 7869)",12,[2],5.6012373,"[([(10914, 11, 7869), (10914, 3, 40), (7125, 3, 40)], 0.8422003, 'xrule'), ([(7125, 3, 39), (11352, 11, 7869), (11352, 3, 39)], 0.71140003, 'xrule'), ([(17218, 3, 40), (17218, 11, 7869), (7125, 3, 40)], 0.7077999, 'xrule'), ([(23597, 3, 40), (23597, 11, 7869), (7125, 3, 40)], 0.6293001, 'xrule'), ([(23512, 3, 39), (23512, 11, 7869), (7125, 3, 39)], 0.6128006, 'xrule')]",5.4335647,2.0,"[(7125, 3, 39), (23512, 3, 39), (23512, 11, 7869), (23597, 11, 7869), (17218, 3, 40), (10914, 11, 7869), (10914, 3, 40), (7125, 3, 40), (11352, 3, 39), (23597, 3, 40), (11352, 11, 7869), (17218, 11, 7869)]",2
[6.8442087],"(4978, 11, 90)",13,[1],7.456912,"[([(4978, 3, 94), (17301, 3, 94), (17301, 11, 90)], 0.28849983, 'xrule'), ([(4978, 3, 94), (22154, 3, 94), (22154, 11, 90)], 0.28240013, 'xrule'), ([(4978, 4, 924), (23793, 11, 90), (23793, 4, 924)], 0.15929985, 'xrule'), ([(17922, 3, 40), (17922, 11, 90), (4978, 3, 40)], 0.12049961, 'xrule'), ([(14038, 3, 40), (4978, 3, 40), (14038, 11, 90)], 0.119799614, 'xrule')]",6.8442087,1.0,"[(17922, 11, 90), (17301, 3, 94), (23793, 11, 90), (4978, 3, 40), (22154, 11, 90), (4978, 3, 94), (14038, 3, 40), (17922, 3, 40), (14038, 11, 90), (23793, 4, 924), (17301, 11, 90), (22154, 3, 94), (4978, 4, 924)]",1
[6.195557],"(6394, 9, 3917)",11,[4],8.089542,"[([(6394, 3, 2586), (25754, 9, 3917), (25754, 3, 2586)], 0.6541004, 'xrule'), ([(25754, 9, 3917), (6394, 3, 9), (25754, 3, 9)], 0.6316004, 'xrule'), ([(25754, 3, 113), (25754, 9, 3917), (6394, 3, 113)], 0.6243, 'xrule'), ([(25754, 9, 3917), (6394, 3, 78), (25754, 3, 78)], 0.61139965, 'xrule'), ([(6394, 3, 10), (25754, 9, 3917), (25754, 3, 10)], 0.6104002, 'xrule')]",6.195557,4.0,"[(6394, 3, 2586), (25754, 9, 3917), (25754, 3, 9), (6394, 3, 78), (6394, 3, 10), (25754, 3, 2586), (6394, 3, 113), (25754, 3, 78), (25754, 3, 113), (6394, 3, 9), (25754, 3, 10)]",1
[6.7201014],"(7868, 11, 6729)",11,[2],7.079462,"[([(18756, 11, 6729), (18756, 1, 65), (7868, 1, 65)], 0.12129974, 'xrule'), ([(18336, 11, 6729), (18336, 1, 65), (7868, 1, 65)], 0.11049938, 'xrule'), ([(8140, 11, 6729), (8140, 1, 65), (7868, 1, 65)], 0.1079998, 'xrule'), ([(25076, 11, 6729), (25076, 1, 65), (7868, 1, 65)], 0.10610008, 'xrule'), ([(22154, 11, 6729), (22154, 1, 65), (7868, 1, 65)], 0.10439968, 'xrule')]",6.7201014,2.0,"[(7868, 1, 65), (18756, 11, 6729), (18756, 1, 65), (8140, 11, 6729), (22154, 1, 65), (22154, 11, 6729), (18336, 11, 6729), (25076, 11, 6729), (8140, 1, 65), (18336, 1, 65), (25076, 1, 65)]",1
[7.4391026],"(6115, 11, 6729)",11,[1],7.6898937,"[([(6115, 3, 138), (15932, 3, 138), (15932, 11, 6729)], 0.1427002, 'xrule'), ([(15932, 4, 66), (15932, 11, 6729), (6115, 4, 66)], 0.13119984, 'xrule'), ([(15932, 3, 40), (15932, 11, 6729), (6115, 3, 40)], 0.13090038, 'xrule'), ([(15932, 2, 30), (15932, 11, 6729), (6115, 2, 30)], 0.12880039, 'xrule'), ([(15932, 11, 6729), (6115, 3, 212), (15932, 3, 212)], 0.121500015, 'xrule')]",7.4391026,1.0,"[(15932, 4, 66), (15932, 3, 40), (15932, 2, 30), (6115, 3, 138), (6115, 3, 212), (15932, 3, 138), (15932, 3, 212), (6115, 4, 66), (15932, 11, 6729), (6115, 3, 40), (6115, 2, 30)]",1
[7.5834618],"(6263, 9, 9452)",11,[1],7.2706003,"[([(6263, 3, 2132), (23688, 9, 9452), (23688, 3, 2132)], 0.18859959, 'xrule'), ([(6263, 3, 40), (23688, 9, 9452), (23688, 3, 40)], 0.16819954, 'xrule'), ([(23688, 9, 9452), (6263, 3, 732), (23688, 3, 732)], 0.16359997, 'xrule'), ([(23688, 3, 9), (23688, 9, 9452), (6263, 3, 9)], 0.16020012, 'xrule'), ([(6263, 3, 732), (13640, 3, 732), (13640, 9, 9452)], 0.15749931, 'xrule')]",7.5834618,1.0,"[(6263, 3, 732), (6263, 3, 9), (23688, 9, 9452), (23688, 3, 9), (23688, 3, 732), (13640, 3, 732), (6263, 3, 2132), (6263, 3, 40), (23688, 3, 40), (13640, 9, 9452), (23688, 3, 2132)]",1
[7.6819963],"(5834, 9, 1470)",11,[1],8.630572,"[([(24537, 2, 1166), (24537, 9, 1470), (5834, 2, 1166)], 0.2152996, 'xrule'), ([(14803, 9, 1470), (14803, 2, 1166), (5834, 2, 1166)], 0.2038002, 'xrule'), ([(5834, 3, 6), (17908, 3, 6), (17908, 9, 1470)], 0.17140007, 'xrule'), ([(5834, 3, 6), (24537, 3, 6), (24537, 9, 1470)], 0.16629982, 'xrule'), ([(17908, 3, 40), (5834, 3, 40), (17908, 9, 1470)], 0.15740013, 'xrule')]",7.6819963,1.0,"[(5834, 3, 40), (14803, 9, 1470), (5834, 2, 1166), (17908, 3, 40), (24537, 2, 1166), (17908, 3, 6), (14803, 2, 1166), (5834, 3, 6), (24537, 3, 6), (17908, 9, 1470), (24537, 9, 1470)]",1
[9.153866],"(7610, 9, 7903)",11,[1],9.556608,"[([(7610, 3, 1005), (22486, 3, 1005), (22486, 9, 7903)], 0.16720009, 'xrule'), ([(7610, 3, 1123), (22486, 3, 1123), (22486, 9, 7903)], 0.16049957, 'xrule'), ([(22486, 9, 7903), (7610, 2, 1323), (22486, 2, 1323)], 0.16009998, 'xrule'), ([(22486, 3, 40), (22486, 9, 7903), (7610, 3, 40)], 0.15320015, 'xrule'), ([(7610, 3, 1005), (16201, 9, 7903), (16201, 3, 1005)], 0.13980007, 'xrule')]",9.153866,1.0,"[(22486, 3, 40), (22486, 3, 1123), (16201, 3, 1005), (7610, 3, 1005), (7610, 2, 1323), (22486, 9, 7903), (7610, 3, 40), (7610, 3, 1123), (16201, 9, 7903), (22486, 3, 1005), (22486, 2, 1323)]",1
[8.233511],"(6766, 9, 11980)",12,[1],8.600188,"[([(22042, 9, 11980), (6766, 3, 629), (22042, 3, 629)], 0.27719975, 'xrule'), ([(22042, 9, 11980), (6766, 2, 2083), (22042, 2, 2083)], 0.25940037, 'xrule'), ([(22042, 9, 11980), (22042, 3, 630), (6766, 3, 630)], 0.25629997, 'xrule'), ([(6766, 3, 629), (23486, 3, 629), (23486, 9, 11980)], 0.23810005, 'xrule'), ([(6766, 2, 2082), (24095, 9, 11980), (24095, 2, 2082)], 0.23050022, 'xrule')]",8.233511,1.0,"[(6766, 3, 630), (23486, 3, 629), (23486, 9, 11980), (22042, 3, 629), (22042, 9, 11980), (22042, 3, 630), (24095, 9, 11980), (24095, 2, 2082), (6766, 2, 2083), (6766, 3, 629), (22042, 2, 2083), (6766, 2, 2082)]",1
[4.8690014],"(5067, 11, 7984)",13,[1],5.666048,"[([(8486, 11, 7984), (8486, 3, 278), (5067, 3, 278)], 1.0783005, 'xrule'), ([(5067, 3, 39), (19846, 3, 39), (19846, 11, 7984)], 0.9801998, 'xrule'), ([(18459, 11, 7984), (18459, 3, 9), (5067, 3, 9)], 0.97039986, 'xrule'), ([(13697, 11, 7984), (13697, 3, 9), (5067, 3, 9)], 0.9698, 'xrule'), ([(8486, 3, 185), (8486, 11, 7984), (5067, 3, 185)], 0.8708, 'xrule')]",4.8690014,1.0,"[(5067, 3, 39), (18459, 11, 7984), (19846, 11, 7984), (18459, 3, 9), (8486, 11, 7984), (5067, 3, 9), (8486, 3, 185), (19846, 3, 39), (8486, 3, 278), (5067, 3, 278), (13697, 3, 9), (5067, 3, 185), (13697, 11, 7984)]",1
[6.9761944],"(7628, 12, 8676)",11,[5],8.142027,"[([(7628, 3, 279), (16674, 3, 279), (16674, 12, 8676)], 0.32219982, 'xrule'), ([(16674, 3, 7), (7628, 3, 7), (16674, 12, 8676)], 0.2939005, 'xrule'), ([(16674, 3, 40), (7628, 3, 40), (16674, 12, 8676)], 0.27180004, 'xrule'), ([(16674, 3, 6), (7628, 3, 6), (16674, 12, 8676)], 0.2585001, 'xrule'), ([(7628, 3, 279), (20054, 3, 279), (20054, 12, 8676)], 0.24410057, 'xrule')]",6.9761944,5.0,"[(7628, 3, 279), (16674, 3, 6), (20054, 3, 279), (16674, 3, 279), (7628, 3, 40), (20054, 12, 8676), (16674, 3, 40), (7628, 3, 7), (16674, 3, 7), (7628, 3, 6), (16674, 12, 8676)]",2
[6.719885],"(5200, 11, 7869)",12,[2],6.3907385,"[([(22455, 11, 7869), (22455, 2, 266), (5200, 2, 266)], 0.41969967, 'xrule'), ([(8525, 11, 7869), (8525, 2, 31), (5200, 2, 31)], 0.27460003, 'xrule'), ([(13848, 11, 7869), (13848, 2, 31), (5200, 2, 31)], 0.26010036, 'xrule'), ([(23442, 2, 31), (23442, 11, 7869), (5200, 2, 31)], 0.23929977, 'xrule'), ([(20211, 11, 7869), (5200, 2, 266), (20211, 2, 266)], 0.23700047, 'xrule')]",6.719885,2.0,"[(8525, 11, 7869), (13848, 11, 7869), (23442, 11, 7869), (5200, 2, 266), (22455, 2, 266), (8525, 2, 31), (5200, 2, 31), (13848, 2, 31), (23442, 2, 31), (20211, 11, 7869), (22455, 11, 7869), (20211, 2, 266)]",2
[6.8513327],"(6246, 11, 90)",11,[1],6.5092406,"[([(6246, 3, 6), (17331, 11, 90), (17331, 3, 6)], 1.5476999, 'xrule'), ([(6246, 3, 6), (18260, 3, 6), (18260, 11, 90)], 1.2063999, 'xrule'), ([(6246, 3, 6), (23082, 11, 90), (23082, 3, 6)], 0.91569996, 'xrule'), ([(6246, 3, 6), (14491, 11, 90), (14491, 3, 6)], 0.78049946, 'xrule'), ([(6246, 3, 6), (19035, 11, 90), (19035, 3, 6)], 0.67809963, 'xrule')]",6.8513327,1.0,"[(17331, 11, 90), (18260, 11, 90), (23082, 3, 6), (14491, 11, 90), (14491, 3, 6), (18260, 3, 6), (19035, 11, 90), (19035, 3, 6), (17331, 3, 6), (6246, 3, 6), (23082, 11, 90)]",1
[3.9325361],"(5305, 12, 9444)",11,[26],7.808302,"[([(9442, 3, 94), (9442, 12, 9444), (5305, 3, 94)], 2.7465997, 'xrule'), ([(9442, 12, 9444), (5305, 3, 6), (9442, 3, 6)], 2.646, 'xrule'), ([(9442, 3, 41), (5305, 3, 41), (9442, 12, 9444)], 2.6448998, 'xrule'), ([(9442, 12, 9444), (5305, 3, 1952), (9442, 3, 1952)], 2.5489998, 'xrule'), ([(5305, 2, 30), (9442, 2, 30), (9442, 12, 9444)], 2.5313997, 'xrule')]",3.9325361,26.0,"[(5305, 2, 30), (9442, 3, 6), (9442, 12, 9444), (9442, 3, 41), (5305, 3, 6), (5305, 3, 41), (9442, 2, 30), (9442, 3, 1952), (5305, 3, 1952), (9442, 3, 94), (5305, 3, 94)]",1
[5.515156],"(4952, 11, 7869)",11,[1],5.530306,"[([(4952, 3, 6), (15349, 11, 7869), (15349, 3, 6)], 0.3942995, 'xrule'), ([(25566, 3, 6), (4952, 3, 6), (25566, 11, 7869)], 0.26410007, 'xrule'), ([(4952, 3, 6), (24235, 3, 6), (24235, 11, 7869)], 0.2600994, 'xrule'), ([(4952, 3, 6), (17022, 3, 6), (17022, 11, 7869)], 0.24919987, 'xrule'), ([(4952, 3, 6), (24925, 11, 7869), (24925, 3, 6)], 0.22769928, 'xrule')]",5.515156,1.0,"[(24235, 11, 7869), (4952, 3, 6), (17022, 11, 7869), (15349, 11, 7869), (25566, 11, 7869), (15349, 3, 6), (25566, 3, 6), (24235, 3, 6), (24925, 11, 7869), (24925, 3, 6), (17022, 3, 6)]",1
