new_scores,new_rank,facts,prediction,new_ranks,new_score,original_rank,original_score,#facts
"[1.4474626, 1.1841569]",3.0,"[([(20809, 4, 10021), (10021, 0, 1703), (20809, 4, 1864)], 2.4132996, 'xrule'), ([(20809, 4, 20647), (20647, 0, 1703), (20809, 4, 1864)], 2.1856995, 'xrule'), ([(1864, 4, 19268)], 1.6392308016028339, 5242.8374302352895), ([(34381, 0, 1703), (20809, 4, 34381), (20809, 4, 1864)], 1.5953999, 'xrule'), ([(1864, 4, 12569)], 0.9323578374346078, 11198.717553384658), ([(20809, 4, 1864), (20809, 0, 1703)], -0.35160065, 'xrule'), ([(20809, 4, 6992), (6992, 0, 1703), (20809, 4, 1864)], -1.0104008, 'xrule'), ([(1864, 4, 2148)], -1.5051850599613985, 10195.181653453543), ([(9129, 0, 1703), (20809, 4, 9129), (20809, 4, 1864)], -2.3520002, 'xrule')]","(1864, 0, 1703)","[3, 3]",1.3158097,1,1.4160054,9
"[7.5525303, 8.062317]",34797.0,"[([(18451, 0, 17127)], 1.4522815401508045, 115.8103493069043), ([(18451, 5, 2971)], 1.40582138662377, 7.803106019930042), ([(18451, 5, 2971), (1237, 5, 1238), (1237, 5, 2971)], -0.26930046, 'xrule'), ([(18451, 0, 17127), (17127, 5, 1238)], -0.80060005, 'xrule'), ([(18451, 5, 2971), (19824, 5, 1238), (19824, 5, 2971)], -0.80599976, 'xrule'), ([(18451, 0, 17127), (8703, 5, 1238), (8703, 0, 17127)], -0.94799995, 'xrule'), ([(18451, 0, 17127), (23847, 0, 17127), (23847, 5, 1238)], -1.1512003, 'xrule'), ([(18451, 5, 2971), (28304, 5, 1238), (28304, 5, 2971)], -1.6233997, 'xrule'), ([(18451, 0, 17127), (1237, 0, 17127), (1237, 5, 1238)], -1.6254005, 'xrule'), ([(18451, 5, 2971), (19986, 5, 1238), (19986, 5, 2971)], -2.4708004, 'xrule'), ([(18451, 5, 2971), (23847, 5, 1238), (23847, 5, 2971)], -2.5959997, 'xrule'), ([(18451, 0, 17127), (17127, 5, 2971), (1238, 0, 2971)], -3.2052002, 'xrule')]","(18451, 5, 1238)","[30185, 39409]",7.8074236,1,0.9023785,12
"[1.611911, 1.2797902]",1.0,"[([(7396, 4, 5339)], 1.7543164095530055, 20381.85249639069), ([(7396, 4, 2540)], 1.5948239085832032, 14104.831293701194), ([(7396, 4, 12341)], -0.14948268679430304, 27167.462698750685), ([(3608, 4, 7435), (3608, 4, 7396), (7435, 0, 39)], -0.19579983, 'xrule'), ([(3608, 4, 5173), (3608, 4, 7396), (5173, 0, 39)], -0.6985998, 'xrule'), ([(10388, 0, 39), (3608, 4, 7396), (3608, 4, 10388)], -1.1838999, 'xrule'), ([(28223, 0, 39), (3608, 4, 7396), (3608, 4, 28223)], -1.7825003, 'xrule'), ([(3608, 4, 7396), (16225, 0, 39), (3608, 4, 16225)], -2.0445004, 'xrule'), ([(3608, 4, 1826), (3608, 4, 7396), (1826, 0, 39)], -2.9524002, 'xrule'), ([(3608, 4, 7396), (17682, 0, 39), (3608, 4, 17682)], -3.4056005, 'xrule'), ([(3608, 4, 7396), (3608, 4, 40141), (40141, 0, 39)], -3.7553005, 'xrule'), ([(3608, 4, 7396), (7975, 0, 39), (3608, 4, 7975)], -3.8845005, 'xrule'), ([(13580, 0, 39), (3608, 4, 13580), (3608, 4, 7396)], -5.4172, 'xrule')]","(7396, 0, 39)","[1, 1]",1.4458506,1,2.1907704,13
"[4.150703, 5.2897887]",354.5,"[([(15951, 4, 15952)], -0.3094853945175543, 13814.423240343196), ([(15952, 4, 19515)], -0.5411200093507501, 2883.3679270680327)]","(15952, 0, 3163)","[166, 543]",4.720246,1,2.5990837,2
"[5.072437, 4.7088337]",17.5,"[([(37691, 0, 3411), (37691, 5, 73), (40221, 0, 3411)], 2.8582, 'xrule'), ([(2318, 0, 3411), (2318, 5, 73), (40221, 0, 3411)], 1.7685003, 'xrule'), ([(7566, 5, 73), (7566, 0, 3411), (40221, 0, 3411)], 0.5279999, 'xrule'), ([(13465, 0, 3411), (13465, 5, 73), (40221, 0, 3411)], 0.3948002, 'xrule'), ([(4990, 5, 73), (4990, 0, 3411), (40221, 0, 3411)], 0.3281002, 'xrule'), ([(40221, 0, 3411)], -0.6477694068220614, 1.3434923623047639), ([(19841, 0, 3411), (19841, 5, 73), (40221, 0, 3411)], -1.0226002, 'xrule'), ([(30403, 5, 73), (30403, 0, 3411), (40221, 0, 3411)], -1.4419994, 'xrule'), ([(12313, 0, 3411), (12313, 5, 73), (40221, 0, 3411)], -1.5646, 'xrule'), ([(3410, 5, 73), (3410, 0, 3411), (40221, 0, 3411)], -1.6588993, 'xrule'), ([(13985, 0, 3411), (13985, 5, 73), (40221, 0, 3411)], -2.2003994, 'xrule')]","(40221, 5, 73)","[23, 12]",4.8906355,1,2.976766,11
"[4.933383, 6.1314964]",72.5,"[([(33163, 0, 34125)], 0.8070364467186453, -74.30852238021971), ([(33163, 5, 19146)], 0.21376709213950745, 33.5532391807977), ([(4554, 0, 15945), (33163, 5, 19146), (19146, 0, 15945)], -1.71, 'xrule'), ([(19145, 5, 4554), (19145, 0, 34125), (33163, 0, 34125)], -2.5526, 'xrule'), ([(19145, 5, 4554), (19145, 5, 19146), (33163, 5, 19146)], -2.8143997, 'xrule')]","(33163, 5, 4554)","[38, 107]",5.5324397,1,1.3780348,5
"[5.607753, 5.5741835]",1004.0,"[([(6122, 4, 19351)], 2.848011209847725, 4592.945215778605), ([(19351, 4, 11121)], 1.9208460751568113, 2745.8722327423443), ([(6122, 4, 19351), (18871, 0, 265), (6122, 4, 18871)], 1.0129995, 'xrule'), ([(6122, 4, 19351), (7260, 0, 265), (6122, 4, 7260)], -0.051400185, 'xrule'), ([(6122, 4, 19351), (24232, 0, 265), (6122, 4, 24232)], -1.1278, 'xrule')]","(19351, 0, 265)","[1812, 196]",5.590968,1,1.6982498,5
"[4.82355, 4.534238]",8651.0,"[([(14814, 4, 14815)], 0.9336514966391148, -277.2821845025557), ([(1864, 4, 14814)], 0.28714613227910263, 1565.5712973057555), ([(1864, 4, 14814), (15832, 0, 292), (1864, 4, 15832)], -0.042300224, 'xrule'), ([(1864, 4, 14814), (1864, 4, 14095), (14095, 0, 292)], -0.6743994, 'xrule'), ([(1864, 4, 14814), (1864, 4, 14023), (14023, 0, 292)], -0.75759983, 'xrule'), ([(1864, 4, 19268), (1864, 4, 14814), (19268, 0, 292)], -1.5299997, 'xrule'), ([(1864, 4, 14814), (18940, 0, 292), (1864, 4, 18940)], -1.8014002, 'xrule'), ([(1864, 4, 14814), (1864, 4, 13725), (13725, 0, 292)], -1.8921995, 'xrule'), ([(1864, 4, 14814), (1864, 4, 6046), (6046, 0, 292)], -2.1687994, 'xrule'), ([(1864, 4, 14814), (1864, 4, 11158), (11158, 0, 292)], -2.2998, 'xrule'), ([(13706, 0, 292), (1864, 4, 14814), (1864, 4, 13706)], -2.8961, 'xrule'), ([(2148, 0, 292), (1864, 4, 14814), (1864, 4, 2148)], -2.9201994, 'xrule')]","(14814, 0, 292)","[11101, 6201]",4.678894,1,0.8656637,12
"[6.124998, 5.546093]",8999.0,"[([(21561, 4, 12663), (12663, 0, 39)], 2.8052998, 'xrule'), ([(21561, 4, 7954), (7954, 0, 39)], 2.7796001, 'xrule'), ([(14659, 0, 39), (1930, 4, 21561), (1930, 4, 14659)], 2.6620998, 'xrule'), ([(21562, 0, 39), (21561, 4, 21562)], 1.6476002, 'xrule'), ([(1930, 4, 1931), (1931, 0, 39), (1930, 4, 21561)], 1.3085003, 'xrule'), ([(1930, 4, 33135), (33135, 0, 39), (1930, 4, 21561)], 1.0815, 'xrule'), ([(21561, 4, 10155)], 0.07564930153723276, 20.51890330122708), ([(21561, 4, 12663), (12663, 4, 35705), (35705, 0, 39)], -0.44760036, 'xrule'), ([(1930, 4, 21561)], -0.9075698364491501, -195.71250262882407), ([(1930, 4, 16273), (16273, 0, 39), (1930, 4, 21561)], -1.6168003, 'xrule'), ([(21561, 4, 12663)], -1.7370680976533477, 20800.14968571363), ([(15951, 0, 39), (1930, 4, 15951), (1930, 4, 21561)], -1.8971004, 'xrule')]","(21561, 0, 39)","[11181, 6817]",5.8355455,1,1.9819248,12
"[5.241458, 4.95745]",1621.5,"[([(7922, 4, 19787), (19787, 0, 284), (7922, 4, 34758)], 4.7073994, 'xrule'), ([(7922, 4, 6734), (6734, 0, 284), (7922, 4, 34758)], 4.0618, 'xrule'), ([(27250, 0, 284), (7922, 4, 34758), (7922, 4, 27250)], 3.6688995, 'xrule'), ([(7922, 4, 30549), (30549, 0, 284), (7922, 4, 34758)], 3.4856997, 'xrule'), ([(10779, 0, 284), (7922, 4, 34758), (7922, 4, 10779)], 2.6278, 'xrule'), ([(3424, 0, 284), (7922, 4, 3424), (7922, 4, 34758)], 2.5807, 'xrule'), ([(25894, 0, 284), (7922, 4, 34758), (7922, 4, 25894)], 2.4078999, 'xrule'), ([(7922, 4, 19558), (7922, 4, 34758), (19558, 0, 284)], 1.4005995, 'xrule'), ([(7922, 4, 22711), (7922, 4, 34758), (22711, 0, 284)], 1.3954, 'xrule'), ([(7922, 4, 34758)], 0.8612423422088267, 5517.702920139867), ([(7922, 4, 4285), (4285, 0, 284), (7922, 4, 34758)], -0.34430027, 'xrule')]","(34758, 0, 284)","[773, 2470]",5.099454,1,1.2893803,11
"[5.200025, 4.5842123]",4473.5,"[([(1432, 4, 29299), (29299, 0, 21), (1432, 4, 38617)], 1.5804996, 'xrule'), ([(35567, 0, 21), (1432, 4, 35567), (1432, 4, 38617)], 1.2764997, 'xrule'), ([(1432, 4, 30245), (1432, 4, 38617), (30245, 0, 21)], 1.0606995, 'xrule'), ([(1432, 4, 38893), (38893, 0, 21), (1432, 4, 38617)], 0.77479935, 'xrule'), ([(1432, 4, 38617)], -0.0006951886046581752, -4276.500173807137), ([(22659, 0, 21), (1432, 4, 38617), (1432, 4, 22659)], -0.32760048, 'xrule'), ([(1432, 4, 1600), (1432, 4, 38617), (1600, 0, 21)], -0.43730068, 'xrule'), ([(27718, 0, 21), (1432, 4, 27718), (1432, 4, 38617)], -0.7688999, 'xrule'), ([(1432, 4, 25462), (25462, 0, 21), (1432, 4, 38617)], -1.1355, 'xrule'), ([(1432, 4, 33394), (33394, 0, 21), (1432, 4, 38617)], -1.3597002, 'xrule'), ([(1432, 4, 31145), (1432, 4, 38617), (31145, 0, 21)], -1.6718006, 'xrule')]","(38617, 0, 21)","[68, 8879]",4.8921185,1,1.6508205,11
"[6.357049, 4.684289]",11.5,"[([(4927, 6, 9939)], 4.325075925544328, -68.01305974187773), ([(11127, 2, 2580), (4927, 6, 9939), (4927, 6, 11127)], 0.47809982, 'xrule'), ([(13025, 2, 2580), (4927, 6, 9939), (4927, 6, 13025)], -0.2588997, 'xrule'), ([(4927, 6, 9939), (4927, 6, 19583), (19583, 2, 2580)], -0.6336994, 'xrule'), ([(30071, 2, 2580), (4927, 6, 9939), (4927, 6, 30071)], -0.8725996, 'xrule'), ([(4927, 6, 9939), (4927, 6, 18835), (18835, 2, 2580)], -1.9133997, 'xrule'), ([(4927, 6, 19692), (4927, 6, 9939), (19692, 2, 2580)], -2.7104998, 'xrule')]","(9939, 2, 2580)","[16, 7]",5.520669,1,1.4379002,7
"[4.701456, 6.2420635]",22406.5,"[([(36255, 6, 33439)], 2.053393463112777, 2808.886290050468), ([(76, 4, 36255)], 0.16328148101891213, -928.4592700907275), ([(21509, 0, 10055), (76, 4, 36255), (76, 4, 21509)], 0.106300354, 'xrule'), ([(76, 4, 36255), (76, 4, 36374), (36374, 0, 10055)], -0.023599625, 'xrule'), ([(76, 4, 36255), (76, 4, 10054), (10054, 0, 10055)], -0.6630001, 'xrule'), ([(76, 4, 36255), (27438, 0, 10055), (76, 4, 27438)], -1.9333, 'xrule'), ([(10054, 6, 33439), (36255, 6, 33439), (10054, 0, 10055)], -2.2151995, 'xrule'), ([(76, 4, 36255), (76, 4, 10055)], -2.3765001, 'xrule'), ([(13567, 0, 10055), (76, 4, 36255), (76, 4, 13567)], -3.2804003, 'xrule'), ([(76, 4, 27372), (76, 4, 36255), (27372, 0, 10055)], -4.6085997, 'xrule')]","(36255, 0, 10055)","[20776, 24037]",5.47176,1,1.2075223,10
"[6.0416746, 4.724397]",92.5,"[([(10052, 6, 31376), (12882, 2, 743), (10052, 6, 12882)], 2.0132008, 'xrule'), ([(10052, 6, 31376), (33423, 2, 743), (10052, 6, 33423)], 1.9667006, 'xrule'), ([(10052, 6, 31376)], 1.4929257106897618, 94.81651698970798), ([(23887, 6, 31376), (23887, 6, 742), (742, 2, 743)], 0.91670036, 'xrule'), ([(23887, 6, 31376), (35949, 2, 743), (23887, 6, 35949)], 0.73379993, 'xrule'), ([(23887, 6, 31376), (23887, 6, 13632), (13632, 2, 743)], 0.6409006, 'xrule'), ([(12272, 6, 31376)], 0.08502964210138715, -113.47875539787677), ([(23887, 6, 31376), (23887, 6, 11979), (11979, 2, 743)], -0.22189999, 'xrule'), ([(23887, 6, 31376)], -0.9462975959572423, -121.72036999544888), ([(10052, 6, 31376), (8701, 2, 743), (10052, 6, 8701)], -1.3785, 'xrule'), ([(12272, 6, 31376), (10053, 2, 743), (12272, 6, 10053)], -1.7551994, 'xrule'), ([(23887, 6, 31376), (32045, 2, 743), (23887, 6, 32045)], -1.7875996, 'xrule'), ([(33423, 2, 743), (12272, 6, 33423), (12272, 6, 31376)], -2.7509995, 'xrule')]","(31376, 2, 743)","[172, 13]",5.3830357,1,0.3502208,13
"[0.78857416, 0.7561751]",1.5,"[([(14888, 4, 24718)], 1.4547224696483902, 8051.810724152863), ([(18332, 0, 2518), (21982, 4, 14888), (21982, 4, 18332)], 0.91959953, 'xrule'), ([(14888, 4, 26079)], 0.38341049526331394, 7953.594695398866), ([(14888, 4, 18399)], -0.7399825592244316, -2126.676992052415), ([(21982, 4, 15145), (15145, 0, 2518), (21982, 4, 14888)], -1.0799999, 'xrule'), ([(21982, 4, 14888), (7874, 4, 2518), (7874, 4, 21982)], -1.4115, 'xrule'), ([(35458, 0, 2518), (21982, 4, 35458), (21982, 4, 14888)], -1.5152006, 'xrule'), ([(21982, 4, 33450), (21982, 4, 14888), (33450, 0, 2518)], -2.1306, 'xrule'), ([(21982, 4, 14888), (894, 0, 2518), (21982, 4, 894)], -2.3565998, 'xrule')]","(14888, 0, 2518)","[2, 1]",0.77237463,1,0.6015825,9
"[5.3815227, 5.9633713]",53.5,"[([(35944, 2, 121), (7518, 2, 121), (7518, 2, 916)], 2.9641008, 'xrule'), ([(17688, 2, 916), (35944, 2, 121), (17688, 2, 121)], 1.9839001, 'xrule'), ([(34464, 2, 916), (35944, 2, 121), (34464, 2, 121)], 1.1253004, 'xrule'), ([(35944, 2, 121)], 1.0089455161958676, -11.267186275646516), ([(14378, 2, 916), (35944, 2, 121), (14378, 2, 121)], 0.9409008, 'xrule'), ([(35944, 2, 121), (20660, 2, 121), (20660, 2, 916)], 0.2606001, 'xrule'), ([(7021, 2, 121), (35944, 2, 121), (7021, 2, 916)], 0.11510086, 'xrule'), ([(8214, 2, 121), (35944, 2, 121), (8214, 2, 916)], -0.3572998, 'xrule'), ([(35944, 2, 121), (27523, 2, 121), (27523, 2, 916)], -0.5517998, 'xrule'), ([(13081, 2, 916), (35944, 2, 121), (13081, 2, 121)], -0.68639946, 'xrule'), ([(35944, 2, 121), (28424, 2, 121), (28424, 2, 916)], -1.3203993, 'xrule')]","(35944, 2, 916)","[23, 84]",5.672447,1,0.8335239,11
"[5.0840673, 3.7947073]",36715.0,"[([(28471, 4, 5767)], 0.8556852818706357, 17233.701758388514), ([(5767, 4, 8357)], 0.5983324488071938, 11899.645274694187), ([(5767, 4, 24316)], -0.3893994869997325, 9979.403861860344), ([(19333, 0, 1084), (21704, 0, 1084), (5767, 4, 19333)], -0.6852999, 'xrule'), ([(12886, 0, 1084), (21704, 0, 1084), (5767, 4, 12886)], -1.1850004, 'xrule'), ([(5767, 4, 14160), (14160, 0, 1084), (21704, 0, 1084)], -1.2842999, 'xrule'), ([(8357, 0, 1084), (5767, 4, 8357), (21704, 0, 1084)], -1.4719, 'xrule'), ([(25486, 0, 1084), (21704, 0, 1084), (5767, 4, 25486)], -1.7108002, 'xrule'), ([(21704, 0, 1084), (5767, 4, 18034), (18034, 0, 1084)], -1.8144007, 'xrule'), ([(5767, 4, 19213), (21704, 0, 1084), (19213, 0, 1084)], -2.5418005, 'xrule'), ([(24316, 0, 1084), (21704, 0, 1084), (5767, 4, 24316)], -2.5987005, 'xrule'), ([(21704, 0, 1084), (5767, 4, 1084)], -3.1995, 'xrule'), ([(10066, 0, 1084), (5767, 4, 10066), (21704, 0, 1084)], -3.3046007, 'xrule')]","(5767, 4, 21704)","[39207, 34223]",4.4393873,1,1.4449646,13
"[4.85709, 5.2963243]",13211.5,"[([(21810, 4, 37756)], 1.424051348706173, 5374.805972744512), ([(21810, 4, 37756), (7298, 0, 278), (21810, 4, 7298)], -0.23489952, 'xrule'), ([(21810, 4, 37756), (36998, 0, 278), (21810, 4, 36998)], -0.9173994, 'xrule'), ([(21810, 4, 37756), (21810, 4, 9817), (9817, 0, 278)], -1.4636993, 'xrule'), ([(21810, 4, 37756), (21810, 4, 6819), (6819, 0, 278)], -2.1118994, 'xrule'), ([(21810, 4, 37756), (21810, 4, 3388), (3388, 0, 278)], -2.4007998, 'xrule'), ([(21810, 4, 37756), (21810, 4, 17429), (17429, 0, 278)], -2.4901, 'xrule')]","(37756, 0, 278)","[145, 26278]",5.076707,1,1.6959426,7
"[5.2144694, 5.474989]",36.0,"[([(7700, 6, 38545)], -0.6762246637926994, -17.662895571283673), ([(523, 6, 38545)], -1.6942853164895115, -221.84478689973275)]","(38545, 2, 3943)","[68, 4]",5.3447294,1,0.52756256,2
"[5.100128, 5.1194515]",363.0,"[([(1521, 4, 1522)], 1.2141895860457572, 1268.7710393984194), ([(6962, 4, 1521), (31590, 0, 532), (6962, 4, 31590)], 1.1535006, 'xrule'), ([(6962, 4, 1521)], 0.522560162416706, 2574.6277462127778), ([(6962, 4, 1521), (6962, 4, 26612), (26612, 0, 532)], -0.26480007, 'xrule'), ([(6962, 4, 1521), (6962, 4, 28972), (28972, 0, 532)], -0.68449974, 'xrule'), ([(6962, 4, 1521), (5102, 0, 532), (6962, 4, 5102)], -1.0347996, 'xrule'), ([(27994, 0, 532), (6962, 4, 1521), (6962, 4, 27994)], -1.0699997, 'xrule'), ([(6962, 4, 1521), (30752, 0, 532), (6962, 4, 30752)], -1.7572994, 'xrule')]","(1521, 0, 532)","[531, 195]",5.10979,1,2.5358155,8
"[5.758156, 5.2463846]",3574.0,"[([(1864, 4, 5061), (1864, 4, 516), (5061, 0, 292)], 3.6941004, 'xrule'), ([(1864, 4, 516), (39101, 0, 292), (1864, 4, 39101)], 3.2442007, 'xrule'), ([(1864, 4, 516), (38677, 0, 292), (1864, 4, 38677)], 3.0223007, 'xrule'), ([(35417, 0, 292), (1864, 4, 516), (1864, 4, 35417)], 2.9794006, 'xrule'), ([(7931, 0, 292), (1864, 4, 516), (1864, 4, 7931)], 2.8768005, 'xrule'), ([(1864, 4, 10084), (1864, 4, 516), (10084, 0, 292)], 2.0119, 'xrule'), ([(1864, 4, 516), (1864, 4, 11329), (11329, 0, 292)], 1.8944006, 'xrule'), ([(1864, 4, 37150), (1864, 4, 516), (37150, 0, 292)], 1.4188004, 'xrule'), ([(1864, 4, 34801), (1864, 4, 516), (34801, 0, 292)], 0.47380066, 'xrule'), ([(1864, 4, 516)], -0.0033711986998717085, -7221.500842808879), ([(2148, 0, 292), (1864, 4, 516), (1864, 4, 2148)], -0.15209961, 'xrule'), ([(2825, 0, 292), (1864, 4, 516), (1864, 4, 2825)], -1.7383995, 'xrule'), ([(516, 4, 517)], -2.0749072019994865, -7639.888440272549)]","(516, 0, 292)","[1939, 5209]",5.50227,1,0.56383824,13
"[1.4647477, 1.74173]",238.5,"[([(10303, 9, 22035)], 0.07579902840203707, 180.51894067933551), ([(13508, 1, 1771), (13508, 0, 1380), (10303, 1, 1771), (1771, 1, 13508), (1771, 1, 10303)], -0.106300354, 'xrule'), ([(34509, 1, 10303)], -0.14213605675901728, 405.4645256786625), ([(28372, 1, 10303)], -0.4876994662463772, 2426.3804356541673), ([(22035, 0, 1380), (10303, 9, 22035), (22035, 9, 10303)], -1.8764, 'xrule')]","(10303, 0, 1380)","[144, 333]",1.6032388,1,2.244032,5
"[0.6770382, 0.63125885]",1.0,"[([(2381, 6, 38996)], 1.5208664619986678, -82.17933397391006), ([(12272, 2, 12273), (3408, 6, 2381), (3408, 6, 12272)], 1.0674, 'xrule'), ([(3408, 6, 2381), (1349, 2, 12273), (3408, 6, 1349)], 0.82800007, 'xrule'), ([(12484, 2, 12273), (2380, 6, 2381), (2380, 6, 12484)], -0.13969994, 'xrule'), ([(3408, 6, 2381)], -0.45146365724247683, -268.6109871851719), ([(7129, 2, 12273), (3408, 6, 2381), (3408, 6, 7129)], -0.8064995, 'xrule'), ([(3408, 6, 2381), (3408, 6, 12484), (12484, 2, 12273)], -0.85499954, 'xrule'), ([(3408, 6, 687), (3408, 6, 2381), (687, 2, 12273)], -0.91429996, 'xrule'), ([(2381, 6, 5200)], -1.1889361776093732, -392.76655075645783), ([(3408, 6, 2381), (4019, 2, 12273), (3408, 6, 4019)], -1.4143, 'xrule'), ([(7129, 2, 12273), (2380, 6, 2381), (2380, 6, 7129)], -1.5658998, 'xrule'), ([(3684, 2, 12273), (3408, 6, 2381), (3408, 6, 3684)], -2.0529003, 'xrule'), ([(3408, 6, 2381), (3408, 6, 12767), (12767, 2, 12273)], -2.0916996, 'xrule')]","(2381, 2, 12273)","[1, 1]",0.6541485,1,0.6526841,13
"[5.4165463, 5.9204216]",96.0,"[([(3122, 2, 916), (3122, 2, 121), (14588, 2, 916)], 3.2724, 'xrule'), ([(120, 2, 916), (120, 2, 121), (14588, 2, 916)], 3.092699, 'xrule'), ([(7021, 2, 121), (7021, 2, 916), (14588, 2, 916)], 1.9895, 'xrule'), ([(5199, 2, 121), (5199, 2, 916), (14588, 2, 916)], 1.5501003, 'xrule'), ([(915, 2, 916), (915, 2, 121), (14588, 2, 916)], 1.2151995, 'xrule'), ([(8693, 6, 14588)], 0.6843433828900926, 20.664707395013394), ([(6438, 2, 916), (6438, 2, 121), (14588, 2, 916)], 0.5024996, 'xrule'), ([(14588, 2, 916)], 0.45314030090238205, -4.3886144013144275), ([(3502, 2, 121), (3502, 2, 916), (14588, 2, 916)], 0.33440018, 'xrule'), ([(6864, 2, 121), (6864, 2, 916), (14588, 2, 916)], -0.64570045, 'xrule'), ([(6007, 2, 916), (6007, 2, 121), (14588, 2, 916)], -0.95110035, 'xrule'), ([(4774, 2, 121), (4774, 2, 916), (14588, 2, 916)], -1.1065998, 'xrule')]","(14588, 2, 121)","[43, 149]",5.6684837,1,0.89742965,12
"[5.56887, 5.152272]",57.5,"[([(193, 6, 22316), (22316, 2, 741), (193, 6, 37558)], 1.1454, 'xrule'), ([(193, 6, 37558)], 0.9714298750183794, 94.72540440045388), ([(37558, 6, 37709)], 0.5053959319180944, 4.62372654479358), ([(193, 6, 741), (193, 6, 37558)], 0.34940052, 'xrule'), ([(9461, 2, 741), (193, 6, 37558), (193, 6, 9461)], 0.19610023, 'xrule'), ([(5142, 2, 741), (193, 6, 37558), (193, 6, 5142)], 0.18030071, 'xrule'), ([(15286, 2, 741), (193, 6, 15286), (193, 6, 37558)], -0.0909996, 'xrule'), ([(193, 6, 13795), (13795, 2, 741), (193, 6, 37558)], -1.2409, 'xrule'), ([(14420, 2, 741), (193, 6, 14420), (193, 6, 37558)], -1.2613993, 'xrule'), ([(193, 6, 9590), (193, 6, 37558), (9590, 2, 741)], -1.4049997, 'xrule'), ([(193, 6, 19110), (19110, 2, 741), (193, 6, 37558)], -1.5241995, 'xrule'), ([(3735, 2, 741), (193, 6, 37558), (193, 6, 3735)], -2.9944992, 'xrule')]","(37558, 2, 741)","[3, 112]",5.360571,1,0.9920295,12
"[5.4412136, 5.1108694]",18815.0,"[([(15314, 4, 39375)], 2.4610248992399226, -1847.0786360586658), ([(15314, 4, 223), (15314, 4, 39375), (223, 0, 265)], 1.1667004, 'xrule'), ([(17898, 0, 265), (15314, 4, 17898), (15314, 4, 39375)], 0.032600403, 'xrule')]","(39375, 0, 265)","[32019, 5611]",5.2760415,1,3.3573053,3
"[5.642273, 5.2849655]",11357.0,"[([(1038, 4, 30773)], 0.17072157118698703, 297.5425770210034)]","(30773, 0, 184)","[22684, 30]",5.463619,1,1.2787083,1
"[6.019971, 4.738804]",60.0,"[([(27989, 2, 499), (11900, 2, 17930), (11900, 2, 499)], 4.2683992, 'xrule'), ([(11900, 5, 2404), (11900, 2, 17930), (27989, 5, 2404)], 3.1876993, 'xrule'), ([(18711, 2, 17930), (18711, 5, 2404), (27989, 5, 2404)], 2.0582, 'xrule'), ([(27989, 5, 2404), (17930, 5, 2404)], 1.9108, 'xrule'), ([(21652, 2, 17930), (21652, 5, 2404), (27989, 5, 2404)], 1.7116995, 'xrule'), ([(27989, 2, 499), (4937, 2, 17930), (4937, 2, 499)], 1.5321999, 'xrule'), ([(4937, 5, 2404), (4937, 2, 17930), (27989, 5, 2404)], 1.5302, 'xrule'), ([(27989, 2, 499), (18711, 2, 17930), (18711, 2, 499)], 1.4813995, 'xrule'), ([(27989, 2, 499), (26104, 2, 17930), (26104, 2, 499)], 0.7444992, 'xrule'), ([(26104, 5, 2404), (26104, 2, 17930), (27989, 5, 2404)], 0.62699986, 'xrule'), ([(27989, 2, 1646)], -1.6392907362250138, -57.83743841466686), ([(27989, 2, 499)], -1.7775792266939259, -13.855397701993073), ([(27989, 5, 2404)], -2.939845829277673, -50.94978138387691)]","(27989, 2, 17930)","[54, 66]",5.3793874,1,0.405201,13
"[5.107702, 5.7551494]",1759.5,"[([(15016, 4, 37725)], 1.35806566659433, -14539.204554872002), ([(21052, 0, 23377), (15016, 4, 21052), (15016, 4, 37725)], 0.42669964, 'xrule'), ([(4929, 4, 15016), (4929, 4, 23377), (15016, 4, 37725)], -0.43080044, 'xrule'), ([(15017, 0, 23377), (15016, 4, 37725), (15016, 4, 15017)], -2.0973005, 'xrule'), ([(15016, 4, 22556), (22556, 0, 23377), (15016, 4, 37725)], -2.408, 'xrule')]","(37725, 0, 23377)","[873, 2646]",5.4314256,1,1.7977273,5
"[5.014024, 5.523427]",3553.0,"[([(512, 4, 21461), (21461, 0, 351), (512, 4, 22121)], 2.8992004, 'xrule'), ([(580, 0, 351), (512, 4, 580), (512, 4, 22121)], 1.9116001, 'xrule'), ([(21896, 0, 351), (512, 4, 22121), (512, 4, 21896)], 1.3620005, 'xrule'), ([(29898, 0, 351), (512, 4, 29898), (512, 4, 22121)], 1.2440004, 'xrule'), ([(19094, 0, 351), (512, 4, 19094), (512, 4, 22121)], 1.2118006, 'xrule'), ([(512, 4, 22121), (19344, 0, 351), (512, 4, 19344)], 1.1022005, 'xrule'), ([(512, 4, 513), (512, 4, 22121), (513, 0, 351)], 1.0697002, 'xrule'), ([(512, 4, 15290), (15290, 0, 351), (512, 4, 22121)], 1.0389004, 'xrule'), ([(512, 4, 22121)], 1.0149155175523126, 654.7339810114008), ([(22121, 4, 13498)], 0.9794254806916901, 2191.7269941942777), ([(512, 4, 3432), (3432, 0, 351), (512, 4, 22121)], 0.9102001, 'xrule'), ([(27005, 0, 351), (512, 4, 22121), (512, 4, 27005)], 0.8998003, 'xrule')]","(22121, 0, 351)","[211, 6895]",5.2687254,1,0.61166525,12
