exp_length,original_score,facts,prediction,original_rank,new_scores,new_ranks,exp,new_score,new_rank
18,8.844319,"[({(3120, 25, 62), (3120, 220, 4005), (434, 161, 3120), (3120, 120, 791)}, 0.6841526480076605, 'baseline'), ({(3120, 120, 791), (3120, 25, 62), (3120, 220, 4005), (3120, 133, 32)}, 0.6477661576221913, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4599), (3120, 120, 791)}, 0.6391668762031846, 'baseline'), ({(3120, 148, 7018), (3120, 25, 62), (3120, 220, 4005), (3120, 120, 791)}, 0.6378384078717142, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4599), (3120, 148, 7018)}, 0.6371384108748764, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4558), (3120, 120, 791)}, 0.6308107817075363, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4558), (3120, 148, 7018)}, 0.6287365400886659, 'baseline'), ({(3120, 25, 62), (3120, 148, 4599), (3120, 148, 4558), (3120, 220, 4005)}, 0.6272373639793372, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 9623), (3120, 120, 791)}, 0.6202412091149231, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (434, 161, 3120), (3120, 148, 7018)}, 0.6178503476138508, 'baseline'), ([(4994, 220, 6386), (3120, 25, 62), (4994, 25, 62)], 0.3217001, 'xrule'), ([(3120, 25, 62), (2780, 25, 62), (2780, 220, 6386)], 0.31589985, 'xrule'), ([(2806, 220, 6386), (3120, 25, 62), (2806, 25, 62)], 0.31239986, 'xrule'), ([(3120, 25, 62), (6679, 220, 6386), (6679, 25, 62)], 0.28569984, 'xrule'), ([(3120, 25, 62), (11460, 220, 6386), (11460, 25, 62)], 0.26340008, 'xrule')]","(3120, 220, 6386)",1,[8.108541],[1],"[(3120, 25, 62), (13463, 25, 62), (1269, 220, 4005), (3120, 220, 4005), (7726, 120, 791), (434, 161, 3120), (3120, 148, 4599), (10820, 148, 4599), (10820, 220, 6386), (1269, 220, 6386), (10820, 148, 7018), (3120, 133, 32), (434, 161, 10820), (3120, 148, 7018), (7726, 220, 6386), (13463, 220, 6386), (7726, 133, 32), (3120, 120, 791)]",8.108541,1.0
18,7.1964135,"[({(9917, 50, 13433), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.914745852652717, 'baseline'), ({(13433, 100, 4849), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.5297220984571362, 'baseline'), ({(8242, 50, 13433), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.3718994396703224, 'baseline'), ({(13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 2.7866870802343304, 'baseline'), ({(9917, 50, 13433), (8242, 50, 13433), (13433, 43, 141), (13433, 100, 160)}, 2.0611392065259015, 'baseline'), ({(13433, 43, 141), (13433, 17, 967), (13433, 100, 160), (13433, 100, 14172)}, 2.0028563500845324, 'baseline'), ({(9917, 50, 13433), (13433, 100, 4849), (13433, 43, 141), (13433, 100, 160)}, 1.8821483530989287, 'baseline'), ({(8242, 50, 13433), (13433, 43, 141), (13433, 100, 4849), (13433, 100, 160)}, 1.72939832875019, 'baseline'), ([(4747, 17, 862), (13433, 100, 160), (4747, 100, 160)], 0.8880005, 'xrule'), ([(284, 17, 862), (13433, 100, 160), (284, 100, 160)], 0.8367996, 'xrule'), ({(8242, 50, 13433), (13433, 100, 4849), (13433, 100, 160)}, 0.7618933184678174, 'baseline'), ({(9917, 50, 13433), (8242, 50, 13433), (13433, 100, 4849), (13433, 100, 160)}, 0.7231131054331735, 'baseline'), ([(12644, 100, 160), (13433, 100, 160), (12644, 17, 862)], 0.7230997, 'xrule'), ([(8361, 17, 862), (13433, 43, 141), (8361, 43, 141)], 0.6480999, 'xrule'), ([(9173, 17, 862), (13433, 17, 967), (9173, 17, 967)], 0.6401005, 'xrule')]","(13433, 17, 862)",1,[5.2231507],[1],"[(8242, 50, 13433), (13433, 43, 141), (13590, 17, 862), (13433, 17, 967), (12400, 17, 862), (4417, 17, 862), (12400, 232, 160), (8242, 50, 13590), (13858, 100, 4849), (11393, 17, 862), (13433, 100, 160), (9917, 50, 11393), (13433, 100, 4849), (9917, 50, 13433), (11333, 17, 862), (13858, 17, 862), (4417, 43, 141), (11333, 17, 967)]",5.2231507,1.0
31,6.7144117,"[([(1551, 135, 32), (1806, 18, 10398), (1551, 133, 32), (1806, 135, 32), (32, 15, 1806), (1806, 133, 32), (32, 15, 1551), (1806, 205, 32), (1551, 205, 32)], 0.36310005, 'xrule'), ([(3408, 205, 32), (1551, 135, 32), (3408, 18, 10398), (32, 15, 3408), (1551, 133, 32), (3408, 135, 32), (3408, 62, 32), (3408, 133, 32), (32, 15, 1551), (1551, 205, 32)], 0.3498001, 'xrule'), ([(1551, 135, 32), (1234, 18, 10398), (1234, 135, 32), (1234, 62, 32), (32, 15, 1234), (1551, 133, 32), (1234, 205, 32), (32, 15, 1551), (1234, 133, 32), (1551, 205, 32)], 0.3331995, 'xrule'), ([(1551, 135, 32), (32, 15, 611), (1551, 133, 32), (611, 205, 32), (611, 18, 10398), (611, 135, 32), (611, 133, 32), (32, 15, 1551), (1551, 205, 32)], 0.3000002, 'xrule'), ([(1551, 135, 32), (32, 15, 582), (1551, 133, 32), (582, 18, 10398), (582, 205, 32), (582, 133, 32), (32, 15, 1551), (582, 135, 32), (1551, 205, 32)], 0.29839993, 'xrule'), ({(6448, 35, 1551), (6653, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09547905163687473, 'baseline'), ({(1551, 25, 62), (5745, 35, 1551), (6653, 35, 1551), (1551, 18, 1172)}, 0.0916481418751835, 'baseline'), ({(6448, 35, 1551), (5745, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09123233991110052, 'baseline'), ({(1551, 25, 62), (2617, 35, 1551), (6653, 35, 1551), (1551, 18, 1172)}, 0.09086612897315557, 'baseline'), ({(6448, 35, 1551), (2617, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09002212717313053, 'baseline'), ({(1551, 25, 62), (6653, 35, 1551), (1551, 18, 1172), (4733, 35, 1551)}, 0.08940796091786797, 'baseline'), ({(1551, 25, 62), (6653, 35, 1551), (7692, 35, 1551), (1551, 18, 1172)}, 0.08920005992661705, 'baseline'), ({(4461, 35, 1551), (1551, 25, 62), (6653, 35, 1551), (1551, 18, 1172)}, 0.08903793529288583, 'baseline'), ({(6448, 35, 1551), (1551, 25, 62), (1551, 18, 1172), (4733, 35, 1551)}, 0.08891491127108288, 'baseline'), ({(6448, 35, 1551), (1551, 25, 62), (7692, 35, 1551), (1551, 18, 1172)}, 0.08879570197784523, 'baseline')]","(1551, 18, 10398)",1,[6.4698086],[1],"[(1234, 135, 32), (32, 15, 3408), (1806, 18, 10398), (611, 18, 10398), (32, 15, 1806), (3408, 135, 32), (582, 205, 32), (3408, 62, 32), (3408, 205, 32), (1234, 62, 32), (32, 15, 582), (1234, 205, 32), (582, 18, 10398), (611, 133, 32), (3408, 18, 10398), (1551, 135, 32), (1234, 18, 10398), (32, 15, 1234), (1806, 135, 32), (1551, 133, 32), (611, 135, 32), (1806, 133, 32), (32, 15, 1551), (1551, 205, 32), (32, 15, 611), (611, 205, 32), (582, 133, 32), (3408, 133, 32), (582, 135, 32), (1806, 205, 32), (1234, 133, 32)]",6.4698086,1.0
14,8.074702,"[([(6277, 25, 62), (6053, 25, 62), (32, 15, 6277), (6277, 133, 32)], 0.95619965, 'xrule'), ([(8308, 25, 62), (6053, 25, 62), (32, 15, 8308)], 0.7387991, 'xrule'), ([(1540, 28, 32), (1540, 25, 62), (6053, 25, 62), (1540, 13, 32)], 0.7305994, 'xrule'), ([(434, 161, 32), (6053, 66, 2274), (434, 161, 2274)], 0.65999985, 'xrule'), ([(6053, 25, 62), (9800, 13, 32), (9800, 25, 62)], 0.6451998, 'xrule'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5682678655618021, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 77, 8619)}, 0.5330105257028362, 'baseline'), ({(6053, 77, 12242), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5256519746165208, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 38, 9994)}, 0.5225744675155933, 'baseline'), ({(8619, 77, 6053), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5207205246435509, 'baseline'), ({(6053, 85, 434), (10512, 8, 6053), (6053, 66, 2274), (6053, 24, 6277)}, 0.5147972533791201, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 77, 558)}, 0.5136537978560065, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 8, 10512)}, 0.5125456283455903, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 3, 7677)}, 0.5079231688678048, 'baseline'), ({(558, 77, 6053), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.49660210093603224, 'baseline')]","(6053, 48, 32)",1,[7.937134],[1],"[(1540, 25, 62), (434, 161, 32), (1540, 28, 32), (6277, 25, 62), (6053, 25, 62), (1540, 13, 32), (6053, 66, 2274), (6277, 133, 32), (32, 15, 6277), (434, 161, 2274), (8308, 25, 62), (9800, 25, 62), (32, 15, 8308), (9800, 13, 32)]",7.937134,1.0
21,5.7034497,"[([(3224, 25, 62), (3224, 13, 2046), (7744, 25, 62)], 0.12349987, 'xrule'), ([(1540, 25, 62), (1540, 13, 2046), (7744, 25, 62)], 0.12269974, 'xrule'), ([(13, 13, 2046), (7744, 25, 62), (13, 25, 62)], 0.119600296, 'xrule'), ([(1539, 13, 2046), (7744, 25, 62), (1539, 25, 62)], 0.119400024, 'xrule'), ({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 1304)}, 0.11380962571884415, 'baseline'), ({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 816)}, 0.11066822251804563, 'baseline'), ({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 1304), (7744, 13, 816)}, 0.10926155286065652, 'baseline'), ([(2046, 219, 90), (2046, 139, 90), (7744, 25, 62), (2046, 206, 90), (90, 25, 62), (2046, 234, 90)], 0.108799934, 'xrule'), ({(7744, 13, 1304), (7744, 13, 4474), (7744, 13, 2091), (7744, 13, 816)}, 0.10847381790425799, 'baseline'), ({(7744, 13, 4474), (7744, 13, 1280), (7744, 13, 2091), (7744, 13, 1304)}, 0.10809902391080428, 'baseline'), ({(7744, 13, 1304), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 816)}, 0.10612396439000375, 'baseline'), ({(7744, 13, 4474), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 1304)}, 0.10329059798227237, 'baseline'), ({(7744, 13, 4474), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 816)}, 0.10226921279186153, 'baseline'), ({(7744, 13, 4474), (7744, 13, 1304), (7744, 13, 331), (7744, 13, 816)}, 0.10012344558495759, 'baseline'), ({(7744, 13, 1304), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 816)}, 0.09858421518445494, 'baseline')]","(7744, 13, 2046)",1,[5.6015716],[4],"[(3224, 25, 62), (7744, 25, 62), (9283, 13, 2046), (7744, 13, 4474), (7744, 13, 993), (1540, 25, 62), (3224, 13, 2046), (7744, 13, 2091), (7744, 13, 1304), (1097, 13, 2046), (9283, 13, 2091), (1540, 13, 2046), (1097, 13, 1304), (13, 25, 62), (8586, 13, 2046), (1539, 25, 62), (8586, 13, 993), (13, 13, 2046), (11033, 37, 2046), (1539, 13, 2046), (11033, 37, 4474)]",5.6015716,4.0
22,7.9445515,"[({(4819, 17, 243), (4819, 43, 141), (4819, 82, 2456), (4819, 48, 1124)}, 2.134527312139546, 'baseline'), ({(4819, 43, 141), (4819, 17, 3482), (4819, 17, 243), (4819, 48, 1124)}, 1.8784938727716642, 'baseline'), ({(4819, 43, 141), (4819, 82, 7859), (4819, 17, 243), (4819, 48, 1124)}, 1.8746562871129644, 'baseline'), ({(4819, 43, 141), (4819, 202, 4168), (4819, 17, 243), (4819, 48, 1124)}, 1.8744393261663894, 'baseline'), ({(4819, 43, 141), (7942, 22, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.8607536220461427, 'baseline'), ({(4819, 43, 141), (4819, 19, 759), (4819, 17, 243), (4819, 48, 1124)}, 1.8110028141589496, 'baseline'), ({(4819, 43, 141), (4819, 17, 243), (4819, 48, 1124)}, 1.7105866249728832, 'baseline'), ({(4819, 43, 141), (4819, 224, 3784), (4819, 17, 243), (4819, 48, 1124)}, 1.7043205075494443, 'baseline'), ({(4819, 43, 141), (9618, 155, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.702467995090532, 'baseline'), ({(4819, 43, 141), (2118, 21, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.6681948456750681, 'baseline'), ([(13056, 43, 141), (4819, 43, 141), (13056, 85, 434)], 0.89679956, 'xrule'), ([(921, 85, 434), (921, 48, 1124), (4819, 48, 1124)], 0.81539965, 'xrule'), ([(5062, 17, 243), (5062, 85, 434), (4819, 17, 243)], 0.46569967, 'xrule'), ([(5604, 85, 434), (4819, 43, 141), (5604, 43, 141)], 0.38539982, 'xrule'), ([(4742, 85, 434), (4819, 43, 141), (4742, 43, 141)], 0.29119968, 'xrule')]","(4819, 85, 434)",1,[5.8461504],[1],"[(434, 161, 4168), (4819, 202, 4168), (11015, 85, 434), (11788, 17, 3482), (4819, 43, 141), (10328, 85, 434), (14148, 85, 434), (12070, 82, 7859), (11788, 85, 434), (14148, 43, 141), (4819, 82, 7859), (4819, 17, 243), (4819, 82, 2456), (7942, 22, 7120), (10328, 17, 243), (4819, 48, 1124), (434, 161, 1124), (7942, 22, 4819), (11015, 82, 2456), (7120, 85, 434), (12070, 85, 434), (4819, 17, 3482)]",5.8461504,1.0
16,6.1227975,"[([(457, 10, 6825), (7803, 30, 1759), (457, 7, 7803)], 0.085700035, 'xrule'), ([(9832, 30, 457), (9832, 30, 1759), (1759, 7, 9832), (457, 10, 6825)], 0.08500004, 'xrule'), ([(457, 10, 6825), (8336, 30, 1759), (1759, 7, 8336), (457, 7, 8336)], 0.082499504, 'xrule'), ([(457, 10, 6825), (1759, 7, 7355), (457, 7, 7355), (7355, 30, 457)], 0.07989979, 'xrule'), ([(1759, 7, 7641), (7641, 30, 1759), (1121, 10, 6825), (1121, 7, 7641)], 0.07989979, 'xrule'), ({(1759, 47, 2934), (1759, 7, 5031), (1759, 10, 1256), (1759, 10, 9617)}, 0.0480819148982323, 'baseline'), ({(1759, 7, 5031), (2934, 19, 1759), (1759, 10, 1256), (1759, 10, 9617)}, 0.047876398073084, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (7641, 30, 1759), (1759, 10, 9617)}, 0.046524087846228634, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 7641), (1759, 10, 9617)}, 0.044770757634405536, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 3828), (1759, 10, 9617)}, 0.04431490129228978, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 10, 9617), (1759, 7, 7504)}, 0.043459932283034415, 'baseline'), ({(1759, 47, 2934), (1759, 10, 1256), (7641, 30, 1759), (1759, 10, 9617)}, 0.04321102328496247, 'baseline'), ({(1759, 47, 2934), (2934, 19, 1759), (1759, 10, 1256), (1759, 10, 9617)}, 0.04318718142497795, 'baseline'), ({(1759, 10, 1256), (2934, 19, 1759), (7641, 30, 1759), (1759, 10, 9617)}, 0.04164365957671215, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 2670), (1759, 10, 9617)}, 0.04160122102992267, 'baseline')]","(1759, 10, 6825)",1,[5.6879687],[1],"[(1759, 7, 7641), (1759, 7, 7355), (457, 7, 7355), (1121, 10, 6825), (1121, 7, 7641), (8336, 30, 1759), (1759, 7, 9832), (457, 7, 8336), (7355, 30, 457), (7803, 30, 1759), (457, 7, 7803), (457, 10, 6825), (9832, 30, 457), (7641, 30, 1759), (9832, 30, 1759), (1759, 7, 8336)]",5.6879687,1.0
15,6.9438825,"[([(8407, 85, 434), (5090, 43, 141), (8407, 43, 141)], 0.6602001, 'xrule'), ({(5090, 48, 382), (5090, 66, 249), (5090, 48, 308)}, 0.5122399757135222, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 77, 4974), (5090, 48, 308)}, 0.5064955183637507, 'baseline'), ({(5090, 8, 2422), (5090, 66, 249), (5090, 48, 382), (5090, 48, 308)}, 0.502079529443035, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (6989, 3, 5090), (5090, 48, 308)}, 0.4883075184925895, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 8, 3666), (5090, 48, 308)}, 0.48648266264074574, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (3666, 8, 5090), (5090, 48, 308)}, 0.48590950438741237, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (3666, 3, 5090), (5090, 48, 308)}, 0.48420290419530165, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 3, 3666), (5090, 48, 308)}, 0.4837108082513803, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 8, 2053), (5090, 48, 308)}, 0.4818554348227275, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (2053, 8, 5090), (5090, 48, 308)}, 0.4812865680607924, 'baseline'), ([(457, 47, 5090), (6989, 85, 434), (6989, 19, 457), (5090, 19, 457)], 0.38950014, 'xrule'), ([(7785, 43, 141), (5090, 43, 141), (7785, 85, 434)], 0.35449982, 'xrule'), ([(382, 54, 249), (249, 133, 382), (5090, 48, 382), (382, 15, 249), (434, 161, 249)], 0.29789972, 'xrule'), ([(5090, 48, 382), (8472, 85, 434), (8472, 48, 382)], 0.29260015, 'xrule')]","(5090, 85, 434)",1,[6.313061],[1],"[(5090, 8, 2422), (4974, 85, 434), (8407, 85, 434), (434, 161, 308), (434, 161, 382), (5090, 77, 4974), (2422, 85, 434), (8407, 43, 141), (434, 161, 249), (5090, 43, 141), (6989, 85, 434), (5090, 48, 308), (6989, 3, 5090), (5090, 66, 249), (5090, 48, 382)]",6.313061,1.0
21,8.100239,"[({(2348, 17, 862), (2348, 100, 160), (2348, 17, 215), (2348, 48, 32)}, 1.158293779059401, 'baseline'), ({(8037, 149, 2348), (2348, 100, 160), (2348, 17, 862), (2348, 48, 32)}, 1.132607514315899, 'baseline'), ({(2348, 17, 862), (2348, 100, 160), (2348, 66, 1327), (2348, 48, 32)}, 1.117570930939989, 'baseline'), ({(2348, 43, 384), (2348, 100, 160), (2348, 17, 862), (2348, 48, 32)}, 1.058467917243765, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 66, 1327), (2348, 100, 160)}, 1.0548105762178197, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 17, 215), (2348, 100, 160)}, 1.051679663346495, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 17, 215), (2348, 48, 32)}, 1.0489626450924896, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 66, 1327), (2348, 48, 32)}, 1.0287409344143446, 'baseline'), ({(2348, 66, 1327), (2348, 17, 862), (2348, 17, 215), (2348, 100, 160)}, 1.0259323634619268, 'baseline'), ({(2348, 17, 871), (2348, 17, 862), (2348, 17, 215), (2348, 48, 32)}, 1.022721342023403, 'baseline'), ([(4393, 82, 1771), (4393, 17, 862), (2348, 17, 862)], 0.31709957, 'xrule'), ([(186, 17, 862), (186, 82, 1771), (2348, 17, 862)], 0.31519985, 'xrule'), ([(8435, 17, 862), (8435, 82, 1771), (2348, 17, 862)], 0.31499958, 'xrule'), ([(284, 17, 862), (284, 82, 1771), (2348, 17, 862)], 0.3125, 'xrule'), ([(2058, 17, 862), (2348, 17, 862), (2058, 82, 1771)], 0.3043003, 'xrule')]","(2348, 82, 1771)",1,[6.29438],[1],"[(160, 70, 9095), (2348, 100, 160), (12299, 82, 1771), (13452, 82, 1771), (13452, 39, 1327), (2348, 43, 384), (8370, 82, 1771), (9481, 82, 1771), (8733, 17, 215), (9095, 18, 1771), (8037, 149, 2348), (2348, 17, 862), (8004, 82, 1771), (2348, 17, 215), (8037, 149, 8004), (2348, 48, 32), (12299, 43, 384), (8370, 48, 32), (9481, 17, 862), (8733, 82, 1771), (2348, 66, 1327)]",6.29438,1.0
17,7.7511554,"[([(7315, 19, 559), (7315, 8, 663), (663, 8, 166), (166, 8, 663)], 0.52999973, 'xrule'), ([(1193, 8, 166), (1193, 6, 1301), (559, 7, 1301), (166, 8, 1193)], 0.46430016, 'xrule'), ([(3981, 123, 5965), (5965, 123, 3981), (3981, 8, 166), (3981, 3, 166), (5965, 19, 559), (166, 3, 3981)], 0.4463997, 'xrule'), ([(394, 19, 559), (166, 8, 394)], 0.4261999, 'xrule'), ([(166, 3, 3981), (3981, 19, 559), (3981, 8, 166), (3981, 3, 166)], 0.42529964, 'xrule'), ({(166, 8, 1040), (166, 8, 663), (166, 8, 1193), (4412, 8, 166)}, 0.06045345494495261, 'baseline'), ({(166, 8, 1040), (166, 8, 7785), (166, 8, 1193), (4412, 8, 166)}, 0.058577577588286404, 'baseline'), ({(2186, 8, 166), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.058160821919834675, 'baseline'), ({(166, 8, 1040), (166, 8, 663), (166, 8, 7785), (4412, 8, 166)}, 0.05551914405984805, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.055078546477693245, 'baseline'), ({(166, 8, 1040), (2186, 8, 166), (166, 8, 663), (4412, 8, 166)}, 0.05404857821832515, 'baseline'), ({(2186, 8, 166), (166, 8, 1040), (166, 8, 7785), (4412, 8, 166)}, 0.05340580176746618, 'baseline'), ({(7057, 8, 166), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.051364938707416596, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 663), (4412, 8, 166)}, 0.0513153476336432, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 7785), (4412, 8, 166)}, 0.049966852174804635, 'baseline')]","(166, 19, 559)",1,[7.241186],[1],"[(7315, 19, 559), (7315, 8, 663), (1193, 6, 1301), (166, 8, 663), (5965, 123, 3981), (166, 8, 1193), (559, 7, 1301), (663, 8, 166), (3981, 19, 559), (3981, 123, 5965), (394, 19, 559), (1193, 8, 166), (3981, 8, 166), (3981, 3, 166), (5965, 19, 559), (166, 3, 3981), (166, 8, 394)]",7.241186,1.0
23,6.5151615,"[([(2719, 134, 138), (726, 9, 138), (726, 75, 570), (138, 42, 2719), (726, 9, 570), (570, 9, 726), (2719, 41, 138)], 0.3324995, 'xrule'), ([(1271, 75, 570), (2719, 134, 1271), (570, 57, 1271), (1271, 57, 570), (1271, 9, 570)], 0.32119942, 'xrule'), ([(138, 92, 3165), (570, 92, 3165), (138, 42, 2719), (2719, 134, 138), (2719, 41, 138)], 0.31900024, 'xrule'), ({(2719, 41, 310), (2719, 41, 597), (2719, 41, 210), (2719, 41, 138)}, 0.30193142212067414, 'baseline'), ({(2719, 41, 310), (2719, 41, 597), (2719, 41, 138), (2719, 41, 212)}, 0.2948122433336064, 'baseline'), ({(2719, 41, 597), (2719, 41, 210), (2719, 41, 138), (2719, 41, 212)}, 0.29187683374156737, 'baseline'), ({(2719, 41, 310), (2719, 41, 597), (2719, 41, 2556), (2719, 41, 138)}, 0.2916489055813666, 'baseline'), ({(2719, 41, 597), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 138)}, 0.288781206937913, 'baseline'), ([(570, 235, 138), (917, 41, 138), (917, 177, 138), (138, 42, 917), (138, 9, 570), (570, 75, 138), (138, 75, 570), (2719, 21, 917), (570, 57, 138), (138, 57, 570), (917, 134, 138)], 0.28859997, 'xrule'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 138)}, 0.26414970654557585, 'baseline'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 138), (2719, 41, 212)}, 0.2628689219307082, 'baseline'), ([(1840, 27, 2719), (570, 42, 917), (1840, 27, 917)], 0.26039982, 'xrule'), ({(2719, 41, 310), (2719, 41, 2556), (2719, 41, 138), (2719, 41, 212)}, 0.25592140448231754, 'baseline'), ({(2719, 41, 210), (2719, 41, 2556), (2719, 41, 138), (2719, 41, 212)}, 0.25200943240539936, 'baseline'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 212)}, 0.2147798942548941, 'baseline')]","(2719, 41, 570)",1,[6.2080765],[5],"[(138, 92, 3165), (570, 9, 597), (210, 9, 570), (2719, 134, 1271), (1271, 9, 570), (1271, 75, 570), (2719, 41, 210), (726, 9, 138), (570, 57, 1271), (1271, 57, 570), (138, 9, 570), (212, 9, 570), (2719, 41, 597), (2719, 134, 138), (2719, 41, 310), (570, 92, 3165), (2719, 41, 212), (726, 75, 570), (726, 9, 570), (570, 9, 726), (2719, 41, 138), (310, 75, 570), (138, 42, 2719)]",6.2080765,5.0
