new_score,original_rank,new_ranks,new_rank,facts,#facts,new_scores,prediction,original_score
0.007181828482316632,1,"[2, 1]",1.5,"[([(6213, 3, 6), (20420, 3, 6), (20420, 8, 7410)], 0.21299998, 'xrule'), ([(20319, 2, 31), (6213, 2, 31), (20319, 8, 7410)], 0.21219999, 'xrule'), ([(20319, 2, 729), (6213, 2, 729), (20319, 8, 7410)], 0.20599999, 'xrule'), ([(6213, 3, 651)], 0.001963301738086136, 'kelpie'), ([(6213, 2, 30)], 0.0019352219283342825, 'kelpie'), ([(6213, 3, 20)], 0.0017759025337478224, 'kelpie')]",6,"[0.014335837215185165, 2.7819749448099174e-05]","(6213, 8, 7410)",8.857455395627767e-05
0.008106776267595706,1,"[2, 1]",1.5,"[([(5665, 3, 744)], 0.0007991434497191385, 'kelpie'), ([(5665, 3, 9)], 0.0007692309938378738, 'kelpie'), ([(5665, 3, 74)], 0.0007540623080346116, 'kelpie'), ([(15502, 8, 7427), (15502, 3, 41), (5665, 3, 41)], 0.00069999695, 'xrule'), ([(15502, 8, 7427), (15502, 3, 9), (5665, 3, 9)], 0.00049996376, 'xrule'), ([(5665, 3, 41), (14330, 8, 7427), (14330, 3, 41)], 0.00039994717, 'xrule')]",6,"[0.0161757655441761, 3.778699101530947e-05]","(5665, 8, 7427)",0.00212707556784153
0.015162950265221298,1,"[2, 1]",1.5,"[([(5411, 2, 31), (17452, 8, 7410), (17452, 2, 31)], 0.3717, 'xrule'), ([(15709, 2, 68), (5411, 2, 68), (15709, 8, 7410)], 0.20049998, 'xrule'), ([(17452, 2, 68), (17452, 8, 7410), (5411, 2, 68)], 0.1704, 'xrule'), ([(5411, 3, 5420)], 0.08897339090086065, 'kelpie'), ([(5411, 2, 68)], 0.08007654081041687, 'kelpie'), ([(5411, 2, 31)], 0.07164242396755496, 'kelpie')]",6,"[0.030024541541934013, 0.0003013589885085821]","(5411, 8, 7410)",0.010452235117554665
0.0016074965533334762,1,"[5, 1]",3.0,"[([(18547, 9, 7903), (18547, 2, 30), (7610, 2, 30)], 0.16660002, 'xrule'), ([(7610, 2, 30), (15964, 2, 30), (15964, 9, 7903)], 0.093000025, 'xrule'), ([(7610, 2, 30), (12077, 2, 30), (12077, 9, 7903)], 0.082400024, 'xrule'), ([(7610, 3, 7618)], 0.03497162739460695, 'kelpie'), ([(7610, 3, 7617)], 0.033119982989320285, 'kelpie'), ([(7610, 2, 68)], 0.02331466873463775, 'kelpie')]",6,"[0.0022407998330891132, 0.0009741932735778391]","(7610, 9, 7903)",0.00033357946085743606
7.103101461325423e-05,1,"[10, 4]",7.0,"[([(7628, 8, 7567)], 0.0021459164180661788, 'kelpie'), ([(7628, 3, 177)], 0.0021389559379870996, 'kelpie'), ([(7628, 4, 66)], 0.0021267199752558487, 'kelpie'), ([(24810, 12, 8676), (24810, 3, 6), (7628, 3, 6)], 0.00029999999, 'xrule'), ([(24810, 12, 8676), (7628, 2, 31), (24810, 2, 31)], 0.0002, 'xrule'), ([(10818, 12, 8676), (7628, 3, 40), (10818, 3, 40)], 0.0002, 'xrule')]",6,"[8.052830708038528e-06, 0.00013400919851846993]","(7628, 12, 8676)",0.000957758747972548
0.0008002096710697515,1,"[4, 4]",4.0,"[([(23766, 3, 6), (23766, 8, 7427), (6105, 3, 6)], 0.18629998, 'xrule'), ([(12691, 3, 6), (12691, 8, 7427), (6105, 3, 6)], 0.113900006, 'xrule'), ([(6105, 4, 66)], 0.0015559391809858076, 'kelpie'), ([(6105, 3, 2349)], -0.00016885779402955702, 'kelpie'), ([(6105, 3, 276)], -0.00023253185344145107, 'kelpie'), ([(17302, 3, 6), (6105, 3, 6), (17302, 8, 7427)], -0.01060003, 'xrule')]",6,"[0.0015655213501304388, 3.489799200906418e-05]","(6105, 8, 7427)",0.001002475735731423
0.9902002811431885,1,"[1, 1]",1.0,"[([(7450, 2, 30)], 0.019549357655211277, 'kelpie'), ([(7450, 3, 880)], 0.019259643720109333, 'kelpie'), ([(7450, 1, 65)], 0.01903160566288493, 'kelpie'), ([(10676, 10, 7830), (7450, 1, 65), (10676, 1, 65)], 0.0, 'xrule'), ([(11081, 1, 65), (7450, 1, 65), (11081, 10, 7830)], 0.0, 'xrule'), ([(7450, 3, 51), (24270, 10, 7830), (24270, 3, 51)], 0.0, 'xrule')]",6,"[0.9999734163284302, 0.9804271459579468]","(7450, 10, 7830)",5.266637259637719e-08
0.9937325716018677,1,"[1, 1]",1.0,"[([(6263, 1, 65)], 0.0001268797901980473, 'kelpie'), ([(6263, 3, 20)], 0.00011912030151518791, 'kelpie'), ([(6263, 2, 30)], 3.99776731420815e-05, 'kelpie'), ([(19076, 10, 7830), (6263, 1, 65), (19076, 1, 65)], 0.0, 'xrule'), ([(20890, 1, 65), (6263, 1, 65), (20890, 10, 7830)], 0.0, 'xrule'), ([(23424, 10, 7830), (6263, 1, 65), (23424, 1, 65)], 0.0, 'xrule')]",6,"[0.9999915361404419, 0.9874736070632935]","(6263, 10, 7830)",1.688314910097688e-08
0.06469205373286968,1,"[2, 3]",2.5,"[([(21749, 3, 220), (21749, 8, 7410), (6137, 3, 220)], 0.0020000003, 'xrule'), ([(21749, 8, 7410), (21749, 3, 36), (6137, 3, 36)], 0.0015000002, 'xrule'), ([(22798, 8, 7410), (22798, 3, 220), (6137, 3, 220)], 0.0007000002, 'xrule'), ([(6137, 3, 5070)], 0.00014606608306253638, 'kelpie'), ([(6137, 3, 902)], 0.0001448991358703596, 'kelpie'), ([(6137, 2, 31)], 0.00012012222998624916, 'kelpie')]",6,"[0.1292814463376999, 0.0001026611280394718]","(6137, 8, 7410)",0.0002039859682554379
0.9963190853595734,1,"[1, 1]",1.0,"[([(5067, 3, 4062)], 7.005405362661943e-07, 'kelpie'), ([(5067, 2, 29)], 6.873273971736232e-07, 'kelpie'), ([(5067, 3, 6)], 5.114238459320434e-07, 'kelpie'), ([(9941, 10, 7830), (5067, 3, 40), (9941, 3, 40)], 0.0, 'xrule'), ([(12792, 10, 7830), (12792, 3, 40), (5067, 3, 40)], 0.0, 'xrule'), ([(14852, 3, 40), (5067, 3, 40), (14852, 10, 7830)], 0.0, 'xrule')]",6,"[0.9999322891235352, 0.9927058815956116]","(5067, 10, 7830)",5.568748662199141e-08
