new_rank,#facts,new_scores,original_score,new_ranks,original_rank,prediction,facts,new_score
5760.0,5,"[0.00026626657927408814, 0.00011651311797322705]",0.9612560868263245,"[3070, 8450]",1,"(3929, 1, 27247)","[([(27247, 1, 3929), (3929, 1, 19718), (3929, 1, 31158), (3929, 1, 12915)], 0.3746117767392668, 'kelpie'), ([(27247, 1, 3929), (3929, 1, 31158), (3929, 1, 2716), (3929, 1, 12915)], 0.2682030012155011, 'kelpie'), ([(3929, 1, 19718), (3929, 1, 31158), (3929, 1, 2716), (3929, 1, 12915)], 0.16530446267348112, 'kelpie'), ([(27247, 1, 3929)], 0.039199997, 'xrule'), ([(21238, 5, 7581), (21238, 0, 3929), (7581, 6, 27247)], -0.0438, 'xrule')]",0.0001913898486236576
6760.0,4,"[0.0003087534278165549, 5.4473937780130655e-05]",0.9470379948616028,"[1082, 12438]",1,"(2887, 1, 7436)","[([(7436, 1, 2887), (2887, 1, 2888), (2887, 1, 16075), (16075, 1, 2887)], 0.9399167198162506, 'kelpie'), ([(7436, 1, 2887), (2887, 1, 16075), (16075, 1, 2887)], 0.9105654251947894, 'kelpie'), ([(7436, 1, 2887), (2887, 1, 16075)], 0.8673787000778107, 'kelpie'), ([(7436, 1, 2887)], 0.653, 'xrule')]",0.00018161368279834278
61.0,6,"[0.0018410506891086698, 0.0057049281895160675]",0.9375073909759521,"[99, 23]",1,"(8734, 1, 1538)","[([(1538, 1, 8734)], 0.62549996, 'xrule'), ([(1537, 1, 25180), (25180, 0, 8734), (25180, 1, 1537), (1537, 0, 1538)], 0.4982, 'xrule'), ([(1538, 1, 8734), (2613, 1, 8734), (8734, 1, 2613)], 0.41299394963823405, 'kelpie'), ([(1538, 1, 8734), (8734, 1, 2613), (2049, 0, 8734)], 0.3824304756930879, 'kelpie'), ([(1538, 1, 8734), (8734, 1, 2613)], 0.3225671463597884, 'kelpie'), ([(28868, 0, 8734), (28868, 1, 23323), (23323, 1, 28868), (23323, 0, 1538)], 0.2873, 'xrule')]",0.0037729894393123686
5073.5,4,"[5.37017040187493e-05, 4.765328048961237e-05]",0.8671815395355225,"[4853, 5294]",1,"(17492, 1, 20700)","[([(20700, 1, 17492), (26805, 1, 17492), (17492, 1, 26805)], 0.8862212784032175, 'kelpie'), ([(20700, 1, 17492), (26805, 1, 17492)], 0.5784552531727339, 'kelpie'), ([(20700, 1, 17492)], 0.4866, 'xrule'), ([(20700, 1, 17492), (17492, 1, 26805), (25092, 1, 17492)], 0.38568113423921524, 'kelpie')]",5.0677492254180834e-05
22214.5,6,"[2.4051751097431406e-05, 1.363566298095975e-05]",0.9578153491020203,"[17462, 26967]",1,"(3648, 1, 3647)","[([(3647, 1, 3648), (3648, 1, 8714), (8714, 1, 3648)], 0.9421294827278696, 'kelpie'), ([(3647, 1, 3648)], 0.2824, 'xrule'), ([(3647, 1, 3648), (3648, 1, 8714)], 0.23494432451996963, 'kelpie'), ([(3648, 1, 8714)], -0.053614397574831336, 'kelpie'), ([(8713, 1, 8714), (8713, 1, 3647), (3647, 1, 8713), (8714, 1, 8713), (3648, 1, 8714), (8714, 1, 3648)], -0.596, 'xrule'), ([(3647, 1, 11438), (8714, 1, 3648), (3648, 1, 8714), (8714, 1, 11438), (11438, 1, 8714), (11438, 1, 3647)], -0.7137, 'xrule')]",1.884370703919558e-05
25831.0,3,"[4.608500603353605e-06, 8.545595846953802e-06]",0.949526846408844,"[32261, 19401]",1,"(15168, 1, 35514)","[([(35514, 1, 15168)], 0.9763018992112468, 'kelpie'), ([(35514, 1, 15168)], 0.9438, 'xrule'), ([(15168, 0, 4807)], 0.01145146316166805, 'kelpie')]",6.577048225153703e-06
28.0,5,"[0.0004318490391597152, 0.001959024230018258]",0.673927366733551,"[41, 15]",1,"(36622, 2, 2580)","[([(4502, 6, 36622)], 0.026146653074860124, 'kelpie'), ([(637, 8, 36622)], 0.014272157985388759, 'kelpie'), ([(637, 8, 36622), (30955, 2, 2580), (637, 8, 30955)], 0.0018000001, 'xrule'), ([(637, 8, 36622), (637, 8, 2579), (2579, 2, 2580)], 0.0013000001, 'xrule'), ([(637, 8, 36622), (637, 8, 30419), (30419, 2, 2580)], 0.0012, 'xrule')]",0.0011954366345889866
22812.0,6,"[4.7632835048716515e-05, 1.7074078641599044e-05]",0.9036061763763428,"[16306, 29318]",1,"(3447, 1, 9780)","[([(9780, 1, 3447), (3447, 1, 7044), (3447, 1, 2835), (3447, 1, 15322)], 0.6406596149501428, 'kelpie'), ([(9780, 1, 3447)], 0.3527, 'xrule'), ([(9780, 1, 3447), (3447, 1, 2835), (3447, 1, 15322), (3447, 1, 7207)], 0.25200108780230285, 'kelpie'), ([(2834, 1, 2835), (9780, 1, 2834), (2835, 1, 2834), (2835, 1, 3447), (3447, 1, 2835), (2834, 1, 9780)], 0.2251, 'xrule'), ([(3447, 1, 7044), (3447, 1, 2835), (3447, 1, 15322), (3447, 1, 7207)], 0.04935507006612704, 'kelpie'), ([(9780, 1, 2834), (2834, 1, 7044), (7044, 1, 3447), (7044, 1, 2834), (3447, 1, 7044), (2834, 1, 9780)], -0.041500002, 'xrule')]",3.235345684515778e-05
29.0,2,"[0.00011812583397841081, 0.00020044991106260568]",0.5521760582923889,"[37, 21]",1,"(34310, 0, 184)","[([(1038, 4, 34310)], 0.13608289806642984, 'kelpie'), ([(34310, 4, 34311)], -0.24410792106208304, 'kelpie')]",0.00015928787252050824
33367.0,5,"[4.329039256845135e-06, 4.7031066969793756e-06]",0.8556263446807861,"[33242, 33492]",1,"(4697, 1, 3858)","[([(3858, 1, 4697), (4697, 1, 3857)], 0.8964031228394201, 'kelpie'), ([(3858, 1, 4697), (3857, 1, 4697)], 0.8736720566377968, 'kelpie'), ([(3858, 1, 4697), (4697, 0, 1128)], 0.8657756331241792, 'kelpie'), ([(3858, 1, 4697)], 0.4432, 'xrule'), ([(4697, 1, 3857), (3858, 1, 3857), (3857, 1, 3858), (3857, 1, 4697)], -0.5532, 'xrule')]",4.516072976912255e-06
16434.5,4,"[0.0003019203431904316, 1.893402986752335e-05]",0.9748260378837585,"[2710, 30159]",1,"(624, 1, 34337)","[([(34337, 1, 624), (624, 1, 10480), (624, 1, 623), (624, 1, 8099)], 0.5746753053393695, 'kelpie'), ([(34337, 1, 624), (624, 1, 10480), (624, 1, 21735), (624, 1, 8099)], 0.4889560766273583, 'kelpie'), ([(34337, 1, 624)], 0.3552, 'xrule'), ([(624, 1, 10480), (624, 1, 21735), (624, 1, 623), (624, 1, 8099)], 0.043729583717316445, 'kelpie')]",0.00016042718652897747
6569.0,6,"[2.3508546291850507e-05, 1.0785945050884038e-05]",0.9237152934074402,"[780, 12358]",1,"(14841, 1, 11642)","[([(11642, 1, 14841), (27207, 1, 14841), (14841, 1, 19445), (14841, 1, 27207)], 0.8861452228951537, 'kelpie'), ([(11642, 1, 14841), (27207, 1, 14841), (14841, 1, 27207), (14841, 0, 13741)], 0.7766308651637104, 'kelpie'), ([(11642, 1, 14841), (14841, 1, 19445), (14841, 1, 27207), (19445, 1, 14841)], 0.6563138810095485, 'kelpie'), ([(11642, 1, 14841)], 0.3636, 'xrule'), ([(14841, 1, 27207), (27207, 1, 14841), (11642, 0, 11643), (27207, 0, 11643)], 0.008300006, 'xrule'), ([(11642, 0, 11643), (14841, 1, 19445), (19445, 1, 14841), (19445, 0, 11643)], 9.998679e-05, 'xrule')]",1.7147245671367273e-05
