facts,exp,original_rank,new_scores,new_ranks,new_score,exp_length,new_rank,prediction,original_score
"[([(9662, 100, 160), (8270, 28, 32), (9662, 48, 32), (8270, 13, 32)], 1.2041998, 'xrule'), ({(8270, 28, 32)}, 0.17706588964274395, 'baseline'), ({(8270, 34, 90)}, 0.10007385448749935, 'baseline'), ({(8270, 86, 441)}, 0.07795147133301425, 'baseline'), ({(4169, 6, 8270)}, 0.03911308474876376, 'baseline'), ({(911, 59, 8270)}, 0.035349885925242415, 'baseline'), ({(8270, 31, 3257)}, 0.0273685855299586, 'baseline'), ({(1121, 7, 8270)}, 0.024836580248544963, 'baseline'), ({(10343, 6, 8270)}, 0.01804832641310655, 'baseline'), ({(8270, 31, 655)}, 0.01266197391461417, 'baseline'), ({(4156, 173, 8270)}, 0.008904497080388762, 'baseline')]","[(9662, 100, 160), (8270, 28, 32), (9662, 48, 32), (8270, 13, 32)]",1,[8.285916],[1],8.285916,4,1.0,"(8270, 14, 160)",8.478947
"[([(8201, 24, 592), (8201, 17, 862), (8285, 224, 592), (8201, 66, 592)], 0.49020004, 'xrule'), ({(8285, 21, 10982)}, 0.04283575246968313, 'baseline'), ({(37, 8, 8285)}, 0.0008049411083015118, 'baseline'), ({(8285, 8, 5181)}, -0.007040937461808648, 'baseline'), ({(5181, 8, 8285)}, -0.007843931248664993, 'baseline'), ({(1878, 21, 8285)}, -0.011950929675172509, 'baseline'), ({(8285, 8, 2228)}, -0.01524682814480905, 'baseline'), ({(2228, 8, 8285)}, -0.016383131100050432, 'baseline'), ({(8285, 8, 360)}, -0.019659002354196747, 'baseline'), ({(360, 8, 8285)}, -0.020499189426040218, 'baseline'), ({(1434, 8, 8285)}, -0.024093587899315844, 'baseline')]","[(8201, 24, 592), (8201, 17, 862), (8285, 224, 592), (8201, 66, 592)]",1,[6.851143],[1],6.851143,4,1.0,"(8285, 17, 862)",6.5313535
"[([(841, 95, 521), (1432, 49, 1796), (1796, 130, 1432), (1432, 95, 521)], 0.04979992, 'xrule'), ({(3082, 49, 1796)}, 0.02147201724524974, 'baseline'), ({(8620, 49, 1796)}, 0.012392084088519408, 'baseline'), ({(1796, 130, 555)}, 0.00948480788910977, 'baseline'), ({(6780, 49, 1796)}, 0.009316484378732224, 'baseline'), ({(1796, 130, 164)}, 0.008533994608736052, 'baseline'), ({(11759, 49, 1796)}, 0.008453885976456424, 'baseline'), ({(1796, 130, 4219)}, -0.005145032936157885, 'baseline'), ({(1796, 130, 7077)}, -0.005830247917364889, 'baseline'), ({(7077, 49, 1796)}, -0.008440454529260918, 'baseline'), ({(1796, 130, 2178)}, -0.009788950014769763, 'baseline')]","[(841, 95, 521), (1796, 130, 1432), (1432, 49, 1796), (1432, 95, 521)]",1,[6.5118484],[4],6.5118484,4,4.0,"(1796, 130, 841)",6.8177223
"[([(1754, 29, 331), (181, 152, 331), (331, 152, 181)], 0.10509968, 'xrule'), ({(1754, 29, 75)}, 0.02005008883102955, 'baseline'), ({(1754, 29, 1080)}, 0.019526044775797575, 'baseline'), ({(1754, 29, 331)}, 0.01838735764779387, 'baseline'), ({(1754, 29, 1405)}, 0.01760296051848627, 'baseline'), ({(1754, 29, 449)}, 0.01159099766704525, 'baseline'), ({(1754, 104, 2722)}, 0.007664720460673558, 'baseline'), ({(1754, 29, 1302)}, 0.006980935999259575, 'baseline'), ({(3465, 65, 1754)}, 0.004673520995720524, 'baseline'), ({(910, 65, 1754)}, 0.003884355485272087, 'baseline'), ({(1829, 65, 1754)}, 0.003816644590655636, 'baseline')]","[(1754, 29, 331), (181, 152, 331), (331, 152, 181)]",1,[6.008305],[1],6.008305,3,1.0,"(1754, 29, 181)",5.848309
"[([(8210, 66, 592), (2946, 66, 592), (2946, 24, 592), (8210, 17, 215)], 0.19129944, 'xrule'), ({(2946, 85, 434)}, 0.18245891789571134, 'baseline'), ({(2946, 43, 141)}, 0.17116169192964825, 'baseline'), ({(2946, 48, 32)}, 0.1332664891490262, 'baseline'), ({(2946, 17, 862)}, 0.11711315351859682, 'baseline'), ({(2946, 24, 592)}, 0.05022052953832598, 'baseline'), ({(2946, 66, 592)}, 0.03161529728024493, 'baseline'), ({(2671, 47, 2946)}, 0.02340797612099134, 'baseline'), ({(2946, 6, 4395)}, 0.006314317673724693, 'baseline'), ({(2946, 19, 1965)}, -0.011487920785564378, 'baseline'), ({(2946, 45, 6046)}, -0.019942243621997997, 'baseline')]","[(8210, 66, 592), (2946, 66, 592), (2946, 24, 592), (8210, 17, 215)]",1,[6.385274],[1],6.385274,4,1.0,"(2946, 17, 215)",6.474165
"[([(7787, 28, 32), (7349, 28, 32), (7787, 193, 32), (7349, 31, 136), (7787, 13, 32)], 0.35189915, 'xrule'), ({(7787, 31, 657)}, 0.23138145687231448, 'baseline'), ({(7787, 31, 658)}, 0.1523142263037126, 'baseline'), ({(7787, 13, 32)}, 0.14845947472977553, 'baseline'), ({(7787, 14, 160)}, 0.09701351360642732, 'baseline'), ({(7787, 136, 34)}, 0.0767536563860801, 'baseline'), ({(7787, 115, 747)}, 0.07259849738130089, 'baseline'), ({(7787, 11, 23)}, 0.07049850654258462, 'baseline'), ({(7787, 34, 90)}, 0.05240635108443728, 'baseline'), ({(7787, 193, 1080)}, 0.026759187645797614, 'baseline'), ({(7787, 86, 2317)}, 0.0037355822758215027, 'baseline')]","[(7787, 28, 32), (7349, 28, 32), (7349, 31, 136), (7787, 193, 32), (7787, 13, 32)]",1,[6.9596148],[1],6.9596148,5,1.0,"(7787, 31, 136)",6.917391
"[([(158, 218, 181), (8365, 14, 5086), (5086, 70, 181)], 0.48340034, 'xrule'), ({(8365, 13, 1260)}, 0.054804841964492285, 'baseline'), ({(8365, 13, 1934)}, 0.03896431158067309, 'baseline'), ({(8365, 13, 27)}, 0.03791240881048641, 'baseline'), ({(8365, 13, 202)}, 0.03491691773054723, 'baseline'), ({(8365, 13, 1046)}, 0.02644161409750666, 'baseline'), ({(8365, 13, 274)}, 0.026158372804581376, 'baseline'), ({(8365, 13, 1080)}, 0.020482103299434385, 'baseline'), ({(8365, 13, 119)}, 0.018220941511007612, 'baseline'), ({(8365, 13, 181)}, 0.016730348539374006, 'baseline'), ({(8365, 13, 92)}, 0.015153924887896577, 'baseline')]","[(158, 218, 181), (8365, 14, 5086), (5086, 70, 181)]",1,[5.849881],[1],5.849881,3,1.0,"(8365, 13, 158)",5.7749047
"[([(7436, 25, 62), (6632, 217, 3433), (6632, 25, 62)], 0.28180027, 'xrule'), ({(7436, 25, 62)}, 0.17600635746453278, 'baseline'), ({(32, 15, 7436)}, 0.16985325076040964, 'baseline'), ({(3373, 15, 7436)}, 0.1320648595305118, 'baseline'), ({(7445, 68, 7436)}, 0.12646869859913526, 'baseline'), ({(7436, 166, 90)}, 0.10293297011742134, 'baseline'), ({(1177, 89, 7436)}, 0.09682373238930084, 'baseline'), ({(7436, 101, 6854)}, 0.08328823284533646, 'baseline'), ({(7436, 101, 975)}, 0.06920818517060345, 'baseline'), ({(7436, 101, 9982)}, 0.051689187968534576, 'baseline'), ({(706, 89, 7436)}, 0.04378990361449153, 'baseline')]","[(7436, 25, 62), (6632, 217, 3433), (6632, 25, 62)]",1,[8.984785],[1],8.984785,3,1.0,"(7436, 217, 3433)",9.396436
"[([(1827, 10, 4491), (2369, 10, 4491), (1827, 182, 2517)], 0.15780067, 'xrule'), ({(2369, 10, 4491)}, 0.1061001224830781, 'baseline'), ({(2369, 10, 5312)}, 0.09692386823896294, 'baseline'), ({(2369, 10, 9728)}, 0.07240871618838009, 'baseline'), ({(2369, 10, 2070)}, 0.0723839206746596, 'baseline'), ({(2369, 7, 6604)}, 0.03318885988834, 'baseline'), ({(2369, 7, 1431)}, 0.021774332007021804, 'baseline'), ({(7800, 19, 2369)}, 0.01686290924725994, 'baseline'), ({(2369, 7, 7271)}, 0.010015527689571044, 'baseline'), ({(2471, 30, 2369)}, 0.0041571063365798445, 'baseline'), ({(2369, 7, 2471)}, 0.0027828616467820088, 'baseline')]","[(1827, 10, 4491), (2369, 10, 4491), (1827, 182, 2517)]",1,[9.379449],[1],9.379449,3,1.0,"(2369, 182, 2517)",9.2232685
"[([(7479, 19, 1857), (1662, 19, 2998), (1662, 19, 1857), (1857, 47, 7479)], 0.40470028, 'xrule'), ({(7479, 19, 1857)}, 0.2501097131474436, 'baseline'), ({(1857, 47, 7479)}, 0.23149208310589017, 'baseline'), ({(7479, 17, 862)}, 0.17532448031026113, 'baseline'), ({(7479, 19, 39)}, 0.17316726899641058, 'baseline'), ({(447, 22, 7479)}, 0.1371241017558892, 'baseline'), ({(171, 50, 7479)}, 0.06725887487167584, 'baseline'), ({(7479, 43, 141)}, 0.0348987979293745, 'baseline'), ({(3169, 22, 7479)}, 0.020649949972801018, 'baseline'), ({(1253, 71, 7479)}, 0.005048791845419233, 'baseline'), ({(7479, 85, 434)}, 0.0026083392789840914, 'baseline')]","[(7479, 19, 1857), (1662, 19, 2998), (1662, 19, 1857), (1857, 47, 7479)]",1,[4.597878],[5],4.597878,4,5.0,"(7479, 19, 2998)",6.0403447
"[([(2323, 25, 62), (4111, 25, 62), (4111, 26, 494)], 0.44110012, 'xrule'), ({(2323, 25, 62)}, 0.38216213560659, 'baseline'), ({(1794, 2, 2323)}, 0.1326866551522084, 'baseline'), ({(2323, 107, 163)}, 0.1244087620806554, 'baseline'), ({(2323, 107, 8253)}, 0.08844188884148571, 'baseline'), ({(2323, 1, 11771)}, -0.01824184233641574, 'baseline'), ({(2323, 107, 9877)}, -0.024476011334499777, 'baseline'), ({(2323, 107, 7405)}, -0.025133092955511315, 'baseline'), ({(7820, 145, 2323)}, -0.04212375454971147, 'baseline'), ({(4191, 162, 2323)}, -0.05218978696526975, 'baseline'), ({(2323, 1, 2930)}, -0.054836233157735954, 'baseline')]","[(2323, 25, 62), (4111, 25, 62), (4111, 26, 494)]",1,[9.745727],[1],9.745727,3,1.0,"(2323, 91, 494)",9.398626
"[({(4638, 20, 1727)}, 0.2909164837080739, 'baseline'), ([(1727, 25, 62), (2771, 25, 62), (2771, 17, 432)], 0.28569984, 'xrule'), ({(1727, 17, 1415)}, 0.23108963252427323, 'baseline'), ({(1727, 17, 10844)}, 0.171841661681867, 'baseline'), ({(1727, 41, 212)}, 0.10571579176875096, 'baseline'), ({(1727, 19, 908)}, 0.06719307138404176, 'baseline'), ({(4851, 47, 1727)}, 0.06686977576950939, 'baseline'), ({(212, 42, 1727)}, 0.06472400856089006, 'baseline'), ({(1727, 19, 4220)}, 0.044250528276581914, 'baseline'), ({(1727, 19, 1250)}, 0.04206279940903348, 'baseline'), ({(1727, 25, 62)}, 0.03137497136928756, 'baseline')]","[(4638, 20, 11706), (4638, 20, 1727), (11706, 17, 432)]",1,[6.792719],[2],6.792719,3,2.0,"(1727, 17, 432)",7.2044873
"[({(13994, 154, 2438)}, 1.506650038352971, 'baseline'), ([(13994, 154, 2438), (32, 15, 134), (134, 154, 2438)], 1.4225998, 'xrule'), ({(13994, 127, 2792)}, 0.7161570048625304, 'baseline'), ({(12732, 24, 13994)}, -0.09426637454545823, 'baseline'), ({(2792, 15, 13994)}, -0.10487218663162073, 'baseline'), ({(3891, 66, 13994)}, -0.18400903483652847, 'baseline'), ({(3891, 24, 13994)}, -0.22785897971221186, 'baseline'), ({(12732, 66, 13994)}, -0.24127336256403314, 'baseline')]","[(32, 154, 2438), (13994, 154, 2438)]",1,[6.8773108],[1],6.8773108,2,1.0,"(13994, 133, 32)",7.4030623
"[([(434, 161, 4358), (4358, 148, 2861), (434, 161, 705)], 0.16940022, 'xrule'), ({(434, 161, 705)}, 0.11189274032584903, 'baseline'), ({(705, 148, 4558)}, 0.0843058033063371, 'baseline'), ({(705, 148, 7018)}, 0.0834150714942659, 'baseline'), ({(705, 148, 2034)}, 0.08244232370972912, 'baseline'), ({(705, 148, 4653)}, 0.08040050699692389, 'baseline'), ({(705, 148, 1264)}, 0.07967094610640274, 'baseline'), ({(705, 148, 1922)}, 0.07864383887614156, 'baseline'), ({(705, 148, 9623)}, 0.07855133247314734, 'baseline'), ({(705, 148, 4599)}, 0.07614616586643755, 'baseline'), ({(705, 148, 3021)}, 0.07547573278998194, 'baseline')]","[(434, 161, 4358), (4358, 148, 2861), (434, 161, 705)]",1,[7.2506204],[1],7.2506204,3,1.0,"(705, 148, 2861)",6.9772243
"[({(119, 15, 13557)}, 2.2321268270167343, 'baseline'), ([(119, 15, 13557), (119, 15, 11915), (11915, 154, 2620)], 1.8086, 'xrule'), ({(13557, 25, 62)}, 0.3823500094276588, 'baseline'), ({(10423, 15, 13557)}, -0.17517276549369915, 'baseline')]","[(119, 154, 2620), (119, 15, 13557)]",1,[5.824813],[1],5.824813,2,1.0,"(13557, 154, 2620)",6.6576047
"[([(10437, 48, 32), (8646, 48, 32), (8646, 43, 141)], 1.1538, 'xrule'), ({(10437, 48, 32)}, 0.9265537753990102, 'baseline'), ({(10437, 39, 150)}, 0.30335430426104115, 'baseline'), ({(10437, 19, 1060)}, 0.10788635448685126, 'baseline'), ({(10437, 17, 2044)}, 0.050128023141455716, 'baseline'), ({(10437, 66, 2607)}, -0.03172393614683845, 'baseline'), ({(10437, 24, 2607)}, -0.03905387692120701, 'baseline'), ({(3644, 183, 10437)}, -0.11937614241529006, 'baseline'), ({(10437, 38, 3644)}, -0.30351253232287806, 'baseline')]","[(10437, 48, 32), (8646, 48, 32), (8646, 43, 141)]",1,[7.36279],[1],7.36279,3,1.0,"(10437, 43, 141)",8.017205
"[([(4994, 220, 6386), (3120, 25, 62), (4994, 25, 62)], 0.3217001, 'xrule'), ({(3120, 25, 62)}, 0.22822670217765548, 'baseline'), ({(3120, 220, 4005)}, 0.13192180837018777, 'baseline'), ({(3120, 120, 791)}, 0.11019901474858934, 'baseline'), ({(3120, 148, 4599)}, 0.10715011795062188, 'baseline'), ({(3120, 148, 7018)}, 0.10687164504639265, 'baseline'), ({(3120, 148, 4558)}, 0.10130027968290868, 'baseline'), ({(3120, 148, 9623)}, 0.09146885114604962, 'baseline'), ({(3120, 148, 1264)}, 0.08481315807346074, 'baseline'), ({(434, 161, 3120)}, 0.08249572948613013, 'baseline'), ({(3120, 148, 2861)}, 0.07231907083569475, 'baseline')]","[(3120, 25, 62), (4994, 25, 62), (4994, 220, 6386)]",1,[8.660285],[1],8.660285,3,1.0,"(3120, 220, 6386)",8.844319
"[([(529, 20, 2611), (4269, 25, 62), (529, 20, 4269)], 0.16429996, 'xrule'), ({(985, 92, 2611)}, 0.16225628111196172, 'baseline'), ({(1271, 92, 2611)}, 0.11541370589896502, 'baseline'), ({(5600, 20, 2611)}, 0.11188987927246638, 'baseline'), ({(6196, 76, 2611)}, 0.10069088179766103, 'baseline'), ({(2611, 41, 985)}, 0.09636739927480018, 'baseline'), ({(1931, 76, 2611)}, 0.04434398838314324, 'baseline'), ({(2994, 20, 2611)}, 0.037138025237647074, 'baseline'), ({(3651, 20, 2611)}, 0.026431123709999938, 'baseline'), ({(2611, 160, 249)}, 0.025875131571182694, 'baseline'), ({(9005, 76, 2611)}, 0.019839326803227152, 'baseline')]","[(529, 20, 2611), (529, 20, 4269), (4269, 25, 62)]",1,[7.418927],[1],7.418927,3,1.0,"(2611, 25, 62)",7.586446
"[([(4747, 17, 862), (13433, 100, 160), (4747, 100, 160)], 0.8880005, 'xrule'), ({(13433, 100, 160)}, 0.6836386175725041, 'baseline'), ({(13433, 43, 141)}, 0.3301573210764603, 'baseline'), ({(13433, 17, 967)}, 0.1966724799547523, 'baseline'), ({(13433, 100, 4849)}, 0.15926841948870335, 'baseline'), ({(8242, 50, 13433)}, -0.01392837341440232, 'baseline'), ({(9917, 50, 13433)}, -0.031165083000817516, 'baseline'), ({(13433, 100, 14172)}, -0.3944100917692098, 'baseline')]","[(4747, 17, 862), (13433, 100, 160), (4747, 100, 160)]",1,[7.0824594],[1],7.0824594,3,1.0,"(13433, 17, 862)",7.1964135
"[([(1551, 135, 32), (1806, 18, 10398), (1551, 133, 32), (1806, 135, 32), (32, 15, 1806), (1806, 133, 32), (32, 15, 1551), (1806, 205, 32), (1551, 205, 32)], 0.36310005, 'xrule'), ({(1551, 25, 62)}, 0.0405970019917671, 'baseline'), ({(1551, 18, 1172)}, 0.021818200996765784, 'baseline'), ({(6653, 35, 1551)}, 0.01582817263028254, 'baseline'), ({(6448, 35, 1551)}, 0.01512436097820914, 'baseline'), ({(5745, 35, 1551)}, 0.011977235728886423, 'baseline'), ({(2617, 35, 1551)}, 0.010695497435604245, 'baseline'), ({(7692, 35, 1551)}, 0.010253946279211513, 'baseline'), ({(4733, 35, 1551)}, 0.009509126608642143, 'baseline'), ({(4461, 35, 1551)}, 0.008561174357532926, 'baseline'), ({(1551, 222, 10671)}, 0.008489648764711897, 'baseline')]","[(1551, 135, 32), (1806, 18, 10398), (1806, 135, 32), (1551, 133, 32), (32, 15, 1806), (1806, 133, 32), (32, 15, 1551), (1806, 205, 32), (1551, 205, 32)]",1,[6.505836],[1],6.505836,9,1.0,"(1551, 18, 10398)",6.7144117
"[([(6277, 25, 62), (6053, 25, 62), (32, 15, 6277), (6277, 133, 32)], 0.95619965, 'xrule'), ({(6053, 85, 434)}, 0.2187366890549203, 'baseline'), ({(6053, 24, 6277)}, 0.19687370523086023, 'baseline'), ({(6053, 66, 2274)}, 0.047804872509326635, 'baseline'), ({(6053, 77, 558)}, -0.042915304211505266, 'baseline'), ({(558, 77, 6053)}, -0.04468723110300056, 'baseline'), ({(6053, 77, 12242)}, -0.04500671198995799, 'baseline'), ({(6053, 38, 9994)}, -0.0473785000200705, 'baseline'), ({(6053, 77, 8619)}, -0.04767318536612417, 'baseline'), ({(8619, 77, 6053)}, -0.0511884289350413, 'baseline'), ({(6053, 3, 7677)}, -0.05230804257596265, 'baseline')]","[(6277, 133, 32), (6277, 25, 62), (6053, 25, 62), (32, 15, 6277)]",1,[8.213284],[1],8.213284,4,1.0,"(6053, 48, 32)",8.074702
"[([(3224, 25, 62), (3224, 13, 2046), (7744, 25, 62)], 0.12349987, 'xrule'), ({(7744, 13, 4474)}, 0.02661422912954373, 'baseline'), ({(7744, 13, 2091)}, 0.0264978808997319, 'baseline'), ({(7744, 13, 993)}, 0.025910417497285156, 'baseline'), ({(7744, 13, 1304)}, 0.024400751061684708, 'baseline'), ({(7744, 13, 816)}, 0.023652116717434214, 'baseline'), ({(7744, 13, 1280)}, 0.0198622149713627, 'baseline'), ({(7744, 13, 7467)}, 0.01981357762756246, 'baseline'), ({(7744, 13, 1585)}, 0.019620935377979976, 'baseline'), ({(7744, 13, 331)}, 0.01758865540248213, 'baseline'), ({(7744, 25, 62)}, 0.01589779086921136, 'baseline')]","[(3224, 25, 62), (3224, 13, 2046), (7744, 25, 62)]",1,[5.817931],[2],5.817931,3,2.0,"(7744, 13, 2046)",5.7034497
"[([(13056, 43, 141), (4819, 43, 141), (13056, 85, 434)], 0.89679956, 'xrule'), ({(4819, 43, 141)}, 0.6342544997238092, 'baseline'), ({(4819, 17, 243)}, 0.2584753443046, 'baseline'), ({(4819, 48, 1124)}, 0.24086956266633233, 'baseline'), ({(4819, 82, 2456)}, 0.11601642807436056, 'baseline'), ({(4819, 202, 4168)}, 0.008948366099702433, 'baseline'), ({(7942, 22, 4819)}, 0.0052109164399401975, 'baseline'), ({(4819, 82, 7859)}, -0.0017232495087375636, 'baseline'), ({(4819, 19, 759)}, -0.017270048198933238, 'baseline'), ({(9618, 155, 4819)}, -0.05010696224196285, 'baseline'), ({(4819, 17, 3482)}, -0.062308271411167, 'baseline')]","[(13056, 43, 141), (4819, 43, 141), (13056, 85, 434)]",1,[7.484834],[1],7.484834,3,1.0,"(4819, 85, 434)",7.9445515
"[([(457, 10, 6825), (7803, 30, 1759), (457, 7, 7803)], 0.085700035, 'xrule'), ({(1759, 7, 5031)}, 0.01772026246793269, 'baseline'), ({(1759, 47, 2934)}, 0.013739149031823697, 'baseline'), ({(2934, 19, 1759)}, 0.012692014640120906, 'baseline'), ({(7641, 30, 1759)}, 0.011271993605139056, 'baseline'), ({(1759, 10, 1256)}, 0.010835687605705724, 'baseline'), ({(1759, 7, 3828)}, 0.010356466254275047, 'baseline'), ({(1759, 7, 7641)}, 0.009483377403675976, 'baseline'), ({(1759, 7, 7504)}, 0.00886968797903063, 'baseline'), ({(1759, 7, 2670)}, 0.006442109993080964, 'baseline'), ({(1759, 10, 9617)}, 0.005075017882493693, 'baseline')]","[(457, 10, 6825), (7803, 30, 1759), (457, 7, 7803)]",1,[6.2007694],[1],6.2007694,3,1.0,"(1759, 10, 6825)",6.1227975
"[([(8407, 85, 434), (5090, 43, 141), (8407, 43, 141)], 0.6602001, 'xrule'), ({(5090, 48, 382)}, 0.19183973536626167, 'baseline'), ({(5090, 66, 249)}, 0.12562660419896007, 'baseline'), ({(5090, 48, 308)}, 0.10131887629568878, 'baseline'), ({(5090, 77, 4974)}, -0.0022091465792865262, 'baseline'), ({(5090, 8, 2422)}, -0.006256063488979647, 'baseline'), ({(7785, 8, 5090)}, -0.020758112014688006, 'baseline'), ({(5090, 8, 3666)}, -0.020763357206491303, 'baseline'), ({(3666, 8, 5090)}, -0.021211107298845094, 'baseline'), ({(3666, 3, 5090)}, -0.021693666489946348, 'baseline'), ({(5090, 3, 3666)}, -0.022020776789017805, 'baseline')]","[(8407, 85, 434), (5090, 43, 141), (8407, 43, 141)]",1,[6.69094],[1],6.69094,3,1.0,"(5090, 85, 434)",6.9438825
"[({(2348, 17, 862)}, 0.32506470020134537, 'baseline'), ([(4393, 82, 1771), (4393, 17, 862), (2348, 17, 862)], 0.31709957, 'xrule'), ({(2348, 48, 32)}, 0.2117481636234095, 'baseline'), ({(2348, 100, 160)}, 0.19752029645808114, 'baseline'), ({(8037, 149, 2348)}, 0.17963604193111687, 'baseline'), ({(2348, 17, 215)}, 0.1385403081655898, 'baseline'), ({(2348, 66, 1327)}, 0.12563232623662757, 'baseline'), ({(2348, 187, 2349)}, 0.06495575139891734, 'baseline'), ({(2348, 17, 871)}, 0.04686168856343314, 'baseline'), ({(2348, 43, 384)}, 0.04607013889703234, 'baseline'), ({(3075, 1, 2348)}, 0.0172214908074051, 'baseline')]","[(9481, 82, 1771), (9481, 17, 862), (2348, 17, 862)]",1,[8.062482],[1],8.062482,3,1.0,"(2348, 82, 1771)",8.100239
"[([(7315, 19, 559), (7315, 8, 663), (663, 8, 166), (166, 8, 663)], 0.52999973, 'xrule'), ({(166, 8, 1040)}, 0.017699281617784477, 'baseline'), ({(4412, 8, 166)}, 0.01668743316851036, 'baseline'), ({(166, 8, 1193)}, 0.012467424359061651, 'baseline'), ({(166, 8, 663)}, 0.009115259132597852, 'baseline'), ({(166, 8, 7785)}, 0.008495370797365835, 'baseline'), ({(2186, 8, 166)}, 0.006930391231214127, 'baseline'), ({(166, 38, 1301)}, 0.0057030123860526095, 'baseline'), ({(7057, 8, 166)}, 0.0002069873273994431, 'baseline'), ({(166, 8, 2299)}, -0.0006503659067133153, 'baseline'), ({(7057, 3, 166)}, -0.002314527551430665, 'baseline')]","[(7315, 19, 559), (7315, 8, 663), (663, 8, 166), (166, 8, 663)]",1,[7.8388166],[1],7.8388166,4,1.0,"(166, 19, 559)",7.7511554
"[([(2719, 134, 138), (726, 9, 138), (726, 75, 570), (138, 42, 2719), (726, 9, 570), (570, 9, 726), (2719, 41, 138)], 0.3324995, 'xrule'), ({(2719, 41, 138)}, 0.09082035258978592, 'baseline'), ({(2719, 41, 597)}, 0.08024887275272057, 'baseline'), ({(2719, 41, 310)}, 0.05201725192393303, 'baseline'), ({(2719, 41, 210)}, 0.04989437288253457, 'baseline'), ({(138, 42, 2719)}, 0.04864505953753443, 'baseline'), ({(2719, 41, 212)}, 0.04820636936638064, 'baseline'), ({(2719, 41, 2556)}, 0.045808832150373534, 'baseline'), ({(2719, 134, 138)}, 0.043013612734624715, 'baseline'), ({(2719, 134, 1271)}, 0.03683666413385549, 'baseline'), ({(2719, 41, 3726)}, 0.020204584058324534, 'baseline')]","[(726, 9, 138), (2719, 41, 138), (726, 75, 570), (138, 42, 2719), (726, 9, 570), (570, 9, 726), (2719, 134, 138)]",1,[6.5859737],[2],6.5859737,7,2.0,"(2719, 41, 570)",6.5151615
"[([(1843, 30, 2820), (4057, 48, 32), (2820, 7, 1843), (4057, 19, 2820)], 0.3881998, 'xrule'), ({(1843, 34, 90)}, 0.12316326341370488, 'baseline'), ({(410, 32, 1843)}, 0.0758190555546245, 'baseline'), ({(1843, 86, 410)}, 0.0631246967164394, 'baseline'), ({(1843, 106, 3373)}, 0.02577404206312649, 'baseline'), ({(4057, 38, 1843)}, 0.023914377159480457, 'baseline'), ({(1843, 183, 4593)}, 0.01682762329738805, 'baseline'), ({(6371, 6, 1843)}, 0.013991395904614873, 'baseline'), ({(2355, 6, 1843)}, -0.011288602910159441, 'baseline'), ({(4593, 38, 1843)}, -0.012544591969080861, 'baseline'), ({(9791, 6, 1843)}, -0.016914327659551632, 'baseline')]","[(1843, 30, 2820), (2820, 7, 1843), (4057, 48, 32), (4057, 19, 2820)]",1,[8.309204],[1],8.309204,4,1.0,"(1843, 28, 32)",8.216557
"[([(300, 107, 4), (300, 107, 657), (4660, 107, 657)], 0.27699947, 'xrule'), ({(1794, 2, 4660)}, 0.10034851272360466, 'baseline'), ({(4660, 107, 658)}, 0.07169727514528626, 'baseline'), ({(4491, 103, 4660)}, 0.05112842750168311, 'baseline'), ({(4660, 107, 136)}, 0.045894662824355496, 'baseline'), ({(4649, 7, 4660)}, 0.03237632937108865, 'baseline'), ({(5119, 103, 4660)}, 0.012935678418345557, 'baseline'), ({(4660, 1, 3551)}, 0.012682001064316217, 'baseline'), ({(1469, 7, 4660)}, 0.012123147899207418, 'baseline'), ({(4660, 30, 1827)}, 0.007670442532466192, 'baseline'), ({(1863, 38, 4660)}, 0.004819910013028019, 'baseline')]","[(300, 107, 4), (300, 107, 657), (4660, 107, 657)]",1,[7.1888003],[1],7.1888003,3,1.0,"(4660, 107, 4)",7.1832814
"[({(786, 35, 12986)}, 0.1498136922467808, 'baseline'), ([(4298, 93, 3282), (4298, 93, 786), (3282, 35, 12545)], 0.1111002, 'xrule'), ({(786, 35, 7125)}, 0.009136239938708334, 'baseline'), ({(471, 64, 786)}, 0.0028028887882728917, 'baseline'), ({(786, 64, 471)}, 0.0015545291577551247, 'baseline'), ({(6448, 64, 786)}, 0.000245134300544141, 'baseline'), ({(786, 64, 6448)}, -0.00043769651821827364, 'baseline'), ({(786, 64, 857)}, -0.001851041852802787, 'baseline'), ({(786, 64, 513)}, -0.001914938030437926, 'baseline'), ({(786, 64, 4461)}, -0.0023116665246544423, 'baseline'), ({(513, 64, 786)}, -0.002467115485555393, 'baseline')]","[(786, 35, 12986), (12986, 58, 12545)]",1,[6.6091785],[1],6.6091785,2,1.0,"(786, 35, 12545)",6.4405465
