exp_length,prediction,new_rank,facts,original_score,new_scores,new_ranks,original_rank,new_score,exp
2,"(13994, 133, 32)",2.0,"[({(13994, 154, 2438)}, -0.37340044675236855, 'baseline'), ({(13994, 127, 2792)}, -1.2658259376082126, 'baseline'), ({(2792, 15, 13994)}, -1.771950603779554, 'baseline'), ({(12732, 24, 13994)}, -2.069567060825139, 'baseline'), ({(3891, 24, 13994)}, -2.352162359493131, 'baseline'), ({(12732, 66, 13994)}, -2.354087046731955, 'baseline'), ({(3891, 66, 13994)}, -2.4816967295606305, 'baseline')]",7.4030623,[6.7033105],[2],1,6.7033105,"[(32, 154, 2438), (13994, 154, 2438)]"
2,"(705, 148, 2861)",1.0,"[({(705, 148, 7018)}, -0.6005097485591108, 'baseline'), ({(705, 148, 4653)}, -0.6019108639268317, 'baseline'), ({(705, 220, 6386)}, -0.6201192076024159, 'baseline'), ({(705, 148, 1264)}, -0.6317299078439805, 'baseline'), ({(705, 148, 4599)}, -0.6353235100685087, 'baseline'), ({(705, 148, 4558)}, -0.6354920381190428, 'baseline'), ({(705, 148, 2034)}, -0.6365096207553004, 'baseline'), ({(705, 148, 1922)}, -0.6463797743010506, 'baseline'), ({(705, 148, 9623)}, -0.6466059757249453, 'baseline'), ({(705, 148, 3021)}, -0.6467539040561276, 'baseline')]",6.9772243,[6.868353],[1],1,6.868353,"[(705, 148, 7018), (2861, 231, 7018)]"
2,"(13557, 154, 2620)",1.0,"[({(119, 15, 13557)}, -1.143500471824642, 'baseline'), ({(13557, 25, 62)}, -1.1453486846772343, 'baseline'), ({(10423, 15, 13557)}, -1.4694261632049563, 'baseline')]",6.6576047,[6.040644],[1],1,6.040644,"[(119, 154, 2620), (119, 15, 13557)]"
3,"(10437, 43, 141)",1.0,"[({(10437, 48, 32)}, 0.24850343084617396, 'baseline'), ({(10437, 24, 2607)}, -0.7403811151330746, 'baseline'), ({(10437, 66, 2607)}, -0.7759201154634869, 'baseline'), ({(10437, 39, 150)}, -1.021882626374489, 'baseline'), ({(10437, 17, 2044)}, -1.1267236305290214, 'baseline'), ({(10437, 19, 1060)}, -1.1317343217630353, 'baseline'), ({(3644, 183, 10437)}, -2.2614757085683324, 'baseline'), ({(10437, 38, 3644)}, -2.806917125820579, 'baseline')]",8.017205,[7.681682],[1],1,7.681682,"[(10437, 48, 32), (14350, 43, 141), (14350, 48, 32)]"
3,"(2611, 25, 62)",1.0,"[({(2611, 160, 249)}, -1.053704290711734, 'baseline'), ({(2611, 41, 985)}, -1.377669183378915, 'baseline'), ({(2611, 160, 382)}, -1.5826286724320702, 'baseline'), ({(6196, 76, 2611)}, -2.1313466228671367, 'baseline'), ({(1931, 76, 2611)}, -2.1783220175370976, 'baseline'), ({(9005, 76, 2611)}, -2.2726071199657265, 'baseline'), ({(4528, 76, 2611)}, -2.281949496606089, 'baseline'), ({(2804, 76, 2611)}, -2.3499168734683606, 'baseline'), ({(12383, 76, 2611)}, -2.3849047665352954, 'baseline'), ({(5600, 20, 2611)}, -2.423323450355888, 'baseline')]",7.586446,[7.9655285],[1],1,7.9655285,"[(10939, 25, 62), (2611, 160, 249), (10939, 199, 249)]"
3,"(3120, 220, 6386)",1.0,"[({(3120, 220, 4005)}, -0.16202416451264975, 'baseline'), ({(3120, 148, 7018)}, -0.528724916833079, 'baseline'), ({(3120, 148, 4599)}, -0.5527103758353984, 'baseline'), ({(3120, 148, 4558)}, -0.5713776071326745, 'baseline'), ({(3120, 148, 1264)}, -0.5728126247017284, 'baseline'), ({(3120, 148, 9623)}, -0.585880265444964, 'baseline'), ({(3120, 148, 2861)}, -0.6201233848153143, 'baseline'), ({(3120, 156, 11080)}, -1.000424488726475, 'baseline'), ({(3120, 133, 32)}, -1.0068331273650437, 'baseline'), ({(3120, 156, 1503)}, -1.0445997220848315, 'baseline')]",8.844319,[8.934261],[1],1,8.934261,"[(3120, 220, 4005), (1269, 220, 4005), (1269, 220, 6386)]"
3,"(13433, 17, 862)",1.0,"[({(13433, 43, 141)}, -0.022908161745281735, 'baseline'), ({(13433, 100, 160)}, -0.19261365653918178, 'baseline'), ({(13433, 17, 967)}, -0.8349703151293674, 'baseline'), ({(13433, 100, 4849)}, -1.6695765041279722, 'baseline'), ({(9917, 50, 13433)}, -1.8047370058865282, 'baseline'), ({(8242, 50, 13433)}, -2.0706023827645454, 'baseline'), ({(13433, 100, 14172)}, -3.1729999709530086, 'baseline')]",7.1964135,[6.7484694],[1],1,6.7484694,"[(4417, 43, 141), (13433, 43, 141), (4417, 17, 862)]"
3,"(1551, 18, 10398)",1.0,"[({(1551, 18, 1172)}, -0.925341835236115, 'baseline'), ({(1551, 222, 10671)}, -1.0597879490549234, 'baseline'), ({(1551, 18, 363)}, -1.2700884574496196, 'baseline'), ({(6448, 35, 1551)}, -1.3741624028651382, 'baseline'), ({(5745, 35, 1551)}, -1.3894993174281514, 'baseline'), ({(6653, 35, 1551)}, -1.392033365728884, 'baseline'), ({(4733, 35, 1551)}, -1.4100865215731564, 'baseline'), ({(7692, 35, 1551)}, -1.421061613679228, 'baseline'), ({(2617, 35, 1551)}, -1.4497309274020784, 'baseline'), ({(3206, 35, 1551)}, -1.4516154577565763, 'baseline')]",6.7144117,[7.322138],[1],1,7.322138,"[(854, 18, 1172), (854, 18, 10398), (1551, 18, 1172)]"
2,"(6053, 48, 32)",1.0,"[({(6053, 85, 434)}, 0.34546700687952075, 'baseline'), ({(6053, 24, 6277)}, -1.1917269187855277, 'baseline'), ({(6053, 66, 2274)}, -1.7976330212030387, 'baseline'), ({(6053, 77, 558)}, -1.920321223607057, 'baseline'), ({(8619, 77, 6053)}, -2.206259729882246, 'baseline'), ({(6053, 38, 9994)}, -2.2132274778508605, 'baseline'), ({(6053, 77, 8619)}, -2.2750757553157315, 'baseline'), ({(6053, 77, 12242)}, -2.3604724258054284, 'baseline'), ({(6053, 3, 7677)}, -2.395205663313184, 'baseline'), ({(6053, 3, 8719)}, -2.399273402079989, 'baseline')]",8.074702,[7.610256],[1],1,7.610256,"[(434, 161, 32), (6053, 85, 434)]"
3,"(7744, 13, 2046)",3.0,"[({(7744, 13, 4474)}, -1.2870194917593272, 'baseline'), ({(7744, 13, 331)}, -1.308015513498735, 'baseline'), ({(7744, 13, 2091)}, -1.308937996518851, 'baseline'), ({(7744, 13, 816)}, -1.314060253202977, 'baseline'), ({(7744, 13, 1304)}, -1.3169245696420275, 'baseline'), ({(7744, 13, 993)}, -1.3580821497662616, 'baseline'), ({(7744, 13, 1405)}, -1.3723970065586792, 'baseline'), ({(7744, 13, 1585)}, -1.3725418670048541, 'baseline'), ({(7744, 13, 1280)}, -1.3778026229715223, 'baseline'), ({(7744, 13, 7467)}, -1.3877355466875212, 'baseline')]",5.7034497,[5.540185],[3],1,5.540185,"[(7744, 13, 4474), (11033, 37, 4474), (11033, 37, 2046)]"
3,"(4819, 85, 434)",1.0,"[({(4819, 43, 141)}, 0.5980738503115132, 'baseline'), ({(4819, 82, 2456)}, -0.19977364475468712, 'baseline'), ({(4819, 48, 1124)}, -0.3190197534423698, 'baseline'), ({(4819, 17, 243)}, -0.49817251743762103, 'baseline'), ({(4819, 82, 7859)}, -0.6268100970904285, 'baseline'), ({(4819, 17, 3482)}, -1.2288963994726088, 'baseline'), ({(4819, 202, 4168)}, -1.316844413057387, 'baseline'), ({(4819, 21, 4732)}, -1.3477423808581488, 'baseline'), ({(4819, 21, 5162)}, -1.3675303413474749, 'baseline'), ({(4819, 21, 2019)}, -1.6103078286611279, 'baseline')]",7.9445515,[7.5786343],[1],1,7.5786343,"[(4819, 43, 141), (14148, 43, 141), (14148, 85, 434)]"
3,"(1759, 10, 6825)",2.0,"[({(1759, 10, 1256)}, -0.7512673699221499, 'baseline'), ({(1759, 10, 9617)}, -0.8658171540730544, 'baseline'), ({(7641, 30, 1759)}, -1.3155718239215652, 'baseline'), ({(1759, 7, 5031)}, -1.419856760595294, 'baseline'), ({(9329, 30, 1759)}, -1.4960789692538765, 'baseline'), ({(1759, 7, 7641)}, -1.5147502705957154, 'baseline'), ({(1759, 7, 7504)}, -1.5575309162430362, 'baseline'), ({(1759, 7, 3828)}, -1.6257460746745127, 'baseline'), ({(1759, 7, 1731)}, -1.6608426771497085, 'baseline'), ({(1759, 7, 2670)}, -1.6869741001930323, 'baseline')]",6.1227975,[6.1536727],[2],1,6.1536727,"[(1759, 10, 1256), (5136, 10, 6825), (5136, 10, 1256)]"
2,"(5090, 85, 434)",1.0,"[({(5090, 48, 382)}, -0.25380854275271386, 'baseline'), ({(5090, 66, 249)}, -0.666082673097747, 'baseline'), ({(5090, 48, 308)}, -0.9568029197776057, 'baseline'), ({(5090, 77, 4974)}, -1.45752214015463, 'baseline'), ({(5090, 8, 2053)}, -1.9038530175195252, 'baseline'), ({(5090, 8, 2563)}, -1.9355353083592237, 'baseline'), ({(5090, 3, 2563)}, -2.051998496809954, 'baseline'), ({(5090, 8, 2422)}, -2.085242684617818, 'baseline'), ({(5090, 8, 4433)}, -2.0869801206367145, 'baseline'), ({(5090, 8, 3666)}, -2.10471151066741, 'baseline')]",6.9438825,[6.9904838],[1],1,6.9904838,"[(5090, 48, 382), (434, 161, 382)]"
3,"(2348, 82, 1771)",1.0,"[({(2348, 48, 32)}, -0.12167083727616798, 'baseline'), ({(2348, 100, 160)}, -0.20962267946946445, 'baseline'), ({(2348, 43, 384)}, -0.266023089693983, 'baseline'), ({(2348, 17, 862)}, -0.3396244316198467, 'baseline'), ({(2348, 17, 215)}, -0.6467983237761051, 'baseline'), ({(2348, 66, 1327)}, -0.6752586633521129, 'baseline'), ({(2348, 17, 871)}, -0.7783203126582364, 'baseline'), ({(2348, 187, 2349)}, -0.9487054050193706, 'baseline'), ({(8037, 149, 2348)}, -1.3255058017904249, 'baseline'), ({(2348, 17, 800)}, -1.3734022368165029, 'baseline')]",8.100239,[7.8031063],[1],1,7.8031063,"[(8370, 48, 32), (8370, 82, 1771), (2348, 48, 32)]"
2,"(166, 19, 559)",1.0,"[({(166, 8, 1193)}, -1.5151602033355187, 'baseline'), ({(166, 8, 1040)}, -1.5396565352366558, 'baseline'), ({(166, 8, 7785)}, -1.5738411829582335, 'baseline'), ({(166, 8, 2299)}, -1.6254684076886239, 'baseline'), ({(166, 8, 663)}, -1.6665761572617241, 'baseline'), ({(2186, 8, 166)}, -1.66732568680636, 'baseline'), ({(4412, 8, 166)}, -1.6850395651804717, 'baseline'), ({(166, 38, 1301)}, -1.6921720343756959, 'baseline'), ({(166, 3, 687)}, -1.712073397037235, 'baseline'), ({(4658, 8, 166)}, -1.762292442407068, 'baseline')]",7.7511554,[7.6920013],[1],1,7.6920013,"[(559, 47, 1193), (166, 8, 1193)]"
2,"(2719, 41, 570)",2.0,"[({(2719, 41, 138)}, -0.6653830176231282, 'baseline'), ({(2719, 41, 597)}, -0.8353996717011025, 'baseline'), ({(2719, 41, 212)}, -0.8484938132018466, 'baseline'), ({(2719, 134, 138)}, -0.8681012784077935, 'baseline'), ({(2719, 41, 310)}, -0.8725338220926303, 'baseline'), ({(2719, 134, 1271)}, -0.8964867308277189, 'baseline'), ({(2719, 41, 210)}, -0.903064446475914, 'baseline'), ({(2719, 41, 2556)}, -0.9124486459358144, 'baseline'), ({(2719, 134, 2556)}, -1.0649190008587919, 'baseline'), ({(2719, 134, 212)}, -1.0712366956818384, 'baseline')]",6.5151615,[6.2313037],[2],1,6.2313037,"[(138, 9, 570), (2719, 41, 138)]"
2,"(1843, 28, 32)",1.0,"[({(1843, 34, 90)}, -0.10350679242988937, 'baseline'), ({(1843, 86, 410)}, -0.8510917891316566, 'baseline'), ({(1843, 183, 4593)}, -1.1465626445205461, 'baseline'), ({(1843, 106, 3373)}, -1.4224348480170235, 'baseline'), ({(410, 32, 1843)}, -1.4979936129781253, 'baseline'), ({(2355, 6, 1843)}, -1.7243040120760047, 'baseline'), ({(6371, 6, 1843)}, -1.7304065103358128, 'baseline'), ({(9791, 6, 1843)}, -1.7884965481977915, 'baseline'), ({(12179, 6, 1843)}, -1.8034954377866812, 'baseline'), ({(1843, 109, 2551)}, -1.9194147814691338, 'baseline')]",8.216557,[8.116245],[1],1,8.116245,"[(1843, 34, 90), (32, 139, 90)]"
3,"(4660, 107, 4)",1.0,"[({(4660, 107, 658)}, -1.0878632810987208, 'baseline'), ({(1794, 2, 4660)}, -1.3895321934421918, 'baseline'), ({(4660, 107, 136)}, -1.432763590539385, 'baseline'), ({(4660, 30, 1827)}, -1.5134921042969662, 'baseline'), ({(4649, 7, 4660)}, -1.6607574090080157, 'baseline'), ({(4491, 103, 4660)}, -1.7191299153527275, 'baseline'), ({(3312, 145, 4660)}, -1.7245342895982367, 'baseline'), ({(1469, 7, 4660)}, -1.8293622909038443, 'baseline'), ({(5119, 103, 4660)}, -1.8662725413370767, 'baseline'), ({(3113, 38, 4660)}, -1.9060602489987448, 'baseline')]",7.1832814,[7.1900954],[1],1,7.1900954,"[(4660, 107, 658), (11264, 107, 658), (11264, 107, 4)]"
2,"(786, 35, 12545)",1.0,"[({(786, 35, 12986)}, -0.7222373664059477, 'baseline'), ({(471, 64, 786)}, -1.3423883478281804, 'baseline'), ({(6448, 64, 786)}, -1.3511158123762133, 'baseline'), ({(513, 64, 786)}, -1.3658307297584449, 'baseline'), ({(688, 64, 786)}, -1.37182667449108, 'baseline'), ({(3282, 64, 786)}, -1.3745411876594955, 'baseline'), ({(6653, 64, 786)}, -1.381908382708389, 'baseline'), ({(4552, 64, 786)}, -1.3861971764413934, 'baseline'), ({(1624, 64, 786)}, -1.395014606906465, 'baseline'), ({(786, 64, 6448)}, -1.417638049367433, 'baseline')]",6.4405465,[6.177459],[1],1,6.177459,"[(786, 35, 12986), (12986, 58, 12545)]"
3,"(13197, 5, 9)",1.0,"[({(13197, 80, 344)}, -0.8177655375569417, 'baseline'), ({(13197, 5, 11)}, -0.9183366721518161, 'baseline'), ({(13197, 4, 11)}, -0.9201591377239637, 'baseline'), ({(13197, 5, 399)}, -0.9364634125333882, 'baseline'), ({(13197, 4, 399)}, -0.9386423159059615, 'baseline'), ({(13197, 5, 117)}, -0.9796408131420037, 'baseline'), ({(11, 130, 13197)}, -1.3053732900444237, 'baseline'), ({(399, 130, 13197)}, -1.3217749477918774, 'baseline'), ({(117, 130, 13197)}, -1.387496982466306, 'baseline'), ({(13197, 95, 926)}, -1.4002417006511985, 'baseline')]",7.7915053,[7.681713],[1],1,7.681713,"[(5401, 80, 344), (13197, 80, 344), (5401, 4, 9)]"
2,"(4093, 85, 434)",1.0,"[({(4093, 45, 5910)}, -1.373523490442429, 'baseline'), ({(4093, 119, 5910)}, -1.3752042048362367, 'baseline'), ({(4093, 45, 4294)}, -1.642426711151555, 'baseline'), ({(4093, 45, 2614)}, -1.693418141390222, 'baseline'), ({(4093, 192, 4925)}, -1.8821503072944348, 'baseline'), ({(4093, 45, 5572)}, -1.9200988828791254, 'baseline'), ({(4093, 45, 4202)}, -1.9283777265379882, 'baseline'), ({(3366, 45, 4093)}, -2.052234818468147, 'baseline'), ({(4093, 45, 3366)}, -2.1191516528417287, 'baseline'), ({(6464, 45, 4093)}, -2.154090924533516, 'baseline')]",7.577811,[7.67563],[1],1,7.67563,"[(4093, 45, 5910), (5910, 85, 434)]"
3,"(7956, 198, 160)",1.0,"[({(7956, 113, 737)}, -0.45379348701373196, 'baseline'), ({(7956, 16, 32)}, -0.53235637009064, 'baseline'), ({(7956, 25, 62)}, -0.5747654537243302, 'baseline'), ({(7956, 172, 7192)}, -0.7309143576908508, 'baseline'), ({(1296, 44, 7956)}, -1.4022986737399696, 'baseline'), ({(1696, 44, 7956)}, -1.4817545575457123, 'baseline'), ({(236, 44, 7956)}, -1.4952372217190197, 'baseline'), ({(4413, 44, 7956)}, -1.5359584875848686, 'baseline'), ({(6896, 44, 7956)}, -1.5911451738478228, 'baseline'), ({(4889, 44, 7956)}, -1.59202389210993, 'baseline')]",8.374424,[8.373242],[1],1,8.373242,"[(12123, 198, 160), (12123, 113, 737), (7956, 113, 737)]"
2,"(12458, 85, 434)",1.0,"[({(12458, 48, 32)}, 0.34546700687952075, 'baseline'), ({(12458, 17, 862)}, 0.07373719199322486, 'baseline'), ({(12458, 17, 215)}, -0.23925192612386595, 'baseline'), ({(12458, 17, 393)}, -0.39763865654751723, 'baseline'), ({(12458, 24, 592)}, -0.4725406178100942, 'baseline'), ({(12458, 191, 10948)}, -1.1682303818739677, 'baseline'), ({(12458, 19, 550)}, -1.3765991908660176, 'baseline'), ({(12458, 6, 7135)}, -1.4069331487120884, 'baseline'), ({(12458, 19, 5136)}, -1.6508856305179913, 'baseline'), ({(12458, 38, 9259)}, -1.7255595784795326, 'baseline')]",8.788849,[8.929466],[1],1,8.929466,"[(12458, 48, 32), (434, 161, 32)]"
3,"(4931, 19, 9014)",2.0,"[({(2693, 20, 4931)}, -1.303995433413549, 'baseline'), ({(5953, 76, 4931)}, -1.3565852448096352, 'baseline'), ({(4931, 8, 4208)}, -1.4195952083376173, 'baseline'), ({(4931, 8, 948)}, -1.4513394431648194, 'baseline'), ({(948, 8, 4931)}, -1.504219523179883, 'baseline'), ({(4567, 8, 4931)}, -1.5299960754207145, 'baseline'), ({(671, 8, 4931)}, -1.5442019838904497, 'baseline'), ({(4931, 8, 6979)}, -1.5494207195546756, 'baseline'), ({(6979, 8, 4931)}, -1.5522483067262463, 'baseline'), ({(4931, 17, 60)}, -1.5767378379252757, 'baseline')]",6.3626885,[6.4921975],[2],1,6.4921975,"[(2693, 20, 7843), (7843, 19, 9014), (2693, 20, 4931)]"
3,"(5072, 66, 249)",1.0,"[({(5072, 48, 1124)}, -0.34608586219750676, 'baseline'), ({(5072, 48, 382)}, -0.46196443020561123, 'baseline'), ({(5072, 85, 434)}, -0.6660783911796789, 'baseline'), ({(5072, 82, 2456)}, -1.0172666798448018, 'baseline'), ({(5072, 17, 818)}, -1.2775082679395278, 'baseline'), ({(5072, 17, 2006)}, -1.3144429951497467, 'baseline'), ({(5072, 17, 243)}, -1.4035389122797048, 'baseline'), ({(5072, 17, 6143)}, -1.7851166551035444, 'baseline'), ({(3730, 140, 5072)}, -1.8525939085110217, 'baseline'), ({(5072, 21, 959)}, -2.059440213977932, 'baseline')]",6.7542014,[6.621931],[1],1,6.621931,"[(5072, 48, 1124), (1124, 15, 8366), (249, 15, 8366)]"
2,"(5078, 48, 181)",1.0,"[({(5078, 85, 434)}, -0.5562352798611491, 'baseline'), ({(5078, 43, 141)}, -0.6101037565905838, 'baseline'), ({(5078, 48, 32)}, -0.7312621883976761, 'baseline'), ({(5078, 24, 2244)}, -0.7359573582330651, 'baseline'), ({(5078, 82, 6851)}, -0.93032930713242, 'baseline'), ({(5078, 17, 818)}, -1.1530467599098055, 'baseline'), ({(5078, 19, 931)}, -1.9921512169748796, 'baseline'), ({(5078, 19, 2658)}, -2.2258490778521898, 'baseline'), ({(5078, 38, 1335)}, -2.2571423326845417, 'baseline'), ({(5078, 102, 1335)}, -2.258288265191492, 'baseline')]",5.891928,[5.7969465],[1],1,5.7969465,"[(434, 161, 181), (5078, 85, 434)]"
2,"(1580, 13, 1682)",1.0,"[({(1580, 13, 202)}, -1.1591435028039723, 'baseline'), ({(1580, 13, 1934)}, -1.2049646528527131, 'baseline'), ({(1580, 13, 2282)}, -1.2193047205061864, 'baseline'), ({(1580, 34, 90)}, -1.2839482123317814, 'baseline'), ({(1580, 13, 2410)}, -1.2905328741202509, 'baseline'), ({(1580, 13, 1361)}, -1.2936072629227735, 'baseline'), ({(1580, 13, 308)}, -1.3057939476287082, 'baseline'), ({(1580, 13, 1080)}, -1.3082574612302793, 'baseline'), ({(1580, 13, 1405)}, -1.3295329576119341, 'baseline'), ({(1580, 13, 1302)}, -1.3702142705741407, 'baseline')]",5.7745996,[5.7287884],[1],1,5.7287884,"[(1682, 58, 202), (1580, 13, 202)]"
3,"(476, 46, 1407)",3.0,"[({(476, 113, 737)}, -1.0612905299632631, 'baseline'), ({(476, 198, 160)}, -1.1629454697594213, 'baseline'), ({(476, 172, 5721)}, -1.2224439315681688, 'baseline'), ({(476, 198, 5334)}, -1.3422170616827955, 'baseline'), ({(476, 113, 5770)}, -1.3994845393997712, 'baseline'), ({(476, 150, 382)}, -1.4115746595975114, 'baseline'), ({(476, 150, 181)}, -1.4413698440059233, 'baseline')]",7.008473,[6.7234592],[3],1,6.7234592,"[(10529, 113, 737), (10529, 46, 1407), (476, 113, 737)]"
