new_score,new_ranks,new_rank,new_scores,prediction,original_score,exp,exp_length,original_rank,facts
8.44125,[1],1.0,[8.44125],"(3120, 220, 6386)",8.844319,"[(3120, 25, 62), (2055, 220, 6386), (2780, 220, 6386), (3120, 133, 32), (4896, 220, 6386), (6423, 220, 6386), (9136, 220, 6386), (3120, 120, 791)]",8,1,"[([(3120, 25, 62), (4896, 220, 6386)], 0.98340034, 'xrule'), ([(3120, 120, 791), (6423, 220, 6386)], 0.4712, 'xrule'), ([(3120, 120, 791), (9136, 220, 6386)], 0.42680073, 'xrule'), ([(3120, 133, 32), (2055, 220, 6386)], 0.3795004, 'xrule'), ([(3120, 133, 32), (2780, 220, 6386)], 0.36740017, 'xrule')]"
6.015957,[1],1.0,[6.015957],"(13433, 17, 862)",7.1964135,"[(13433, 43, 141), (3788, 17, 862), (9418, 17, 862), (9258, 17, 862), (13433, 100, 160), (10385, 17, 862), (13433, 100, 4849), (2118, 17, 862)]",8,1,"[([(13433, 100, 160), (2118, 17, 862)], 0.51010036, 'xrule'), ([(13433, 100, 160), (9418, 17, 862)], 0.4427004, 'xrule'), ([(13433, 100, 160), (3788, 17, 862)], 0.43190002, 'xrule'), ([(13433, 100, 4849), (9258, 17, 862)], 0.34690094, 'xrule'), ([(13433, 43, 141), (10385, 17, 862)], 0.3029003, 'xrule')]"
6.8108735,[1],1.0,[6.8108735],"(1551, 18, 10398)",6.7144117,"[(4461, 35, 1551), (1551, 25, 62), (1806, 18, 10398), (611, 18, 10398), (582, 18, 10398), (6448, 35, 1551), (3554, 18, 10398), (1161, 18, 10398)]",8,1,"[([(1551, 25, 62), (611, 18, 10398)], 1.1063995, 'xrule'), ([(1551, 25, 62), (3554, 18, 10398)], 1.1063995, 'xrule'), ([(1551, 25, 62), (1161, 18, 10398)], 0.98499966, 'xrule'), ([(4461, 35, 1551), (1806, 18, 10398)], 0.14550018, 'xrule'), ([(6448, 35, 1551), (582, 18, 10398)], 0.12269974, 'xrule')]"
8.173069,[1],1.0,[8.173069],"(6053, 48, 32)",8.074702,"[(3857, 160, 32), (434, 161, 32), (32, 15, 6680), (6680, 133, 32), (32, 152, 640), (12319, 202, 32), (640, 152, 32), (6053, 85, 434)]",8,1,"[([(6053, 85, 434), (434, 161, 32)], 1.7189999, 'xrule'), ([(6053, 85, 434), (3857, 160, 32)], 1.7107997, 'xrule'), ([(6053, 85, 434), (32, 15, 6680), (6680, 133, 32)], 1.7063994, 'xrule'), ([(6053, 85, 434), (12319, 202, 32)], 1.6946998, 'xrule'), ([(6053, 85, 434), (640, 152, 32), (32, 152, 640)], 1.6843996, 'xrule')]"
6.860574,[1],1.0,[6.860574],"(4819, 85, 434)",7.9445515,"[(4819, 43, 141), (9718, 85, 434), (4819, 48, 1124), (4819, 17, 243), (8581, 85, 434), (434, 161, 3784), (2147, 85, 434), (9483, 85, 434)]",8,1,"[([(4819, 43, 141), (8581, 85, 434)], 0.54789925, 'xrule'), ([(4819, 43, 141), (9483, 85, 434)], 0.51469994, 'xrule'), ([(4819, 17, 243), (9718, 85, 434)], 0.2659998, 'xrule'), ([(4819, 48, 1124), (2147, 85, 434)], 0.22639942, 'xrule'), ([(4819, 48, 1124), (434, 161, 3784)], 0.22199917, 'xrule')]"
5.7114244,[2],2.0,[5.7114244],"(1759, 10, 6825)",6.1227975,"[(1501, 10, 6825), (1759, 7, 5031), (1121, 10, 6825), (1759, 7, 3828), (6825, 27, 2222), (574, 10, 6825), (1759, 10, 1256), (467, 10, 6825)]",8,1,"[([(1759, 10, 1256), (1501, 10, 6825)], 0.25839996, 'xrule'), ([(1759, 7, 5031), (467, 10, 6825)], 0.22879982, 'xrule'), ([(1759, 10, 1256), (574, 10, 6825)], 0.17090034, 'xrule'), ([(1759, 7, 5031), (6825, 27, 2222)], 0.16989994, 'xrule'), ([(1759, 7, 3828), (1121, 10, 6825)], 0.16759968, 'xrule')]"
7.014556,[1],1.0,[7.014556],"(5090, 85, 434)",6.9438825,"[(434, 161, 308), (434, 161, 382), (434, 161, 13605), (434, 161, 249), (434, 161, 853), (5090, 48, 382)]",6,1,"[([(5090, 48, 382), (434, 161, 13605)], 0.6794996, 'xrule'), ([(5090, 48, 382), (434, 161, 249)], 0.67020035, 'xrule'), ([(5090, 48, 382), (434, 161, 308)], 0.6605997, 'xrule'), ([(5090, 48, 382), (434, 161, 853)], 0.65009975, 'xrule'), ([(5090, 48, 382), (434, 161, 382)], 0.6281996, 'xrule')]"
7.440072,[1],1.0,[7.440072],"(2348, 82, 1771)",8.100239,"[(8512, 82, 1771), (6150, 18, 1771), (2348, 48, 32), (43, 18, 1771), (8037, 149, 2348), (6450, 82, 1771), (2348, 17, 862), (5131, 82, 1771)]",8,1,"[([(2348, 17, 862), (6450, 82, 1771)], 0.33339977, 'xrule'), ([(2348, 17, 862), (5131, 82, 1771)], 0.32279968, 'xrule'), ([(2348, 48, 32), (43, 18, 1771)], 0.28530025, 'xrule'), ([(8037, 149, 2348), (8512, 82, 1771)], 0.26970005, 'xrule'), ([(2348, 48, 32), (6150, 18, 1771)], 0.26869965, 'xrule')]"
7.338091,[1],1.0,[7.338091],"(166, 19, 559)",7.7511554,"[(2186, 8, 166), (1193, 19, 559), (559, 7, 1668), (559, 47, 1193), (4412, 19, 559), (7785, 19, 559), (559, 7, 1301), (166, 8, 2186), (166, 38, 1301), (166, 6, 1301)]",10,1,"[([(166, 38, 1301), (166, 6, 1301), (4412, 19, 559)], 0.15650082, 'xrule'), ([(166, 38, 1301), (166, 6, 1301), (1193, 19, 559), (559, 47, 1193)], 0.1536007, 'xrule'), ([(166, 38, 1301), (166, 6, 1301), (7785, 19, 559)], 0.15110016, 'xrule'), ([(166, 38, 1301), (166, 6, 1301), (559, 7, 1301)], 0.14420033, 'xrule'), ([(2186, 8, 166), (166, 8, 2186), (559, 7, 1668)], 0.085100174, 'xrule')]"
6.105918,[2],2.0,[6.105918],"(2719, 41, 570)",6.5151615,"[(570, 9, 597), (210, 9, 570), (210, 75, 570), (310, 57, 570), (570, 75, 310), (570, 57, 124), (210, 57, 570), (597, 9, 570), (570, 235, 597), (570, 57, 310), (138, 9, 570), (138, 75, 570), (597, 75, 570), (138, 57, 570), (570, 75, 138), (2719, 134, 138), (570, 57, 138), (124, 57, 570), (570, 235, 138), (2719, 41, 138), (570, 9, 210), (310, 9, 570), (570, 75, 210), (310, 75, 570), (138, 42, 2719), (570, 75, 597)]",26,1,"[([(2719, 41, 138), (138, 42, 2719), (2719, 134, 138), (124, 57, 570), (570, 57, 124)], 0.3619995, 'xrule'), ([(2719, 41, 138), (138, 42, 2719), (2719, 134, 138), (570, 235, 138), (570, 57, 138), (138, 57, 570), (570, 75, 138), (138, 9, 570), (138, 75, 570)], 0.35690022, 'xrule'), ([(2719, 41, 138), (138, 42, 2719), (2719, 134, 138), (570, 75, 210), (210, 57, 570), (210, 9, 570), (210, 75, 570), (570, 9, 210)], 0.34869957, 'xrule'), ([(2719, 41, 138), (138, 42, 2719), (2719, 134, 138), (310, 75, 570), (570, 57, 310), (310, 57, 570), (570, 75, 310), (310, 9, 570)], 0.3473997, 'xrule'), ([(2719, 41, 138), (138, 42, 2719), (2719, 134, 138), (597, 9, 570), (570, 9, 597), (570, 235, 597), (597, 75, 570), (570, 75, 597)], 0.34350014, 'xrule')]"
8.338791,[1],1.0,[8.338791],"(1843, 28, 32)",8.216557,"[(32, 139, 90), (43, 62, 32), (43, 133, 32), (32, 206, 90), (32, 234, 90), (32, 15, 7727), (1843, 34, 90), (32, 15, 8790), (32, 15, 7710), (43, 135, 32), (32, 15, 43), (8790, 16, 32), (32, 54, 43)]",13,1,"[([(1843, 34, 90), (32, 206, 90), (32, 234, 90), (32, 139, 90)], 0.68550014, 'xrule'), ([(1843, 34, 90), (32, 15, 8790), (8790, 16, 32)], 0.68029976, 'xrule'), ([(1843, 34, 90), (32, 15, 7710)], 0.6794996, 'xrule'), ([(1843, 34, 90), (32, 15, 7727)], 0.67669964, 'xrule'), ([(1843, 34, 90), (32, 54, 43), (43, 62, 32), (43, 133, 32), (32, 15, 43), (43, 135, 32)], 0.6645994, 'xrule')]"
6.8926744,[1],1.0,[6.8926744],"(4660, 107, 4)",7.1832814,"[(7037, 107, 4), (569, 31, 4), (4, 2, 6137), (1794, 2, 4660), (630, 107, 4), (4002, 228, 4)]",6,1,"[([(1794, 2, 4660), (7037, 107, 4)], 0.32339954, 'xrule'), ([(1794, 2, 4660), (630, 107, 4)], 0.3178997, 'xrule'), ([(1794, 2, 4660), (4, 2, 6137)], 0.30569935, 'xrule'), ([(1794, 2, 4660), (569, 31, 4)], 0.30169964, 'xrule'), ([(1794, 2, 4660), (4002, 228, 4)], 0.28259945, 'xrule')]"
5.69597,[2],2.0,[5.69597],"(786, 35, 12545)",6.4405465,"[(786, 64, 471), (471, 64, 786), (857, 35, 12545), (513, 35, 12545), (3282, 35, 12545), (513, 64, 786), (6448, 64, 786), (786, 64, 6448), (471, 35, 12545), (786, 35, 12986), (786, 64, 513)]",11,1,"[([(786, 35, 12986), (471, 35, 12545)], 0.13129997, 'xrule'), ([(513, 64, 786), (786, 64, 513), (3282, 35, 12545)], 0.11270046, 'xrule'), ([(786, 64, 471), (471, 64, 786), (3282, 35, 12545)], 0.10940075, 'xrule'), ([(786, 64, 6448), (6448, 64, 786), (857, 35, 12545)], 0.10400009, 'xrule'), ([(786, 35, 12986), (513, 35, 12545)], 0.1026001, 'xrule')]"
7.6072426,[2],2.0,[7.6072426],"(13197, 5, 9)",7.7915053,"[(9, 178, 11), (11, 130, 13197), (11, 178, 9), (11572, 5, 9), (13197, 4, 11), (5436, 4, 9), (9, 130, 9192), (13197, 5, 11), (5436, 5, 9), (10, 4, 9), (9192, 4, 9), (10, 5, 9), (9192, 5, 9), (9, 130, 10), (9, 130, 11572)]",15,1,"[([(11, 130, 13197), (13197, 4, 11), (13197, 5, 11), (9, 178, 11), (11, 178, 9)], 0.17660046, 'xrule'), ([(11, 130, 13197), (13197, 4, 11), (13197, 5, 11), (11572, 5, 9), (9, 130, 11572)], 0.17109966, 'xrule'), ([(11, 130, 13197), (13197, 4, 11), (13197, 5, 11), (5436, 4, 9), (5436, 5, 9)], 0.16940022, 'xrule'), ([(11, 130, 13197), (13197, 4, 11), (13197, 5, 11), (9192, 5, 9), (9, 130, 9192), (9192, 4, 9)], 0.16880035, 'xrule'), ([(11, 130, 13197), (13197, 4, 11), (13197, 5, 11), (10, 4, 9), (9, 130, 10), (10, 5, 9)], 0.16499996, 'xrule')]"
7.718337,[1],1.0,[7.718337],"(4093, 85, 434)",7.577811,"[(3366, 45, 4093), (4093, 224, 6217), (3366, 85, 434), (4093, 45, 5572), (4925, 85, 434), (5910, 85, 434), (4093, 45, 3366), (5572, 45, 4093), (434, 161, 9647), (3387, 85, 434)]",10,1,"[([(4093, 45, 5572), (5572, 45, 4093), (5910, 85, 434)], 0.1352005, 'xrule'), ([(3366, 45, 4093), (4093, 45, 3366), (3387, 85, 434)], 0.09710026, 'xrule'), ([(4093, 224, 6217), (4925, 85, 434)], 0.031700134, 'xrule'), ([(3366, 45, 4093), (4093, 45, 3366), (434, 161, 9647)], 0.017700195, 'xrule'), ([(3366, 45, 4093), (4093, 45, 3366), (3366, 85, 434)], 0.005200386, 'xrule')]"
8.4506855,[1],1.0,[8.4506855],"(7956, 198, 160)",8.374424,"[(3240, 14, 160), (7956, 25, 62), (160, 140, 4466), (1343, 198, 160), (11275, 198, 160), (11844, 101, 160)]",6,1,"[([(7956, 25, 62), (160, 140, 4466)], 0.7205992, 'xrule'), ([(7956, 25, 62), (11844, 101, 160)], 0.7116995, 'xrule'), ([(7956, 25, 62), (3240, 14, 160)], 0.7069998, 'xrule'), ([(7956, 25, 62), (11275, 198, 160)], 0.7049999, 'xrule'), ([(7956, 25, 62), (1343, 198, 160)], 0.6819, 'xrule')]"
8.013005,[1],1.0,[8.013005],"(12458, 85, 434)",8.788849,"[(12458, 48, 32), (12458, 17, 862), (434, 118, 774), (434, 161, 2879), (12876, 85, 434), (434, 161, 181), (434, 161, 8535)]",7,1,"[([(12458, 48, 32), (434, 161, 8535)], 0.42710018, 'xrule'), ([(12458, 48, 32), (434, 161, 2879)], 0.41950035, 'xrule'), ([(12458, 48, 32), (434, 118, 774)], 0.41700077, 'xrule'), ([(12458, 48, 32), (434, 161, 181)], 0.4111004, 'xrule'), ([(12458, 17, 862), (12876, 85, 434)], 0.39730072, 'xrule')]"
6.245247,[2],2.0,[6.245247],"(4931, 19, 9014)",6.3626885,"[(9014, 47, 4607), (1197, 19, 9014), (9014, 47, 66), (4931, 60, 90), (3628, 19, 9014), (9014, 47, 4206)]",6,1,"[([(4931, 60, 90), (1197, 19, 9014)], 0.68779945, 'xrule'), ([(4931, 60, 90), (9014, 47, 66)], 0.64869976, 'xrule'), ([(4931, 60, 90), (9014, 47, 4206)], 0.6237993, 'xrule'), ([(4931, 60, 90), (3628, 19, 9014)], 0.59679985, 'xrule'), ([(4931, 60, 90), (9014, 47, 4607)], 0.5454998, 'xrule')]"
6.4004164,[1],1.0,[6.4004164],"(5072, 66, 249)",6.7542014,"[(382, 54, 249), (249, 122, 2872), (249, 15, 12675), (5006, 160, 249), (12675, 83, 249), (249, 133, 382), (4432, 224, 249), (5072, 48, 1124), (382, 15, 249)]",9,1,"[([(5072, 48, 1124), (382, 15, 249), (382, 54, 249), (249, 133, 382)], 0.7503004, 'xrule'), ([(5072, 48, 1124), (5006, 160, 249)], 0.66709995, 'xrule'), ([(5072, 48, 1124), (249, 15, 12675), (12675, 83, 249)], 0.65820026, 'xrule'), ([(5072, 48, 1124), (249, 122, 2872)], 0.6540003, 'xrule'), ([(5072, 48, 1124), (4432, 224, 249)], 0.6423998, 'xrule')]"
5.3898664,[1],1.0,[5.3898664],"(5078, 48, 181)",5.891928,"[(5716, 28, 181), (2094, 48, 181), (5716, 13, 181), (5078, 24, 2244), (434, 161, 181), (2244, 133, 181), (7209, 48, 181), (5078, 85, 434)]",8,1,"[([(5078, 24, 2244), (2244, 133, 181)], 0.8032999, 'xrule'), ([(5078, 24, 2244), (2094, 48, 181)], 0.80130005, 'xrule'), ([(5078, 24, 2244), (5716, 13, 181), (5716, 28, 181)], 0.8010998, 'xrule'), ([(5078, 24, 2244), (434, 161, 181)], 0.77680016, 'xrule'), ([(5078, 85, 434), (7209, 48, 181)], 0.3128996, 'xrule')]"
5.6980886,[4],4.0,[5.6980886],"(1580, 13, 1682)",5.7745996,"[(1682, 72, 299), (1537, 157, 1682), (1682, 58, 2282), (2282, 58, 1682), (1682, 72, 1091), (1580, 13, 202), (1580, 13, 1934), (1580, 13, 308), (1682, 69, 299)]",9,1,"[([(1580, 13, 1934), (1682, 69, 299), (1682, 72, 299)], 0.09509945, 'xrule'), ([(1580, 13, 1934), (1537, 157, 1682)], 0.08850002, 'xrule'), ([(1580, 13, 202), (2282, 58, 1682), (1682, 58, 2282)], 0.08469963, 'xrule'), ([(1580, 13, 308), (1682, 69, 299), (1682, 72, 299)], 0.083600044, 'xrule'), ([(1580, 13, 1934), (1682, 72, 1091)], 0.08150005, 'xrule')]"
5.7536435,[7],7.0,[5.7536435],"(476, 46, 1407)",7.008473,"[(476, 25, 62), (9686, 46, 1407), (476, 113, 737), (10529, 46, 1407), (10905, 46, 1407), (10916, 46, 1407)]",6,1,"[([(476, 25, 62), (9686, 46, 1407)], 0.7034006, 'xrule'), ([(476, 113, 737), (9686, 46, 1407)], 0.4663, 'xrule'), ([(476, 25, 62), (10905, 46, 1407)], 0.4609003, 'xrule'), ([(476, 25, 62), (10916, 46, 1407)], 0.4420004, 'xrule'), ([(476, 113, 737), (10529, 46, 1407)], 0.4201002, 'xrule')]"
