new_ranks,original_rank,new_scores,new_score,#facts,new_rank,facts,prediction,original_score
"[80, 11]",1,"[4.9099956, 5.0726643]",4.99133,11,45.5,"[([(37691, 0, 3411), (37691, 5, 73), (40221, 0, 3411)], 2.8582, 'xrule'), ([(2318, 0, 3411), (2318, 5, 73), (40221, 0, 3411)], 1.7685003, 'xrule'), ([(7566, 5, 73), (7566, 0, 3411), (40221, 0, 3411)], 0.5279999, 'xrule'), ([(13465, 0, 3411), (13465, 5, 73), (40221, 0, 3411)], 0.3948002, 'xrule'), ([(4990, 5, 73), (4990, 0, 3411), (40221, 0, 3411)], 0.3281002, 'xrule'), ([(40221, 0, 3411)], -0.6477694068220614, 1.3434923623047639), ([(19841, 0, 3411), (19841, 5, 73), (40221, 0, 3411)], -1.0226002, 'xrule'), ([(30403, 5, 73), (30403, 0, 3411), (40221, 0, 3411)], -1.4419994, 'xrule'), ([(12313, 0, 3411), (12313, 5, 73), (40221, 0, 3411)], -1.5646, 'xrule'), ([(3410, 5, 73), (3410, 0, 3411), (40221, 0, 3411)], -1.6588993, 'xrule'), ([(13985, 0, 3411), (13985, 5, 73), (40221, 0, 3411)], -2.2003994, 'xrule')]","(40221, 5, 73)",2.976766
"[2, 63]",1,"[5.003933, 5.3568263]",5.18038,4,32.5,"[([(33163, 5, 19146)], 0.21376709213950745, 33.5532391807977), ([(4554, 0, 15945), (33163, 5, 19146), (19146, 0, 15945)], -1.71, 'xrule'), ([(19145, 5, 4554), (19145, 0, 34125), (33163, 0, 34125)], -2.5526, 'xrule'), ([(19145, 5, 4554), (19145, 5, 19146), (33163, 5, 19146)], -2.8143997, 'xrule')]","(33163, 5, 4554)",1.3780348
"[4006, 401]",1,"[3.5527587, 2.4662728]",3.0095158,4,2203.5,"[([(6122, 4, 19351)], 2.848011209847725, 4592.945215778605), ([(6122, 4, 19351), (18871, 0, 265), (6122, 4, 18871)], 1.0129995, 'xrule'), ([(6122, 4, 19351), (7260, 0, 265), (6122, 4, 7260)], -0.051400185, 'xrule'), ([(6122, 4, 19351), (24232, 0, 265), (6122, 4, 24232)], -1.1278, 'xrule')]","(19351, 0, 265)",1.6982498
"[25, 20]",1,"[2.309072, 1.61797]",1.963521,11,22.5,"[([(1864, 4, 14814)], 0.28714613227910263, 1565.5712973057555), ([(1864, 4, 14814), (15832, 0, 292), (1864, 4, 15832)], -0.042300224, 'xrule'), ([(1864, 4, 14814), (1864, 4, 14095), (14095, 0, 292)], -0.6743994, 'xrule'), ([(1864, 4, 14814), (1864, 4, 14023), (14023, 0, 292)], -0.75759983, 'xrule'), ([(1864, 4, 19268), (1864, 4, 14814), (19268, 0, 292)], -1.5299997, 'xrule'), ([(1864, 4, 14814), (18940, 0, 292), (1864, 4, 18940)], -1.8014002, 'xrule'), ([(1864, 4, 14814), (1864, 4, 13725), (13725, 0, 292)], -1.8921995, 'xrule'), ([(1864, 4, 14814), (1864, 4, 6046), (6046, 0, 292)], -2.1687994, 'xrule'), ([(1864, 4, 14814), (1864, 4, 11158), (11158, 0, 292)], -2.2998, 'xrule'), ([(13706, 0, 292), (1864, 4, 14814), (1864, 4, 13706)], -2.8961, 'xrule'), ([(2148, 0, 292), (1864, 4, 14814), (1864, 4, 2148)], -2.9201994, 'xrule')]","(14814, 0, 292)",0.8656637
"[8, 47]",1,"[2.1905916, 2.8147428]",2.5026672,10,27.5,"[([(21561, 4, 12663), (12663, 0, 39)], 2.8052998, 'xrule'), ([(21561, 4, 7954), (7954, 0, 39)], 2.7796001, 'xrule'), ([(14659, 0, 39), (1930, 4, 21561), (1930, 4, 14659)], 2.6620998, 'xrule'), ([(21562, 0, 39), (21561, 4, 21562)], 1.6476002, 'xrule'), ([(1930, 4, 1931), (1931, 0, 39), (1930, 4, 21561)], 1.3085003, 'xrule'), ([(1930, 4, 33135), (33135, 0, 39), (1930, 4, 21561)], 1.0815, 'xrule'), ([(21561, 4, 12663), (12663, 4, 35705), (35705, 0, 39)], -0.44760036, 'xrule'), ([(1930, 4, 16273), (16273, 0, 39), (1930, 4, 21561)], -1.6168003, 'xrule'), ([(21561, 4, 12663)], -1.7370680976533477, 20800.14968571363), ([(15951, 0, 39), (1930, 4, 15951), (1930, 4, 21561)], -1.8971004, 'xrule')]","(21561, 0, 39)",1.9819248
"[115, 16089]",1,"[5.069362, 5.382228]",5.225795,11,8102.0,"[([(7922, 4, 19787), (19787, 0, 284), (7922, 4, 34758)], 4.7073994, 'xrule'), ([(7922, 4, 6734), (6734, 0, 284), (7922, 4, 34758)], 4.0618, 'xrule'), ([(27250, 0, 284), (7922, 4, 34758), (7922, 4, 27250)], 3.6688995, 'xrule'), ([(7922, 4, 30549), (30549, 0, 284), (7922, 4, 34758)], 3.4856997, 'xrule'), ([(10779, 0, 284), (7922, 4, 34758), (7922, 4, 10779)], 2.6278, 'xrule'), ([(3424, 0, 284), (7922, 4, 3424), (7922, 4, 34758)], 2.5807, 'xrule'), ([(25894, 0, 284), (7922, 4, 34758), (7922, 4, 25894)], 2.4078999, 'xrule'), ([(7922, 4, 19558), (7922, 4, 34758), (19558, 0, 284)], 1.4005995, 'xrule'), ([(7922, 4, 22711), (7922, 4, 34758), (22711, 0, 284)], 1.3954, 'xrule'), ([(7922, 4, 34758)], 0.8612423422088267, 5517.702920139867), ([(7922, 4, 4285), (4285, 0, 284), (7922, 4, 34758)], -0.34430027, 'xrule')]","(34758, 0, 284)",1.2893803
"[3559, 5689]",1,"[5.5345, 5.8376265]",5.6860633,11,4624.0,"[([(1432, 4, 29299), (29299, 0, 21), (1432, 4, 38617)], 1.5804996, 'xrule'), ([(35567, 0, 21), (1432, 4, 35567), (1432, 4, 38617)], 1.2764997, 'xrule'), ([(1432, 4, 30245), (1432, 4, 38617), (30245, 0, 21)], 1.0606995, 'xrule'), ([(1432, 4, 38893), (38893, 0, 21), (1432, 4, 38617)], 0.77479935, 'xrule'), ([(1432, 4, 38617)], -0.0006951886046581752, -4276.500173807137), ([(22659, 0, 21), (1432, 4, 38617), (1432, 4, 22659)], -0.32760048, 'xrule'), ([(1432, 4, 1600), (1432, 4, 38617), (1600, 0, 21)], -0.43730068, 'xrule'), ([(27718, 0, 21), (1432, 4, 27718), (1432, 4, 38617)], -0.7688999, 'xrule'), ([(1432, 4, 25462), (25462, 0, 21), (1432, 4, 38617)], -1.1355, 'xrule'), ([(1432, 4, 33394), (33394, 0, 21), (1432, 4, 38617)], -1.3597002, 'xrule'), ([(1432, 4, 31145), (1432, 4, 38617), (31145, 0, 21)], -1.6718006, 'xrule')]","(38617, 0, 21)",1.6508205
"[3, 34]",1,"[5.196913, 5.277831]",5.237372,7,18.5,"[([(4927, 6, 9939)], 4.325075925544328, -68.01305974187773), ([(11127, 2, 2580), (4927, 6, 9939), (4927, 6, 11127)], 0.47809982, 'xrule'), ([(13025, 2, 2580), (4927, 6, 9939), (4927, 6, 13025)], -0.2588997, 'xrule'), ([(4927, 6, 9939), (4927, 6, 19583), (19583, 2, 2580)], -0.6336994, 'xrule'), ([(30071, 2, 2580), (4927, 6, 9939), (4927, 6, 30071)], -0.8725996, 'xrule'), ([(4927, 6, 9939), (4927, 6, 18835), (18835, 2, 2580)], -1.9133997, 'xrule'), ([(4927, 6, 19692), (4927, 6, 9939), (19692, 2, 2580)], -2.7104998, 'xrule')]","(9939, 2, 2580)",1.4379002
"[23889, 24768]",1,"[6.4231095, 6.9959784]",6.709544,9,24328.5,"[([(36255, 6, 33439)], 2.053393463112777, 2808.886290050468), ([(21509, 0, 10055), (76, 4, 36255), (76, 4, 21509)], 0.106300354, 'xrule'), ([(76, 4, 36255), (76, 4, 36374), (36374, 0, 10055)], -0.023599625, 'xrule'), ([(76, 4, 36255), (76, 4, 10054), (10054, 0, 10055)], -0.6630001, 'xrule'), ([(76, 4, 36255), (27438, 0, 10055), (76, 4, 27438)], -1.9333, 'xrule'), ([(10054, 6, 33439), (36255, 6, 33439), (10054, 0, 10055)], -2.2151995, 'xrule'), ([(76, 4, 36255), (76, 4, 10055)], -2.3765001, 'xrule'), ([(13567, 0, 10055), (76, 4, 36255), (76, 4, 13567)], -3.2804003, 'xrule'), ([(76, 4, 27372), (76, 4, 36255), (27372, 0, 10055)], -4.6085997, 'xrule')]","(36255, 0, 10055)",1.2075223
"[91, 3]",1,"[6.0193195, 4.741379]",5.380349,11,47.0,"[([(10052, 6, 31376), (12882, 2, 743), (10052, 6, 12882)], 2.0132008, 'xrule'), ([(10052, 6, 31376), (33423, 2, 743), (10052, 6, 33423)], 1.9667006, 'xrule'), ([(10052, 6, 31376)], 1.4929257106897618, 94.81651698970798), ([(23887, 6, 31376), (23887, 6, 742), (742, 2, 743)], 0.91670036, 'xrule'), ([(23887, 6, 31376), (35949, 2, 743), (23887, 6, 35949)], 0.73379993, 'xrule'), ([(23887, 6, 31376), (23887, 6, 13632), (13632, 2, 743)], 0.6409006, 'xrule'), ([(23887, 6, 31376), (23887, 6, 11979), (11979, 2, 743)], -0.22189999, 'xrule'), ([(10052, 6, 31376), (8701, 2, 743), (10052, 6, 8701)], -1.3785, 'xrule'), ([(12272, 6, 31376), (10053, 2, 743), (12272, 6, 10053)], -1.7551994, 'xrule'), ([(23887, 6, 31376), (32045, 2, 743), (23887, 6, 32045)], -1.7875996, 'xrule'), ([(33423, 2, 743), (12272, 6, 33423), (12272, 6, 31376)], -2.7509995, 'xrule')]","(31376, 2, 743)",0.3502208
"[2, 1]",1,"[0.71813136, 0.6169224]",0.66752684,7,1.5,"[([(14888, 4, 24718)], 1.4547224696483902, 8051.810724152863), ([(18332, 0, 2518), (21982, 4, 14888), (21982, 4, 18332)], 0.91959953, 'xrule'), ([(21982, 4, 15145), (15145, 0, 2518), (21982, 4, 14888)], -1.0799999, 'xrule'), ([(21982, 4, 14888), (7874, 4, 2518), (7874, 4, 21982)], -1.4115, 'xrule'), ([(35458, 0, 2518), (21982, 4, 35458), (21982, 4, 14888)], -1.5152006, 'xrule'), ([(21982, 4, 33450), (21982, 4, 14888), (33450, 0, 2518)], -2.1306, 'xrule'), ([(21982, 4, 14888), (894, 0, 2518), (21982, 4, 894)], -2.3565998, 'xrule')]","(14888, 0, 2518)",0.6015825
"[117, 83]",1,"[5.619138, 5.878082]",5.7486095,11,100.0,"[([(35944, 2, 121), (7518, 2, 121), (7518, 2, 916)], 2.9641008, 'xrule'), ([(17688, 2, 916), (35944, 2, 121), (17688, 2, 121)], 1.9839001, 'xrule'), ([(34464, 2, 916), (35944, 2, 121), (34464, 2, 121)], 1.1253004, 'xrule'), ([(35944, 2, 121)], 1.0089455161958676, -11.267186275646516), ([(14378, 2, 916), (35944, 2, 121), (14378, 2, 121)], 0.9409008, 'xrule'), ([(35944, 2, 121), (20660, 2, 121), (20660, 2, 916)], 0.2606001, 'xrule'), ([(7021, 2, 121), (35944, 2, 121), (7021, 2, 916)], 0.11510086, 'xrule'), ([(8214, 2, 121), (35944, 2, 121), (8214, 2, 916)], -0.3572998, 'xrule'), ([(35944, 2, 121), (27523, 2, 121), (27523, 2, 916)], -0.5517998, 'xrule'), ([(13081, 2, 916), (35944, 2, 121), (13081, 2, 121)], -0.68639946, 'xrule'), ([(35944, 2, 121), (28424, 2, 121), (28424, 2, 916)], -1.3203993, 'xrule')]","(35944, 2, 916)",0.8335239
"[39721, 37341]",1,"[5.2980423, 4.376707]",4.8373747,11,38531.0,"[([(28471, 4, 5767)], 0.8556852818706357, 17233.701758388514), ([(19333, 0, 1084), (21704, 0, 1084), (5767, 4, 19333)], -0.6852999, 'xrule'), ([(12886, 0, 1084), (21704, 0, 1084), (5767, 4, 12886)], -1.1850004, 'xrule'), ([(5767, 4, 14160), (14160, 0, 1084), (21704, 0, 1084)], -1.2842999, 'xrule'), ([(8357, 0, 1084), (5767, 4, 8357), (21704, 0, 1084)], -1.4719, 'xrule'), ([(25486, 0, 1084), (21704, 0, 1084), (5767, 4, 25486)], -1.7108002, 'xrule'), ([(21704, 0, 1084), (5767, 4, 18034), (18034, 0, 1084)], -1.8144007, 'xrule'), ([(5767, 4, 19213), (21704, 0, 1084), (19213, 0, 1084)], -2.5418005, 'xrule'), ([(24316, 0, 1084), (21704, 0, 1084), (5767, 4, 24316)], -2.5987005, 'xrule'), ([(21704, 0, 1084), (5767, 4, 1084)], -3.1995, 'xrule'), ([(10066, 0, 1084), (5767, 4, 10066), (21704, 0, 1084)], -3.3046007, 'xrule')]","(5767, 4, 21704)",1.4449646
"[830, 249]",1,"[5.1843324, 4.900153]",5.042243,7,539.5,"[([(21810, 4, 37756)], 1.424051348706173, 5374.805972744512), ([(21810, 4, 37756), (7298, 0, 278), (21810, 4, 7298)], -0.23489952, 'xrule'), ([(21810, 4, 37756), (36998, 0, 278), (21810, 4, 36998)], -0.9173994, 'xrule'), ([(21810, 4, 37756), (21810, 4, 9817), (9817, 0, 278)], -1.4636993, 'xrule'), ([(21810, 4, 37756), (21810, 4, 6819), (6819, 0, 278)], -2.1118994, 'xrule'), ([(21810, 4, 37756), (21810, 4, 3388), (3388, 0, 278)], -2.4007998, 'xrule'), ([(21810, 4, 37756), (21810, 4, 17429), (17429, 0, 278)], -2.4901, 'xrule')]","(37756, 0, 278)",1.6959426
"[1, 1]",1,"[2.0223584, 0.8301253]",1.4262419,1,1.0,"[([(7700, 6, 38545)], -0.6762246637926994, -17.662895571283673)]","(38545, 2, 3943)",0.52756256
"[1363, 28]",1,"[2.6691356, 2.4457293]",2.5574324,7,695.5,"[([(6962, 4, 1521), (31590, 0, 532), (6962, 4, 31590)], 1.1535006, 'xrule'), ([(6962, 4, 1521)], 0.522560162416706, 2574.6277462127778), ([(6962, 4, 1521), (6962, 4, 26612), (26612, 0, 532)], -0.26480007, 'xrule'), ([(6962, 4, 1521), (6962, 4, 28972), (28972, 0, 532)], -0.68449974, 'xrule'), ([(6962, 4, 1521), (5102, 0, 532), (6962, 4, 5102)], -1.0347996, 'xrule'), ([(27994, 0, 532), (6962, 4, 1521), (6962, 4, 27994)], -1.0699997, 'xrule'), ([(6962, 4, 1521), (30752, 0, 532), (6962, 4, 30752)], -1.7572994, 'xrule')]","(1521, 0, 532)",2.5358155
"[1, 5]",1,"[1.3261075, 1.669787]",1.4979472,12,3.0,"[([(1864, 4, 5061), (1864, 4, 516), (5061, 0, 292)], 3.6941004, 'xrule'), ([(1864, 4, 516), (39101, 0, 292), (1864, 4, 39101)], 3.2442007, 'xrule'), ([(1864, 4, 516), (38677, 0, 292), (1864, 4, 38677)], 3.0223007, 'xrule'), ([(35417, 0, 292), (1864, 4, 516), (1864, 4, 35417)], 2.9794006, 'xrule'), ([(7931, 0, 292), (1864, 4, 516), (1864, 4, 7931)], 2.8768005, 'xrule'), ([(1864, 4, 10084), (1864, 4, 516), (10084, 0, 292)], 2.0119, 'xrule'), ([(1864, 4, 516), (1864, 4, 11329), (11329, 0, 292)], 1.8944006, 'xrule'), ([(1864, 4, 37150), (1864, 4, 516), (37150, 0, 292)], 1.4188004, 'xrule'), ([(1864, 4, 34801), (1864, 4, 516), (34801, 0, 292)], 0.47380066, 'xrule'), ([(1864, 4, 516)], -0.0033711986998717085, -7221.500842808879), ([(2148, 0, 292), (1864, 4, 516), (1864, 4, 2148)], -0.15209961, 'xrule'), ([(2825, 0, 292), (1864, 4, 516), (1864, 4, 2825)], -1.7383995, 'xrule')]","(516, 0, 292)",0.56383824
"[186, 248]",1,"[1.5484014, 1.6619041]",1.6051527,3,217.0,"[([(13508, 1, 1771), (13508, 0, 1380), (10303, 1, 1771), (1771, 1, 13508), (1771, 1, 10303)], -0.106300354, 'xrule'), ([(28372, 1, 10303)], -0.4876994662463772, 2426.3804356541673), ([(22035, 0, 1380), (10303, 9, 22035), (22035, 9, 10303)], -1.8764, 'xrule')]","(10303, 0, 1380)",2.244032
"[1, 1]",1,"[0.67581844, 0.42347914]",0.54964876,11,1.0,"[([(2381, 6, 38996)], 1.5208664619986678, -82.17933397391006), ([(12272, 2, 12273), (3408, 6, 2381), (3408, 6, 12272)], 1.0674, 'xrule'), ([(3408, 6, 2381), (1349, 2, 12273), (3408, 6, 1349)], 0.82800007, 'xrule'), ([(12484, 2, 12273), (2380, 6, 2381), (2380, 6, 12484)], -0.13969994, 'xrule'), ([(7129, 2, 12273), (3408, 6, 2381), (3408, 6, 7129)], -0.8064995, 'xrule'), ([(3408, 6, 2381), (3408, 6, 12484), (12484, 2, 12273)], -0.85499954, 'xrule'), ([(3408, 6, 687), (3408, 6, 2381), (687, 2, 12273)], -0.91429996, 'xrule'), ([(3408, 6, 2381), (4019, 2, 12273), (3408, 6, 4019)], -1.4143, 'xrule'), ([(7129, 2, 12273), (2380, 6, 2381), (2380, 6, 7129)], -1.5658998, 'xrule'), ([(3684, 2, 12273), (3408, 6, 2381), (3408, 6, 3684)], -2.0529003, 'xrule'), ([(3408, 6, 2381), (3408, 6, 12767), (12767, 2, 12273)], -2.0916996, 'xrule')]","(2381, 2, 12273)",0.6526841
"[24, 15]",1,"[4.51064, 5.2968645]",4.9037523,11,19.5,"[([(3122, 2, 916), (3122, 2, 121), (14588, 2, 916)], 3.2724, 'xrule'), ([(120, 2, 916), (120, 2, 121), (14588, 2, 916)], 3.092699, 'xrule'), ([(7021, 2, 121), (7021, 2, 916), (14588, 2, 916)], 1.9895, 'xrule'), ([(5199, 2, 121), (5199, 2, 916), (14588, 2, 916)], 1.5501003, 'xrule'), ([(915, 2, 916), (915, 2, 121), (14588, 2, 916)], 1.2151995, 'xrule'), ([(8693, 6, 14588)], 0.6843433828900926, 20.664707395013394), ([(6438, 2, 916), (6438, 2, 121), (14588, 2, 916)], 0.5024996, 'xrule'), ([(3502, 2, 121), (3502, 2, 916), (14588, 2, 916)], 0.33440018, 'xrule'), ([(6864, 2, 121), (6864, 2, 916), (14588, 2, 916)], -0.64570045, 'xrule'), ([(6007, 2, 916), (6007, 2, 121), (14588, 2, 916)], -0.95110035, 'xrule'), ([(4774, 2, 121), (4774, 2, 916), (14588, 2, 916)], -1.1065998, 'xrule')]","(14588, 2, 121)",0.89742965
"[4, 4]",1,"[2.6303096, 1.6260636]",2.1281867,11,4.0,"[([(193, 6, 22316), (22316, 2, 741), (193, 6, 37558)], 1.1454, 'xrule'), ([(193, 6, 37558)], 0.9714298750183794, 94.72540440045388), ([(193, 6, 741), (193, 6, 37558)], 0.34940052, 'xrule'), ([(9461, 2, 741), (193, 6, 37558), (193, 6, 9461)], 0.19610023, 'xrule'), ([(5142, 2, 741), (193, 6, 37558), (193, 6, 5142)], 0.18030071, 'xrule'), ([(15286, 2, 741), (193, 6, 15286), (193, 6, 37558)], -0.0909996, 'xrule'), ([(193, 6, 13795), (13795, 2, 741), (193, 6, 37558)], -1.2409, 'xrule'), ([(14420, 2, 741), (193, 6, 14420), (193, 6, 37558)], -1.2613993, 'xrule'), ([(193, 6, 9590), (193, 6, 37558), (9590, 2, 741)], -1.4049997, 'xrule'), ([(193, 6, 19110), (19110, 2, 741), (193, 6, 37558)], -1.5241995, 'xrule'), ([(3735, 2, 741), (193, 6, 37558), (193, 6, 3735)], -2.9944992, 'xrule')]","(37558, 2, 741)",0.9920295
"[82, 7433]",1,"[5.176695, 5.05434]",5.1155176,3,3757.5,"[([(15314, 4, 39375)], 2.4610248992399226, -1847.0786360586658), ([(15314, 4, 223), (15314, 4, 39375), (223, 0, 265)], 1.1667004, 'xrule'), ([(17898, 0, 265), (15314, 4, 17898), (15314, 4, 39375)], 0.032600403, 'xrule')]","(39375, 0, 265)",3.3573053
"[20256, 165]",1,"[5.5563865, 5.288837]",5.4226117,1,10210.5,"[([(1038, 4, 30773)], 0.17072157118698703, 297.5425770210034)]","(30773, 0, 184)",1.2787083
"[25, 8]",1,"[2.0260758, 0.78415096]",1.4051135,11,16.5,"[([(27989, 2, 499), (11900, 2, 17930), (11900, 2, 499)], 4.2683992, 'xrule'), ([(11900, 5, 2404), (11900, 2, 17930), (27989, 5, 2404)], 3.1876993, 'xrule'), ([(18711, 2, 17930), (18711, 5, 2404), (27989, 5, 2404)], 2.0582, 'xrule'), ([(27989, 5, 2404), (17930, 5, 2404)], 1.9108, 'xrule'), ([(21652, 2, 17930), (21652, 5, 2404), (27989, 5, 2404)], 1.7116995, 'xrule'), ([(27989, 2, 499), (4937, 2, 17930), (4937, 2, 499)], 1.5321999, 'xrule'), ([(4937, 5, 2404), (4937, 2, 17930), (27989, 5, 2404)], 1.5302, 'xrule'), ([(27989, 2, 499), (18711, 2, 17930), (18711, 2, 499)], 1.4813995, 'xrule'), ([(27989, 2, 499), (26104, 2, 17930), (26104, 2, 499)], 0.7444992, 'xrule'), ([(26104, 5, 2404), (26104, 2, 17930), (27989, 5, 2404)], 0.62699986, 'xrule'), ([(27989, 2, 499)], -1.7775792266939259, -13.855397701993073)]","(27989, 2, 17930)",0.405201
"[5875, 12253]",1,"[5.243918, 5.747813]",5.495866,5,9064.0,"[([(15016, 4, 37725)], 1.35806566659433, -14539.204554872002), ([(21052, 0, 23377), (15016, 4, 21052), (15016, 4, 37725)], 0.42669964, 'xrule'), ([(4929, 4, 15016), (4929, 4, 23377), (15016, 4, 37725)], -0.43080044, 'xrule'), ([(15017, 0, 23377), (15016, 4, 37725), (15016, 4, 15017)], -2.0973005, 'xrule'), ([(15016, 4, 22556), (22556, 0, 23377), (15016, 4, 37725)], -2.408, 'xrule')]","(37725, 0, 23377)",1.7977273
"[2427, 22850]",1,"[4.905603, 5.6387086]",5.272156,11,12638.5,"[([(512, 4, 21461), (21461, 0, 351), (512, 4, 22121)], 2.8992004, 'xrule'), ([(580, 0, 351), (512, 4, 580), (512, 4, 22121)], 1.9116001, 'xrule'), ([(21896, 0, 351), (512, 4, 22121), (512, 4, 21896)], 1.3620005, 'xrule'), ([(29898, 0, 351), (512, 4, 29898), (512, 4, 22121)], 1.2440004, 'xrule'), ([(19094, 0, 351), (512, 4, 19094), (512, 4, 22121)], 1.2118006, 'xrule'), ([(512, 4, 22121), (19344, 0, 351), (512, 4, 19344)], 1.1022005, 'xrule'), ([(512, 4, 513), (512, 4, 22121), (513, 0, 351)], 1.0697002, 'xrule'), ([(512, 4, 15290), (15290, 0, 351), (512, 4, 22121)], 1.0389004, 'xrule'), ([(22121, 4, 13498)], 0.9794254806916901, 2191.7269941942777), ([(512, 4, 3432), (3432, 0, 351), (512, 4, 22121)], 0.9102001, 'xrule'), ([(27005, 0, 351), (512, 4, 22121), (512, 4, 27005)], 0.8998003, 'xrule')]","(22121, 0, 351)",0.61166525
"[303, 10018]",1,"[4.9374247, 5.609829]",5.273627,11,5160.5,"[([(450, 4, 9271), (9271, 0, 1929), (450, 4, 27757)], 2.0159998, 'xrule'), ([(450, 4, 26034), (450, 4, 27757), (26034, 0, 1929)], 1.9088001, 'xrule'), ([(450, 4, 2874), (450, 4, 27757), (2874, 0, 1929)], 1.6388006, 'xrule'), ([(450, 4, 23396), (23396, 0, 1929), (450, 4, 27757)], 0.46860027, 'xrule'), ([(450, 4, 24690), (24690, 0, 1929), (450, 4, 27757)], 0.17950058, 'xrule'), ([(27757, 4, 13223)], -0.2122983527829641, 15061.447123849353), ([(9049, 0, 1929), (450, 4, 27757), (450, 4, 9049)], -0.28999996, 'xrule'), ([(22751, 0, 1929), (450, 4, 27757), (450, 4, 22751)], -0.71609974, 'xrule'), ([(450, 4, 4039), (4039, 0, 1929), (450, 4, 27757)], -0.8289995, 'xrule'), ([(450, 4, 27757), (450, 4, 1308), (1308, 0, 1929)], -1.1981001, 'xrule'), ([(38428, 0, 1929), (450, 4, 38428), (450, 4, 27757)], -2.0711994, 'xrule')]","(27757, 0, 1929)",1.4945084
"[1, 1]",1,"[0.7410524, 0.64865947]",0.6948559,11,1.0,"[([(7396, 4, 7397), (23572, 0, 296), (7396, 4, 23572)], 1.8608999, 'xrule'), ([(7396, 4, 31000), (7396, 4, 7397), (31000, 0, 296)], 1.4252996, 'xrule'), ([(7396, 4, 35555), (7396, 4, 7397), (35555, 0, 296)], 1.2414999, 'xrule'), ([(7397, 4, 34529)], 0.5363808107553806, 3579.6309700911693), ([(7396, 4, 7397), (12471, 0, 296), (7396, 4, 12471)], 0.17939949, 'xrule'), ([(7396, 4, 7397), (2540, 0, 296), (7396, 4, 2540)], 0.08440018, 'xrule'), ([(7396, 4, 31989), (7396, 4, 7397), (31989, 0, 296)], -0.4736004, 'xrule'), ([(33976, 0, 296), (7396, 4, 7397), (7396, 4, 33976)], -0.6758003, 'xrule'), ([(7396, 4, 12341), (7396, 4, 7397), (12341, 0, 296)], -0.78130054, 'xrule'), ([(7396, 4, 9983), (7396, 4, 7397), (9983, 0, 296)], -1.1610003, 'xrule'), ([(7396, 4, 7397), (15900, 0, 296), (7396, 4, 15900)], -1.2877998, 'xrule')]","(7397, 0, 296)",0.49443048
"[96, 79]",1,"[5.411539, 5.1134663]",5.2625027,7,87.5,"[([(637, 8, 36622)], 0.46138290807938015, -10.386657820943388), ([(637, 8, 36622), (30955, 2, 2580), (637, 8, 30955)], 0.18620014, 'xrule'), ([(637, 8, 36622), (637, 8, 2579), (2579, 2, 2580)], -0.6474991, 'xrule'), ([(637, 8, 36622), (637, 8, 30419), (30419, 2, 2580)], -0.8282995, 'xrule'), ([(637, 8, 4503), (637, 8, 36622), (4503, 2, 2580)], -1.2522993, 'xrule'), ([(4502, 6, 36622), (4503, 2, 2580), (4502, 6, 4503)], -1.2599993, 'xrule'), ([(637, 8, 36622), (20059, 2, 2580), (637, 8, 20059)], -1.9804993, 'xrule')]","(36622, 2, 2580)",1.264704
"[241, 5373]",1,"[5.142394, 5.5300446]",5.3362193,3,2807.0,"[([(17623, 4, 25076)], 2.474181791720232, -1881.0776880790863), ([(20659, 0, 265), (17623, 4, 20659), (17623, 4, 25076)], 1.1464996, 'xrule'), ([(17623, 4, 17624), (17624, 0, 265), (17623, 4, 25076)], 0.062600136, 'xrule')]","(25076, 0, 265)",2.0178685
"[392, 33]",1,"[2.4784975, 2.081859]",2.2801783,10,212.5,"[([(13085, 0, 1929), (13084, 4, 13085), (13084, 4, 35086)], 0.9448004, 'xrule'), ([(31699, 0, 1929), (13084, 4, 31699), (13084, 4, 35086)], 0.17599964, 'xrule'), ([(10145, 0, 1929), (13084, 4, 10145), (13084, 4, 35086)], -0.24489975, 'xrule'), ([(13084, 4, 35086)], -0.5053367188912437, 3250.376287332116), ([(13084, 4, 31395), (31395, 0, 1929), (13084, 4, 35086)], -1.0362997, 'xrule'), ([(13084, 4, 35086), (11159, 0, 1929), (13084, 4, 11159)], -1.3422003, 'xrule'), ([(13084, 4, 27186), (13084, 4, 35086), (27186, 0, 1929)], -1.5646, 'xrule'), ([(13084, 4, 7893), (13084, 4, 35086), (7893, 0, 1929)], -2.1883001, 'xrule'), ([(13084, 4, 32574), (32574, 0, 1929), (13084, 4, 35086)], -2.2024002, 'xrule'), ([(18715, 0, 1929), (13084, 4, 18715), (13084, 4, 35086)], -2.4526997, 'xrule')]","(35086, 0, 1929)",1.266521
"[2, 1]",1,"[1.487729, 1.5619082]",1.5248187,1,1.5,"[([(29122, 1, 5382)], 3.0572225996772944, 11998.955093314515)]","(29122, 0, 1500)",3.2201586
"[3448, 3000]",1,"[5.1414766, 5.1047277]",5.123102,5,3224.0,"[([(23589, 0, 14302), (23589, 0, 1338), (23647, 0, 14302)], 0.53999996, 'xrule'), ([(128, 0, 1338), (23647, 0, 14302), (128, 0, 14302)], 0.2020998, 'xrule'), ([(23647, 0, 14302)], -0.7328662416353706, 1176.3245660558357), ([(16202, 0, 14302), (23647, 0, 14302), (16202, 0, 1338)], -0.8227005, 'xrule'), ([(14302, 0, 1338), (23647, 0, 14302)], -1.0383005, 'xrule')]","(23647, 0, 1338)",1.3406936
