new_scores,new_ranks,original_score,exp_length,new_rank,original_rank,facts,new_score,exp,prediction
[0.9952542781829834],[1],0.9913109540939331,20,1.0,1,"[([(236, 63, 5048), (236, 44, 8790), (236, 63, 8790), (5048, 25, 62)], 0.036000013, 'xrule'), ({(4709, 89, 8790), (3181, 89, 8790)}, 0.011811952081802676, 'baseline'), ({(8790, 217, 4081), (8790, 16, 32), (3181, 89, 8790)}, 0.010531763521892609, 'baseline'), ({(8790, 217, 4081), (4709, 89, 8790), (8790, 61, 12393)}, 0.009627024616782104, 'baseline'), ({(8790, 128, 90), (4709, 89, 8790)}, 0.009235243246616872, 'baseline'), ({(8790, 213, 90), (8790, 143, 3554), (8790, 16, 32)}, 0.009162823642758403, 'baseline'), ({(8790, 217, 4081)}, 0.008240501356363795, 'baseline'), ({(8790, 217, 4081), (8790, 143, 3554), (8790, 61, 12393)}, 0.008013824874332401, 'baseline'), ({(8790, 61, 12393), (1019, 89, 8790)}, 0.007759015013720569, 'baseline'), ({(8790, 217, 4081), (8790, 143, 3554), (4709, 89, 8790), (8790, 61, 12393)}, 0.007746378871989015, 'baseline'), ({(236, 44, 8790), (4709, 89, 8790)}, 0.0072718662393660245, 'baseline'), ([(3139, 129, 90), (8790, 129, 90), (3139, 25, 62), (8790, 166, 90), (8790, 128, 90), (3139, 128, 90), (3139, 208, 90), (8790, 213, 90), (3139, 108, 90), (3139, 166, 90)], 0.004999995, 'xrule'), ([(236, 44, 8790), (236, 63, 8790), (236, 63, 9105), (9105, 25, 62)], -0.028400004, 'xrule'), ([(9105, 61, 3111), (8790, 61, 3111), (9105, 25, 62)], -0.029699981, 'xrule'), ([(236, 44, 8790), (236, 63, 8790), (236, 44, 410), (410, 25, 62)], -0.04790002, 'xrule')]",0.9952542781829834,"[(236, 63, 8790), (8790, 128, 90), (32, 15, 11230), (11371, 61, 12393), (3181, 89, 12923), (4709, 89, 8790), (4081, 25, 62), (8790, 217, 4081), (8539, 25, 62), (11371, 25, 62), (4709, 89, 8539), (11230, 25, 62), (5048, 25, 62), (236, 63, 5048), (236, 44, 8790), (90, 25, 62), (8790, 61, 12393), (3181, 89, 8790), (8790, 16, 32), (12923, 25, 62)]","(8790, 25, 62)"
[0.9952754974365234],[1],0.990455687046051,13,1.0,1,"[([(7538, 25, 62), (6791, 61, 3111), (7538, 61, 3111)], 0.0959, 'xrule'), ([(484, 89, 10578), (10578, 25, 62), (484, 89, 6791)], 0.0909, 'xrule'), ([(32, 15, 6791), (987, 25, 62), (987, 16, 32)], 0.0894, 'xrule'), ([(32, 15, 6791), (32, 15, 13584), (13584, 25, 62)], 0.0804, 'xrule'), ([(706, 89, 6791), (10578, 25, 62), (706, 89, 10578)], 0.0724, 'xrule'), ({(6791, 143, 3514), (3181, 89, 6791)}, 0.01245985456624384, 'baseline'), ({(6791, 217, 3433), (3181, 89, 6791), (6791, 22, 7711)}, 0.009455780474763614, 'baseline'), ({(32, 15, 6791), (8261, 79, 6791), (3181, 89, 6791), (6791, 22, 7711)}, 0.009100417559303946, 'baseline'), ({(6791, 101, 6854), (3181, 89, 6791), (6791, 128, 90)}, 0.0069728297853399275, 'baseline'), ({(6791, 143, 3514), (6791, 83, 5108), (3181, 89, 6791), (6791, 22, 7711)}, 0.006784419486293645, 'baseline'), ({(6791, 143, 3514), (3181, 89, 6791), (6791, 101, 3232), (2578, 68, 6791)}, 0.006618718575932729, 'baseline'), ({(3181, 89, 6791), (2578, 68, 6791), (6791, 128, 90)}, 0.006340424478397071, 'baseline'), ({(6791, 101, 6854), (6791, 166, 90)}, 0.006147066988773009, 'baseline'), ({(6791, 101, 6854), (6791, 22, 7711)}, 0.005830387523196479, 'baseline'), ({(7852, 79, 6791), (3181, 89, 6791), (6791, 101, 3232), (2578, 68, 6791)}, 0.005559663242994702, 'baseline')]",0.9952754974365234,"[(7538, 25, 62), (6791, 61, 3111), (10578, 25, 62), (706, 89, 6791), (987, 16, 32), (32, 15, 13584), (13584, 25, 62), (32, 15, 6791), (7538, 61, 3111), (484, 89, 10578), (987, 25, 62), (706, 89, 10578), (484, 89, 6791)]","(6791, 25, 62)"
[0.7239575982093811],[1],0.4746376872062683,12,1.0,1,"[([(119, 15, 8194), (3028, 154, 2620), (119, 58, 3028), (3028, 58, 119)], 0.029299999, 'xrule'), ([(119, 15, 8194), (119, 15, 13101), (13101, 154, 2620)], 0.010699999, 'xrule'), ([(8319, 159, 8194), (8319, 66, 8675), (8675, 154, 2620)], 0.008099999, 'xrule'), ({(8194, 83, 8675)}, 0.003153349219662235, 'baseline'), ([(119, 15, 8194), (11158, 154, 2620), (119, 15, 11158)], 0.0029999986, 'xrule'), ({(119, 15, 8194)}, 0.0012812583710784251, 'baseline'), ([(119, 15, 8194), (119, 152, 637), (119, 58, 637), (637, 152, 119), (637, 58, 119), (637, 154, 2620)], 0.00090000033, 'xrule'), ({(8675, 15, 8194)}, -0.008408551159163904, 'baseline'), ({(8194, 22, 8195)}, -0.017819738983084393, 'baseline'), ({(8319, 159, 8194)}, -0.028136850396056828, 'baseline')]",0.7239575982093811,"[(3028, 58, 119), (8194, 83, 8675), (8319, 159, 8194), (11158, 154, 2620), (13101, 154, 2620), (119, 15, 11158), (119, 15, 8194), (8319, 66, 8675), (119, 58, 3028), (8675, 154, 2620), (3028, 154, 2620), (119, 15, 13101)]","(8194, 154, 2620)"
[0.44740235805511475],[2],0.6236992478370667,15,2.0,1,"[({(839, 7, 2154)}, 0.06686284673182968, 'baseline'), ({(6315, 103, 2154)}, 0.05435433514982561, 'baseline'), ({(2154, 26, 1098)}, 0.046521767015602684, 'baseline'), ({(1513, 7, 2154)}, 0.040280113894550905, 'baseline'), ({(1248, 7, 2154)}, 0.037147416673179216, 'baseline'), ({(2154, 12, 600)}, 0.02967302032064843, 'baseline'), ({(2154, 14, 160)}, 0.029383498205108962, 'baseline'), ({(69, 7, 2154)}, 0.02186969944078742, 'baseline'), ({(2154, 28, 382)}, 0.01840739971735947, 'baseline'), ({(637, 2, 2154)}, 0.014798152230521482, 'baseline'), ([(3138, 26, 64), (2154, 26, 64), (3138, 26, 1960)], 0.013300002, 'xrule'), ({(2154, 30, 3201)}, 0.005296203242443497, 'baseline'), ({(2154, 30, 69)}, 0.0007996288434810272, 'baseline'), ([(3138, 26, 1960), (3138, 26, 990), (2154, 26, 990)], -0.0014000013, 'xrule'), ([(738, 14, 160), (738, 26, 1960), (2154, 14, 160)], -0.0053000003, 'xrule'), ({(2154, 26, 990)}, -0.006325808423719724, 'baseline'), ([(738, 26, 1960), (2154, 30, 1062), (738, 30, 1062), (1062, 7, 2154), (1062, 7, 738)], -0.013500005, 'xrule'), ([(3138, 26, 1960), (3138, 14, 160), (2154, 14, 160)], -0.016599998, 'xrule'), ({(600, 6, 2154)}, -0.016956728927085645, 'baseline'), ({(2154, 26, 64)}, -0.02221749448828759, 'baseline'), ({(2154, 28, 1361)}, -0.02609731725321677, 'baseline'), ({(2153, 7, 2154)}, -0.0410795780401365, 'baseline'), ({(6912, 7, 2154)}, -0.04142445051059545, 'baseline'), ({(2154, 30, 6912)}, -0.07271808104389547, 'baseline'), ({(612, 103, 2154)}, -0.09953130499096771, 'baseline')]",0.44740235805511475,"[(13009, 26, 1960), (2154, 26, 1098), (13009, 26, 1098), (1335, 26, 1960), (8155, 26, 1960), (1248, 7, 2154), (839, 7, 2154), (6315, 103, 1335), (1248, 7, 8155), (1513, 7, 6687), (839, 7, 8389), (6315, 103, 2154), (6687, 26, 1960), (8389, 26, 1960), (1513, 7, 2154)]","(2154, 26, 1960)"
[0.9728745818138123],[1],0.9680300951004028,19,1.0,1,"[({(5263, 45, 2702), (2109, 8, 5263), (5263, 85, 434)}, 0.27963332440148736, 'baseline'), ({(66, 45, 5263), (5263, 8, 1025), (5263, 85, 434), (6021, 12, 5263)}, 0.262886564890913, 'baseline'), ({(5263, 45, 66), (5991, 8, 5263), (5263, 85, 434)}, 0.21031973832871437, 'baseline'), ({(2110, 8, 5263), (5263, 85, 434)}, 0.19566432698776673, 'baseline'), ({(5263, 45, 66), (5263, 77, 2379), (5263, 85, 434), (5263, 8, 1025)}, 0.14675281490304345, 'baseline'), ({(5263, 45, 66), (5263, 8, 1025), (5263, 85, 434)}, 0.1347697182877844, 'baseline'), ({(5263, 8, 1025), (5263, 85, 434), (66, 45, 5263)}, 0.1301882668618599, 'baseline'), ({(5263, 85, 434)}, 0.12659440479360334, 'baseline'), ({(2109, 8, 5263), (5263, 8, 1025), (66, 45, 5263)}, 0.12449363906863713, 'baseline'), ({(5263, 85, 434), (66, 45, 5263), (5263, 8, 671)}, 0.12198881348870962, 'baseline')]",0.9728745818138123,"[(66, 48, 32), (5263, 45, 2702), (5263, 45, 66), (6021, 12, 5263), (2109, 8, 5263), (5991, 8, 5263), (5263, 85, 434), (6021, 28, 32), (5263, 77, 2379), (2109, 48, 32), (2110, 8, 5263), (2702, 48, 32), (5263, 8, 1025), (66, 45, 5263), (1025, 48, 32), (434, 161, 32), (5991, 48, 32), (2379, 48, 32), (2110, 48, 32)]","(5263, 48, 32)"
[0.9247562289237976],[1],0.8547556400299072,16,1.0,1,"[({(7200, 26, 1877)}, 0.2339784908571996, 'baseline'), ({(7200, 34, 90), (7200, 14, 160), (2037, 6, 7200), (7200, 26, 1877)}, 0.17495588518113916, 'baseline'), ({(7200, 14, 585), (7200, 26, 1877)}, 0.16243008825829153, 'baseline'), ({(2037, 6, 7200)}, 0.1098038955458815, 'baseline'), ({(2037, 6, 7200), (7200, 28, 382), (7200, 26, 1877)}, 0.09652702047413966, 'baseline'), ({(3295, 6, 7200), (7200, 26, 1877)}, 0.09373513889951221, 'baseline'), ({(7200, 34, 90)}, 0.09184543328661285, 'baseline'), ({(7200, 34, 90), (7200, 14, 585), (7200, 26, 1877)}, 0.08763609363374833, 'baseline'), ({(742, 32, 7200)}, 0.0785107417072814, 'baseline'), ({(7200, 31, 13085), (7200, 26, 1877)}, 0.06433347890297093, 'baseline'), ([(6258, 28, 32), (6258, 31, 466), (7200, 31, 466)], 0.025700003, 'xrule'), ([(7200, 26, 1098), (9800, 13, 32), (9800, 26, 1098)], 0.016499996, 'xrule'), ([(8274, 13, 32), (8274, 26, 1098), (7200, 26, 1098)], 0.00030000508, 'xrule'), ([(7200, 28, 119), (9659, 13, 119), (9659, 13, 32), (9659, 28, 32)], -0.0034999996, 'xrule'), ([(7200, 26, 990), (9800, 13, 32), (9800, 26, 990)], -0.0072000027, 'xrule')]",0.9247562289237976,"[(7200, 14, 160), (32, 139, 90), (418, 28, 32), (12382, 51, 160), (7200, 28, 382), (7200, 34, 90), (12382, 185, 32), (382, 152, 32), (9932, 48, 32), (418, 26, 1877), (9932, 100, 585), (7747, 13, 32), (2037, 6, 7747), (2037, 6, 7200), (7200, 14, 585), (7200, 26, 1877)]","(7200, 28, 32)"
[0.9386124014854431],[1],0.9954941272735596,9,1.0,1,"[({(4433, 3, 8423), (8423, 8, 4433), (4433, 8, 2422), (5090, 8, 4433)}, 0.567554517165963, 'baseline'), ({(1657, 8, 4433), (4433, 3, 8423), (4433, 8, 2422)}, 0.5563823416220708, 'baseline'), ({(4433, 3, 8423), (4433, 8, 2422), (5090, 8, 4433)}, 0.5121665427417773, 'baseline'), ({(8423, 8, 4433), (4433, 3, 8423)}, 0.460519177134673, 'baseline'), ({(4433, 3, 8423)}, 0.44666661051771556, 'baseline'), ({(5090, 8, 4433)}, 0.414500367682317, 'baseline'), ({(3024, 3, 4433)}, 0.40329719776534023, 'baseline'), ({(4433, 3, 8423), (4433, 8, 8065)}, 0.39709089386543783, 'baseline'), ({(4433, 3, 8423), (4222, 8, 4433)}, 0.3789185103792609, 'baseline'), ({(4433, 8, 2319), (4433, 3, 8423), (5090, 8, 4433)}, 0.14536706655160725, 'baseline'), ([(4433, 17, 393), (801, 17, 393), (801, 17, 862)], -0.022400007, 'xrule'), ([(4433, 19, 46), (801, 19, 46), (801, 17, 862)], -0.039800003, 'xrule'), ([(784, 17, 862), (784, 77, 783), (783, 119, 784), (783, 77, 784), (783, 8, 4433), (784, 119, 783)], -0.05350001, 'xrule'), ([(4433, 17, 393), (4689, 17, 393), (4689, 17, 862)], -0.06560001, 'xrule'), ([(4433, 19, 46), (1745, 19, 46), (1745, 17, 862)], -0.07090001, 'xrule')]",0.9386124014854431,"[(1657, 17, 862), (5090, 17, 862), (4433, 3, 8423), (1657, 8, 4433), (5090, 8, 4433), (2422, 17, 862), (4433, 8, 2422), (8423, 17, 862), (8423, 8, 4433)]","(4433, 17, 862)"
[0.990202009677887],[1],0.9838512539863586,11,1.0,1,"[({(5962, 38, 9711), (2820, 7, 9711)}, 0.46129126591944486, 'baseline'), ({(9711, 172, 2759), (2820, 7, 9711)}, 0.30254624406566094, 'baseline'), ({(9711, 172, 2759)}, 0.299716632761846, 'baseline'), ({(1759, 7, 9711)}, 0.2611180950646993, 'baseline'), ({(2820, 7, 9711)}, 0.254182021718243, 'baseline'), ({(5962, 38, 9711)}, 0.2332444596338629, 'baseline'), ({(1759, 7, 9711), (9711, 31, 4)}, 0.22976462124244745, 'baseline'), ({(9711, 31, 4)}, 0.22357414240829687, 'baseline'), ({(9711, 31, 3823)}, 0.2147717880380148, 'baseline'), ({(1759, 7, 9711), (9711, 172, 2759), (9711, 31, 4), (9711, 31, 3823)}, 0.17640099982151267, 'baseline')]",0.990202009677887,"[(1759, 7, 9711), (2820, 7, 9711), (1759, 7, 9994), (2820, 7, 4655), (4655, 11, 23), (5962, 6, 8180), (9711, 172, 2759), (9994, 172, 2759), (9994, 11, 23), (8180, 11, 23), (5962, 38, 9711)]","(9711, 11, 23)"
[0.3245426118373871],[2],0.8518562912940979,11,2.0,1,"[([(1374, 20, 951), (8105, 52, 529), (529, 20, 951)], 0.3507, 'xrule'), ([(8105, 52, 529), (529, 20, 7301), (1374, 20, 7301)], 0.25039998, 'xrule'), ([(529, 20, 1308), (8105, 52, 529), (1374, 20, 1308)], 0.24709997, 'xrule'), ([(529, 20, 6835), (8105, 52, 529), (1374, 20, 6835)], 0.19489998, 'xrule'), ([(529, 20, 1595), (8105, 52, 529), (1374, 20, 1595)], 0.17509997, 'xrule'), ({(8105, 20, 2880)}, 0.0009027503109562319, 'baseline'), ({(8105, 20, 3490)}, 0.0008787227658415632, 'baseline'), ({(8105, 20, 7290)}, 0.0004989721563542622, 'baseline'), ({(8105, 20, 6191)}, -0.0001381513900711404, 'baseline'), ({(827, 52, 8105)}, -0.000454476856371788, 'baseline'), ({(8105, 20, 6538)}, -0.0007130502679076634, 'baseline'), ({(8105, 20, 7484)}, -0.0010690822123178094, 'baseline'), ({(8105, 52, 529)}, -0.0014617385620178127, 'baseline'), ({(8105, 20, 8947)}, -0.0014686943230227047, 'baseline'), ({(8105, 20, 6931)}, -0.0017676195544251779, 'baseline'), ({(8105, 20, 4389)}, -0.002015793261348056, 'baseline'), ({(8105, 20, 9961)}, -0.0021816483158140477, 'baseline'), ({(8105, 20, 1952)}, -0.0029747500370763042, 'baseline'), ({(8105, 20, 5361)}, -0.003123909726863805, 'baseline'), ({(8105, 20, 10037)}, -0.0039463439486622795, 'baseline'), ({(8105, 20, 5316)}, -0.0047308178843681855, 'baseline'), ({(8105, 20, 6419)}, -0.004807740502393988, 'baseline'), ({(8105, 20, 7754)}, -0.005169272921018089, 'baseline'), ({(8105, 20, 5603)}, -0.009891727965245173, 'baseline'), ({(8105, 20, 9975)}, -0.010506348749360244, 'baseline')]",0.3245426118373871,"[(1374, 20, 1308), (1374, 20, 951), (529, 20, 6835), (529, 20, 7301), (529, 20, 1595), (8105, 52, 529), (1374, 20, 7301), (1374, 20, 6835), (529, 20, 1308), (1374, 20, 1595), (529, 20, 951)]","(8105, 52, 1374)"
[0.846592128276825],[2],0.9694784283638,13,2.0,1,"[({(746, 13, 1302)}, 0.1388322218891198, 'baseline'), ({(746, 13, 834)}, 0.11057608860497763, 'baseline'), ({(746, 34, 90)}, 0.10578137177452303, 'baseline'), ({(746, 84, 1099)}, 0.05599083283711542, 'baseline'), ([(2755, 193, 27), (2755, 13, 1682), (746, 13, 27), (2755, 13, 27)], 0.02790004, 'xrule'), ({(746, 13, 1260)}, 0.02042188769710426, 'baseline'), ({(746, 13, 449)}, 0.013444165642005243, 'baseline'), ({(746, 13, 2282)}, -0.0018755542842428768, 'baseline'), ([(8011, 13, 27), (8011, 13, 1682), (746, 13, 27)], -0.008299947, 'xrule'), ([(2755, 13, 1682), (746, 13, 75), (2755, 13, 75)], -0.015299976, 'xrule'), ([(8011, 13, 1682), (8011, 14, 160), (746, 14, 160)], -0.0273, 'xrule'), ([(2755, 13, 1682), (746, 13, 308), (2755, 13, 308)], -0.032299995, 'xrule'), ({(6927, 230, 746)}, -0.03757083882939851, 'baseline'), ({(746, 13, 474)}, -0.039291654733773135, 'baseline'), ({(746, 13, 1405)}, -0.04744479527505637, 'baseline'), ({(746, 13, 2410)}, -0.05356988776007672, 'baseline'), ({(746, 13, 1304)}, -0.06013471356804142, 'baseline'), ({(746, 30, 69)}, -0.0882895784369824, 'baseline'), ({(377, 7, 746)}, -0.11027633110536832, 'baseline'), ({(2773, 7, 746)}, -0.11162294904970012, 'baseline'), ({(746, 13, 993)}, -0.12287895834084216, 'baseline'), ({(746, 13, 2600)}, -0.12995331443505764, 'baseline'), ({(746, 13, 3420)}, -0.13478501593017767, 'baseline'), ({(746, 13, 1361)}, -0.19464101329229394, 'baseline'), ({(746, 13, 4474)}, -0.5876748126523161, 'baseline')]",0.846592128276825,"[(1302, 152, 1682), (746, 13, 1302), (746, 84, 1099), (2835, 13, 1682), (2755, 13, 27), (2835, 84, 1099), (2755, 13, 1682), (746, 13, 834), (1682, 152, 834), (746, 13, 27), (2755, 193, 27), (746, 34, 90), (1682, 206, 90)]","(746, 13, 1682)"
[0.05261163040995598],[7],0.8317307829856873,14,7.0,1,"[({(10740, 20, 52)}, 0.0935359849077042, 'baseline'), ({(10740, 20, 2459)}, 0.09073653352356095, 'baseline'), ({(10740, 20, 3125)}, 0.0809914944995035, 'baseline'), ({(10740, 20, 8740)}, 0.06787390540453689, 'baseline'), ({(10740, 20, 3122)}, 0.037647905741425604, 'baseline'), ({(5082, 52, 10740)}, 0.036885297842239005, 'baseline'), ([(2459, 19, 11195), (1366, 19, 11195), (10740, 20, 2459), (11195, 47, 2459), (11195, 47, 1366)], 0.036000013, 'xrule'), ([(10740, 20, 3125), (1366, 19, 2329), (2329, 47, 3125)], 0.034400046, 'xrule'), ([(5709, 20, 2459), (10740, 20, 2459), (5709, 20, 1366)], 0.03150004, 'xrule'), ({(10740, 20, 12021)}, 0.030564579168237783, 'baseline'), ([(4851, 47, 1366), (1366, 19, 4851), (10740, 20, 1328), (1328, 19, 4851), (4851, 47, 1328)], 0.02970004, 'xrule'), ([(52, 85, 434), (1366, 85, 434), (10740, 20, 52)], 0.02610004, 'xrule'), ({(10740, 20, 2592)}, 0.013790170637876896, 'baseline'), ({(10740, 52, 375)}, 0.007138173032248995, 'baseline'), ({(10740, 20, 1328)}, -8.107447100303557e-05, 'baseline'), ({(10740, 20, 2593)}, -0.09807327849487442, 'baseline'), ({(10740, 20, 1727)}, -0.3235800451872723, 'baseline')]",0.05261163040995598,"[(375, 20, 8740), (375, 20, 1366), (5709, 20, 2459), (10740, 20, 3122), (3122, 3, 1366), (2329, 47, 3125), (10740, 20, 3125), (5709, 20, 1366), (10740, 20, 8740), (10740, 20, 52), (10740, 20, 2459), (1366, 19, 2329), (51, 20, 52), (51, 20, 1366)]","(10740, 20, 1366)"
[0.8960229158401489],[2],0.886987566947937,13,2.0,1,"[({(6998, 25, 62)}, 0.08044489754439912, 'baseline'), ({(3181, 89, 6998)}, 0.07516058812428365, 'baseline'), ({(1177, 89, 6998)}, 0.07222093175420985, 'baseline'), ({(6998, 101, 2736)}, 0.025738636911904523, 'baseline'), ([(236, 63, 3557), (3557, 101, 1467), (236, 44, 6998), (236, 44, 3557)], 0.0029000007, 'xrule'), ([(587, 89, 6998), (6614, 101, 1467), (587, 89, 6614)], 0.0029000007, 'xrule'), ([(587, 89, 6998), (1467, 188, 1800), (587, 112, 1800), (1800, 188, 1467)], 0.0021000002, 'xrule'), ([(2534, 101, 1467), (6998, 23, 5214), (2534, 23, 5214)], 0.00060000084, 'xrule'), ([(3183, 101, 1467), (236, 44, 3183), (236, 44, 6998)], 0.00060000084, 'xrule'), ({(587, 89, 6998)}, -0.007094045223192098, 'baseline'), ({(6998, 101, 594)}, -0.03943777553453916, 'baseline'), ({(6998, 128, 90)}, -0.03988190461997207, 'baseline'), ({(6998, 101, 6590)}, -0.044335265672996824, 'baseline'), ({(6998, 101, 1800)}, -0.051245649358628804, 'baseline'), ({(4709, 89, 6998)}, -0.05274668804301029, 'baseline'), ({(6998, 101, 3145)}, -0.05283645263634648, 'baseline'), ({(6998, 101, 4759)}, -0.062339250953754054, 'baseline'), ({(6998, 22, 11004)}, -0.06563373377682723, 'baseline'), ({(6064, 159, 6998)}, -0.07170552477813316, 'baseline'), ({(6998, 101, 975)}, -0.10045606356071869, 'baseline'), ({(6998, 101, 3835)}, -0.18964744045659207, 'baseline'), ({(32, 15, 6998)}, -0.227178518181488, 'baseline'), ({(1566, 89, 6998)}, -0.3247100300215274, 'baseline'), ({(1019, 89, 6998)}, -0.33177931965791274, 'baseline')]",0.8960229158401489,"[(236, 63, 3557), (13260, 101, 1467), (6998, 101, 2736), (13260, 25, 62), (236, 44, 3557), (3557, 101, 1467), (1177, 112, 1467), (236, 44, 6998), (3181, 112, 1467), (1467, 188, 2736), (1177, 89, 6998), (3181, 89, 6998), (6998, 25, 62)]","(6998, 101, 1467)"
[0.6332969069480896],[4],0.9474917650222778,22,4.0,1,"[({(6543, 98, 3175), (6543, 98, 8236), (6543, 98, 11218)}, 0.15675936195975668, 'baseline'), ({(6543, 98, 11218), (6543, 98, 8236), (6543, 96, 3083), (6543, 68, 6544)}, 0.1383077605875261, 'baseline'), ({(6543, 98, 8986), (6543, 98, 8236), (6543, 98, 11218), (6543, 95, 7990)}, 0.13312969649637915, 'baseline'), ({(6543, 98, 8986), (6543, 98, 8236), (6543, 98, 11218)}, 0.1222899659396624, 'baseline'), ({(6543, 68, 3515), (6543, 98, 8236), (6543, 96, 3083), (6543, 98, 11218)}, 0.09765944915252202, 'baseline'), ({(6543, 98, 11218), (6543, 98, 8236), (6543, 96, 3083), (6543, 49, 1796)}, 0.08232484297146775, 'baseline'), ({(6543, 98, 3175), (6543, 98, 8236), (6543, 98, 11218), (6543, 68, 6544)}, 0.08098382786729126, 'baseline'), ({(6543, 95, 521), (6543, 98, 8236), (6543, 96, 3083), (6543, 98, 11218)}, 0.02777991719011729, 'baseline'), ({(6543, 68, 8570), (6543, 98, 8236), (6543, 98, 11218)}, 0.025694469902729587, 'baseline'), ([(555, 98, 8248), (555, 98, 11218), (6543, 98, 11218)], 0.025300004, 'xrule'), ([(11078, 98, 8248), (6543, 96, 10317), (11078, 96, 10317)], 0.025000006, 'xrule'), ([(8714, 98, 8248), (8714, 96, 10317), (6543, 96, 10317)], 0.024400003, 'xrule'), ([(11759, 96, 10317), (11759, 98, 8248), (6543, 96, 10317)], 0.0216, 'xrule'), ([(8714, 98, 11218), (8714, 98, 8248), (6543, 98, 11218)], 0.018800005, 'xrule'), ({(6543, 80, 4791), (6543, 98, 8236), (6543, 96, 3083), (6543, 98, 11218)}, -0.013036926333920553, 'baseline')]",0.6332969069480896,"[(6543, 96, 3083), (6543, 98, 3175), (10656, 98, 8248), (11078, 98, 11218), (6543, 98, 8236), (6543, 95, 7990), (6543, 68, 3515), (6543, 98, 8986), (6543, 68, 6544), (980, 98, 8248), (4219, 98, 8248), (11078, 96, 3083), (4219, 68, 3515), (980, 68, 6544), (2178, 95, 7990), (11078, 98, 8248), (11078, 98, 8986), (6543, 98, 11218), (12673, 98, 3175), (2178, 98, 8248), (12673, 98, 8248), (10656, 98, 8236)]","(6543, 98, 8248)"
[0.7691316604614258],[1],0.8892365097999573,15,1.0,1,"[({(7535, 24, 12372), (2984, 47, 7535)}, 0.05276858337942968, 'baseline'), ([(3487, 19, 999), (999, 47, 3487), (7535, 19, 999), (3487, 17, 215)], 0.027200043, 'xrule'), ([(2575, 17, 215), (2575, 17, 818), (7535, 17, 818)], 0.014100015, 'xrule'), ([(2575, 17, 215), (7535, 100, 160), (2575, 100, 160)], 0.012600005, 'xrule'), ({(2984, 47, 7535)}, 0.010778511810609253, 'baseline'), ({(4584, 8, 7535), (7535, 24, 12372)}, -0.0015476244217754174, 'baseline'), ([(4828, 17, 215), (7535, 17, 818), (4828, 17, 818)], -0.012199998, 'xrule'), ({(4584, 8, 7535)}, -0.04691122195127725, 'baseline'), ([(3487, 17, 818), (7535, 17, 818), (3487, 17, 215)], -0.05219996, 'xrule'), ({(5125, 47, 7535)}, -0.06937630197639387, 'baseline'), ({(7535, 19, 270)}, -0.08795867575950497, 'baseline'), ({(7535, 19, 1017)}, -0.09169116334185175, 'baseline'), ({(5125, 47, 7535), (7535, 24, 12372), (2984, 47, 7535)}, -0.1112725706129689, 'baseline'), ({(7535, 19, 1127), (7535, 24, 12372)}, -0.1506791904629253, 'baseline'), ({(7535, 24, 12372)}, -0.17654560943631456, 'baseline')]",0.7691316604614258,"[(999, 47, 3487), (7535, 24, 12372), (8954, 224, 12372), (8954, 17, 215), (2435, 17, 215), (7535, 100, 160), (2575, 17, 215), (2575, 100, 160), (7535, 17, 818), (3487, 17, 215), (3487, 19, 999), (2984, 47, 2435), (2575, 17, 818), (7535, 19, 999), (2984, 47, 7535)]","(7535, 17, 215)"
[0.8859391808509827],[1],0.9222087264060974,10,1.0,1,"[({(5181, 8, 8285)}, 0.5411076975991321, 'baseline'), ({(37, 8, 8285)}, 0.508168739984483, 'baseline'), ({(8285, 8, 8955)}, 0.38401285980890115, 'baseline'), ({(8285, 8, 266)}, 0.37415246338515085, 'baseline'), ({(1878, 21, 8285)}, 0.2930686882470923, 'baseline'), ({(266, 8, 8285)}, 0.2792377879584527, 'baseline'), ([(361, 17, 862), (8285, 8, 1039), (1039, 8, 361), (1039, 8, 8285), (361, 8, 1039)], 0.2484, 'xrule'), ([(2788, 8, 361), (361, 17, 862), (2788, 8, 8285), (361, 8, 2788)], 0.2024, 'xrule'), ([(8285, 48, 1124), (3532, 17, 862), (3532, 48, 1124)], 0.1532, 'xrule'), ([(4027, 17, 862), (8285, 48, 1124), (4027, 48, 1124)], 0.14379999, 'xrule'), ({(2228, 8, 8285)}, 0.12169776400046839, 'baseline'), ({(8285, 8, 5181)}, 0.10238049464133685, 'baseline'), ({(1352, 8, 8285)}, 0.08707813458237273, 'baseline'), ([(267, 8, 8285), (361, 17, 862), (267, 8, 361), (8285, 8, 267), (361, 8, 267)], 0.0835, 'xrule'), ({(8285, 21, 10982)}, 0.0662417812289948, 'baseline'), ({(1434, 8, 8285)}, 0.043561677414481643, 'baseline'), ({(8285, 8, 267)}, 0.02123473117410829, 'baseline'), ({(8285, 8, 360)}, 0.019141475643659613, 'baseline'), ({(8285, 8, 2062)}, 0.0020710629709505355, 'baseline'), ({(8285, 8, 2228)}, -0.008792121941987145, 'baseline'), ({(2062, 8, 8285)}, -0.026461740041494406, 'baseline'), ({(8285, 8, 1353)}, -0.03284903341349516, 'baseline'), ({(361, 8, 8285)}, -0.044266422302369414, 'baseline'), ({(8955, 8, 8285)}, -0.048701544317205935, 'baseline'), ({(360, 8, 8285)}, -0.09185041947235863, 'baseline')]",0.8859391808509827,"[(8285, 8, 266), (5181, 8, 8285), (1878, 21, 8285), (1878, 17, 862), (37, 8, 8285), (8955, 17, 862), (8285, 8, 8955), (37, 17, 862), (266, 17, 862), (5181, 17, 862)]","(8285, 17, 862)"
