exp_length,new_scores,original_score,original_rank,prediction,exp,new_score,new_ranks,facts,new_rank
1,[1.6344205505447462e-05],0.9331414699554443,1,"(4666, 1, 4665)","[(4665, 1, 4666)]",1.6344205505447462e-05,[29026],"[({(4665, 1, 4666)}, 0.8468649863501742, 'baseline'), ({(4665, 1, 4666)}, 0.7686896786192149, 'baseline'), ({(4665, 1, 4666)}, 0.7093235707046797, 'baseline'), ({(4665, 1, 4666)}, 0.6744800060914171, 'baseline'), ({(4665, 1, 4666)}, 0.6370820249172381, 'baseline'), ({(4665, 1, 4666)}, 0.6040498455568525, 'baseline'), ({(4665, 1, 4666)}, 0.5668735937116374, 'baseline'), ({(4665, 1, 4666)}, 0.5378250313544802, 'baseline'), ([(4665, 1, 4666)], 0.5058, 'xrule'), ({(4665, 1, 4666)}, 0.44247586752083873, 'baseline')]",29026.0
1,[0.0001379176537739113],0.9786085486412048,1,"(11813, 1, 30361)","[(30361, 1, 11813)]",0.0001379176537739113,[10225],"[([(30361, 1, 11813)], 0.2377, 'xrule')]",10225.0
4,[0.03200337290763855],0.8748989105224609,1,"(11366, 1, 26527)","[(26527, 1, 11366), (10271, 1, 42), (10271, 1, 26527), (11366, 1, 42)]",0.03200337290763855,[5],"[({(26527, 1, 11366), (11366, 1, 42)}, 0.713849351453286, 'baseline'), ({(26527, 1, 11366), (11366, 1, 42)}, 0.6961430761566406, 'baseline'), ({(26527, 1, 11366), (4958, 1, 11366), (11366, 1, 42)}, 0.6938181969470409, 'baseline'), ({(26527, 1, 11366), (11366, 1, 4958)}, 0.6349342311257127, 'baseline'), ({(26527, 1, 11366), (11366, 1, 4958), (11366, 1, 42)}, 0.46533320596203365, 'baseline'), ([(26527, 1, 11366)], 0.3193, 'xrule'), ({(11366, 1, 4958), (11366, 1, 42)}, 0.0424318713936524, 'baseline'), ({(11366, 1, 4958), (11366, 1, 42)}, 0.006804685066579881, 'baseline'), ({(11366, 1, 4958), (11366, 1, 42)}, 0.0017783445798817872, 'baseline'), ({(11366, 1, 4958), (11366, 1, 42)}, -0.01548739249038655, 'baseline'), ({(11366, 1, 4958), (11366, 1, 42)}, -0.05167718700349544, 'baseline')]",5.0
1,[4.9377980758436024e-05],0.9501182436943054,1,"(699, 1, 22618)","[(22618, 1, 699)]",4.9377980758436024e-05,[8817],"[([(22618, 1, 699)], 0.9681, 'xrule'), ({(22618, 1, 699)}, 0.9624935888237712, 'baseline')]",8817.0
5,[0.009089142084121704],0.9186691641807556,1,"(28826, 1, 3712)","[(274, 1, 14534), (28826, 1, 274), (3712, 1, 28826), (274, 1, 28826), (14534, 1, 3712)]",0.009089142084121704,[2],"[({(28826, 1, 274), (3712, 1, 28826), (274, 1, 28826)}, 0.9672567749275477, 'baseline'), ({(3712, 1, 28826), (274, 1, 28826)}, 0.9009753952771783, 'baseline'), ([(3712, 1, 28826)], 0.8219, 'xrule'), ({(28826, 1, 274), (3712, 1, 28826)}, 0.7263612010468826, 'baseline'), ({(3712, 1, 28826)}, 0.7172503328784497, 'baseline'), ({(6595, 1, 28826), (3712, 1, 28826)}, 0.5746210055543092, 'baseline'), ({(274, 1, 28826)}, 0.014397065119942525, 'baseline'), ({(6595, 1, 28826), (274, 1, 28826)}, -0.0033335881797609285, 'baseline'), ({(6595, 1, 28826)}, -0.018477995932207197, 'baseline'), ({(28826, 1, 274), (274, 1, 28826)}, -0.027149220042259146, 'baseline'), ({(28826, 1, 274)}, -0.028059084922822865, 'baseline')]",2.0
3,[1.7880776795209385e-05],0.978472113609314,1,"(22728, 1, 16506)","[(34810, 1, 16506), (16506, 1, 22728), (22728, 9, 34810)]",1.7880776795209385e-05,[2301],"[({(16506, 1, 22728), (22728, 9, 34810)}, 0.9930124789061324, 'baseline'), ({(16506, 1, 22728)}, 0.9712073112551335, 'baseline'), ([(16506, 1, 22728)], 0.94170004, 'xrule'), ({(22728, 9, 34810)}, -0.004771192633835885, 'baseline')]",2301.0
3,[3.598860712372698e-05],0.969196081161499,1,"(22584, 1, 12684)","[(12684, 1, 22584), (22585, 1, 12684), (22584, 9, 22585)]",3.598860712372698e-05,[15152],"[({(12684, 1, 22584), (22584, 9, 22585)}, 0.9873364477503556, 'baseline'), ({(12684, 1, 22584)}, 0.8808097129831376, 'baseline'), ([(12684, 1, 22584)], 0.27539998, 'xrule'), ({(22584, 9, 22585)}, 0.004613022246220596, 'baseline'), ({(22585, 9, 22584)}, -0.0006236630231446796, 'baseline')]",15152.0
1,[0.0019280666019767523],0.9718466401100159,1,"(4547, 1, 21674)","[(21674, 1, 4547)]",0.0019280666019767523,[540],"[([(21674, 1, 4547)], 0.1591, 'xrule'), ({(4547, 1, 14510)}, 0.10979155735137987, 'baseline'), ({(4547, 1, 14510)}, 0.07525978519523562, 'baseline'), ({(4547, 1, 14510)}, 0.043653885792460025, 'baseline'), ({(4547, 1, 14510)}, 0.03001425692051732, 'baseline'), ({(4547, 1, 14510)}, 0.025514583057889728, 'baseline'), ({(4547, 1, 14510)}, 0.025237540660402506, 'baseline'), ({(4547, 1, 14510)}, 0.015379170867885823, 'baseline')]",540.0
5,[0.07748154550790787],0.4837391674518585,1,"(8310, 6, 12531)","[(11942, 6, 12531), (8310, 6, 22600), (8310, 6, 8984), (11942, 6, 22600), (11942, 6, 8984)]",0.07748154550790787,[17],"[({(8310, 6, 22600), (8310, 6, 8984)}, 0.4427244486991357, 'baseline'), ({(8310, 6, 22600)}, 0.34428457563974646, 'baseline'), ({(8310, 6, 8984)}, 0.3304798120116943, 'baseline'), ({(8310, 6, 2349)}, 0.3156546466142608, 'baseline'), ({(8310, 6, 26961)}, 0.054646174405293485, 'baseline'), ([(4632, 6, 26961), (8310, 6, 26961), (4632, 6, 12531)], 0.0036, 'xrule'), ({(8310, 6, 11942)}, -0.07821043300244777, 'baseline')]",17.0
1,[1.0854461834242102e-05],0.974579930305481,1,"(19459, 1, 8641)","[(8641, 1, 19459)]",1.0854461834242102e-05,[30051],"[({(8641, 1, 19459)}, 0.9968641312277707, 'baseline'), ([(8641, 1, 19459)], 0.9761, 'xrule')]",30051.0
4,[7.128877768991515e-05],0.8933057188987732,1,"(17190, 1, 757)","[(17190, 1, 8831), (757, 1, 17190), (757, 0, 758), (8831, 0, 758)]",7.128877768991515e-05,[10482],"[({(17190, 1, 8831), (757, 1, 17190)}, 0.4602403466281629, 'baseline'), ({(17190, 1, 8831), (757, 1, 17190), (8831, 1, 17190)}, 0.3718969043625577, 'baseline'), ({(17190, 1, 8831), (757, 1, 17190)}, 0.23875246528785543, 'baseline'), ({(17190, 1, 8831), (757, 1, 17190)}, 0.2330289888417646, 'baseline'), ({(17190, 1, 8831), (8831, 1, 17190)}, 0.17552808975581982, 'baseline'), ({(17190, 1, 8831), (8831, 1, 17190)}, 0.1543302342580246, 'baseline'), ({(17190, 1, 8831), (757, 1, 17190)}, 0.1496975227943074, 'baseline'), ({(17190, 1, 8831), (757, 1, 17190)}, 0.12020472723411983, 'baseline'), ({(17190, 1, 8831), (757, 1, 17190)}, 0.11968378268357638, 'baseline'), ({(17190, 1, 8831), (757, 1, 17190)}, 0.10781965690234595, 'baseline'), ([(757, 1, 17190)], 0.0139, 'xrule')]",10482.0
1,[1.4166415894578677e-05],0.8763036727905273,1,"(6067, 1, 28605)","[(28605, 1, 6067)]",1.4166415894578677e-05,[22300],"[([(28605, 1, 6067)], 0.99619997, 'xrule'), ({(28605, 1, 6067)}, 0.9806931522886413, 'baseline')]",22300.0
1,[0.00014789584383834153],0.9612560868263245,1,"(3929, 1, 27247)","[(27247, 1, 3929)]",0.00014789584383834153,[7190],"[({(27247, 1, 3929)}, 0.3746117767392668, 'baseline'), ({(27247, 1, 3929)}, 0.27654103543177666, 'baseline'), ({(27247, 1, 3929)}, 0.2682030012155011, 'baseline'), ({(27247, 1, 3929)}, 0.2343991804235643, 'baseline'), ([(27247, 1, 3929)], 0.039199997, 'xrule')]",7190.0
1,[0.0002754452871158719],0.9470379948616028,1,"(2887, 1, 7436)","[(7436, 1, 2887)]",0.0002754452871158719,[3663],"[({(7436, 1, 2887)}, 0.9399167198162506, 'baseline'), ({(7436, 1, 2887)}, 0.9105654251947894, 'baseline'), ({(7436, 1, 2887)}, 0.8673787000778107, 'baseline'), ({(7436, 1, 2887)}, 0.7936845888007059, 'baseline'), ({(7436, 1, 2887)}, 0.771469877696991, 'baseline'), ({(7436, 1, 2887)}, 0.7408541302182947, 'baseline'), ({(7436, 1, 2887)}, 0.7340186098622976, 'baseline'), ([(7436, 1, 2887)], 0.653, 'xrule'), ({(7436, 1, 2887)}, 0.4422553601410817, 'baseline')]",3663.0
1,[0.031174708157777786],0.9375073909759521,1,"(8734, 1, 1538)","[(1538, 1, 8734)]",0.031174708157777786,[13],"[([(1538, 1, 8734)], 0.62549996, 'xrule'), ({(1538, 1, 8734), (2613, 1, 8734), (8734, 1, 2613)}, 0.41299394963823405, 'baseline'), ({(1538, 1, 8734), (8734, 1, 2613)}, 0.3824304756930879, 'baseline'), ({(1538, 1, 8734), (8734, 1, 2613)}, 0.3225671463597884, 'baseline'), ({(8718, 0, 8734), (8734, 1, 2613)}, -0.019916255977772926, 'baseline'), ({(8733, 0, 8734), (8734, 1, 2613)}, -0.03141589932050239, 'baseline'), ({(25180, 0, 8734), (8734, 1, 2613)}, -0.036492128904041944, 'baseline'), ({(9950, 0, 8734), (8734, 1, 2613)}, -0.039249976186224056, 'baseline'), ({(8734, 1, 2613)}, -0.0418166118129805, 'baseline'), ({(8734, 1, 2613)}, -0.04315241150890166, 'baseline'), ({(8734, 1, 2613), (16818, 0, 8734)}, -0.04323597718756335, 'baseline')]",13.0
1,[0.00034786772448569536],0.8671815395355225,1,"(17492, 1, 20700)","[(20700, 1, 17492)]",0.00034786772448569536,[1250],"[({(20700, 1, 17492)}, 0.8862212784032175, 'baseline'), ({(20700, 1, 17492)}, 0.5784552531727339, 'baseline'), ([(20700, 1, 17492)], 0.4866, 'xrule'), ({(20700, 1, 17492)}, 0.38568113423921524, 'baseline'), ({(20700, 1, 17492)}, 0.3743718680602169, 'baseline'), ({(20700, 1, 17492)}, 0.3495881969908619, 'baseline'), ({(20700, 1, 17492)}, 0.31264201925909757, 'baseline'), ({(20700, 1, 17492)}, 0.3057346157498515, 'baseline')]",1250.0
5,[1.716076076263562e-05],0.9578153491020203,1,"(3648, 1, 3647)","[(3647, 1, 3648), (3648, 1, 8714), (3647, 1, 23848), (8714, 1, 23848), (8714, 1, 3648)]",1.716076076263562e-05,[21627],"[({(3648, 1, 8714), (3647, 1, 3648), (8714, 1, 3648)}, 0.9421294827278696, 'baseline'), ({(3647, 1, 3648)}, 0.48554520076277186, 'baseline'), ({(3647, 1, 3648), (8714, 1, 3648)}, 0.43946878338257994, 'baseline'), ({(3647, 1, 3648)}, 0.3060922436135225, 'baseline'), ([(3647, 1, 3648)], 0.2824, 'xrule'), ({(3648, 1, 8714), (3647, 1, 3648)}, 0.23494432451996963, 'baseline'), ({(8714, 1, 3648)}, -0.022173603126059423, 'baseline'), ({(8714, 1, 3648)}, -0.024571915190755203, 'baseline'), ({(3648, 1, 8714)}, -0.053614397574831336, 'baseline'), ({(3648, 1, 8714)}, -0.055065413002616505, 'baseline')]",21627.0
1,[1.6224719729507342e-05],0.949526846408844,1,"(15168, 1, 35514)","[(35514, 1, 15168)]",1.6224719729507342e-05,[23048],"[({(35514, 1, 15168)}, 0.9763018992112468, 'baseline'), ([(35514, 1, 15168)], 0.9438, 'xrule')]",23048.0
3,[0.21122895181179047],0.673927366733551,1,"(36622, 2, 2580)","[(4502, 6, 36622), (4503, 2, 2580), (4502, 6, 4503)]",0.21122895181179047,[1],"[({(4502, 6, 36622)}, 0.026146653074860124, 'baseline'), ({(637, 8, 36622)}, 0.014272157985388759, 'baseline'), ([(637, 8, 36622), (30955, 2, 2580), (637, 8, 30955)], 0.0018000001, 'xrule')]",1.0
6,[0.06101818382740021],0.9036061763763428,1,"(3447, 1, 9780)","[(2834, 1, 2835), (7044, 1, 2834), (3447, 1, 7044), (2834, 1, 9780), (9780, 1, 3447), (3447, 1, 2835)]",0.06101818382740021,[6],"[({(9780, 1, 3447), (3447, 1, 2835), (3447, 1, 7044)}, 0.6406596149501428, 'baseline'), ({(9780, 1, 3447), (3447, 1, 2835), (3447, 1, 7044)}, 0.5347800088070853, 'baseline'), ({(9780, 1, 3447), (3447, 1, 2835)}, 0.407272440153127, 'baseline'), ([(9780, 1, 3447)], 0.3527, 'xrule'), ({(9780, 1, 3447), (3447, 1, 2835)}, 0.25200108780230285, 'baseline'), ({(3447, 1, 2835), (3447, 1, 7044), (2835, 1, 3447)}, 0.20685897337757914, 'baseline'), ({(3447, 1, 2835), (3447, 1, 7044)}, 0.16125033354077556, 'baseline'), ({(3447, 1, 2835), (7044, 1, 3447), (3447, 1, 7044)}, 0.13028661455234536, 'baseline'), ({(3447, 1, 2835), (3447, 1, 7044)}, 0.12466088972764433, 'baseline'), ({(3447, 1, 2835), (3447, 1, 7044)}, 0.09832553106441604, 'baseline'), ({(3447, 1, 2835), (3447, 1, 7044)}, 0.04935507006612704, 'baseline')]",6.0
3,[0.0027107810601592064],0.5521760582923889,1,"(34310, 0, 184)","[(20385, 0, 184), (1038, 4, 20385), (1038, 4, 34310)]",0.0027107810601592064,[8],"[({(1038, 4, 34310)}, 0.13608289806642984, 'baseline')]",8.0
3,[0.0013916130410507321],0.8556263446807861,1,"(4697, 1, 3858)","[(4697, 1, 3857), (3858, 1, 3857), (3858, 1, 4697)]",0.0013916130410507321,[50],"[({(4697, 1, 3857), (3858, 1, 4697)}, 0.8964031228394201, 'baseline'), ({(3858, 1, 4697), (3857, 1, 4697)}, 0.8736720566377968, 'baseline'), ({(3858, 1, 4697)}, 0.8689901712935268, 'baseline'), ({(3858, 1, 4697)}, 0.8657756331241792, 'baseline'), ([(3858, 1, 4697)], 0.4432, 'xrule'), ({(3857, 1, 4697)}, 0.0030470294700932704, 'baseline'), ({(4697, 1, 3857)}, -0.03317781261992741, 'baseline')]",50.0
1,[9.291821697843261e-06],0.9748260378837585,1,"(624, 1, 34337)","[(34337, 1, 624)]",9.291821697843261e-06,[34622],"[({(34337, 1, 624)}, 0.5746753053393695, 'baseline'), ({(34337, 1, 624)}, 0.4889560766273583, 'baseline'), ({(34337, 1, 624)}, 0.4286459507257296, 'baseline'), ([(34337, 1, 624)], 0.3552, 'xrule'), ({(34337, 1, 624)}, 0.3316951805099713, 'baseline')]",34622.0
7,[3.3084834285546094e-05],0.9237152934074402,1,"(14841, 1, 11642)","[(27207, 1, 14841), (27207, 0, 11643), (14841, 1, 19445), (14841, 1, 27207), (11642, 0, 11643), (19445, 0, 11643), (11642, 1, 14841)]",3.3084834285546094e-05,[21797],"[({(14841, 1, 27207), (27207, 1, 14841), (11642, 1, 14841), (14841, 1, 19445)}, 0.8861452228951537, 'baseline'), ({(14841, 1, 27207), (27207, 1, 14841), (11642, 1, 14841)}, 0.7766308651637104, 'baseline'), ({(27207, 1, 14841), (11642, 1, 14841), (14841, 1, 19445)}, 0.7694849238256223, 'baseline'), ({(14841, 1, 27207), (27207, 1, 14841), (19445, 1, 14841), (11642, 1, 14841)}, 0.7223344899938651, 'baseline'), ({(14841, 1, 27207), (27207, 1, 14841), (11642, 1, 14841)}, 0.6953646394774845, 'baseline'), ({(27207, 1, 14841), (19445, 1, 14841), (11642, 1, 14841), (14841, 1, 19445)}, 0.6909230204746134, 'baseline'), ({(14841, 1, 27207), (14841, 1, 19445), (19445, 1, 14841), (11642, 1, 14841)}, 0.6563138810095485, 'baseline'), ({(14841, 1, 27207), (14841, 1, 19445), (11642, 1, 14841)}, 0.3867681441735945, 'baseline'), ([(11642, 1, 14841)], 0.3636, 'xrule'), ({(14841, 1, 27207), (14841, 1, 19445), (11642, 1, 14841)}, 0.2995208314555855, 'baseline'), ({(14841, 1, 27207), (14841, 1, 19445)}, -0.05667640733276713, 'baseline')]",21797.0
