original_score,original_rank,#facts,new_scores,new_ranks,new_score,new_rank,prediction,facts
1.4160054,1,9,"[1.356631, 1.0216577]","[2, 2]",1.1891444,2.0,"(1864, 0, 1703)","[([(1864, 4, 16205)], 3.0320742023705898, 15200.954002268734), ([(20809, 4, 10021), (10021, 0, 1703), (20809, 4, 1864)], 2.4132996, 'xrule'), ([(1864, 4, 35417)], 2.327091340579315, 21156.911096006683), ([(20809, 4, 20647), (20647, 0, 1703), (20809, 4, 1864)], 2.1856995, 'xrule'), ([(34381, 0, 1703), (20809, 4, 34381), (20809, 4, 1864)], 1.5953999, 'xrule'), ([(1864, 4, 38359)], -0.11073585312968355, 20163.472344281457), ([(20809, 4, 1864), (20809, 0, 1703)], -0.35160065, 'xrule'), ([(20809, 4, 6992), (6992, 0, 1703), (20809, 4, 1864)], -1.0104008, 'xrule'), ([(9129, 0, 1703), (20809, 4, 9129), (20809, 4, 1864)], -2.3520002, 'xrule')]"
0.9023785,1,12,"[7.473361, 9.606475]","[33536, 39797]",8.539918,36666.5,"(18451, 5, 1238)","[([(18451, 5, 2971)], 1.111993843386588, 63.75250062858303), ([(18451, 0, 17127)], 0.8238268370354942, 30.695048057037642), ([(18451, 5, 2971), (1237, 5, 1238), (1237, 5, 2971)], -0.26930046, 'xrule'), ([(18451, 0, 17127), (17127, 5, 1238)], -0.80060005, 'xrule'), ([(18451, 5, 2971), (19824, 5, 1238), (19824, 5, 2971)], -0.80599976, 'xrule'), ([(18451, 0, 17127), (8703, 5, 1238), (8703, 0, 17127)], -0.94799995, 'xrule'), ([(18451, 0, 17127), (23847, 0, 17127), (23847, 5, 1238)], -1.1512003, 'xrule'), ([(18451, 5, 2971), (28304, 5, 1238), (28304, 5, 2971)], -1.6233997, 'xrule'), ([(18451, 0, 17127), (1237, 0, 17127), (1237, 5, 1238)], -1.6254005, 'xrule'), ([(18451, 5, 2971), (19986, 5, 1238), (19986, 5, 2971)], -2.4708004, 'xrule'), ([(18451, 5, 2971), (23847, 5, 1238), (23847, 5, 2971)], -2.5959997, 'xrule'), ([(18451, 0, 17127), (17127, 5, 2971), (1238, 0, 2971)], -3.2052002, 'xrule')]"
2.1907704,1,13,"[1.4919497, 1.4235716]","[1, 1]",1.4577606,1.0,"(7396, 0, 39)","[([(7396, 4, 7397)], 3.223588738135558, 18245.96171236705), ([(7396, 4, 32125)], 2.1705862179907083, 18337.897576861676), ([(7396, 4, 12471)], 0.2599301744843298, 25069.56461911707), ([(3608, 4, 7435), (3608, 4, 7396), (7435, 0, 39)], -0.19579983, 'xrule'), ([(3608, 4, 5173), (3608, 4, 7396), (5173, 0, 39)], -0.6985998, 'xrule'), ([(10388, 0, 39), (3608, 4, 7396), (3608, 4, 10388)], -1.1838999, 'xrule'), ([(28223, 0, 39), (3608, 4, 7396), (3608, 4, 28223)], -1.7825003, 'xrule'), ([(3608, 4, 7396), (16225, 0, 39), (3608, 4, 16225)], -2.0445004, 'xrule'), ([(3608, 4, 1826), (3608, 4, 7396), (1826, 0, 39)], -2.9524002, 'xrule'), ([(3608, 4, 7396), (17682, 0, 39), (3608, 4, 17682)], -3.4056005, 'xrule'), ([(3608, 4, 7396), (3608, 4, 40141), (40141, 0, 39)], -3.7553005, 'xrule'), ([(3608, 4, 7396), (7975, 0, 39), (3608, 4, 7975)], -3.8845005, 'xrule'), ([(13580, 0, 39), (3608, 4, 13580), (3608, 4, 7396)], -5.4172, 'xrule')]"
2.5990837,1,3,"[4.8643456, 4.7471457]","[20347, 4468]",4.8057456,12407.5,"(15952, 0, 3163)","[([(15952, 4, 19515), (15951, 4, 15952)], 0.6091309032119842, -2512.3522574861295), ([(15952, 4, 19515)], -0.0957412318966667, -2240.523917051363), ([(15951, 4, 15952)], -1.061160035246272, -4919.742912177124)]"
2.976766,1,11,"[5.363496, 4.950707]","[129, 19]",5.1571016,74.0,"(40221, 5, 73)","[([(37691, 0, 3411), (37691, 5, 73), (40221, 0, 3411)], 2.8582, 'xrule'), ([(2318, 0, 3411), (2318, 5, 73), (40221, 0, 3411)], 1.7685003, 'xrule'), ([(7566, 5, 73), (7566, 0, 3411), (40221, 0, 3411)], 0.5279999, 'xrule'), ([(13465, 0, 3411), (13465, 5, 73), (40221, 0, 3411)], 0.3948002, 'xrule'), ([(4990, 5, 73), (4990, 0, 3411), (40221, 0, 3411)], 0.3281002, 'xrule'), ([(40221, 0, 3411)], -0.6557650121647215, 1.3416915734731223), ([(19841, 0, 3411), (19841, 5, 73), (40221, 0, 3411)], -1.0226002, 'xrule'), ([(30403, 5, 73), (30403, 0, 3411), (40221, 0, 3411)], -1.4419994, 'xrule'), ([(12313, 0, 3411), (12313, 5, 73), (40221, 0, 3411)], -1.5646, 'xrule'), ([(3410, 5, 73), (3410, 0, 3411), (40221, 0, 3411)], -1.6588993, 'xrule'), ([(13985, 0, 3411), (13985, 5, 73), (40221, 0, 3411)], -2.2003994, 'xrule')]"
1.3780348,1,5,"[4.816983, 5.394647]","[90, 45]",5.105815,67.5,"(33163, 5, 4554)","[([(33163, 5, 19146)], 1.7364936660437893, 98.85024113804499), ([(33163, 0, 34125)], 1.216070708719375, 79.77137131804045), ([(4554, 0, 15945), (33163, 5, 19146), (19146, 0, 15945)], -1.71, 'xrule'), ([(19145, 5, 4554), (19145, 0, 34125), (33163, 0, 34125)], -2.5526, 'xrule'), ([(19145, 5, 4554), (19145, 5, 19146), (33163, 5, 19146)], -2.8143997, 'xrule')]"
1.6982498,1,6,"[4.976526, 5.053993]","[141, 11311]",5.0152597,5726.0,"(19351, 0, 265)","[([(6122, 4, 19351), (18871, 0, 265), (6122, 4, 18871)], 1.0129995, 'xrule'), ([(6122, 4, 19351), (7260, 0, 265), (6122, 4, 7260)], -0.051400185, 'xrule'), ([(6122, 4, 19351), (19351, 4, 11121)], -0.7148894810303412, 12577.328519335175), ([(6122, 4, 19351)], -1.0054797616309463, -216.73213461006532), ([(6122, 4, 19351), (24232, 0, 265), (6122, 4, 24232)], -1.1278, 'xrule'), ([(19351, 4, 11121)], -1.361476836577145, -663.7959996275222)]"
0.8656637,1,12,"[5.109079, 5.357655]","[18156, 24870]",5.233367,21513.0,"(14814, 0, 292)","[([(1864, 4, 14814), (15832, 0, 292), (1864, 4, 15832)], -0.042300224, 'xrule'), ([(1864, 4, 14814)], -0.24155803439354434, 1890.4399024234515), ([(14814, 4, 14815)], -0.5349330472919582, -193.63063294015302), ([(1864, 4, 14814), (1864, 4, 14095), (14095, 0, 292)], -0.6743994, 'xrule'), ([(1864, 4, 14814), (1864, 4, 14023), (14023, 0, 292)], -0.75759983, 'xrule'), ([(1864, 4, 19268), (1864, 4, 14814), (19268, 0, 292)], -1.5299997, 'xrule'), ([(1864, 4, 14814), (18940, 0, 292), (1864, 4, 18940)], -1.8014002, 'xrule'), ([(1864, 4, 14814), (1864, 4, 13725), (13725, 0, 292)], -1.8921995, 'xrule'), ([(1864, 4, 14814), (1864, 4, 6046), (6046, 0, 292)], -2.1687994, 'xrule'), ([(1864, 4, 14814), (1864, 4, 11158), (11158, 0, 292)], -2.2998, 'xrule'), ([(13706, 0, 292), (1864, 4, 14814), (1864, 4, 13706)], -2.8961, 'xrule'), ([(2148, 0, 292), (1864, 4, 14814), (1864, 4, 2148)], -2.9201994, 'xrule')]"
1.9819248,1,12,"[5.55915, 5.8996086]","[7158, 11266]",5.7293797,9212.0,"(21561, 0, 39)","[([(21561, 4, 12663), (12663, 0, 39)], 2.8052998, 'xrule'), ([(21561, 4, 7954), (7954, 0, 39)], 2.7796001, 'xrule'), ([(14659, 0, 39), (1930, 4, 21561), (1930, 4, 14659)], 2.6620998, 'xrule'), ([(21562, 0, 39), (21561, 4, 21562)], 1.6476002, 'xrule'), ([(1930, 4, 1931), (1931, 0, 39), (1930, 4, 21561)], 1.3085003, 'xrule'), ([(1930, 4, 33135), (33135, 0, 39), (1930, 4, 21561)], 1.0815, 'xrule'), ([(21561, 4, 21562), (21561, 4, 12663)], -0.14394756113723506, -10396.535924888703), ([(21561, 4, 12663), (12663, 4, 35705), (35705, 0, 39)], -0.44760036, 'xrule'), ([(1930, 4, 16273), (16273, 0, 39), (1930, 4, 21561)], -1.6168003, 'xrule'), ([(15951, 0, 39), (1930, 4, 15951), (1930, 4, 21561)], -1.8971004, 'xrule'), ([(21561, 4, 21562), (21561, 4, 7954), (21561, 4, 10155)], -2.3982790590519616, -6156.916695988989), ([(21561, 4, 21562), (21561, 4, 12663), (21561, 4, 10155)], -2.7397344742417276, -7162.939330976584)]"
1.2893803,1,11,"[5.0679173, 5.315951]","[8928, 18793]",5.191934,13860.5,"(34758, 0, 284)","[([(7922, 4, 19787), (19787, 0, 284), (7922, 4, 34758)], 4.7073994, 'xrule'), ([(7922, 4, 6734), (6734, 0, 284), (7922, 4, 34758)], 4.0618, 'xrule'), ([(27250, 0, 284), (7922, 4, 34758), (7922, 4, 27250)], 3.6688995, 'xrule'), ([(7922, 4, 30549), (30549, 0, 284), (7922, 4, 34758)], 3.4856997, 'xrule'), ([(10779, 0, 284), (7922, 4, 34758), (7922, 4, 10779)], 2.6278, 'xrule'), ([(3424, 0, 284), (7922, 4, 3424), (7922, 4, 34758)], 2.5807, 'xrule'), ([(25894, 0, 284), (7922, 4, 34758), (7922, 4, 25894)], 2.4078999, 'xrule'), ([(7922, 4, 19558), (7922, 4, 34758), (19558, 0, 284)], 1.4005995, 'xrule'), ([(7922, 4, 22711), (7922, 4, 34758), (22711, 0, 284)], 1.3954, 'xrule'), ([(7922, 4, 34758)], 0.8624630453154264, 5517.703174988105), ([(7922, 4, 4285), (4285, 0, 284), (7922, 4, 34758)], -0.34430027, 'xrule')]"
1.6508205,1,11,"[4.879835, 4.735385]","[13650, 12098]",4.80761,12874.0,"(38617, 0, 21)","[([(1432, 4, 29299), (29299, 0, 21), (1432, 4, 38617)], 1.5804996, 'xrule'), ([(35567, 0, 21), (1432, 4, 35567), (1432, 4, 38617)], 1.2764997, 'xrule'), ([(1432, 4, 30245), (1432, 4, 38617), (30245, 0, 21)], 1.0606995, 'xrule'), ([(1432, 4, 38893), (38893, 0, 21), (1432, 4, 38617)], 0.77479935, 'xrule'), ([(1432, 4, 38617)], -0.0006951886046581752, -4276.500173807137), ([(22659, 0, 21), (1432, 4, 38617), (1432, 4, 22659)], -0.32760048, 'xrule'), ([(1432, 4, 1600), (1432, 4, 38617), (1600, 0, 21)], -0.43730068, 'xrule'), ([(27718, 0, 21), (1432, 4, 27718), (1432, 4, 38617)], -0.7688999, 'xrule'), ([(1432, 4, 25462), (25462, 0, 21), (1432, 4, 38617)], -1.1355, 'xrule'), ([(1432, 4, 33394), (33394, 0, 21), (1432, 4, 38617)], -1.3597002, 'xrule'), ([(1432, 4, 31145), (1432, 4, 38617), (31145, 0, 21)], -1.6718006, 'xrule')]"
1.2075223,1,10,"[6.747321, 6.0653133]","[28256, 28848]",6.406317,28552.0,"(36255, 0, 10055)","[([(36255, 6, 33439)], 0.25254825842855155, 1210.562803604433), ([(21509, 0, 10055), (76, 4, 36255), (76, 4, 21509)], 0.106300354, 'xrule'), ([(76, 4, 36255), (76, 4, 36374), (36374, 0, 10055)], -0.023599625, 'xrule'), ([(76, 4, 36255), (76, 4, 10054), (10054, 0, 10055)], -0.6630001, 'xrule'), ([(76, 4, 36255), (27438, 0, 10055), (76, 4, 27438)], -1.9333, 'xrule'), ([(10054, 6, 33439), (36255, 6, 33439), (10054, 0, 10055)], -2.2151995, 'xrule'), ([(76, 4, 36255), (76, 4, 10055)], -2.3765001, 'xrule'), ([(76, 4, 36255)], -3.1061727945470743, -598.9571466598918), ([(13567, 0, 10055), (76, 4, 36255), (76, 4, 13567)], -3.2804003, 'xrule'), ([(76, 4, 27372), (76, 4, 36255), (27372, 0, 10055)], -4.6085997, 'xrule')]"
1.4379002,1,7,"[5.6109324, 4.8865967]","[3, 26]",5.2487645,14.5,"(9939, 2, 2580)","[([(4927, 6, 9939)], 4.325075925544328, -68.01305974187773), ([(11127, 2, 2580), (4927, 6, 9939), (4927, 6, 11127)], 0.47809982, 'xrule'), ([(13025, 2, 2580), (4927, 6, 9939), (4927, 6, 13025)], -0.2588997, 'xrule'), ([(4927, 6, 9939), (4927, 6, 19583), (19583, 2, 2580)], -0.6336994, 'xrule'), ([(30071, 2, 2580), (4927, 6, 9939), (4927, 6, 30071)], -0.8725996, 'xrule'), ([(4927, 6, 9939), (4927, 6, 18835), (18835, 2, 2580)], -1.9133997, 'xrule'), ([(4927, 6, 19692), (4927, 6, 9939), (19692, 2, 2580)], -2.7104998, 'xrule')]"
0.3502208,1,13,"[5.666177, 5.2453556]","[72, 16]",5.455766,44.0,"(31376, 2, 743)","[([(10052, 6, 31376), (12882, 2, 743), (10052, 6, 12882)], 2.0132008, 'xrule'), ([(10052, 6, 31376), (33423, 2, 743), (10052, 6, 33423)], 1.9667006, 'xrule'), ([(23887, 6, 31376), (23887, 6, 742), (742, 2, 743)], 0.91670036, 'xrule'), ([(23887, 6, 31376), (35949, 2, 743), (23887, 6, 35949)], 0.73379993, 'xrule'), ([(12272, 6, 31376)], 0.7278194882710268, 268.67432658202887), ([(23887, 6, 31376), (23887, 6, 13632), (13632, 2, 743)], 0.6409006, 'xrule'), ([(23887, 6, 31376), (23887, 6, 11979), (11979, 2, 743)], -0.22189999, 'xrule'), ([(23887, 6, 31376)], -0.6895427254329429, 57.334134793969824), ([(10052, 6, 31376)], -0.9388236504902052, 9.281138010938195), ([(10052, 6, 31376), (8701, 2, 743), (10052, 6, 8701)], -1.3785, 'xrule'), ([(12272, 6, 31376), (10053, 2, 743), (12272, 6, 10053)], -1.7551994, 'xrule'), ([(23887, 6, 31376), (32045, 2, 743), (23887, 6, 32045)], -1.7875996, 'xrule'), ([(33423, 2, 743), (12272, 6, 33423), (12272, 6, 31376)], -2.7509995, 'xrule')]"
0.6015825,1,9,"[0.63535976, 0.6196542]","[2, 1]",0.627507,1.5,"(14888, 0, 2518)","[([(14888, 4, 24694)], 1.509546347373705, 9736.81899395582), ([(18332, 0, 2518), (21982, 4, 14888), (21982, 4, 18332)], 0.91959953, 'xrule'), ([(14888, 4, 24718)], 0.4438353004983655, 9902.60917251567), ([(14888, 4, 5148)], -0.6823911218491742, -366.66427217191034), ([(21982, 4, 15145), (15145, 0, 2518), (21982, 4, 14888)], -1.0799999, 'xrule'), ([(21982, 4, 14888), (7874, 4, 2518), (7874, 4, 21982)], -1.4115, 'xrule'), ([(35458, 0, 2518), (21982, 4, 35458), (21982, 4, 14888)], -1.5152006, 'xrule'), ([(21982, 4, 33450), (21982, 4, 14888), (33450, 0, 2518)], -2.1306, 'xrule'), ([(21982, 4, 14888), (894, 0, 2518), (21982, 4, 894)], -2.3565998, 'xrule')]"
0.8335239,1,11,"[4.985436, 5.971459]","[35, 96]",5.4784474,65.5,"(35944, 2, 916)","[([(35944, 2, 121), (7518, 2, 121), (7518, 2, 916)], 2.9641008, 'xrule'), ([(17688, 2, 916), (35944, 2, 121), (17688, 2, 121)], 1.9839001, 'xrule'), ([(34464, 2, 916), (35944, 2, 121), (34464, 2, 121)], 1.1253004, 'xrule'), ([(14378, 2, 916), (35944, 2, 121), (14378, 2, 121)], 0.9409008, 'xrule'), ([(35944, 2, 121), (20660, 2, 121), (20660, 2, 916)], 0.2606001, 'xrule'), ([(35944, 2, 121)], 0.23822788479106852, -65.44072311676726), ([(7021, 2, 121), (35944, 2, 121), (7021, 2, 916)], 0.11510086, 'xrule'), ([(8214, 2, 121), (35944, 2, 121), (8214, 2, 916)], -0.3572998, 'xrule'), ([(35944, 2, 121), (27523, 2, 121), (27523, 2, 916)], -0.5517998, 'xrule'), ([(13081, 2, 916), (35944, 2, 121), (13081, 2, 121)], -0.68639946, 'xrule'), ([(35944, 2, 121), (28424, 2, 121), (28424, 2, 916)], -1.3203993, 'xrule')]"
1.4449646,1,13,"[4.3569202, 4.3732]","[37033, 36927]",4.36506,36980.0,"(5767, 4, 21704)","[([(5767, 4, 36641)], 1.1681299762460169, 16451.762806823823), ([(5767, 4, 10066)], 0.9199762834951459, 11109.715037263279), ([(28471, 4, 5767)], -0.3271827286944097, 14360.418926256141), ([(19333, 0, 1084), (21704, 0, 1084), (5767, 4, 19333)], -0.6852999, 'xrule'), ([(12886, 0, 1084), (21704, 0, 1084), (5767, 4, 12886)], -1.1850004, 'xrule'), ([(5767, 4, 14160), (14160, 0, 1084), (21704, 0, 1084)], -1.2842999, 'xrule'), ([(8357, 0, 1084), (5767, 4, 8357), (21704, 0, 1084)], -1.4719, 'xrule'), ([(25486, 0, 1084), (21704, 0, 1084), (5767, 4, 25486)], -1.7108002, 'xrule'), ([(21704, 0, 1084), (5767, 4, 18034), (18034, 0, 1084)], -1.8144007, 'xrule'), ([(5767, 4, 19213), (21704, 0, 1084), (19213, 0, 1084)], -2.5418005, 'xrule'), ([(24316, 0, 1084), (21704, 0, 1084), (5767, 4, 24316)], -2.5987005, 'xrule'), ([(21704, 0, 1084), (5767, 4, 1084)], -3.1995, 'xrule'), ([(10066, 0, 1084), (5767, 4, 10066), (21704, 0, 1084)], -3.3046007, 'xrule')]"
1.6959426,1,7,"[5.2568836, 4.853343]","[88, 4628]",5.0551133,2358.0,"(37756, 0, 278)","[([(21810, 4, 37756)], 1.424051348706173, 5374.805972744512), ([(21810, 4, 37756), (7298, 0, 278), (21810, 4, 7298)], -0.23489952, 'xrule'), ([(21810, 4, 37756), (36998, 0, 278), (21810, 4, 36998)], -0.9173994, 'xrule'), ([(21810, 4, 37756), (21810, 4, 9817), (9817, 0, 278)], -1.4636993, 'xrule'), ([(21810, 4, 37756), (21810, 4, 6819), (6819, 0, 278)], -2.1118994, 'xrule'), ([(21810, 4, 37756), (21810, 4, 3388), (3388, 0, 278)], -2.4007998, 'xrule'), ([(21810, 4, 37756), (21810, 4, 17429), (17429, 0, 278)], -2.4901, 'xrule')]"
0.52756256,1,2,"[5.318679, 5.6327124]","[80, 8]",5.4756956,44.0,"(38545, 2, 3943)","[([(7700, 6, 38545)], 1.2169437975539685, 110.77152525741622), ([(523, 6, 38545)], 0.4718790476725927, 54.61582839524567)]"
2.5358155,1,9,"[5.4197464, 5.0534506]","[595, 12698]",5.2365985,6646.5,"(1521, 0, 532)","[([(6962, 4, 1521), (31590, 0, 532), (6962, 4, 31590)], 1.1535006, 'xrule'), ([(6962, 4, 1521), (6962, 4, 26612), (26612, 0, 532)], -0.26480007, 'xrule'), ([(1521, 4, 1522)], -0.5299624968140221, -1147.6294743748983), ([(6962, 4, 1521)], -0.6592006238274346, -2073.659080806829), ([(6962, 4, 1521), (6962, 4, 28972), (28972, 0, 532)], -0.68449974, 'xrule'), ([(6962, 4, 1521), (5102, 0, 532), (6962, 4, 5102)], -1.0347996, 'xrule'), ([(27994, 0, 532), (6962, 4, 1521), (6962, 4, 27994)], -1.0699997, 'xrule'), ([(6962, 4, 1521), (1521, 4, 1522)], -1.1527594971489297, -2695.760014599369), ([(6962, 4, 1521), (30752, 0, 532), (6962, 4, 30752)], -1.7572994, 'xrule')]"
0.56383824,1,13,"[5.3386416, 5.0023355]","[1549, 4079]",5.1704884,2814.0,"(516, 0, 292)","[([(1864, 4, 5061), (1864, 4, 516), (5061, 0, 292)], 3.6941004, 'xrule'), ([(1864, 4, 516), (39101, 0, 292), (1864, 4, 39101)], 3.2442007, 'xrule'), ([(1864, 4, 516), (38677, 0, 292), (1864, 4, 38677)], 3.0223007, 'xrule'), ([(35417, 0, 292), (1864, 4, 516), (1864, 4, 35417)], 2.9794006, 'xrule'), ([(7931, 0, 292), (1864, 4, 516), (1864, 4, 7931)], 2.8768005, 'xrule'), ([(1864, 4, 10084), (1864, 4, 516), (10084, 0, 292)], 2.0119, 'xrule'), ([(1864, 4, 516), (1864, 4, 11329), (11329, 0, 292)], 1.8944006, 'xrule'), ([(1864, 4, 37150), (1864, 4, 516), (37150, 0, 292)], 1.4188004, 'xrule'), ([(516, 4, 517)], 0.6399403060812427, -219.34526004341103), ([(1864, 4, 516)], 0.514802975416786, 3277.6259317173462), ([(1864, 4, 34801), (1864, 4, 516), (34801, 0, 292)], 0.47380066, 'xrule'), ([(2148, 0, 292), (1864, 4, 516), (1864, 4, 2148)], -0.15209961, 'xrule'), ([(2825, 0, 292), (1864, 4, 516), (1864, 4, 2825)], -1.7383995, 'xrule')]"
2.244032,1,5,"[1.3927765, 1.5523915]","[29, 321]",1.472584,175.0,"(10303, 0, 1380)","[([(10303, 9, 22035)], 0.07579902840203707, 180.51894067933551), ([(13508, 1, 1771), (13508, 0, 1380), (10303, 1, 1771), (1771, 1, 13508), (1771, 1, 10303)], -0.106300354, 'xrule'), ([(34509, 1, 10303)], -0.14213605675901728, 405.4645256786625), ([(28372, 1, 10303)], -0.4876994662463772, 2426.3804356541673), ([(22035, 0, 1380), (10303, 9, 22035), (22035, 9, 10303)], -1.8764, 'xrule')]"
0.6526841,1,13,"[0.95681375, 0.9342685]","[1, 1]",0.94554114,1.0,"(2381, 2, 12273)","[([(12272, 2, 12273), (3408, 6, 2381), (3408, 6, 12272)], 1.0674, 'xrule'), ([(3408, 6, 2381), (1349, 2, 12273), (3408, 6, 1349)], 0.82800007, 'xrule'), ([(2381, 6, 21795)], -0.032480199874778716, -60.508119346176755), ([(2381, 6, 5200)], -0.13550277507289385, 63.46617603388112), ([(12484, 2, 12273), (2380, 6, 2381), (2380, 6, 12484)], -0.13969994, 'xrule'), ([(7129, 2, 12273), (3408, 6, 2381), (3408, 6, 7129)], -0.8064995, 'xrule'), ([(3408, 6, 2381), (3408, 6, 12484), (12484, 2, 12273)], -0.85499954, 'xrule'), ([(2381, 6, 10989)], -0.86322493531313, 20.296665994906512), ([(3408, 6, 687), (3408, 6, 2381), (687, 2, 12273)], -0.91429996, 'xrule'), ([(3408, 6, 2381), (4019, 2, 12273), (3408, 6, 4019)], -1.4143, 'xrule'), ([(7129, 2, 12273), (2380, 6, 2381), (2380, 6, 7129)], -1.5658998, 'xrule'), ([(3684, 2, 12273), (3408, 6, 2381), (3408, 6, 3684)], -2.0529003, 'xrule'), ([(3408, 6, 2381), (3408, 6, 12767), (12767, 2, 12273)], -2.0916996, 'xrule')]"
0.89742965,1,12,"[5.6546926, 5.648384]","[34, 145]",5.6515384,89.5,"(14588, 2, 121)","[([(3122, 2, 916), (3122, 2, 121), (14588, 2, 916)], 3.2724, 'xrule'), ([(120, 2, 916), (120, 2, 121), (14588, 2, 916)], 3.092699, 'xrule'), ([(7021, 2, 121), (7021, 2, 916), (14588, 2, 916)], 1.9895, 'xrule'), ([(5199, 2, 121), (5199, 2, 916), (14588, 2, 916)], 1.5501003, 'xrule'), ([(915, 2, 916), (915, 2, 121), (14588, 2, 916)], 1.2151995, 'xrule'), ([(8693, 6, 14588)], 0.6923237296792695, 20.666483642475384), ([(6438, 2, 916), (6438, 2, 121), (14588, 2, 916)], 0.5024996, 'xrule'), ([(14588, 2, 916)], 0.43207744971611295, -4.393630375019307), ([(3502, 2, 121), (3502, 2, 916), (14588, 2, 916)], 0.33440018, 'xrule'), ([(6864, 2, 121), (6864, 2, 916), (14588, 2, 916)], -0.64570045, 'xrule'), ([(6007, 2, 916), (6007, 2, 121), (14588, 2, 916)], -0.95110035, 'xrule'), ([(4774, 2, 121), (4774, 2, 916), (14588, 2, 916)], -1.1065998, 'xrule')]"
0.9920295,1,12,"[5.2010837, 4.971215]","[4, 127]",5.086149,65.5,"(37558, 2, 741)","[([(193, 6, 22316), (22316, 2, 741), (193, 6, 37558)], 1.1454, 'xrule'), ([(193, 6, 37558)], 0.9893045931613387, 96.72895053459642), ([(37558, 6, 37709)], 0.5080786177818665, 5.624355939723851), ([(193, 6, 741), (193, 6, 37558)], 0.34940052, 'xrule'), ([(9461, 2, 741), (193, 6, 37558), (193, 6, 9461)], 0.19610023, 'xrule'), ([(5142, 2, 741), (193, 6, 37558), (193, 6, 5142)], 0.18030071, 'xrule'), ([(15286, 2, 741), (193, 6, 15286), (193, 6, 37558)], -0.0909996, 'xrule'), ([(193, 6, 13795), (13795, 2, 741), (193, 6, 37558)], -1.2409, 'xrule'), ([(14420, 2, 741), (193, 6, 14420), (193, 6, 37558)], -1.2613993, 'xrule'), ([(193, 6, 9590), (193, 6, 37558), (9590, 2, 741)], -1.4049997, 'xrule'), ([(193, 6, 19110), (19110, 2, 741), (193, 6, 37558)], -1.5241995, 'xrule'), ([(3735, 2, 741), (193, 6, 37558), (193, 6, 3735)], -2.9944992, 'xrule')]"
3.3573053,1,3,"[4.831793, 5.2633696]","[606, 27597]",5.047581,14101.5,"(39375, 0, 265)","[([(15314, 4, 39375)], 2.4610248992399226, -1847.0786360586658), ([(15314, 4, 223), (15314, 4, 39375), (223, 0, 265)], 1.1667004, 'xrule'), ([(17898, 0, 265), (15314, 4, 17898), (15314, 4, 39375)], 0.032600403, 'xrule')]"
1.2787083,1,1,"[6.0106564, 5.0779953]","[4286, 18]",5.544326,2152.0,"(30773, 0, 184)","[([(1038, 4, 30773)], -0.6144213237446096, 11597.351051285104)]"
0.405201,1,13,"[6.259594, 4.6416683]","[67, 72]",5.450631,69.5,"(27989, 2, 17930)","[([(27989, 2, 499), (11900, 2, 17930), (11900, 2, 499)], 4.2683992, 'xrule'), ([(11900, 5, 2404), (11900, 2, 17930), (27989, 5, 2404)], 3.1876993, 'xrule'), ([(18711, 2, 17930), (18711, 5, 2404), (27989, 5, 2404)], 2.0582, 'xrule'), ([(27989, 5, 2404), (17930, 5, 2404)], 1.9108, 'xrule'), ([(21652, 2, 17930), (21652, 5, 2404), (27989, 5, 2404)], 1.7116995, 'xrule'), ([(27989, 2, 1646)], 1.5788422336723285, 10.829040477528169), ([(27989, 2, 499), (4937, 2, 17930), (4937, 2, 499)], 1.5321999, 'xrule'), ([(4937, 5, 2404), (4937, 2, 17930), (27989, 5, 2404)], 1.5302, 'xrule'), ([(27989, 2, 499), (18711, 2, 17930), (18711, 2, 499)], 1.4813995, 'xrule'), ([(27989, 2, 499)], 0.75818924741504, -13.31903953923699), ([(27989, 2, 499), (26104, 2, 17930), (26104, 2, 499)], 0.7444992, 'xrule'), ([(26104, 5, 2404), (26104, 2, 17930), (27989, 5, 2404)], 0.62699986, 'xrule'), ([(27989, 5, 2404)], 0.3695412095869112, 22.591348103845952)]"
1.7977273,1,5,"[4.871649, 5.9537563]","[6005, 8068]",5.4127026,7036.5,"(37725, 0, 23377)","[([(15016, 4, 37725)], 3.7790069388041596, 2274.9776648768525), ([(21052, 0, 23377), (15016, 4, 21052), (15016, 4, 37725)], 0.42669964, 'xrule'), ([(4929, 4, 15016), (4929, 4, 23377), (15016, 4, 37725)], -0.43080044, 'xrule'), ([(15017, 0, 23377), (15016, 4, 37725), (15016, 4, 15017)], -2.0973005, 'xrule'), ([(15016, 4, 22556), (22556, 0, 23377), (15016, 4, 37725)], -2.408, 'xrule')]"
