original_score,new_score,prediction,new_scores,original_rank,exp_length,facts,new_rank,new_ranks,exp
8.66317,8.1378765,"(4929, 11, 23)",[8.1378765],1,12,"[({(4929, 14, 160), (4929, 26, 1098), (4929, 26, 64), (4929, 26, 342)}, 0.5297403764424977, 'baseline'), ({(4929, 14, 160), (4929, 26, 1098), (4929, 26, 64), (4929, 106, 249)}, 0.5127907225891137, 'baseline'), ({(4929, 14, 160), (2250, 2, 4929), (4929, 26, 64), (4929, 26, 1098)}, 0.49365238624058655, 'baseline'), ({(4929, 106, 249), (4929, 14, 160), (4929, 26, 64), (4929, 26, 342)}, 0.49323276953444595, 'baseline'), ({(4929, 106, 249), (4929, 14, 160), (4929, 26, 1098), (4929, 26, 342)}, 0.48187832298332806, 'baseline'), ({(4929, 14, 160), (4929, 26, 1098), (4929, 26, 64), (4929, 106, 1327)}, 0.4740581935327866, 'baseline'), ({(4929, 14, 160), (2250, 2, 4929), (4929, 26, 64), (4929, 26, 342)}, 0.4724216883767447, 'baseline'), ({(4929, 14, 160), (2250, 2, 4929), (4929, 26, 1098), (4929, 26, 342)}, 0.46370319768663554, 'baseline'), ({(4929, 14, 160), (2250, 2, 4929), (4929, 26, 64), (4929, 106, 249)}, 0.45938209933428725, 'baseline'), ({(4929, 106, 249), (4929, 26, 1098), (4929, 26, 64), (4929, 26, 342)}, 0.4551735345315423, 'baseline')]",1.0,[1],"[(4929, 26, 1098), (2114, 26, 1098), (5849, 11, 23), (4929, 26, 342), (5472, 26, 342), (10359, 14, 160), (4929, 14, 160), (5472, 11, 23), (5849, 26, 64), (2114, 11, 23), (10359, 11, 23), (4929, 26, 64)]"
7.114539,7.1069746,"(4489, 18, 795)",[7.1069746],1,12,"[({(786, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)}, 0.10697273453630543, 'baseline'), ({(4489, 219, 90), (4489, 18, 8332), (6653, 35, 4489), (4489, 154, 1437)}, 0.10632042127481656, 'baseline'), ({(857, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)}, 0.09773735239987899, 'baseline'), ({(786, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (6653, 35, 4489)}, 0.09763721661699391, 'baseline'), ({(786, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (857, 35, 4489)}, 0.09011081887893474, 'baseline'), ({(857, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (6653, 35, 4489)}, 0.08910469248020772, 'baseline'), ({(9811, 37, 4489), (4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)}, 0.0821609897625884, 'baseline'), ({(610, 35, 4489), (4489, 18, 8332), (4489, 219, 90), (4489, 154, 1437)}, 0.07768730354710238, 'baseline'), ({(4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)}, 0.07762150004435618, 'baseline'), ({(4489, 219, 90), (3373, 58, 4489), (4489, 18, 8332), (4489, 154, 1437)}, 0.0746364994083102, 'baseline')]",2.0,[2],"[(5138, 18, 795), (2840, 18, 8332), (1161, 154, 1437), (2131, 82, 795), (786, 35, 4489), (5138, 139, 90), (1161, 18, 795), (2840, 18, 795), (2131, 93, 786), (4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)]"
5.9763412,3.6999698,"(10519, 66, 9596)",[3.6999698],1,10,"[({(10444, 76, 10519), (10823, 20, 10519), (1189, 20, 10519), (10519, 48, 1124)}, 1.9416714626291454, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (1931, 76, 10519), (10519, 48, 1124)}, 1.799278818206512, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 48, 1124), (10519, 134, 6521)}, 1.7079702193729889, 'baseline'), ({(10444, 76, 10519), (10519, 43, 141), (10823, 20, 10519), (10519, 48, 1124)}, 1.6898651883203715, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 134, 4044), (10519, 48, 1124)}, 1.687658385842534, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 134, 985), (10519, 48, 1124)}, 1.6804576675990865, 'baseline'), ({(10519, 17, 1415), (10444, 76, 10519), (10823, 20, 10519), (10519, 48, 1124)}, 1.6505862022964077, 'baseline'), ({(10823, 20, 10519), (10444, 76, 10519), (10519, 134, 1546), (10519, 48, 1124)}, 1.650113656642264, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 134, 1271), (10519, 48, 1124)}, 1.6444330952968993, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 48, 1124), (10519, 134, 570)}, 1.6423207065151522, 'baseline')]",6.0,[6],"[(1124, 15, 9596), (10823, 20, 8207), (10444, 76, 6706), (1189, 20, 10519), (10519, 48, 1124), (8207, 160, 9596), (6706, 160, 9596), (10823, 20, 10519), (1189, 20, 8207), (10444, 76, 10519)]"
6.9785805,6.0945935,"(4349, 17, 871)",[6.0945935],1,12,"[({(1081, 27, 4349), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.7991319169804105, 'baseline'), ({(4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.7200031734592021, 'baseline'), ({(4649, 47, 4349), (4349, 85, 434), (4349, 110, 494), (4349, 8, 7948)}, 0.6968832466278685, 'baseline'), ({(7948, 8, 4349), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.6964693520164377, 'baseline'), ({(4349, 3, 7948), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.6947851630999381, 'baseline'), ({(4649, 47, 4349), (4349, 85, 434), (4349, 110, 494), (4349, 192, 8652)}, 0.6848173590098146, 'baseline'), ({(8652, 192, 4349), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.6846490355173803, 'baseline'), ({(4649, 47, 4349), (4349, 85, 434), (4349, 110, 494), (4349, 38, 3059)}, 0.6673746555247821, 'baseline'), ({(4649, 47, 4349), (4349, 85, 434), (3059, 12, 4349), (4349, 110, 494)}, 0.6663055866026262, 'baseline'), ({(4349, 8, 8652), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.6655941455680565, 'baseline')]",1.0,[1],"[(11857, 110, 494), (4349, 85, 434), (4349, 110, 494), (12620, 17, 871), (11857, 17, 871), (9660, 17, 871), (4649, 47, 4349), (9660, 85, 434), (1081, 27, 12620), (7651, 19, 4649), (1081, 27, 4349), (7651, 17, 871)]"
6.9195323,7.033674,"(6253, 31, 657)",[7.033674],1,12,"[({(1659, 6, 6253), (6253, 31, 3823), (6253, 31, 4488), (361, 6, 6253)}, 0.14145092215988067, 'baseline'), ({(6253, 12, 3754), (1659, 6, 6253), (6253, 31, 3823), (6253, 31, 4488)}, 0.13784984795040064, 'baseline'), ({(6253, 12, 3754), (6253, 31, 3823), (6253, 31, 4488), (361, 6, 6253)}, 0.12928680619055963, 'baseline'), ({(1659, 6, 6253), (6253, 31, 3823), (6253, 31, 4488), (6253, 26, 342)}, 0.1281576558465624, 'baseline'), ({(6253, 12, 3754), (6253, 31, 3823), (6253, 31, 4488), (6253, 26, 342)}, 0.12521938524739504, 'baseline'), ({(6253, 26, 342), (6253, 31, 3823), (6253, 31, 4488), (361, 6, 6253)}, 0.12144760330716774, 'baseline'), ({(6253, 31, 3823), (6253, 14, 2272), (6253, 31, 4488), (6253, 26, 342)}, 0.11483864029361601, 'baseline'), ({(1659, 6, 6253), (6253, 31, 3823), (6253, 14, 2272), (6253, 31, 4488)}, 0.11280540665969672, 'baseline'), ({(6253, 31, 3823), (6253, 31, 4488), (6253, 34, 90), (6253, 26, 342)}, 0.11111263469935394, 'baseline'), ({(6253, 31, 3823), (6253, 14, 2272), (6253, 31, 4488), (361, 6, 6253)}, 0.11103061871809691, 'baseline')]",1.0,[1],"[(6253, 31, 3823), (6253, 31, 4488), (657, 2, 3909), (4488, 2, 2555), (5265, 31, 657), (361, 6, 6253), (5265, 31, 3823), (1659, 6, 6253), (2555, 31, 657), (361, 6, 5413), (5413, 31, 657), (1659, 6, 3909)]"
6.958826,4.9203076,"(3809, 33, 90)",[4.9203076],1,10,"[({(3809, 154, 2438), (3809, 25, 62), (3809, 120, 791), (32, 15, 3809)}, 3.9314332537107775, 'baseline'), ({(3809, 25, 62), (3809, 120, 791), (32, 15, 3809)}, 2.0963879657902504, 'baseline'), ({(3809, 154, 2438), (3809, 25, 62), (3809, 120, 791)}, 2.0819173874323824, 'baseline'), ({(3809, 154, 2438), (3809, 120, 791), (32, 15, 3809)}, 2.0303469679536255, 'baseline'), ({(3809, 154, 2438), (3809, 25, 62), (32, 15, 3809)}, 1.4574895557433978, 'baseline'), ({(3809, 154, 2438), (3809, 111, 8335), (3809, 120, 791)}, 1.4364348102233333, 'baseline'), ({(3809, 25, 62), (3809, 111, 8335), (3809, 120, 791)}, 1.3213558798341594, 'baseline'), ({(3809, 154, 2438), (372, 83, 3809), (3809, 120, 791)}, 1.2806487670880744, 'baseline'), ({(3809, 120, 791), (3809, 111, 8335), (32, 15, 3809)}, 1.2558875663573326, 'baseline'), ({(3809, 154, 2438), (8335, 15, 3809), (3809, 120, 791)}, 1.216352042611266, 'baseline')]",1.0,[1],"[(13586, 33, 90), (32, 15, 3809), (90, 25, 62), (14281, 120, 791), (14281, 33, 90), (32, 206, 90), (13586, 154, 2438), (3809, 120, 791), (3809, 154, 2438), (3809, 25, 62)]"
7.1839924,6.4343004,"(9122, 17, 215)",[6.4343004],1,11,"[({(9122, 85, 434), (9122, 43, 141), (9122, 17, 393), (9122, 25, 62)}, 1.4149351755726065, 'baseline'), ({(9122, 85, 434), (9122, 48, 32), (9122, 17, 393), (9122, 25, 62)}, 1.3401394498801034, 'baseline'), ({(9122, 85, 434), (9122, 43, 141), (9122, 17, 393), (9122, 48, 32)}, 1.324977935041891, 'baseline'), ({(9122, 48, 32), (9122, 43, 141), (9122, 17, 393), (9122, 25, 62)}, 1.3036862014761819, 'baseline'), ({(9122, 85, 434), (9122, 17, 862), (9122, 17, 393), (9122, 25, 62)}, 1.1165743412431237, 'baseline'), ({(9122, 85, 434), (9122, 19, 929), (9122, 17, 393), (9122, 25, 62)}, 1.1082926332209058, 'baseline'), ({(9122, 43, 141), (9122, 19, 929), (9122, 17, 393), (9122, 25, 62)}, 1.0862694316907617, 'baseline'), ({(9122, 48, 32), (9122, 19, 929), (9122, 17, 393), (9122, 25, 62)}, 1.0633488225337353, 'baseline'), ({(9122, 85, 434), (9122, 17, 393), (9122, 25, 62), (9122, 19, 240)}, 1.0628958272404647, 'baseline'), ({(9122, 19, 240), (9122, 43, 141), (9122, 17, 393), (9122, 25, 62)}, 1.0588961170692341, 'baseline')]",1.0,[1],"[(9122, 85, 434), (13205, 17, 393), (13205, 43, 141), (9122, 43, 141), (13205, 17, 215), (13738, 17, 215), (9660, 85, 434), (9660, 17, 215), (9122, 25, 62), (13738, 25, 62), (9122, 17, 393)]"
6.8358297,6.152483,"(2857, 10, 2465)",[6.152483],1,9,"[({(2857, 10, 579), (2857, 182, 2192), (2554, 19, 2857), (1308, 19, 2857)}, 0.19736389383219485, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (1308, 19, 2857)}, 0.16830925199073027, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (4446, 19, 2857), (1308, 19, 2857)}, 0.16794780944474974, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (6958, 19, 2857), (1308, 19, 2857)}, 0.16587833616938935, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (2857, 47, 1369), (1308, 19, 2857)}, 0.1634397909463885, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (3995, 19, 2857), (1308, 19, 2857)}, 0.1605377599610973, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (8836, 19, 2857), (1308, 19, 2857)}, 0.15850357266855447, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (2857, 47, 5220), (1308, 19, 2857)}, 0.15540222377254417, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (8632, 19, 2857), (1308, 19, 2857)}, 0.15464786739151354, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (6512, 19, 2857), (1308, 19, 2857)}, 0.1546364233136922, 'baseline')]",3.0,[3],"[(2857, 10, 579), (2857, 182, 2192), (2465, 27, 2554), (9820, 10, 579), (2465, 27, 1308), (2465, 210, 2192), (2554, 19, 2857), (9820, 10, 2465), (1308, 19, 2857)]"
7.234824,6.3690333,"(2634, 31, 844)",[6.3690333],1,11,"[({(2634, 31, 5878), (2634, 31, 136), (2634, 31, 657), (2634, 30, 10464)}, 0.30061916628714125, 'baseline'), ({(2634, 31, 657), (2634, 13, 32), (2634, 31, 136), (2634, 30, 10464)}, 0.29039387017280655, 'baseline'), ({(2634, 11, 23), (2634, 31, 136), (2634, 31, 657), (2634, 30, 10464)}, 0.2661047388655619, 'baseline'), ({(2634, 31, 657), (2634, 31, 136), (2634, 147, 382), (2634, 30, 10464)}, 0.2641659190042802, 'baseline'), ({(2634, 31, 657), (2634, 13, 382), (2634, 31, 136), (2634, 30, 10464)}, 0.26319317120179264, 'baseline'), ({(2634, 31, 657), (2634, 13, 27), (2634, 31, 136), (2634, 30, 10464)}, 0.24481682071748886, 'baseline'), ({(2634, 31, 657), (2634, 31, 136), (2634, 30, 10464)}, 0.2442636895812282, 'baseline'), ({(2634, 31, 657), (2634, 31, 136), (2634, 13, 816), (2634, 30, 10464)}, 0.24390033969560546, 'baseline'), ({(2634, 31, 657), (2634, 86, 1485), (2634, 31, 136), (2634, 30, 10464)}, 0.24232963807255267, 'baseline'), ({(2634, 31, 657), (2634, 31, 136), (2634, 183, 904), (2634, 30, 10464)}, 0.2414465356144385, 'baseline')]",4.0,[4],"[(2634, 31, 5878), (10464, 67, 844), (5878, 2, 3071), (2634, 31, 657), (2634, 30, 10464), (2634, 31, 136), (3457, 107, 844), (1635, 107, 844), (3071, 31, 844), (1635, 107, 657), (3457, 107, 136)]"
7.8238983,7.8629875,"(7245, 100, 160)",[7.8629875],1,8,"[({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 6278), (7245, 6, 7148)}, 0.13006405076502062, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 6278), (7245, 6, 7190)}, 0.12286285600049976, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 4354), (7245, 6, 6278)}, 0.11905578814493652, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 7190), (7245, 6, 7148)}, 0.11705307207327989, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 4354), (7245, 6, 7148)}, 0.11543850141491248, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 6278)}, 0.11334804733584779, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 6278), (7245, 6, 7708)}, 0.11175159650505877, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 4354), (7245, 6, 7190)}, 0.10749534804559818, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 7148)}, 0.10668853958476912, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 7708), (7245, 6, 7148)}, 0.10595516398692988, 'baseline')]",1.0,[1],"[(1253, 214, 160), (7245, 6, 2440), (2440, 14, 160), (1253, 71, 7245), (7245, 6, 7148), (7148, 14, 160), (7245, 6, 6278), (6278, 14, 160)]"
5.9059772,5.3498735,"(4794, 28, 382)",[5.3498735],1,11,"[({(4794, 26, 64), (4794, 28, 32), (4794, 11, 23), (11368, 6, 4794)}, 0.4238257826281492, 'baseline'), ({(4794, 26, 64), (4794, 28, 32), (4794, 31, 2512), (11368, 6, 4794)}, 0.3776531634154622, 'baseline'), ({(4794, 26, 64), (4794, 28, 32), (4794, 34, 90), (11368, 6, 4794)}, 0.3752146181438734, 'baseline'), ({(4794, 28, 32), (4794, 11, 23), (4794, 34, 90), (11368, 6, 4794)}, 0.3725848611981223, 'baseline'), ({(4794, 28, 32), (4794, 11, 23), (4794, 31, 2512), (11368, 6, 4794)}, 0.37159971561275773, 'baseline'), ({(4794, 28, 32), (4794, 31, 2512), (4794, 34, 90), (11368, 6, 4794)}, 0.32533649737089115, 'baseline'), ({(604, 32, 4794), (4794, 26, 64), (4794, 28, 32), (11368, 6, 4794)}, 0.3203859739838363, 'baseline'), ({(4794, 26, 64), (4794, 28, 32), (4794, 74, 7395), (11368, 6, 4794)}, 0.3179345541013456, 'baseline'), ({(604, 32, 4794), (4794, 28, 32), (4794, 11, 23), (11368, 6, 4794)}, 0.313688796025753, 'baseline'), ({(4794, 74, 7395), (4794, 28, 32), (4794, 11, 23), (11368, 6, 4794)}, 0.3107910565857816, 'baseline')]",2.0,[2],"[(1883, 11, 23), (4794, 11, 23), (4794, 26, 64), (4794, 28, 32), (382, 15, 14059), (11368, 6, 4794), (11368, 66, 14059), (382, 218, 32), (1883, 13, 382), (5472, 26, 64), (5472, 28, 382)]"
7.1986084,6.2834067,"(5115, 86, 2316)",[6.2834067],1,5,"[({(268, 32, 5115), (268, 38, 5115), (5115, 12, 268), (5115, 86, 268)}, 1.1140194476893557, 'baseline'), ({(268, 32, 5115), (5115, 12, 268), (5115, 155, 13056), (5115, 86, 268)}, 0.7884703148011446, 'baseline'), ({(268, 32, 5115), (268, 38, 5115), (5115, 31, 1314), (5115, 86, 268)}, 0.7816200720860279, 'baseline'), ({(268, 32, 5115), (268, 38, 5115), (5115, 155, 13056), (5115, 86, 268)}, 0.7693739399799749, 'baseline'), ({(5115, 14, 160), (268, 32, 5115), (268, 38, 5115), (5115, 86, 268)}, 0.7619591220493662, 'baseline'), ({(5115, 26, 1098), (268, 32, 5115), (268, 38, 5115), (5115, 86, 268)}, 0.7604036791652261, 'baseline'), ({(268, 32, 5115), (268, 38, 5115), (5115, 26, 64), (5115, 86, 268)}, 0.7568970186880891, 'baseline'), ({(268, 32, 5115), (5115, 12, 268), (5115, 31, 1314), (5115, 86, 268)}, 0.7540216905798921, 'baseline'), ({(5115, 31, 136), (268, 32, 5115), (268, 38, 5115), (5115, 86, 268)}, 0.7474804382866187, 'baseline'), ({(5115, 34, 90), (268, 32, 5115), (268, 38, 5115), (5115, 86, 268)}, 0.7438097457795199, 'baseline')]",5.0,[5],"[(5115, 12, 268), (268, 8, 2316), (268, 38, 5115), (268, 32, 5115), (5115, 86, 268)]"
6.3773446,6.2692165,"(1081, 27, 7303)",[6.2692165],1,9,"[({(1081, 27, 3364), (1081, 27, 1082), (1081, 27, 5038), (1081, 27, 870)}, 0.3855419573697034, 'baseline'), ({(1081, 27, 3364), (1081, 27, 5038), (1081, 27, 870)}, 0.3258505277982773, 'baseline'), ({(1081, 27, 3364), (1081, 27, 4360), (1081, 27, 5038)}, 0.3193478994799643, 'baseline'), ({(1081, 27, 870), (1081, 27, 4360), (1081, 27, 5038)}, 0.31757644939018137, 'baseline'), ({(1081, 27, 3364), (1081, 27, 673), (1081, 27, 5038)}, 0.25886682763659935, 'baseline'), ({(1081, 27, 1082), (1081, 27, 5038), (1081, 27, 5174)}, 0.25716785681664384, 'baseline'), ({(1081, 27, 3364), (1081, 27, 1082), (1081, 27, 5038)}, 0.256224196098623, 'baseline'), ({(1081, 27, 870), (1081, 27, 1082), (1081, 27, 5038)}, 0.2550044466161076, 'baseline'), ({(1081, 27, 4360), (1081, 27, 1082), (1081, 27, 5038)}, 0.2548118044343518, 'baseline'), ({(1081, 27, 3364), (1081, 27, 5038), (1081, 27, 9219)}, 0.2530208040332129, 'baseline')]",2.0,[2],"[(7303, 8, 5038), (1081, 27, 1082), (1081, 27, 870), (1081, 27, 3364), (4991, 8, 1082), (1081, 27, 5038), (870, 3, 7303), (7303, 8, 4991), (3364, 8, 7303)]"
8.028749,6.878335,"(12076, 85, 434)",[6.878335],1,10,"[({(12076, 17, 862), (12076, 48, 32), (12076, 21, 7233), (12076, 66, 540)}, 1.5061031061021728, 'baseline'), ({(12076, 6, 2125), (12076, 48, 32), (12076, 17, 862), (12076, 66, 540)}, 1.479241914122432, 'baseline'), ({(12076, 48, 32), (6055, 22, 12076), (12076, 17, 862), (12076, 66, 540)}, 1.4578562436191607, 'baseline'), ({(12076, 17, 862), (12076, 48, 32), (12076, 19, 313), (12076, 66, 540)}, 1.448530262079479, 'baseline'), ({(12076, 17, 862), (12076, 48, 32), (6055, 22, 12076), (12076, 21, 7233)}, 1.4059539473312674, 'baseline'), ({(12076, 17, 862), (12076, 48, 32), (12076, 21, 7233), (12076, 6, 2125)}, 1.4007130299740551, 'baseline'), ({(12076, 48, 32), (12076, 17, 862), (12076, 66, 540), (12076, 6, 3185)}, 1.3994188938920604, 'baseline'), ({(12076, 48, 32), (6055, 22, 12076), (12076, 17, 862), (12076, 6, 2125)}, 1.3683720253232838, 'baseline'), ({(12076, 17, 862), (12076, 48, 32), (12076, 19, 313), (12076, 21, 7233)}, 1.3638687750648801, 'baseline'), ({(12076, 48, 32), (12076, 17, 862), (1345, 1, 12076), (12076, 66, 540)}, 1.352677883390836, 'baseline')]",1.0,[1],"[(434, 161, 32), (8213, 85, 434), (12076, 17, 862), (7233, 196, 8213), (12076, 21, 7233), (13359, 85, 434), (12076, 48, 32), (12076, 66, 540), (13359, 17, 862), (434, 161, 540)]"
6.999007,6.8573103,"(4552, 35, 2732)",[6.8573103],1,8,"[({(4552, 35, 1562), (4552, 64, 3282), (4552, 64, 1625), (4552, 35, 3796)}, 0.09210304452765393, 'baseline'), ({(4552, 64, 5701), (4552, 64, 3282), (4552, 35, 1562), (4552, 35, 3796)}, 0.09057239725632578, 'baseline'), ({(4552, 64, 5701), (4552, 64, 786), (4552, 35, 1562), (4552, 35, 3796)}, 0.09026149945842299, 'baseline'), ({(3282, 64, 4552), (4552, 64, 3282), (4552, 35, 1562), (4552, 35, 3796)}, 0.08943943219627327, 'baseline'), ({(3282, 64, 4552), (4552, 64, 5701), (4552, 35, 1562), (4552, 35, 3796)}, 0.08917431068957016, 'baseline'), ({(4552, 64, 5701), (4552, 35, 1562), (4552, 35, 3796)}, 0.08876136972179104, 'baseline'), ({(4552, 64, 5701), (4552, 35, 1562), (4552, 35, 3796), (786, 64, 4552)}, 0.08867458536388945, 'baseline'), ({(4552, 35, 1562), (3282, 64, 4552), (4552, 64, 1625), (4552, 35, 3796)}, 0.08834747506475443, 'baseline'), ({(4552, 64, 5701), (4552, 35, 1562), (4552, 35, 3796), (4552, 64, 2617)}, 0.08740810585430644, 'baseline'), ({(4552, 64, 3282), (4552, 35, 1562), (4552, 35, 3796)}, 0.08739952282851886, 'baseline')]",1.0,[1],"[(4552, 64, 1625), (4552, 35, 1562), (3282, 35, 2732), (4552, 35, 3796), (1625, 35, 2732), (2732, 58, 1562), (2732, 58, 3796), (4552, 64, 3282)]"
6.1483383,5.916857,"(457, 10, 7869)",[5.916857],1,10,"[({(457, 10, 4121), (457, 182, 3202), (457, 47, 8624), (457, 10, 6327)}, 0.03799966999921614, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (457, 7, 8703)}, 0.03736023134644262, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 7, 1692), (457, 10, 6327)}, 0.03717712587375824, 'baseline'), ({(457, 7, 4013), (457, 10, 4121), (457, 182, 3202), (457, 10, 6327)}, 0.03615097233388969, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (1731, 30, 457)}, 0.0360145968813624, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (8624, 19, 457)}, 0.03575472063090779, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (457, 7, 3060)}, 0.03355316348599217, 'baseline'), ({(457, 10, 4121), (457, 10, 6327), (457, 47, 8624), (457, 7, 1692)}, 0.03319744299263184, 'baseline'), ({(457, 10, 4121), (457, 47, 8624), (457, 10, 6327), (457, 7, 8703)}, 0.03315548130336971, 'baseline'), ({(457, 10, 4121), (457, 182, 3202), (457, 10, 6327), (10756, 30, 457)}, 0.03287748522155931, 'baseline')]",1.0,[1],"[(457, 182, 3202), (457, 10, 4121), (6327, 27, 6381), (7869, 27, 6381), (457, 47, 8624), (7869, 27, 8624), (7869, 210, 3202), (5136, 10, 7869), (457, 10, 6327), (5136, 10, 4121)]"
8.168217,8.189148,"(3794, 23, 209)",[8.189148],1,12,"[({(374, 13, 3794), (3794, 72, 1718), (526, 29, 3794), (1179, 13, 3794)}, 0.061394731476861586, 'baseline'), ({(374, 13, 3794), (3794, 72, 1718), (2968, 13, 3794), (526, 29, 3794)}, 0.06088260838554217, 'baseline'), ({(374, 13, 3794), (3794, 72, 1718), (526, 29, 3794)}, 0.06007579989619412, 'baseline'), ({(1322, 13, 3794), (374, 13, 3794), (3794, 72, 1718), (526, 29, 3794)}, 0.058384935369471216, 'baseline'), ({(6157, 58, 3794), (374, 13, 3794), (3794, 72, 1718), (526, 29, 3794)}, 0.05719379613511618, 'baseline'), ({(3794, 72, 1718), (2968, 13, 3794), (526, 29, 3794)}, 0.05701641270880489, 'baseline'), ({(374, 13, 3794), (3794, 72, 1718), (3794, 58, 7553), (526, 29, 3794)}, 0.056334535561432274, 'baseline'), ({(3794, 72, 1718), (526, 29, 3794)}, 0.05630878637663165, 'baseline'), ({(3794, 72, 1718), (2968, 13, 3794), (526, 29, 3794), (1179, 13, 3794)}, 0.05497936438907711, 'baseline'), ({(3794, 72, 1718), (2968, 13, 3794), (3794, 58, 7553), (526, 29, 3794)}, 0.05363086887065437, 'baseline')]",1.0,[1],"[(1179, 13, 3794), (9331, 23, 209), (374, 13, 3794), (526, 29, 8497), (1718, 157, 9331), (8497, 23, 209), (3794, 72, 1718), (526, 29, 3794), (374, 13, 3420), (1394, 23, 209), (1179, 13, 1394), (3420, 23, 209)]"
5.862156,5.861678,"(3306, 13, 1682)",[5.861678],1,10,"[({(3306, 13, 2282), (3306, 13, 202), (3306, 13, 1361), (3306, 13, 92)}, 0.16539863799717303, 'baseline'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 13, 92), (3306, 13, 1163)}, 0.16374210571874043, 'baseline'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 13, 1361), (3306, 13, 1163)}, 0.15868763179699905, 'baseline'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 31, 1211), (3306, 13, 92)}, 0.15699772089059114, 'baseline'), ({(3306, 13, 2282), (3306, 13, 202), (3306, 13, 92), (3306, 13, 1302)}, 0.15390114040384886, 'baseline'), ({(3306, 13, 2282), (3306, 13, 1405), (3306, 13, 202), (3306, 13, 92)}, 0.1521349355840494, 'baseline'), ({(3306, 13, 2282), (3306, 13, 449), (3306, 13, 202), (3306, 13, 92)}, 0.14691929073068818, 'baseline'), ({(3306, 13, 2282), (3306, 13, 449), (3306, 13, 202), (3306, 13, 1163)}, 0.14057163444457382, 'baseline'), ({(3306, 13, 1163), (3306, 13, 449), (3306, 13, 202), (3306, 13, 92)}, 0.12276462757716243, 'baseline'), ({(3306, 13, 2282), (3306, 13, 449), (3306, 13, 92), (3306, 13, 1163)}, 0.10617927749664781, 'baseline')]",2.0,[2],"[(3306, 13, 92), (5244, 13, 92), (3306, 13, 1361), (1682, 58, 202), (2282, 58, 1682), (5244, 13, 1682), (3306, 13, 2282), (3306, 13, 202), (6076, 29, 1361), (6076, 29, 1682)]"
