#facts,new_scores,new_score,original_score,new_rank,prediction,original_rank,new_ranks,facts
11,"[2.4871411, 2.672721]",2.579931,5.3270907,3.0,"(6812, 8, 7410)",3,"[1, 5]","[([(6812, 3, 6661)], 1.8512850659657947, 6.864277903870551), ([(6812, 4, 66), (15671, 4, 66), (15671, 8, 7410)], 0.73849964, 'xrule'), ([(6812, 3, 9), (16606, 8, 7410), (16606, 3, 9)], 0.035399437, 'xrule'), ([(25393, 8, 7410), (6812, 4, 66), (25393, 4, 66)], -0.28270054, 'xrule'), ([(8628, 4, 66), (6812, 4, 66), (8628, 8, 7410)], -0.4296999, 'xrule'), ([(6812, 3, 9), (25393, 3, 9), (25393, 8, 7410)], -0.7882004, 'xrule'), ([(8628, 2, 1813), (6812, 2, 1813), (8628, 8, 7410)], -1.7505999, 'xrule'), ([(6812, 2, 30), (15671, 8, 7410), (15671, 2, 30)], -2.0279999, 'xrule'), ([(6812, 2, 30), (16606, 8, 7410), (16606, 2, 30)], -2.6175003, 'xrule'), ([(6812, 3, 9), (16904, 8, 7410), (16904, 3, 9)], -2.8430004, 'xrule'), ([(25393, 8, 7410), (6812, 2, 30), (25393, 2, 30)], -4.2625, 'xrule')]"
11,"[2.7285607, 2.8107085]",2.7696347,5.3250837,7.0,"(5756, 8, 7408)",2,"[8, 6]","[([(5756, 3, 75), (12494, 8, 7408), (12494, 3, 75)], 1.3710003, 'xrule'), ([(5756, 2, 31), (23521, 8, 7408), (23521, 2, 31)], 1.3395996, 'xrule'), ([(5756, 2, 31), (18557, 2, 31), (18557, 8, 7408)], 1.0668001, 'xrule'), ([(5756, 2, 31), (21820, 2, 31), (21820, 8, 7408)], 0.5437994, 'xrule'), ([(17151, 8, 7408), (17151, 2, 31), (5756, 2, 31)], 0.31379986, 'xrule'), ([(5756, 3, 462)], -0.47578139840234634, 690.3832487701522), ([(9221, 2, 31), (9221, 8, 7408), (5756, 2, 31)], -0.6445999, 'xrule'), ([(5756, 2, 172), (23521, 8, 7408), (23521, 2, 172)], -1.4071999, 'xrule'), ([(25302, 2, 31), (5756, 2, 31), (25302, 8, 7408)], -2.2572002, 'xrule'), ([(17151, 8, 7408), (5756, 3, 75), (17151, 3, 75)], -2.3388004, 'xrule'), ([(5756, 2, 31), (12494, 8, 7408), (12494, 2, 31)], -2.4278002, 'xrule')]"
12,"[2.7782633, 2.8922935]",2.8352785,2.5668676,1.0,"(7788, 10, 7830)",3,"[1, 1]","[([(7788, 2, 27), (23245, 2, 27), (23245, 10, 7830)], 3.2685995, 'xrule'), ([(23245, 3, 33), (7788, 3, 33), (23245, 10, 7830)], 3.2437, 'xrule'), ([(10095, 10, 7830), (10095, 3, 9), (7788, 3, 9)], 2.8853998, 'xrule'), ([(10095, 10, 7830), (7788, 3, 33), (10095, 3, 33)], 2.5407, 'xrule'), ([(10095, 10, 7830), (7788, 3, 1061), (10095, 3, 1061)], 2.4125004, 'xrule'), ([(7788, 3, 9), (24386, 10, 7830), (24386, 3, 9)], 2.2530003, 'xrule'), ([(7788, 3, 9), (8104, 3, 9), (8104, 10, 7830)], 1.8232002, 'xrule'), ([(7788, 3, 9), (23245, 10, 7830), (23245, 3, 9)], 1.8063002, 'xrule'), ([(10095, 2, 27), (7788, 2, 27), (10095, 10, 7830)], 1.5788002, 'xrule'), ([(22477, 10, 7830), (7788, 3, 9), (22477, 3, 9)], 0.8458996, 'xrule'), ([(10095, 10, 7830), (7788, 3, 504), (10095, 3, 504)], -0.26780033, 'xrule'), ([(7788, 3, 9)], -1.0313939532021095, 226.26281393652513)]"
11,"[2.9418554, 3.1154327]",3.028644,3.567545,1.0,"(5920, 10, 7830)",5,"[1, 1]","[([(5920, 3, 593)], 2.335257654424717, 20962.911755261775), ([(25366, 10, 7830), (5920, 3, 10), (25366, 3, 10)], -0.6097002, 'xrule'), ([(12470, 10, 7830), (12470, 3, 10), (5920, 3, 10)], -1.2447996, 'xrule'), ([(24357, 10, 7830), (24357, 3, 39), (5920, 3, 39)], -1.9756994, 'xrule'), ([(24357, 10, 7830), (24357, 2, 68), (5920, 2, 68)], -2.2074995, 'xrule'), ([(24469, 3, 39), (24469, 10, 7830), (5920, 3, 39)], -2.3844995, 'xrule'), ([(17562, 10, 7830), (5920, 3, 10), (17562, 3, 10)], -2.4235, 'xrule'), ([(24469, 3, 6), (24469, 10, 7830), (5920, 3, 6)], -2.4875994, 'xrule'), ([(8476, 10, 7830), (8476, 3, 10), (5920, 3, 10)], -2.5196, 'xrule'), ([(18668, 3, 10), (5920, 3, 10), (18668, 10, 7830)], -2.5884, 'xrule'), ([(17562, 3, 6), (17562, 10, 7830), (5920, 3, 6)], -3.2177, 'xrule')]"
12,"[2.5374436, 3.6741817]",3.1058125,2.672183,2.0,"(7107, 11, 7869)",1,"[2, 2]","[([(7998, 11, 7869), (7998, 2, 30), (7107, 2, 30)], 2.4819994, 'xrule'), ([(8525, 11, 7869), (8525, 2, 30), (7107, 2, 30)], 1.8779001, 'xrule'), ([(12744, 3, 39), (7107, 3, 39), (12744, 11, 7869)], 1.8067999, 'xrule'), ([(9189, 11, 7869), (9189, 2, 30), (7107, 2, 30)], 1.0124998, 'xrule'), ([(12744, 11, 7869), (7107, 2, 30), (12744, 2, 30)], 0.8579998, 'xrule'), ([(9806, 11, 7869), (9806, 2, 30), (7107, 2, 30)], 0.7720995, 'xrule'), ([(9806, 11, 7869), (9806, 3, 39), (7107, 3, 39)], 0.61170006, 'xrule'), ([(9189, 11, 7869), (9189, 2, 266), (7107, 2, 266)], 0.34509945, 'xrule'), ([(8525, 3, 39), (8525, 11, 7869), (7107, 3, 39)], -0.00810051, 'xrule'), ([(7107, 3, 40)], -0.1830644203892918, 7.454361269708974), ([(9189, 11, 7869), (9189, 3, 39), (7107, 3, 39)], -0.43930054, 'xrule'), ([(7107, 3, 91), (9806, 3, 91), (9806, 11, 7869)], -0.88440037, 'xrule')]"
11,"[3.0804124, 3.152337]",3.1163747,2.9227967,1.0,"(7756, 10, 7830)",5,"[1, 1]","[([(7756, 8, 7429), (7756, 3, 92)], 0.7744179235013783, 6.684475793532091), ([(7756, 8, 7408), (11145, 10, 7830), (11145, 8, 7408)], -1.7070999, 'xrule'), ([(7756, 3, 427), (14219, 10, 7830), (14219, 3, 427)], -1.7791996, 'xrule'), ([(11252, 3, 149), (11252, 10, 7830), (7756, 3, 149)], -2.0960999, 'xrule'), ([(9508, 10, 7830), (9508, 3, 149), (7756, 3, 149)], -2.1273994, 'xrule'), ([(11340, 10, 7830), (11340, 2, 68), (7756, 2, 68)], -2.4692993, 'xrule'), ([(7756, 2, 30), (11340, 10, 7830), (11340, 2, 30)], -2.8082, 'xrule'), ([(7756, 3, 6), (11340, 10, 7830), (11340, 3, 6)], -3.7781, 'xrule'), ([(7756, 8, 7408), (9508, 10, 7830), (9508, 8, 7408)], -4.2033997, 'xrule'), ([(7756, 8, 7408), (11252, 10, 7830), (11252, 8, 7408)], -5.021, 'xrule'), ([(7756, 8, 7408), (7982, 10, 7830), (7982, 8, 7408)], -5.2144995, 'xrule')]"
11,"[2.5496259, 3.4069104]",2.9782681,2.8491967,1.0,"(6320, 11, 7956)",2,"[1, 1]","[([(20287, 11, 7956), (20287, 3, 9), (6320, 3, 9)], 4.217599, 'xrule'), ([(8347, 11, 7956), (8347, 3, 9), (6320, 3, 9)], 2.8542995, 'xrule'), ([(9782, 3, 9), (6320, 3, 9), (9782, 11, 7956)], 2.2025995, 'xrule'), ([(20287, 11, 7956), (20287, 3, 39), (6320, 3, 39)], 1.6859999, 'xrule'), ([(23198, 11, 7956), (23198, 3, 9), (6320, 3, 9)], 1.6472998, 'xrule'), ([(24529, 2, 30), (24529, 11, 7956), (6320, 2, 30)], 1.1147003, 'xrule'), ([(23198, 2, 30), (23198, 11, 7956), (6320, 2, 30)], 0.72369957, 'xrule'), ([(11392, 3, 9), (6320, 3, 9), (11392, 11, 7956)], 0.2930994, 'xrule'), ([(20287, 11, 7956), (20287, 2, 30), (6320, 2, 30)], 0.25790024, 'xrule'), ([(11392, 3, 39), (11392, 11, 7956), (6320, 3, 39)], -0.5059004, 'xrule'), ([(6320, 3, 40)], -0.6600217374155969, 712.3407347185591)]"
12,"[2.3993986, 3.411807]",2.905603,2.6253808,1.0,"(5822, 11, 7956)",1,"[1, 1]","[([(5822, 2, 31), (23950, 2, 31), (23950, 11, 7956)], 1.6049995, 'xrule'), ([(5822, 2, 31), (18220, 2, 31), (18220, 11, 7956)], 1.2961998, 'xrule'), ([(25688, 11, 7956), (25688, 4, 66), (5822, 4, 66)], 1.0613003, 'xrule'), ([(5822, 2, 31), (25693, 11, 7956), (25693, 2, 31)], 1.0549002, 'xrule'), ([(23950, 4, 66), (23950, 11, 7956), (5822, 4, 66)], 0.87300014, 'xrule'), ([(5822, 2, 31), (18159, 2, 31), (18159, 11, 7956)], 0.73600006, 'xrule'), ([(5822, 3, 476)], 0.5259285401128279, 11531.628532999028), ([(5822, 2, 31), (22309, 11, 7956), (22309, 2, 31)], 0.5241995, 'xrule'), ([(18211, 4, 66), (18211, 11, 7956), (5822, 4, 66)], 0.4187994, 'xrule'), ([(5822, 2, 31), (25688, 11, 7956), (25688, 2, 31)], -0.06000042, 'xrule'), ([(5822, 3, 7), (23950, 3, 7), (23950, 11, 7956)], -0.22370052, 'xrule'), ([(22309, 11, 7956), (5822, 3, 36), (22309, 3, 36)], -0.7248001, 'xrule')]"
11,"[2.560188, 3.4537299]",3.006959,3.3306432,1.0,"(5279, 11, 7956)",1,"[1, 1]","[([(5279, 3, 2459)], 2.62440601957359, 21639.932415877905), ([(5279, 3, 40), (22088, 3, 40), (22088, 11, 7956)], 0.9591007, 'xrule'), ([(5279, 3, 40), (15385, 3, 40), (15385, 11, 7956)], 0.91359997, 'xrule'), ([(24989, 3, 40), (5279, 3, 40), (24989, 11, 7956)], 0.56290054, 'xrule'), ([(5279, 3, 40), (13012, 3, 40), (13012, 11, 7956)], 0.15250015, 'xrule'), ([(19983, 11, 7956), (5279, 2, 131), (19983, 2, 131)], -0.22629929, 'xrule'), ([(17912, 3, 40), (5279, 3, 40), (17912, 11, 7956)], -0.33899975, 'xrule'), ([(18083, 11, 7956), (5279, 3, 40), (18083, 3, 40)], -0.35109997, 'xrule'), ([(19983, 11, 7956), (5279, 3, 40), (19983, 3, 40)], -1.3274994, 'xrule'), ([(22534, 3, 40), (22534, 11, 7956), (5279, 3, 40)], -1.8171997, 'xrule'), ([(16994, 11, 7956), (5279, 3, 40), (16994, 3, 40)], -2.271, 'xrule')]"
1,"[2.695674, 3.5758114]",3.1357427,3.6683598,1.0,"(7125, 11, 7956)",3,"[1, 1]","[([(7125, 3, 9)], 2.0629955338454162, 23445.887254163557)]"
11,"[2.549449, 2.5731556]",2.5613022,5.0585365,4.0,"(4870, 8, 7567)",2,"[4, 4]","[([(19226, 3, 41), (19226, 8, 7567), (4870, 3, 41)], 3.653101, 'xrule'), ([(4870, 2, 30), (19226, 8, 7567), (19226, 2, 30)], 3.3546, 'xrule'), ([(10447, 2, 30), (10447, 8, 7567), (4870, 2, 30)], 2.8169003, 'xrule'), ([(4870, 2, 30), (19279, 2, 30), (19279, 8, 7567)], 2.4817, 'xrule'), ([(9326, 2, 30), (4870, 2, 30), (9326, 8, 7567)], 2.2328997, 'xrule'), ([(20364, 3, 41), (20364, 8, 7567), (4870, 3, 41)], 2.2245998, 'xrule'), ([(19279, 2, 709), (4870, 2, 709), (19279, 8, 7567)], 1.4657001, 'xrule'), ([(4870, 2, 30)], 1.0651436376566903, 14.743672263475327), ([(10447, 8, 7567), (10447, 3, 41), (4870, 3, 41)], 0.8710003, 'xrule'), ([(4870, 2, 30), (22471, 8, 7567), (22471, 2, 30)], 0.5345001, 'xrule'), ([(18972, 8, 7567), (4870, 2, 30), (18972, 2, 30)], 0.12720013, 'xrule')]"
14,"[2.885851, 3.0026069]",2.944229,3.568142,1.0,"(5517, 10, 7830)",5,"[1, 1]","[([(5517, 3, 40), (16502, 3, 40), (16502, 10, 7830)], 2.8344994, 'xrule'), ([(24665, 3, 78), (24665, 10, 7830), (5517, 3, 78)], 2.0770998, 'xrule'), ([(20277, 3, 10), (20277, 10, 7830), (5517, 3, 10)], 1.1890993, 'xrule'), ([(16502, 10, 7830), (16502, 3, 10), (5517, 3, 10)], 1.1430998, 'xrule'), ([(25528, 10, 7830), (25528, 3, 10), (5517, 3, 10)], 1.1087999, 'xrule'), ([(24665, 10, 7830), (24665, 3, 10), (5517, 3, 10)], 0.75239944, 'xrule'), ([(5517, 3, 731), (5517, 3, 1005)], 0.7105465387829399, 19749.670521903656), ([(5517, 3, 40), (24665, 3, 40), (24665, 10, 7830)], 0.53679943, 'xrule'), ([(5517, 3, 40), (25528, 10, 7830), (25528, 3, 40)], 0.4470997, 'xrule'), ([(5517, 3, 40), (10944, 3, 40), (10944, 10, 7830)], 0.3807993, 'xrule'), ([(10944, 3, 10), (10944, 10, 7830), (5517, 3, 10)], 0.21109962, 'xrule'), ([(25528, 10, 7830), (25528, 3, 78), (5517, 3, 78)], 0.047099113, 'xrule'), ([(16502, 10, 7830), (16502, 3, 78), (5517, 3, 78)], -0.5113001, 'xrule'), ([(10944, 3, 78), (10944, 10, 7830), (5517, 3, 78)], -2.4675007, 'xrule')]"
1,"[2.8216443, 2.9438276]",2.882736,3.2811787,1.0,"(6213, 10, 7830)",5,"[1, 1]","[([(6213, 3, 75)], -0.3258351868735619, 12.419254320057197)]"
11,"[2.727139, 3.8896217]",3.3083804,3.463342,1.5,"(6373, 11, 7869)",2,"[1, 2]","[([(11925, 3, 9), (6373, 3, 9), (11925, 11, 7869)], 1.7515001, 'xrule'), ([(6373, 3, 192), (11925, 11, 7869), (11925, 3, 192)], 1.5928001, 'xrule'), ([(24461, 11, 7869), (24461, 3, 78), (6373, 3, 78)], 1.2343006, 'xrule'), ([(6373, 1, 65)], 0.35706238107428695, 3718.5883291238124), ([(11925, 3, 78), (11925, 11, 7869), (6373, 3, 78)], 0.30860043, 'xrule'), ([(8542, 11, 7869), (8542, 3, 78), (6373, 3, 78)], 0.20020008, 'xrule'), ([(24461, 3, 9), (24461, 11, 7869), (6373, 3, 9)], -0.4517994, 'xrule'), ([(22039, 11, 7869), (6373, 3, 9), (22039, 3, 9)], -1.6561995, 'xrule'), ([(8542, 11, 7869), (8542, 3, 192), (6373, 3, 192)], -2.0302, 'xrule'), ([(22039, 3, 78), (22039, 11, 7869), (6373, 3, 78)], -2.8343, 'xrule'), ([(23789, 3, 78), (23789, 11, 7869), (6373, 3, 78)], -3.0416994, 'xrule')]"
12,"[3.0838425, 3.2316995]",3.157771,3.772318,1.0,"(6966, 10, 7830)",4,"[1, 1]","[([(6966, 3, 40), (11262, 10, 7830), (11262, 3, 40)], 5.0909996, 'xrule'), ([(6966, 3, 40), (25036, 3, 40), (25036, 10, 7830)], 4.9423, 'xrule'), ([(6966, 3, 40), (24001, 10, 7830), (24001, 3, 40)], 3.9734993, 'xrule'), ([(6966, 3, 3090), (15529, 3, 3090), (15529, 10, 7830)], 3.8990002, 'xrule'), ([(6966, 3, 40), (21444, 3, 40), (21444, 10, 7830)], 3.5872993, 'xrule'), ([(6966, 3, 40), (17084, 10, 7830), (17084, 3, 40)], 2.4445, 'xrule'), ([(6966, 2, 266), (17084, 10, 7830), (17084, 2, 266)], 2.3184996, 'xrule'), ([(6966, 3, 40), (25731, 10, 7830), (25731, 3, 40)], 2.3068, 'xrule'), ([(15740, 2, 2270), (6966, 2, 2270), (15740, 10, 7830)], 1.4733, 'xrule'), ([(6966, 2, 2270), (15529, 2, 2270), (15529, 10, 7830)], 1.4217997, 'xrule'), ([(6966, 3, 40), (24283, 3, 40), (24283, 10, 7830)], 1.0859995, 'xrule'), ([(6966, 3, 185)], 0.9986105473596333, 2558.73078529797)]"
11,"[2.4203103, 3.4125593]",2.9164348,2.4277787,1.0,"(7450, 11, 7956)",1,"[1, 1]","[([(21324, 3, 276), (21324, 11, 7956), (7450, 3, 276)], 2.2527008, 'xrule'), ([(12174, 3, 279), (12174, 11, 7956), (7450, 3, 279)], 1.4719, 'xrule'), ([(11742, 3, 706), (11742, 11, 7956), (7450, 3, 706)], 0.55580044, 'xrule'), ([(11742, 3, 220), (7450, 3, 220), (11742, 11, 7956)], 0.14760017, 'xrule'), ([(16149, 2, 69), (16149, 11, 7956), (7450, 2, 69)], -0.32520008, 'xrule'), ([(7450, 3, 37), (11742, 3, 37), (11742, 11, 7956)], -0.7926998, 'xrule'), ([(21542, 3, 220), (21542, 11, 7956), (7450, 3, 220)], -0.9375, 'xrule'), ([(7450, 3, 220), (12174, 3, 220), (12174, 11, 7956)], -2.2412996, 'xrule'), ([(21324, 3, 220), (21324, 11, 7956), (7450, 3, 220)], -2.5654001, 'xrule'), ([(7450, 3, 370)], -3.1336829546329987, 780.0417390414078), ([(21069, 11, 7956), (21069, 3, 279), (7450, 3, 279)], -3.5565996, 'xrule')]"
11,"[2.977191, 3.122258]",3.0497246,3.7173736,1.0,"(7177, 10, 7830)",5,"[1, 1]","[([(7177, 3, 39), (20375, 10, 7830), (20375, 3, 39)], 0.9286003, 'xrule'), ([(7177, 2, 30), (19447, 10, 7830), (19447, 2, 30)], 0.80840015, 'xrule'), ([(7177, 4, 169), (7177, 3, 39)], 0.772706078079775, 7.684105971841217), ([(7177, 3, 39), (17418, 10, 7830), (17418, 3, 39)], 0.6274004, 'xrule'), ([(7177, 3, 39), (15316, 3, 39), (15316, 10, 7830)], 0.3479004, 'xrule'), ([(7177, 2, 30), (15316, 10, 7830), (15316, 2, 30)], 0.2130003, 'xrule'), ([(7177, 2, 30), (10538, 10, 7830), (10538, 2, 30)], -0.35620022, 'xrule'), ([(24927, 10, 7830), (7177, 3, 39), (24927, 3, 39)], -0.8143997, 'xrule'), ([(19773, 10, 7830), (19773, 3, 39), (7177, 3, 39)], -1.4054003, 'xrule'), ([(7177, 3, 39), (19447, 10, 7830), (19447, 3, 39)], -1.7776995, 'xrule'), ([(7177, 2, 30), (20375, 10, 7830), (20375, 2, 30)], -1.8381996, 'xrule')]"
11,"[2.7477183, 3.879678]",3.3136983,3.9130654,1.0,"(5907, 11, 7956)",7,"[1, 1]","[([(5907, 3, 712)], 0.8281174178862628, 13.695956710648602), ([(14665, 3, 75), (14665, 11, 7956), (5907, 3, 75)], 0.5025997, 'xrule'), ([(8872, 11, 7956), (8872, 3, 177), (5907, 3, 177)], -0.2109003, 'xrule'), ([(11328, 11, 7956), (5907, 2, 30), (11328, 2, 30)], -0.40250015, 'xrule'), ([(10538, 2, 31), (5907, 2, 31), (10538, 11, 7956)], -0.4477005, 'xrule'), ([(20037, 2, 31), (20037, 11, 7956), (5907, 2, 31)], -0.73639965, 'xrule'), ([(25047, 2, 31), (5907, 2, 31), (25047, 11, 7956)], -0.8050003, 'xrule'), ([(25047, 11, 7956), (25047, 3, 75), (5907, 3, 75)], -0.9054003, 'xrule'), ([(11328, 11, 7956), (5907, 2, 31), (11328, 2, 31)], -1.2619, 'xrule'), ([(20775, 11, 7956), (5907, 2, 31), (20775, 2, 31)], -2.8107004, 'xrule'), ([(8872, 11, 7956), (5907, 2, 31), (8872, 2, 31)], -2.8886003, 'xrule')]"
12,"[2.376514, 2.5117517]",2.4441328,5.0394883,2.0,"(7335, 8, 7410)",2,"[1, 3]","[([(7335, 4, 66)], 1.74982508007071, 28.851930728090625), ([(22576, 2, 30), (22576, 8, 7410), (7335, 2, 30)], 1.4598999, 'xrule'), ([(14991, 3, 7), (7335, 3, 7), (14991, 8, 7410)], 1.2737999, 'xrule'), ([(14991, 2, 30), (7335, 2, 30), (14991, 8, 7410)], 0.92199993, 'xrule'), ([(7335, 3, 40), (21150, 3, 40), (21150, 8, 7410)], 0.4732008, 'xrule'), ([(7335, 3, 40), (14991, 8, 7410), (14991, 3, 40)], 0.43930054, 'xrule'), ([(23039, 8, 7410), (7335, 2, 30), (23039, 2, 30)], 0.10760021, 'xrule'), ([(15126, 2, 30), (15126, 8, 7410), (7335, 2, 30)], -0.38329983, 'xrule'), ([(12501, 2, 30), (12501, 8, 7410), (7335, 2, 30)], -0.4784994, 'xrule'), ([(25661, 2, 30), (25661, 8, 7410), (7335, 2, 30)], -0.95790005, 'xrule'), ([(7335, 3, 40), (25527, 3, 40), (25527, 8, 7410)], -1.3923998, 'xrule'), ([(25527, 2, 30), (25527, 8, 7410), (7335, 2, 30)], -2.3451996, 'xrule')]"
11,"[2.4439354, 2.629425]",2.5366802,4.9103956,2.5,"(5645, 8, 7429)",6,"[2, 3]","[([(19995, 8, 7429), (19995, 2, 68), (5645, 2, 68)], 5.1827, 'xrule'), ([(19995, 3, 78), (19995, 8, 7429), (5645, 3, 78)], 3.2505007, 'xrule'), ([(17731, 8, 7429), (17731, 3, 78), (5645, 3, 78)], 2.4745007, 'xrule'), ([(17731, 8, 7429), (17731, 3, 10), (5645, 3, 10)], 2.3665, 'xrule'), ([(21989, 8, 7429), (21989, 3, 78), (5645, 3, 78)], 2.1115007, 'xrule'), ([(13275, 8, 7429), (13275, 2, 68), (5645, 2, 68)], 1.9361, 'xrule'), ([(5645, 3, 6), (17731, 8, 7429), (17731, 3, 6)], 1.9300003, 'xrule'), ([(17731, 8, 7429), (17731, 2, 68), (5645, 2, 68)], 1.6522007, 'xrule'), ([(13275, 3, 78), (13275, 8, 7429), (5645, 3, 78)], 1.4242, 'xrule'), ([(25503, 3, 78), (25503, 8, 7429), (5645, 3, 78)], 1.1020002, 'xrule'), ([(5645, 3, 5661)], 0.9874144106372869, 22100.728576907637)]"
11,"[2.6277735, 3.6755927]",3.151683,3.4898267,1.0,"(6966, 11, 7956)",3,"[1, 1]","[([(25748, 3, 39), (25748, 11, 7956), (6966, 3, 39)], 2.7957, 'xrule'), ([(13851, 3, 39), (13851, 11, 7956), (6966, 3, 39)], 2.5640001, 'xrule'), ([(11742, 3, 39), (11742, 11, 7956), (6966, 3, 39)], 2.5495996, 'xrule'), ([(6966, 3, 9), (11742, 3, 9), (11742, 11, 7956)], 2.3739004, 'xrule'), ([(17302, 11, 7956), (17302, 3, 2278), (6966, 3, 2278)], 2.0341997, 'xrule'), ([(13851, 11, 7956), (6966, 3, 9), (13851, 3, 9)], 1.4302006, 'xrule'), ([(17302, 11, 7956), (17302, 3, 39), (6966, 3, 39)], 1.3664999, 'xrule'), ([(6966, 2, 2270), (6966, 3, 6969)], 1.1562481475988466, 1250.7606503054228), ([(25748, 11, 7956), (6966, 3, 9), (25748, 3, 9)], 0.8668003, 'xrule'), ([(13224, 3, 39), (13224, 11, 7956), (6966, 3, 39)], 0.84420013, 'xrule'), ([(13224, 11, 7956), (6966, 3, 9), (13224, 3, 9)], -0.29629993, 'xrule')]"
16,"[3.0476718, 2.8524675]",2.9500697,5.7092123,4.0,"(6900, 8, 7566)",1,"[5, 3]","[([(25523, 3, 41), (6900, 3, 41), (25523, 8, 7566)], 4.1246996, 'xrule'), ([(6900, 3, 297), (24271, 3, 297), (24271, 8, 7566)], 3.777501, 'xrule'), ([(11842, 3, 41), (6900, 3, 41), (11842, 8, 7566)], 2.7969007, 'xrule'), ([(6900, 3, 40), (24271, 3, 40), (24271, 8, 7566)], 2.5600004, 'xrule'), ([(19995, 3, 40), (6900, 3, 40), (19995, 8, 7566)], 2.4412003, 'xrule'), ([(6900, 3, 40), (8301, 8, 7566), (8301, 3, 40)], 2.3785, 'xrule'), ([(19995, 2, 31), (6900, 2, 31), (19995, 8, 7566)], 1.3661003, 'xrule'), ([(6900, 3, 40), (11842, 8, 7566), (11842, 3, 40)], 1.3257008, 'xrule'), ([(6900, 2, 2270), (24271, 2, 2270), (24271, 8, 7566)], 1.1492004, 'xrule'), ([(11565, 8, 7566), (11565, 3, 40), (6900, 3, 40)], 0.90420055, 'xrule'), ([(24894, 2, 31), (6900, 2, 31), (24894, 8, 7566)], 0.69860077, 'xrule'), ([(6900, 2, 31), (8301, 8, 7566), (8301, 2, 31)], 0.6394005, 'xrule'), ([(6900, 3, 6902)], 0.6275797330743561, 163.65194046167494), ([(23245, 8, 7566), (6900, 3, 40), (23245, 3, 40)], 0.54970074, 'xrule'), ([(6900, 3, 40), (24894, 8, 7566), (24894, 3, 40)], -0.062399864, 'xrule'), ([(23245, 8, 7566), (6900, 2, 31), (23245, 2, 31)], -1.2357998, 'xrule')]"
11,"[2.8808155, 2.989897]",2.9353561,3.4794037,1.0,"(7065, 10, 7830)",5,"[1, 1]","[([(14130, 3, 9), (7065, 3, 9), (14130, 10, 7830)], 3.6093998, 'xrule'), ([(7065, 2, 31), (14130, 2, 31), (14130, 10, 7830)], 2.7363997, 'xrule'), ([(14428, 3, 9), (14428, 10, 7830), (7065, 3, 9)], 2.4678993, 'xrule'), ([(7065, 2, 31), (23974, 10, 7830), (23974, 2, 31)], 1.8597994, 'xrule'), ([(14130, 3, 219), (14130, 10, 7830), (7065, 3, 219)], 1.0359001, 'xrule'), ([(7065, 5, 7066)], 1.0013261350586093, 2676.7313192226957), ([(7065, 2, 31), (14428, 10, 7830), (14428, 2, 31)], 0.8437996, 'xrule'), ([(23974, 10, 7830), (23974, 3, 1839), (7065, 3, 1839)], 0.48919964, 'xrule'), ([(14428, 2, 68), (14428, 10, 7830), (7065, 2, 68)], 0.31259918, 'xrule'), ([(7065, 3, 192), (16399, 3, 192), (16399, 10, 7830)], -0.53490067, 'xrule'), ([(16399, 3, 9), (7065, 3, 9), (16399, 10, 7830)], -1.5075006, 'xrule')]"
10,"[2.5455027, 2.501755]",2.5236287,4.629287,1.0,"(5533, 8, 7429)",1,"[1, 1]","[([(5533, 3, 5535)], 0.6501751389532996, 658.6570499187576), ([(12545, 3, 519), (12545, 8, 7429), (5533, 3, 519)], -0.42580032, 'xrule'), ([(5533, 3, 20), (22633, 3, 20), (22633, 8, 7429)], -2.268301, 'xrule'), ([(5533, 2, 709), (15971, 8, 7429), (15971, 2, 709)], -2.282401, 'xrule'), ([(20786, 2, 709), (5533, 2, 709), (20786, 8, 7429)], -2.434101, 'xrule'), ([(20786, 3, 892), (5533, 3, 892), (20786, 8, 7429)], -2.6857004, 'xrule'), ([(12545, 1, 1054), (5533, 1, 1054), (12545, 8, 7429)], -3.0388002, 'xrule'), ([(15971, 3, 519), (15971, 8, 7429), (5533, 3, 519)], -3.4978008, 'xrule'), ([(5533, 2, 709), (12545, 2, 709), (12545, 8, 7429)], -4.238901, 'xrule'), ([(20786, 3, 20), (20786, 8, 7429), (5533, 3, 20)], -5.4331007, 'xrule')]"
11,"[2.6932683, 2.9549584]",2.8241134,5.352762,3.5,"(5907, 8, 7566)",1,"[4, 3]","[([(16437, 3, 177), (16437, 8, 7566), (5907, 3, 177)], 2.7019997, 'xrule'), ([(24258, 4, 66), (5907, 4, 66), (24258, 8, 7566)], 2.2480993, 'xrule'), ([(24258, 8, 7566), (5907, 2, 30), (24258, 2, 30)], 0.9926996, 'xrule'), ([(24091, 3, 177), (24091, 8, 7566), (5907, 3, 177)], 0.9673996, 'xrule'), ([(5907, 2, 709), (16437, 2, 709), (16437, 8, 7566)], -0.08370018, 'xrule'), ([(5907, 2, 31), (20946, 8, 7566), (20946, 2, 31)], -0.10170078, 'xrule'), ([(5907, 3, 712), (5907, 3, 711), (5907, 3, 4204)], -0.4157161295383694, 23.397542285783036), ([(5907, 2, 30), (16437, 2, 30), (16437, 8, 7566)], -1.4101, 'xrule'), ([(16437, 8, 7566), (5907, 2, 1538), (16437, 2, 1538)], -1.4469004, 'xrule'), ([(5907, 2, 31), (24258, 8, 7566), (24258, 2, 31)], -2.1803007, 'xrule'), ([(5907, 2, 31), (16437, 8, 7566), (16437, 2, 31)], -2.1844006, 'xrule')]"
