new_score,new_ranks,prediction,facts,new_scores,exp_length,original_rank,exp,new_rank,original_score
8.042054,[1],"(7933, 12, 8340)","[([(16645, 3, 6), (16645, 12, 8340), (7933, 3, 6), (16645, 11, 8340)], 0.16740036, 'xrule'), ([(16645, 3, 40), (16645, 12, 8340), (7933, 3, 40), (16645, 11, 8340)], 0.16569996, 'xrule'), ([(7933, 3, 149), (16645, 12, 8340), (16645, 3, 149), (16645, 11, 8340)], 0.15990067, 'xrule'), ([(22137, 3, 6), (7933, 3, 6), (22137, 12, 8340)], 0.15400028, 'xrule'), ([(22137, 3, 40), (7933, 3, 40), (22137, 12, 8340)], 0.15340042, 'xrule'), ({(7933, 3, 94)}, 0.06581978035467463, 'baseline'), ({(7933, 3, 1335)}, 0.0519686145660079, 'baseline'), ({(7933, 3, 41)}, 0.0433130664377751, 'baseline'), ({(7933, 3, 6)}, 0.03782467075834755, 'baseline'), ({(7933, 3, 1024)}, 0.034181634834579123, 'baseline'), ({(7933, 3, 93)}, 0.03201202581336723, 'baseline'), ({(7933, 2, 171)}, 0.02168468663389224, 'baseline'), ({(7933, 2, 30)}, 0.02049736206008862, 'baseline'), ({(7933, 3, 731)}, 0.019604722927225055, 'baseline'), ({(7933, 8, 7393)}, 0.019525567951401545, 'baseline')]",[8.042054],11,1,"[(16645, 11, 8340), (16645, 3, 6), (16645, 12, 8340), (22137, 3, 6), (7933, 3, 40), (7933, 3, 149), (22137, 3, 40), (16645, 3, 40), (16645, 3, 149), (7933, 3, 6), (22137, 12, 8340)]",1.0,9.299835
8.539992,[1],"(6914, 9, 7790)","[({(6914, 3, 33)}, 0.21898369071603477, 'baseline'), ([(6914, 3, 33), (24167, 3, 33), (24167, 9, 7790)], 0.21210003, 'xrule'), ([(6914, 3, 33), (22672, 3, 33), (22672, 9, 7790)], 0.20530033, 'xrule'), ([(6914, 3, 33), (22638, 3, 33), (22638, 9, 7790)], 0.20110035, 'xrule'), ([(11699, 9, 7790), (6914, 3, 33), (11699, 3, 33)], 0.18340015, 'xrule'), ([(6914, 3, 33), (12809, 3, 33), (12809, 9, 7790)], 0.1807003, 'xrule'), ({(6914, 3, 36)}, 0.16395954342893143, 'baseline'), ({(6914, 2, 29)}, 0.1504316732344308, 'baseline'), ({(6914, 3, 39)}, 0.09738258557448862, 'baseline'), ({(6914, 3, 220)}, 0.09490112497067915, 'baseline'), ({(6914, 4, 66)}, 0.0637417240215014, 'baseline'), ({(6914, 3, 6)}, 0.06056122017284718, 'baseline'), ({(6914, 3, 75)}, 0.05877021978683304, 'baseline'), ({(6914, 3, 6916)}, 0.048766176206686655, 'baseline'), ({(6914, 3, 6915)}, 0.03865150641255629, 'baseline')]",[8.539992],11,1,"[(6914, 3, 33), (22638, 3, 33), (25217, 3, 33), (24167, 9, 7790), (22672, 9, 7790), (11699, 9, 7790), (24167, 3, 33), (22672, 3, 33), (11699, 3, 33), (22638, 9, 7790), (25217, 9, 7790)]",1.0,9.0881
6.1855946,[3],"(6633, 12, 8569)","[({(6633, 3, 1529)}, 0.156261484341129, 'baseline'), ({(6633, 3, 914)}, 0.15619234292527936, 'baseline'), ({(6633, 3, 1855)}, 0.14249662602105923, 'baseline'), ({(6633, 3, 2366)}, 0.10424236494060436, 'baseline'), ({(6633, 3, 39)}, 0.08213333322651803, 'baseline'), ({(6633, 3, 220)}, 0.08197979164265069, 'baseline'), ({(6633, 3, 4051)}, 0.07832197377902829, 'baseline'), ({(6633, 3, 40)}, 0.04236129945595323, 'baseline'), ({(6633, 3, 78)}, 0.03622202104123505, 'baseline'), ({(6633, 3, 9)}, 0.02428154175314066, 'baseline')]",[6.1855946],10,4,"[(8569, 3, 1855), (8569, 3, 39), (8569, 3, 2366), (6633, 3, 1529), (8569, 3, 1529), (6633, 3, 914), (6633, 3, 39), (8569, 3, 914), (6633, 3, 2366), (6633, 3, 1855)]",3.0,6.3372664
7.642419,[2],"(4870, 9, 8151)","[([(20181, 2, 171), (20181, 9, 8151), (4870, 2, 171)], 0.17970085, 'xrule'), ([(15245, 2, 171), (15245, 9, 8151), (4870, 2, 171)], 0.17730045, 'xrule'), ([(24100, 9, 8151), (24100, 3, 890), (4870, 3, 890)], 0.15010071, 'xrule'), ([(4870, 2, 709), (18043, 2, 709), (18043, 9, 8151)], 0.15000057, 'xrule'), ([(15245, 3, 890), (15245, 9, 8151), (4870, 3, 890)], 0.14010048, 'xrule'), ({(4870, 3, 890)}, 0.12148765762832739, 'baseline'), ({(4870, 2, 709)}, 0.11206821639723459, 'baseline'), ({(4870, 3, 892)}, 0.0967531605452019, 'baseline'), ({(4870, 2, 888)}, 0.07769111823201512, 'baseline'), ({(4870, 3, 4879)}, 0.07126049233009318, 'baseline'), ({(4870, 3, 41)}, 0.04819015692061501, 'baseline'), ({(4870, 3, 88)}, 0.0421190661946848, 'baseline'), ({(4870, 3, 40)}, 0.04189304541658502, 'baseline'), ({(4870, 3, 20)}, 0.03456215091305428, 'baseline'), ({(4870, 2, 30)}, 0.03363231842936222, 'baseline')]",[7.642419],12,1,"[(20181, 2, 171), (24100, 9, 8151), (20181, 9, 8151), (4870, 3, 890), (18043, 9, 8151), (4870, 2, 709), (24100, 3, 890), (18043, 2, 709), (15245, 2, 171), (15245, 3, 890), (15245, 9, 8151), (4870, 2, 171)]",2.0,8.065897
6.5770473,[2],"(6054, 9, 8151)","[([(20058, 9, 8151), (6054, 3, 177), (20058, 3, 177)], 0.24310017, 'xrule'), ([(19491, 9, 8151), (19491, 3, 177), (6054, 3, 177)], 0.23420048, 'xrule'), ([(25631, 9, 8151), (6054, 3, 177), (25631, 3, 177)], 0.22420025, 'xrule'), ([(6054, 3, 6), (20058, 3, 6), (20058, 9, 8151)], 0.22340012, 'xrule'), ([(6054, 4, 66), (16658, 4, 66), (16658, 9, 8151)], 0.21950054, 'xrule'), ({(6054, 3, 519)}, 0.16332916470838665, 'baseline'), ({(6054, 3, 177)}, 0.1513882085559378, 'baseline'), ({(6054, 2, 171)}, 0.1331272526782014, 'baseline'), ({(6054, 3, 715)}, 0.12973026477348418, 'baseline'), ({(6054, 3, 6059)}, 0.12509159289164776, 'baseline'), ({(6054, 3, 952)}, 0.07318309977074153, 'baseline'), ({(6054, 2, 30)}, 0.07265476419906845, 'baseline'), ({(6054, 3, 712)}, 0.06942180825751591, 'baseline'), ({(6054, 2, 31)}, 0.055784265509998966, 'baseline'), ({(6054, 3, 651)}, 0.04633239936413229, 'baseline')]",[6.5770473],12,1,"[(19491, 3, 177), (20058, 3, 6), (20058, 9, 8151), (16658, 4, 66), (19491, 9, 8151), (6054, 3, 177), (6054, 3, 6), (6054, 4, 66), (25631, 9, 8151), (16658, 9, 8151), (25631, 3, 177), (20058, 3, 177)]",2.0,7.925308
4.894849,[4],"(7426, 11, 7984)","[([(22679, 11, 7984), (22679, 3, 41), (7426, 3, 41)], 0.4712, 'xrule'), ([(23891, 11, 7984), (23891, 3, 6), (7426, 3, 6)], 0.23190022, 'xrule'), ([(23891, 11, 7984), (23891, 3, 58), (7426, 3, 58)], 0.16550064, 'xrule'), ({(7426, 3, 40)}, 0.11323074537673866, 'baseline'), ({(7426, 1, 65)}, 0.08784107404009991, 'baseline'), ({(7426, 3, 39)}, 0.08556846808450616, 'baseline'), ({(7426, 3, 41)}, 0.08023266029805282, 'baseline'), ({(7426, 2, 30)}, 0.0642080707664016, 'baseline'), ({(7426, 2, 31)}, 0.06317810248786654, 'baseline'), ([(14222, 11, 7984), (14222, 3, 41), (7426, 3, 41)], 0.06150055, 'xrule'), ({(7426, 3, 218)}, 0.05462269017983171, 'baseline'), ({(7426, 3, 185)}, 0.04648164933773523, 'baseline'), ({(7426, 2, 70)}, 0.04251674837661817, 'baseline'), ({(7426, 3, 666)}, 0.03685955234337879, 'baseline'), ([(23891, 3, 39), (7426, 3, 39), (23891, 11, 7984)], -0.03030014, 'xrule')]",[4.894849],13,2,"[(23891, 3, 6), (7426, 3, 58), (11495, 1, 65), (22679, 3, 41), (23891, 11, 7984), (7426, 3, 6), (7426, 3, 41), (7426, 1, 65), (22679, 11, 7984), (11495, 11, 7984), (11495, 3, 40), (7426, 3, 40), (23891, 3, 58)]",4.0,6.122612
6.1316824,[5],"(5964, 12, 11744)","[([(12809, 3, 50), (12809, 12, 11744), (5964, 3, 50)], 0.7564001, 'xrule'), ([(5964, 3, 41), (12809, 12, 11744), (12809, 3, 41)], 0.7397003, 'xrule'), ([(5964, 3, 5970), (12809, 12, 11744), (12809, 3, 5970)], 0.7343998, 'xrule'), ([(12809, 3, 37), (5964, 3, 37), (12809, 12, 11744)], 0.70860004, 'xrule'), ([(12809, 3, 40), (12809, 12, 11744), (5964, 3, 40)], 0.6998005, 'xrule'), ({(5964, 3, 41)}, 0.03465465730907752, 'baseline'), ({(5964, 3, 6)}, 0.02243236727206067, 'baseline'), ({(5964, 3, 9)}, 0.014530221875255675, 'baseline'), ({(5964, 3, 5972)}, 0.010830919210636527, 'baseline'), ({(5964, 3, 78)}, 0.009578744847439858, 'baseline'), ({(5964, 3, 5966)}, 0.004798929173158291, 'baseline'), ({(5964, 3, 1155)}, 0.0026417178793524555, 'baseline'), ({(5964, 3, 1143)}, 0.0016708773836242188, 'baseline'), ({(5964, 2, 30)}, -0.002178152126715671, 'baseline'), ({(5964, 3, 914)}, -0.004761655836505896, 'baseline')]",[6.1316824],11,1,"[(12809, 3, 37), (12809, 3, 50), (12809, 3, 40), (5964, 3, 41), (5964, 3, 37), (5964, 3, 50), (12809, 3, 5970), (5964, 3, 40), (5964, 3, 5970), (12809, 12, 11744), (12809, 3, 41)]",5.0,7.914914
7.567329,[1],"(7382, 9, 8339)","[([(24175, 9, 8339), (24175, 2, 1662), (7382, 2, 1662)], 0.19470024, 'xrule'), ([(7382, 3, 1664), (24175, 9, 8339), (24175, 3, 1664)], 0.18860054, 'xrule'), ([(21943, 3, 506), (7382, 3, 506), (21943, 9, 8339)], 0.18360043, 'xrule'), ([(21943, 1, 65), (7382, 1, 65), (21943, 9, 8339)], 0.17560005, 'xrule'), ([(24175, 9, 8339), (7382, 3, 506), (24175, 3, 506)], 0.1739006, 'xrule'), ({(7382, 2, 1662)}, 0.16588405822454666, 'baseline'), ({(7382, 2, 728)}, 0.08594326212432554, 'baseline'), ({(7382, 3, 1745)}, 0.0819349689696489, 'baseline'), ({(7382, 3, 748)}, 0.07835201457657223, 'baseline'), ({(7382, 1, 65)}, 0.05333713717810404, 'baseline'), ({(7382, 3, 6)}, 0.05147175025041926, 'baseline'), ({(7382, 3, 7)}, 0.04986576267626308, 'baseline'), ({(7382, 3, 2127)}, 0.04404453463602384, 'baseline'), ({(7382, 4, 924)}, 0.03822330661454203, 'baseline'), ({(7382, 2, 30)}, 0.02239231292709577, 'baseline')]",[7.567329],11,1,"[(21943, 9, 8339), (24175, 9, 8339), (7382, 3, 506), (7382, 1, 65), (21943, 1, 65), (24175, 3, 1664), (24175, 2, 1662), (21943, 3, 506), (7382, 3, 1664), (24175, 3, 506), (7382, 2, 1662)]",1.0,8.900803
6.4677815,[1],"(5844, 11, 7992)","[([(23503, 3, 9), (23503, 11, 7992), (5844, 3, 9)], 0.14120007, 'xrule'), ({(5844, 3, 78)}, 0.08168415263720862, 'baseline'), ({(5844, 3, 10)}, 0.06433586310936709, 'baseline'), ({(5844, 3, 1151)}, 0.03278640934886072, 'baseline'), ({(5844, 3, 75)}, 0.02916435425032037, 'baseline'), ({(5844, 2, 30)}, 0.025368730525135764, 'baseline'), ({(5844, 2, 31)}, 0.021138231252726125, 'baseline'), ({(5844, 3, 666)}, 0.01686386293116628, 'baseline'), ({(5844, 3, 4)}, 0.016046564062786223, 'baseline'), ({(5844, 2, 2270)}, 0.007113496745310183, 'baseline'), ({(5844, 3, 2275)}, 0.004057924196765656, 'baseline'), ([(5844, 3, 479), (23503, 11, 7992), (23503, 3, 479)], -0.1566, 'xrule'), ([(23503, 3, 37), (23503, 11, 7992), (5844, 3, 37)], -0.27499962, 'xrule'), ([(5844, 4, 66), (19547, 4, 66), (19547, 11, 7992)], -0.3029995, 'xrule'), ([(23503, 3, 666), (23503, 11, 7992), (5844, 3, 666)], -0.55550003, 'xrule')]",[6.4677815],14,1,"[(23503, 3, 9), (23470, 3, 75), (23503, 11, 7992), (19630, 3, 1151), (5844, 3, 78), (25411, 11, 7992), (5844, 3, 75), (25411, 3, 78), (5844, 3, 1151), (5844, 3, 10), (19630, 11, 7992), (25411, 3, 10), (5844, 3, 9), (23470, 11, 7992)]",1.0,6.604808
7.25191,[1],"(6263, 11, 8038)","[([(25177, 3, 346), (6263, 3, 346), (25177, 11, 8038)], 0.5566006, 'xrule'), ([(9725, 3, 2697), (6263, 3, 2697), (9725, 11, 8038)], 0.54279995, 'xrule'), ([(20230, 3, 651), (20230, 11, 8038), (6263, 3, 651)], 0.3739004, 'xrule'), ([(25177, 3, 2133), (6263, 3, 2133), (25177, 11, 8038)], 0.36970043, 'xrule'), ([(6263, 3, 40), (9725, 11, 8038), (9725, 3, 40)], 0.3238001, 'xrule'), ({(6263, 3, 651)}, 0.07938675115866144, 'baseline'), ({(6263, 3, 1839)}, 0.07854274939241504, 'baseline'), ({(6263, 3, 1321)}, 0.07271866035768412, 'baseline'), ({(6263, 3, 1493)}, 0.052862207384341886, 'baseline'), ({(6263, 3, 37)}, 0.046804468113904846, 'baseline'), ({(6263, 3, 1838)}, 0.04272751039836123, 'baseline'), ({(6263, 1, 65)}, 0.03739360996103821, 'baseline'), ({(6263, 3, 78)}, 0.032272378904760986, 'baseline'), ({(6263, 3, 1840)}, 0.027031938517916475, 'baseline'), ({(6263, 3, 10)}, 0.02679733464590917, 'baseline')]",[7.25191],13,1,"[(20230, 11, 8038), (6263, 3, 346), (25177, 11, 8038), (9725, 3, 2697), (20230, 3, 651), (6263, 3, 2133), (9725, 11, 8038), (6263, 3, 651), (25177, 3, 2133), (6263, 3, 40), (25177, 3, 346), (6263, 3, 2697), (9725, 3, 40)]",1.0,7.416071
7.44421,[1],"(5920, 12, 8676)","[({(5920, 3, 748)}, 0.31337169930599457, 'baseline'), ([(23192, 3, 748), (23192, 12, 8676), (5920, 3, 748)], 0.2177, 'xrule'), ([(8674, 3, 748), (8674, 12, 8676), (5920, 3, 748)], 0.21700001, 'xrule'), ([(24810, 12, 8676), (24810, 3, 748), (5920, 3, 748)], 0.21679974, 'xrule'), ({(5920, 3, 279)}, 0.20227150187192203, 'baseline'), ([(10403, 12, 8676), (10403, 3, 748), (5920, 3, 748)], 0.2010994, 'xrule'), ([(12065, 12, 8676), (12065, 3, 748), (5920, 3, 748)], 0.19959927, 'xrule'), ({(5920, 3, 6)}, 0.11594776350992228, 'baseline'), ({(5920, 3, 220)}, 0.11454204755286473, 'baseline'), ({(5920, 3, 7)}, 0.10529903606156868, 'baseline'), ({(5920, 3, 39)}, 0.07854465676934912, 'baseline'), ({(5920, 3, 40)}, 0.07625011635141533, 'baseline'), ({(5920, 2, 30)}, 0.04111961552649776, 'baseline'), ({(5920, 3, 74)}, 0.03555301851217682, 'baseline'), ({(5920, 2, 31)}, 0.02650551029493718, 'baseline')]",[7.44421],10,1,"[(23192, 3, 748), (24810, 12, 8676), (8674, 12, 8676), (8676, 3, 279), (23192, 12, 8676), (8676, 3, 748), (8674, 3, 748), (24810, 3, 748), (5920, 3, 279), (5920, 3, 748)]",1.0,9.47781
6.2311277,[1],"(6419, 9, 8339)","[([(6419, 3, 506), (19523, 9, 8339), (19523, 3, 506)], 0.2585001, 'xrule'), ([(6419, 2, 728), (19523, 9, 8339), (19523, 2, 728)], 0.2357006, 'xrule'), ([(6419, 3, 7), (19523, 9, 8339), (19523, 3, 7)], 0.23360062, 'xrule'), ([(6419, 3, 40), (19523, 9, 8339), (19523, 3, 40)], 0.21790028, 'xrule'), ([(6419, 4, 66), (19523, 9, 8339), (19523, 4, 66)], 0.21730042, 'xrule'), ({(6419, 3, 506)}, 0.14957908838739947, 'baseline'), ({(6419, 2, 729)}, 0.09971527294494117, 'baseline'), ({(6419, 3, 1744)}, 0.09100155071873633, 'baseline'), ({(6419, 3, 1348)}, 0.08750204276629873, 'baseline'), ({(6419, 3, 20)}, 0.08664135170418089, 'baseline'), ({(6419, 2, 30)}, 0.07555345723560282, 'baseline'), ({(6419, 2, 266)}, 0.075149576172569, 'baseline'), ({(6419, 3, 2416)}, 0.05780414770541123, 'baseline'), ({(6419, 3, 38)}, 0.05685142706990934, 'baseline'), ({(6419, 3, 41)}, 0.0535393161639071, 'baseline')]",[6.2311277],11,1,"[(19523, 3, 506), (19523, 3, 40), (19523, 4, 66), (6419, 2, 728), (19523, 3, 7), (6419, 3, 506), (6419, 3, 40), (6419, 4, 66), (19523, 2, 728), (6419, 3, 7), (19523, 9, 8339)]",1.0,6.532011
5.229545,[4],"(4757, 11, 7984)","[([(17411, 11, 7984), (4757, 2, 30), (17411, 2, 30)], 0.9244003, 'xrule'), ([(17411, 11, 7984), (4757, 3, 6), (17411, 3, 6)], 0.7350998, 'xrule'), ([(4757, 2, 30), (18740, 2, 30), (18740, 11, 7984)], 0.46730042, 'xrule'), ([(23203, 3, 4768), (23203, 11, 7984), (4757, 3, 4768)], 0.46660042, 'xrule'), ([(4757, 3, 1024), (23203, 3, 1024), (23203, 11, 7984)], 0.30230045, 'xrule'), ({(4757, 3, 10)}, 0.10333112912199659, 'baseline'), ({(4757, 3, 6)}, 0.09340385632767778, 'baseline'), ({(4757, 3, 40)}, 0.09339718056304284, 'baseline'), ({(4757, 3, 220)}, 0.08481888009498574, 'baseline'), ({(4757, 3, 149)}, 0.08428959082974286, 'baseline'), ({(4757, 2, 31)}, 0.05661205480787628, 'baseline'), ({(4757, 2, 68)}, 0.05621818730835125, 'baseline'), ({(4757, 2, 266)}, 0.034933130247311726, 'baseline'), ({(4757, 3, 504)}, 0.015587846721224227, 'baseline'), ({(4757, 3, 525)}, 0.008067171020487103, 'baseline')]",[5.229545],12,4,"[(17411, 11, 7984), (23203, 11, 7984), (17411, 3, 6), (4757, 2, 30), (18740, 2, 30), (4757, 3, 6), (23203, 3, 1024), (17411, 2, 30), (23203, 3, 4768), (4757, 3, 1024), (18740, 11, 7984), (4757, 3, 4768)]",4.0,5.4328356
6.097654,[1],"(4727, 11, 8038)","[({(4727, 3, 479)}, 0.0772419376401022, 'baseline'), ({(4727, 3, 476)}, 0.05717281532931406, 'baseline'), ({(4727, 3, 39)}, 0.0524969501472366, 'baseline'), ({(4727, 3, 10)}, 0.04312900727754397, 'baseline'), ({(4727, 2, 30)}, 0.037813226650012716, 'baseline'), ({(4727, 3, 220)}, 0.03585724064321633, 'baseline'), ({(4727, 3, 9)}, 0.028616945240394615, 'baseline'), ({(4727, 2, 68)}, 0.02552417939629932, 'baseline'), ({(4727, 3, 115)}, 0.023464242889484763, 'baseline'), ({(4727, 3, 88)}, 0.017240564312449892, 'baseline')]",[6.097654],11,1,"[(4727, 3, 479), (4727, 3, 476), (24904, 3, 39), (4727, 2, 30), (8038, 3, 10), (24904, 3, 476), (24904, 11, 8038), (24904, 3, 479), (8038, 2, 30), (4727, 3, 10), (4727, 3, 39)]",1.0,6.7546163
7.219974,[3],"(7769, 12, 8626)","[([(21902, 12, 8626), (7769, 3, 219), (21902, 3, 219)], 0.28779984, 'xrule'), ([(21902, 12, 8626), (7769, 3, 185), (21902, 3, 185)], 0.27460003, 'xrule'), ({(7769, 3, 219)}, 0.2351627755602744, 'baseline'), ([(7769, 3, 10), (21902, 3, 10), (21902, 12, 8626)], 0.19820023, 'xrule'), ([(21902, 8, 7409), (7769, 8, 7409), (21902, 12, 8626)], 0.1885004, 'xrule'), ({(7769, 3, 185)}, 0.1854553625996603, 'baseline'), ([(24248, 3, 219), (7769, 3, 219), (24248, 12, 8626)], 0.17129993, 'xrule'), ({(7769, 3, 479)}, 0.10873607833304474, 'baseline'), ({(7769, 3, 476)}, 0.08281330301751286, 'baseline'), ({(7769, 3, 39)}, 0.06924442481290574, 'baseline'), ({(7769, 3, 277)}, 0.05914692113220952, 'baseline'), ({(7769, 3, 220)}, 0.0580854816168547, 'baseline'), ({(7769, 3, 9)}, 0.04305462073471528, 'baseline'), ({(7769, 3, 40)}, 0.042738000830470434, 'baseline'), ({(7769, 3, 2638)}, 0.04021648596106668, 'baseline')]",[7.219974],11,1,"[(7769, 3, 10), (7769, 3, 219), (10257, 3, 219), (21902, 3, 10), (21902, 3, 219), (21902, 8, 7409), (10257, 12, 8626), (21902, 12, 8626), (7769, 3, 185), (7769, 8, 7409), (21902, 3, 185)]",3.0,8.398724
5.1767664,[4],"(6853, 11, 8038)","[([(6853, 3, 1839), (25070, 11, 8038), (25070, 3, 1839)], 0.77149963, 'xrule'), ([(20115, 3, 651), (20115, 11, 8038), (6853, 3, 651)], 0.5599003, 'xrule'), ([(6853, 3, 1839), (22601, 3, 1839), (22601, 11, 8038)], 0.5056, 'xrule'), ([(6853, 2, 31), (8092, 11, 8038), (8092, 2, 31)], 0.4560995, 'xrule'), ([(24395, 11, 8038), (24395, 3, 651), (6853, 3, 651)], 0.38099957, 'xrule'), ({(6853, 3, 1839)}, 0.1916385100420434, 'baseline'), ({(6853, 3, 651)}, 0.18635896901966964, 'baseline'), ({(6853, 3, 1321)}, 0.1708374426413484, 'baseline'), ({(6853, 3, 1493)}, 0.16205600951564528, 'baseline'), ({(6853, 3, 37)}, 0.14563039987718465, 'baseline'), ({(6853, 1, 65)}, 0.09390405849875223, 'baseline'), ({(6853, 2, 68)}, 0.08479265404318706, 'baseline'), ({(6853, 2, 30)}, 0.08233646587677106, 'baseline'), ({(6853, 2, 31)}, 0.0691538257631809, 'baseline'), ({(6853, 3, 695)}, 0.03390554611795428, 'baseline')]",[5.1767664],13,1,"[(24395, 11, 8038), (20115, 3, 651), (20115, 11, 8038), (24395, 3, 651), (25070, 3, 1839), (8092, 2, 31), (8092, 11, 8038), (6853, 3, 1839), (22601, 3, 1839), (6853, 2, 31), (22601, 11, 8038), (25070, 11, 8038), (6853, 3, 651)]",4.0,6.491535
6.0040436,[2],"(6437, 11, 8038)","[([(6437, 2, 68), (25103, 11, 8038), (25103, 2, 68)], 0.7539005, 'xrule'), ([(6437, 2, 68), (23703, 2, 68), (23703, 11, 8038)], 0.4765005, 'xrule'), ([(25103, 3, 37), (6437, 3, 37), (25103, 11, 8038)], 0.4598999, 'xrule'), ([(25103, 11, 8038), (25103, 3, 1493), (6437, 3, 1493)], 0.4403, 'xrule'), ([(17562, 11, 8038), (6437, 3, 651), (17562, 3, 651)], 0.43730068, 'xrule'), ({(6437, 3, 1493)}, 0.15361694545149274, 'baseline'), ({(6437, 3, 651)}, 0.14558176247364904, 'baseline'), ({(6437, 3, 37)}, 0.1121855183290845, 'baseline'), ({(6437, 3, 75)}, 0.07411245538553368, 'baseline'), ({(6437, 3, 3463)}, 0.07153562735899173, 'baseline'), ({(6437, 2, 68)}, 0.06865648461384055, 'baseline'), ({(6437, 3, 91)}, 0.06567529866547381, 'baseline'), ({(6437, 2, 30)}, 0.05678514667477134, 'baseline'), ({(6437, 1, 2467)}, 0.05436710544501925, 'baseline'), ({(6437, 3, 100)}, 0.04822019764422852, 'baseline')]",[6.0040436],12,1,"[(17562, 11, 8038), (17562, 3, 651), (25103, 3, 1493), (25103, 3, 37), (6437, 2, 68), (25103, 2, 68), (23703, 2, 68), (6437, 3, 37), (6437, 3, 651), (25103, 11, 8038), (23703, 11, 8038), (6437, 3, 1493)]",2.0,6.6256256
9.438604,[1],"(5517, 9, 7903)","[([(21822, 3, 1123), (21822, 9, 7903), (5517, 3, 1123)], 0.18910027, 'xrule'), ({(5517, 3, 1123)}, 0.1668377325486709, 'baseline'), ([(21822, 3, 1005), (21822, 9, 7903), (5517, 3, 1005)], 0.16050053, 'xrule'), ([(24266, 9, 7903), (5517, 3, 1123), (24266, 3, 1123)], 0.15490055, 'xrule'), ([(16201, 9, 7903), (5517, 3, 1123), (16201, 3, 1123)], 0.15030003, 'xrule'), ([(21822, 2, 1323), (21822, 9, 7903), (5517, 2, 1323)], 0.15009975, 'xrule'), ({(5517, 2, 1323)}, 0.1254997654940614, 'baseline'), ({(5517, 3, 1005)}, 0.11677269178541012, 'baseline'), ({(5517, 3, 1026)}, 0.08449939921183014, 'baseline'), ({(5517, 3, 75)}, 0.06232837863980015, 'baseline'), ({(5517, 1, 65)}, 0.05916027260399295, 'baseline'), ({(5517, 2, 30)}, 0.02749065586674415, 'baseline'), ({(5517, 3, 78)}, 0.020914117758072243, 'baseline'), ({(5517, 3, 39)}, 0.01883701508854939, 'baseline'), ({(5517, 3, 7)}, 0.012439767779321948, 'baseline')]",[9.438604],11,1,"[(24266, 9, 7903), (24615, 3, 1123), (24615, 9, 7903), (21822, 3, 1005), (5517, 3, 1005), (16201, 3, 1123), (21822, 3, 1123), (5517, 3, 1123), (21822, 9, 7903), (16201, 9, 7903), (24266, 3, 1123)]",1.0,9.563314
6.4096375,[3],"(5675, 11, 8038)","[([(5675, 3, 1838), (18934, 3, 1838), (18934, 11, 8038)], 0.4548006, 'xrule'), ([(18934, 3, 1493), (5675, 3, 1493), (18934, 11, 8038)], 0.42370033, 'xrule'), ([(17562, 11, 8038), (5675, 1, 1054), (17562, 1, 1054)], 0.41900063, 'xrule'), ([(18934, 3, 276), (18934, 11, 8038), (5675, 3, 276)], 0.40340042, 'xrule'), ([(5675, 2, 30), (23538, 11, 8038), (23538, 2, 30)], 0.4008007, 'xrule'), ({(5675, 3, 1839)}, 0.08063892556811768, 'baseline'), ({(5675, 3, 1493)}, 0.06791977120386931, 'baseline'), ({(5675, 3, 651)}, 0.05960659217826634, 'baseline'), ({(5675, 3, 1321)}, 0.058527032859216496, 'baseline'), ({(5675, 3, 37)}, 0.04747394749358868, 'baseline'), ({(5675, 3, 10)}, 0.04737953375042312, 'baseline'), ({(5675, 3, 1838)}, 0.04105095099483403, 'baseline'), ({(5675, 3, 40)}, 0.03972438996694337, 'baseline'), ({(5675, 3, 149)}, 0.03578190036737969, 'baseline'), ({(5675, 2, 68)}, 0.03330425446436004, 'baseline')]",[6.4096375],13,2,"[(17562, 11, 8038), (18934, 3, 276), (5675, 2, 30), (5675, 3, 1838), (18934, 3, 1838), (23538, 11, 8038), (5675, 3, 1493), (17562, 1, 1054), (18934, 3, 1493), (23538, 2, 30), (5675, 3, 276), (5675, 1, 1054), (18934, 11, 8038)]",3.0,7.0910316
