new_ranks,prediction,exp,original_score,exp_length,new_score,facts,new_rank,new_scores,original_rank
[1],"(8377, 26, 64)","[(418, 26, 2948), (2338, 26, 64), (13009, 31, 4), (13009, 26, 64), (5189, 6, 8377), (418, 26, 64), (12287, 26, 64), (6422, 6, 2338), (5189, 6, 761), (8377, 31, 1313), (8377, 26, 2948), (6422, 6, 8377), (761, 26, 64), (12287, 31, 1313), (8377, 31, 4)]",0.9645830988883972,15,0.8794280290603638,"[({(8377, 26, 2948)}, -9.88887234238252, 'baseline'), ({(8377, 31, 1313)}, -10.132451019589524, 'baseline'), ({(8377, 31, 4)}, -10.57599170252364, 'baseline'), ({(5189, 6, 8377)}, -11.068441082781789, 'baseline'), ({(6422, 6, 8377)}, -11.439553857616444, 'baseline'), ({(8377, 26, 1098)}, -11.736433288525886, 'baseline'), ({(8377, 31, 658)}, -11.774412515663142, 'baseline'), ({(441, 32, 8377)}, -11.999169665136423, 'baseline'), ({(8377, 26, 342)}, -12.443334870496983, 'baseline'), ({(8377, 84, 4584)}, -13.168458783233762, 'baseline')]",1.0,[0.8794280290603638],1
[5],"(8706, 86, 1630)","[(1147, 159, 1630), (6810, 159, 1630), (8706, 136, 1147), (8923, 159, 1630), (8706, 84, 6810), (1147, 38, 8706), (1147, 6, 8706), (8923, 6, 8706)]",0.44494742155075073,8,0.156963050365448,"[({(1147, 38, 8706)}, -6.599232096086506, 'baseline'), ({(8706, 136, 1147)}, -6.705633053259579, 'baseline'), ({(8706, 84, 6810)}, -6.789361257542684, 'baseline'), ({(1147, 6, 8706)}, -6.860868695385655, 'baseline'), ({(8923, 6, 8706)}, -7.0843761472633275, 'baseline'), ({(1808, 7, 8706)}, -7.344888163969378, 'baseline'), ({(8706, 31, 7043)}, -7.452685872630461, 'baseline'), ({(8706, 86, 410)}, -8.285283230296285, 'baseline'), ({(8706, 31, 147)}, -8.593880208599856, 'baseline'), ({(8706, 86, 2317)}, -9.68689190849817, 'baseline')]",5.0,[0.156963050365448],1
[1],"(2664, 25, 62)","[(7702, 25, 62), (1285, 27, 2664), (10036, 20, 2664), (10036, 20, 11384), (3347, 25, 62), (9037, 25, 62), (11384, 25, 62), (2379, 8, 2664), (9037, 22, 2664), (7702, 8, 2664), (1285, 27, 3347), (2379, 25, 62)]",0.9936367273330688,12,0.9823144674301147,"[({(9037, 22, 2664)}, 15.525204477933812, 'baseline'), ({(10036, 20, 2664)}, 14.872132924629524, 'baseline'), ({(2379, 8, 2664)}, 14.64325249212339, 'baseline'), ({(1285, 27, 2664)}, 14.457124520633796, 'baseline'), ({(7702, 8, 2664)}, 14.312435643832634, 'baseline'), ({(2053, 164, 2664)}, 13.78296365098829, 'baseline'), ({(6196, 76, 2664)}, -12.94246495271057, 'baseline'), ({(2664, 77, 2016)}, -14.2003605500011, 'baseline'), ({(2016, 77, 2664)}, -14.652942429846, 'baseline'), ({(2664, 77, 4127)}, -15.149896537297346, 'baseline')]",1.0,[0.9823144674301147],1
[1],"(1888, 14, 2272)","[(11038, 71, 9844), (6074, 14, 2272), (8010, 6, 9659), (475, 32, 12358), (2272, 188, 5334), (475, 32, 1888), (9844, 6, 1888), (1126, 7, 1888), (9659, 14, 2272), (12358, 14, 2272), (1888, 14, 5334), (6074, 30, 1126), (11038, 214, 2272), (8010, 6, 1888)]",0.154959037899971,14,0.10501311719417572,"[({(8010, 6, 1888)}, 13.507357932984833, 'baseline'), ({(1126, 7, 1888)}, 11.555160988486252, 'baseline'), ({(1888, 14, 5334)}, -8.35232860763707, 'baseline'), ({(475, 32, 1888)}, -9.544411229651633, 'baseline'), ({(9844, 6, 1888)}, -10.161922872077943, 'baseline'), ({(4295, 32, 1888)}, -11.09359586528205, 'baseline'), ({(1888, 25, 62)}, -12.521908235425027, 'baseline'), ({(1888, 28, 32)}, -12.847534314348195, 'baseline'), ({(1888, 13, 32)}, -14.816194269272193, 'baseline'), ({(1888, 11, 23)}, -14.816194269272193, 'baseline')]",1.0,[0.10501311719417572],1
[78],"(10130, 131, 181)","[(10130, 131, 1928), (11519, 131, 1928), (181, 152, 5464), (274, 152, 181), (181, 152, 6129), (10130, 131, 274), (10130, 131, 637), (11519, 131, 181), (10130, 88, 6129), (637, 152, 181), (10130, 131, 5464)]",0.8042064309120178,11,0.0056716641411185265,"[({(10130, 131, 274)}, -7.218570415314522, 'baseline'), ({(10130, 131, 1928)}, -7.6901769547785515, 'baseline'), ({(10130, 131, 5464)}, -7.919261118553546, 'baseline'), ({(10130, 131, 637)}, -8.265383612402694, 'baseline'), ({(10130, 88, 6129)}, -8.358860655673281, 'baseline'), ({(10130, 131, 478)}, -8.426231382543659, 'baseline'), ({(10130, 88, 2895)}, -9.080472116074912, 'baseline'), ({(10130, 131, 6129)}, -9.166248244955744, 'baseline'), ({(10130, 131, 2895)}, -9.295144766802906, 'baseline'), ({(10130, 131, 7322)}, -9.621399703201636, 'baseline')]",78.0,[0.0056716641411185265],1
[4],"(6087, 26, 1098)","[(13009, 26, 1960), (6087, 26, 1936), (13009, 26, 1098), (2114, 26, 1098), (6087, 26, 1960), (2114, 26, 1936), (6087, 26, 1881), (13009, 26, 1881), (6087, 26, 990), (13009, 26, 990), (6087, 116, 3754), (3279, 26, 1098), (3279, 116, 3754)]",0.9066410064697266,13,0.49865952134132385,"[({(6087, 26, 990)}, -8.577596754766594, 'baseline'), ({(6087, 26, 1881)}, -8.612398637389555, 'baseline'), ({(6087, 26, 1960)}, -8.684449178838165, 'baseline'), ({(6087, 26, 1936)}, -9.261330203012612, 'baseline'), ({(6087, 116, 3754)}, -10.075637394791338, 'baseline'), ({(6087, 26, 342)}, -10.084170618476145, 'baseline'), ({(6087, 31, 657)}, -10.139973908290616, 'baseline'), ({(6087, 26, 1753)}, -10.534810687365587, 'baseline'), ({(5678, 59, 6087)}, -11.012246723903873, 'baseline'), ({(6087, 28, 32)}, -11.070353760482591, 'baseline')]",4.0,[0.49865952134132385],1
[3],"(12195, 66, 592)","[(12195, 48, 32), (1674, 22, 12195), (9491, 24, 592), (9491, 85, 434), (32, 15, 1674), (592, 135, 32), (12195, 85, 434)]",0.08467242866754532,7,0.025029603391885757,"[({(12195, 48, 32)}, -9.372701077262136, 'baseline'), ({(1674, 22, 12195)}, -11.929416725076555, 'baseline'), ({(12195, 85, 434)}, -13.450510876228183, 'baseline')]",3.0,[0.025029603391885757],1
[5],"(3381, 52, 2028)","[(3381, 52, 7528), (2028, 20, 4955), (3381, 52, 831), (2028, 52, 831), (3381, 20, 4955), (3381, 52, 1374), (2028, 52, 1374), (12525, 52, 7528), (3381, 52, 13655), (13655, 52, 2028), (12525, 52, 2028)]",0.8979125618934631,11,0.1275225281715393,"[({(3381, 52, 831)}, -7.2874308334221585, 'baseline'), ({(3381, 52, 7528)}, -7.919425148417236, 'baseline'), ({(3381, 52, 13655)}, -8.150849176632144, 'baseline'), ({(3381, 20, 4955)}, -8.180643799430213, 'baseline'), ({(3381, 52, 1374)}, -8.280329917889121, 'baseline'), ({(3381, 20, 10454)}, -8.759812398069625, 'baseline'), ({(3381, 20, 6596)}, -9.016586183912027, 'baseline'), ({(6235, 52, 3381)}, -9.406577225682614, 'baseline'), ({(3381, 20, 5948)}, -9.462134202117861, 'baseline'), ({(3381, 20, 832)}, -9.78305603352067, 'baseline')]",5.0,[0.1275225281715393],1
[4],"(889, 19, 7255)","[(7972, 19, 7255), (7402, 19, 1962), (3489, 20, 10282), (7906, 20, 9916), (358, 27, 889), (9916, 19, 7255), (10282, 19, 7255), (1962, 47, 889), (3489, 20, 889), (7906, 20, 889), (358, 27, 7972), (7402, 19, 7255), (2799, 47, 7402), (2799, 47, 889)]",0.8706680536270142,14,0.724753201007843,"[({(1962, 47, 889)}, -7.061069542849672, 'baseline'), ({(7906, 20, 889)}, -7.218896276295047, 'baseline'), ({(358, 27, 889)}, -7.37776298754945, 'baseline'), ({(3489, 20, 889)}, -7.455726234504568, 'baseline'), ({(2799, 47, 889)}, -7.473271614254568, 'baseline'), ({(3419, 8, 889)}, -7.599739445996405, 'baseline'), ({(889, 19, 1921)}, -7.669070785510431, 'baseline'), ({(5274, 8, 889)}, -7.844998271299191, 'baseline'), ({(2991, 76, 889)}, -7.869899692113291, 'baseline'), ({(212, 92, 889)}, -8.0228524581481, 'baseline')]",4.0,[0.724753201007843],1
[1],"(13370, 120, 791)","[(13377, 15, 13370), (3408, 15, 13370), (8820, 120, 791), (822, 120, 791), (13370, 58, 9345), (1116, 120, 791), (13377, 15, 1116), (13897, 120, 791), (14423, 120, 791), (3408, 15, 14423), (9345, 58, 8820), (32, 87, 13370), (32, 15, 13897), (13370, 58, 822)]",0.9951258301734924,14,0.9931348562240601,"[({(13370, 58, 822)}, 13.873483790526734, 'baseline'), ({(13377, 15, 13370)}, 13.144119787392999, 'baseline'), ({(13370, 58, 9345)}, 12.878238974319018, 'baseline'), ({(32, 87, 13370)}, -12.662076738068818, 'baseline'), ({(3408, 15, 13370)}, -13.450510876228183, 'baseline'), ({(3098, 58, 13370)}, -13.631445238627586, 'baseline'), ({(13370, 33, 90)}, -15.208150446170634, 'baseline'), ({(13370, 154, 2438)}, -15.208150446170634, 'baseline')]",1.0,[0.9931348562240601],1
[2],"(7843, 17, 862)","[(5987, 8, 7843), (5028, 17, 862), (13312, 39, 592), (8229, 17, 2123), (7843, 66, 592), (13312, 17, 862), (5987, 17, 862), (4206, 8, 5028), (7843, 17, 2123), (7843, 3, 4206), (8229, 17, 862), (4206, 8, 7843)]",0.8698863387107849,12,0.7078991532325745,"[({(5987, 8, 7843)}, -8.968285178688497, 'baseline'), ({(7843, 3, 4206)}, -9.047005975678168, 'baseline'), ({(4206, 8, 7843)}, -9.538600065345133, 'baseline'), ({(7843, 17, 2123)}, -9.887698115866604, 'baseline'), ({(7843, 66, 592)}, -9.911448661420556, 'baseline'), ({(2279, 71, 7843)}, -10.289567693570945, 'baseline'), ({(7842, 20, 7843)}, -11.408872968898093, 'baseline'), ({(7843, 25, 62)}, -11.553076841525547, 'baseline'), ({(2693, 20, 7843)}, -12.572197407953466, 'baseline'), ({(7843, 60, 90)}, -12.803247599244681, 'baseline')]",2.0,[0.7078991532325745],1
[2],"(8623, 43, 384)","[(13977, 43, 384), (8623, 85, 434), (8623, 17, 862), (13977, 17, 862), (13236, 43, 384), (11790, 43, 384), (8623, 19, 9874), (8623, 48, 1928), (13236, 19, 9874), (11790, 85, 434), (13977, 48, 1928), (9874, 47, 8623)]",0.9801432490348816,12,0.39250415563583374,"[({(8623, 85, 434)}, 13.345927037746902, 'baseline'), ({(9874, 47, 8623)}, -9.316791638466114, 'baseline'), ({(8623, 19, 9874)}, -10.38906971448868, 'baseline'), ({(8623, 17, 862)}, -11.504631293040443, 'baseline'), ({(8623, 48, 1928)}, -13.047361727187953, 'baseline')]",2.0,[0.39250415563583374],1
[1],"(535, 48, 32)","[(9783, 20, 535), (2458, 123, 535), (2458, 48, 32), (535, 77, 2458), (6517, 48, 32), (2458, 192, 535), (2458, 77, 535), (9783, 20, 6517)]",0.8807279467582703,8,0.7652719020843506,"[({(2458, 192, 535)}, -8.371925172387625, 'baseline'), ({(2458, 77, 535)}, -8.608798109938155, 'baseline'), ({(535, 77, 2458)}, -8.655277135941569, 'baseline'), ({(2458, 123, 535)}, -8.662835588256085, 'baseline'), ({(9783, 20, 535)}, -8.751110937882034, 'baseline'), ({(535, 123, 2458)}, -8.799735988130697, 'baseline'), ({(535, 192, 2458)}, -9.005352403883482, 'baseline'), ({(2750, 20, 535)}, -9.245768243523658, 'baseline'), ({(2815, 20, 535)}, -9.375509975402231, 'baseline'), ({(535, 119, 4472)}, -9.675911730547462, 'baseline')]",1.0,[0.7652719020843506],1
[1],"(3120, 220, 6386)","[(2780, 220, 6386), (3120, 156, 1503), (1269, 220, 4005), (2780, 122, 5293), (1269, 220, 6386), (3120, 156, 2849), (6423, 156, 1503), (6423, 220, 6386), (5293, 66, 3120), (3120, 220, 4005), (5293, 160, 3120), (6423, 156, 2849)]",0.828163743019104,12,0.914714515209198,"[({(3120, 220, 4005)}, -7.613299342796876, 'baseline'), ({(3120, 156, 1503)}, -9.701884634216075, 'baseline'), ({(5293, 160, 3120)}, -9.94195267856139, 'baseline'), ({(5293, 66, 3120)}, -10.054617543646767, 'baseline'), ({(3120, 156, 2849)}, -10.088464690230506, 'baseline'), ({(3120, 148, 4558)}, -10.110216044419326, 'baseline'), ({(3120, 156, 11080)}, -10.508269592341346, 'baseline'), ({(434, 161, 3120)}, -10.519242907283259, 'baseline'), ({(4101, 163, 3120)}, -10.57249443573881, 'baseline'), ({(3120, 148, 2861)}, -10.687036553917904, 'baseline')]",1.0,[0.914714515209198],1
[1],"(2539, 19, 536)","[(6524, 8, 2539), (1691, 19, 536), (536, 47, 6524), (536, 47, 7009), (2539, 8, 7009), (2539, 3, 7922), (4928, 8, 2539), (536, 47, 4928), (7922, 19, 536), (1691, 3, 2539)]",0.9856534600257874,10,0.8230420351028442,"[({(2539, 3, 7922)}, -11.062724901540678, 'baseline'), ({(2539, 8, 7009)}, -11.070353760482591, 'baseline'), ({(6524, 8, 2539)}, -11.121412523290651, 'baseline'), ({(4928, 8, 2539)}, -11.137662199968847, 'baseline'), ({(1691, 3, 2539)}, -11.316578095619768, 'baseline'), ({(6283, 3, 2539)}, -11.3363645267376, 'baseline'), ({(1691, 8, 2539)}, -11.356550367363576, 'baseline'), ({(7922, 8, 2539)}, -11.361661141756422, 'baseline'), ({(2539, 8, 2134)}, -11.387614304588226, 'baseline'), ({(2539, 8, 1591)}, -11.392886753409265, 'baseline')]",1.0,[0.8230420351028442],1
[2],"(1707, 86, 10402)","[(1883, 86, 10402), (1707, 116, 1684), (1314, 2, 1707), (1883, 31, 1314), (3495, 86, 10402), (1707, 86, 1938), (3495, 116, 1684), (3655, 2, 1707), (3655, 207, 10402), (1938, 32, 10401), (10401, 86, 10402), (1707, 12, 1684)]",0.5459656119346619,12,0.4280034005641937,"[({(3655, 2, 1707)}, -6.389398816951841, 'baseline'), ({(1707, 12, 1684)}, -6.526267294678579, 'baseline'), ({(1314, 2, 1707)}, -6.712490693714762, 'baseline'), ({(1707, 86, 1938)}, -6.731494559984759, 'baseline'), ({(1707, 116, 1684)}, -6.8685351104796295, 'baseline'), ({(1707, 136, 6402)}, -7.013165509579433, 'baseline'), ({(6986, 6, 1707)}, -7.381877373398965, 'baseline'), ({(1707, 31, 1314)}, -7.631341674797513, 'baseline'), ({(1707, 13, 1405)}, -10.666372464987782, 'baseline'), ({(1707, 13, 32)}, -11.441633110204442, 'baseline')]",2.0,[0.4280034005641937],1
[1],"(7870, 17, 862)","[(7870, 19, 2998), (7870, 8, 3666), (8878, 17, 862), (3666, 17, 862), (3666, 3, 7870), (3666, 8, 7870), (8878, 19, 2998), (6480, 140, 7870), (6480, 181, 862)]",0.8808958530426025,9,0.9370033740997314,"[({(6480, 140, 7870)}, -8.294189889626256, 'baseline'), ({(7870, 19, 2998)}, -8.502573633392808, 'baseline'), ({(7870, 8, 3666)}, -8.593558364262652, 'baseline'), ({(3666, 8, 7870)}, -8.876560541746473, 'baseline'), ({(3666, 3, 7870)}, -8.979936351256567, 'baseline'), ({(7293, 27, 7870)}, -9.088620612036838, 'baseline'), ({(1846, 47, 7870)}, -9.40259547571707, 'baseline'), ({(7870, 8, 10441)}, -9.883599146194975, 'baseline'), ({(7870, 3, 10441)}, -10.503913759850768, 'baseline'), ({(11150, 192, 7870)}, -10.667651536327853, 'baseline')]",1.0,[0.9370033740997314],1
[1],"(5606, 48, 32)","[(5606, 45, 5206), (5206, 48, 32), (2693, 20, 5606), (9211, 76, 5606), (2682, 123, 5868), (2693, 20, 8084), (5868, 53, 5606), (9211, 76, 4847), (2008, 45, 5606), (2682, 48, 32), (8084, 48, 32), (2008, 48, 32), (4847, 48, 32)]",0.9029479622840881,13,0.9362068176269531,"[({(2008, 45, 5606)}, 13.507357932984833, 'baseline'), ({(5606, 45, 5206)}, 11.610280327739927, 'baseline'), ({(5868, 53, 5606)}, 11.233597745402047, 'baseline'), ({(9211, 76, 5606)}, 10.969669124519399, 'baseline'), ({(2693, 20, 5606)}, -9.727549679946927, 'baseline'), ({(1740, 45, 5606)}, -10.794382570981384, 'baseline'), ({(9730, 8, 5606)}, -11.294177649024853, 'baseline'), ({(5606, 60, 90)}, -11.436098014986026, 'baseline'), ({(5606, 77, 5868)}, -11.89130863586672, 'baseline'), ({(5606, 25, 62)}, -14.53533566034945, 'baseline')]",1.0,[0.9362068176269531],1
[1],"(7388, 25, 62)","[(7388, 19, 6725), (268, 25, 62), (268, 76, 7388), (8122, 25, 62), (13222, 25, 62), (7388, 41, 138), (7643, 25, 62), (138, 92, 13222), (2991, 76, 7388), (7388, 41, 1300), (8122, 177, 1300), (2991, 25, 62), (7643, 19, 6725)]",0.9848781228065491,13,0.9872905611991882,"[({(268, 76, 7388)}, -11.45560638579086, 'baseline'), ({(7388, 41, 138)}, -11.540743659314751, 'baseline'), ({(7388, 41, 1300)}, -11.64055856395501, 'baseline'), ({(2991, 76, 7388)}, -11.86978705757194, 'baseline'), ({(7388, 19, 6725)}, -12.059087447423776, 'baseline'), ({(1741, 76, 7388)}, -12.263958315825212, 'baseline'), ({(1715, 20, 7388)}, -12.45856339442374, 'baseline'), ({(138, 42, 7388)}, -12.607185842268477, 'baseline'), ({(7388, 19, 4213)}, -12.68106431133927, 'baseline'), ({(7388, 85, 434)}, -12.74029103133764, 'baseline')]",1.0,[0.9872905611991882],1
[1],"(1886, 60, 90)","[(879, 71, 1396), (12902, 213, 90), (32, 206, 90), (1886, 100, 160), (1886, 48, 32), (1886, 66, 954), (1886, 66, 1327), (879, 71, 1886), (13953, 213, 90), (13953, 83, 1327), (12902, 198, 160), (954, 33, 90), (1396, 60, 90)]",0.9854287505149841,13,0.9967461824417114,"[({(1886, 66, 1327)}, -10.949666244079856, 'baseline'), ({(1886, 48, 32)}, -11.07804126477106, 'baseline'), ({(1886, 66, 954)}, -11.866598399958683, 'baseline'), ({(879, 71, 1886)}, -12.239009221647907, 'baseline'), ({(1886, 100, 160)}, -12.803247599244681, 'baseline'), ({(1886, 6, 5105)}, -13.100595681659916, 'baseline'), ({(1886, 6, 4752)}, -13.331201408892339, 'baseline'), ({(4140, 77, 1886)}, -14.268304448828353, 'baseline'), ({(6507, 22, 1886)}, -17.190619576360298, 'baseline'), ({(1886, 43, 141)}, -18.420680733952366, 'baseline')]",1.0,[0.9967461824417114],1
[1],"(5617, 25, 62)","[(6304, 163, 3878), (6304, 163, 5617), (4083, 156, 2849), (7694, 25, 62), (1014, 37, 5617), (7565, 6, 7694), (5617, 156, 2849), (3878, 25, 62), (7565, 24, 5617), (5351, 25, 62), (14179, 25, 62), (1014, 37, 14179), (4083, 25, 62), (5351, 24, 5617)]",0.9959683418273926,14,0.9846267104148865,"[({(6304, 163, 5617)}, -12.662076738068818, 'baseline'), ({(1014, 37, 5617)}, -12.720156511511995, 'baseline'), ({(7565, 24, 5617)}, -13.245469220910127, 'baseline'), ({(5617, 156, 2849)}, -13.631445238627586, 'baseline'), ({(5351, 24, 5617)}, -14.2003605500011, 'baseline'), ({(5617, 156, 11080)}, -14.222499523121595, 'baseline'), ({(5617, 156, 1503)}, -14.53533566034945, 'baseline'), ({(5351, 66, 5617)}, -14.598505764755167, 'baseline'), ({(427, 66, 5617)}, -14.860215771512634, 'baseline'), ({(5617, 120, 791)}, -18.420680733952366, 'baseline')]",1.0,[0.9846267104148865],1
[305],"(1014, 37, 2033)","[(352, 156, 2849), (1014, 37, 11436), (2074, 66, 2033), (1014, 37, 7726), (1014, 37, 352), (2033, 156, 2849), (2074, 66, 592), (7726, 154, 2438), (2033, 120, 791), (1014, 37, 592), (2320, 120, 791), (11436, 154, 2438), (1014, 37, 2320), (2033, 154, 2438)]",0.9408588409423828,14,0.16676808893680573,"[({(1014, 37, 7726)}, -8.597427347212204, 'baseline'), ({(1014, 37, 352)}, -8.696146490440555, 'baseline'), ({(1014, 37, 592)}, -8.95468832974335, 'baseline'), ({(1014, 37, 11436)}, -9.034426764938111, 'baseline'), ({(1014, 37, 2320)}, -9.143128830257396, 'baseline'), ({(1014, 37, 4921)}, -9.328128617282603, 'baseline'), ({(1014, 37, 10117)}, -9.500432991183676, 'baseline'), ({(1014, 37, 3426)}, -9.527078060508313, 'baseline'), ({(1014, 37, 9431)}, -9.573127376811422, 'baseline'), ({(1014, 37, 2055)}, -9.583462608015008, 'baseline')]",305.0,[0.16676808893680573],1
[1],"(5632, 46, 259)","[(7059, 46, 259), (6728, 207, 5632), (1697, 207, 3679), (6865, 86, 7654), (268, 207, 7059), (268, 207, 5632), (6865, 86, 5632), (3679, 46, 259), (410, 46, 259), (6728, 207, 410), (7654, 46, 259), (929, 47, 5632), (5089, 46, 259), (1697, 207, 5632), (5089, 19, 929)]",0.7034265398979187,15,0.46210095286369324,"[({(1697, 207, 5632)}, -7.2016099282156825, 'baseline'), ({(6865, 86, 5632)}, -7.418145923180169, 'baseline'), ({(929, 47, 5632)}, -7.524012059316066, 'baseline'), ({(268, 207, 5632)}, -7.853255682854726, 'baseline'), ({(6728, 207, 5632)}, -8.033918695988843, 'baseline'), ({(7246, 207, 5632)}, -8.083596784468034, 'baseline'), ({(618, 86, 5632)}, -8.256843551991224, 'baseline'), ({(5632, 19, 929)}, -8.272595351228356, 'baseline'), ({(5632, 3, 410)}, -8.329765650912735, 'baseline'), ({(5632, 8, 410)}, -8.368835784804903, 'baseline')]",1.0,[0.46210095286369324],1
[1],"(3894, 31, 163)","[(1609, 6, 3594), (7703, 102, 3894), (7703, 6, 7221), (7221, 31, 163), (3894, 28, 32), (9247, 26, 1098), (13784, 31, 163), (2100, 7, 4740), (2100, 7, 3894), (4740, 31, 163), (3594, 31, 163), (9247, 31, 163), (13784, 28, 32), (1609, 6, 3894), (3894, 26, 1098)]",0.7779244184494019,15,0.38509970903396606,"[({(1609, 6, 3894)}, -8.356318870404253, 'baseline'), ({(2100, 7, 3894)}, -8.444361866605087, 'baseline'), ({(3894, 26, 1098)}, -10.40863398316795, 'baseline'), ({(7703, 102, 3894)}, -10.52588516068469, 'baseline'), ({(3894, 28, 32)}, -10.638639016847215, 'baseline'), ({(3894, 13, 32)}, -10.814931589763042, 'baseline'), ({(3894, 109, 7703)}, -10.951364541336133, 'baseline'), ({(3894, 14, 160)}, -11.036473085661797, 'baseline'), ({(9107, 6, 3894)}, -11.317803343978921, 'baseline'), ({(3894, 26, 64)}, -11.790017498338024, 'baseline')]",1.0,[0.38509970903396606],1
[1],"(12309, 43, 141)","[(7604, 43, 141), (8123, 21, 7604), (12309, 21, 5339), (12309, 21, 7229), (7229, 43, 141), (8123, 196, 12309), (8123, 21, 12309), (6541, 50, 8897), (8897, 43, 141), (6541, 50, 12309), (5339, 43, 141)]",0.9944069385528564,11,0.9859582781791687,"[({(8123, 196, 12309)}, -11.830129769969195, 'baseline'), ({(6541, 50, 12309)}, -12.101124910574372, 'baseline'), ({(8123, 21, 12309)}, -12.27667023237547, 'baseline'), ({(12309, 21, 7229)}, -12.420918272536905, 'baseline'), ({(12309, 21, 5339)}, -12.443334870496983, 'baseline'), ({(9828, 196, 12309)}, -12.505691894951612, 'baseline'), ({(12309, 21, 9313)}, -12.643442982781545, 'baseline'), ({(12309, 196, 1444)}, -12.781818655854712, 'baseline'), ({(13033, 22, 12309)}, -13.020088072059417, 'baseline'), ({(3172, 21, 12309)}, -13.352074942767842, 'baseline')]",1.0,[0.9859582781791687],1
[1],"(2091, 23, 3486)","[(1179, 13, 2091), (2090, 29, 9174), (9174, 23, 3486), (1164, 23, 3486), (7467, 23, 3486), (2447, 13, 2091), (27, 23, 3486), (3723, 13, 2091), (2090, 29, 2091), (1301, 13, 2091), (3590, 23, 3486), (2447, 13, 27), (1179, 13, 3590), (3723, 13, 1164), (1301, 13, 7467)]",0.9085858464241028,15,0.5164236426353455,"[({(3723, 13, 2091)}, -8.493506515087644, 'baseline'), ({(2447, 13, 2091)}, -8.941843435760143, 'baseline'), ({(2090, 29, 2091)}, -9.10592477645102, 'baseline'), ({(1301, 13, 2091)}, -9.425987393972488, 'baseline'), ({(1179, 13, 2091)}, -9.506827516427762, 'baseline'), ({(32, 218, 2091)}, -9.598069817970787, 'baseline'), ({(2091, 73, 1059)}, -9.616018976224437, 'baseline'), ({(4982, 13, 2091)}, -9.689294939582153, 'baseline'), ({(6308, 13, 2091)}, -10.197475020671373, 'baseline'), ({(411, 13, 2091)}, -10.300147030221723, 'baseline')]",1.0,[0.5164236426353455],1
[2],"(3407, 35, 7238)","[(6615, 58, 7238), (3407, 35, 1562), (2473, 64, 3407), (3407, 35, 6615), (2473, 35, 7238), (5745, 64, 3407), (5745, 35, 7238), (7238, 58, 1562), (3407, 64, 5745)]",0.9577904939651489,9,0.6521435976028442,"[({(3407, 35, 1562)}, -9.127092857015878, 'baseline'), ({(3407, 64, 5745)}, -10.061575187430382, 'baseline'), ({(5745, 64, 3407)}, -10.239954973641886, 'baseline'), ({(3407, 35, 6615)}, -10.35105325498313, 'baseline'), ({(2473, 64, 3407)}, -10.367982060174718, 'baseline'), ({(3407, 64, 4979)}, -10.495258601697042, 'baseline'), ({(4733, 64, 3407)}, -10.557479367610444, 'baseline'), ({(3407, 64, 10520)}, -10.578330026831333, 'baseline'), ({(3407, 64, 7692)}, -10.68183036417595, 'baseline'), ({(3407, 64, 4733)}, -10.931172883012378, 'baseline')]",2.0,[0.6521435976028442],1
[2],"(6482, 26, 990)","[(6482, 26, 4038), (13009, 86, 1283), (6482, 26, 1936), (6482, 26, 8130), (8133, 26, 990), (2114, 26, 1936), (6482, 26, 183), (12895, 26, 990), (8133, 26, 8130), (12410, 26, 4038), (6482, 86, 1283), (12895, 26, 183), (13009, 26, 990), (2114, 26, 990), (12410, 26, 990)]",0.962796151638031,15,0.4568902254104614,"[({(6482, 26, 183)}, -9.133421222699079, 'baseline'), ({(6482, 26, 8130)}, -9.313481542817517, 'baseline'), ({(6482, 26, 1936)}, -9.449939534586418, 'baseline'), ({(6482, 86, 1283)}, -9.873424624264635, 'baseline'), ({(6482, 26, 4038)}, -10.02053738680928, 'baseline'), ({(6482, 26, 342)}, -10.794382570981384, 'baseline'), ({(6482, 26, 1098)}, -10.86979641330867, 'baseline'), ({(6482, 86, 11274)}, -11.19997398492325, 'baseline'), ({(6482, 31, 147)}, -11.504631293040443, 'baseline'), ({(2250, 2, 6482)}, -11.743914617908699, 'baseline')]",2.0,[0.4568902254104614],1
[1],"(5628, 25, 62)","[(954, 25, 62), (8054, 25, 62), (7643, 25, 62), (5027, 20, 5628), (5628, 3, 3234), (3234, 25, 62), (5628, 66, 954), (5027, 20, 8054), (3234, 8, 5628), (5628, 8, 7643)]",0.9962792992591858,10,0.9918301701545715,"[({(5628, 66, 954)}, 15.594468540144746, 'baseline'), ({(5027, 20, 5628)}, 15.4318910339356, 'baseline'), ({(5628, 3, 3234)}, 15.060224433833548, 'baseline'), ({(5628, 8, 7643)}, 14.457124520633796, 'baseline'), ({(3234, 8, 5628)}, 14.164704646627838, 'baseline'), ({(9755, 76, 5628)}, 14.103246254005787, 'baseline'), ({(3234, 3, 5628)}, 14.008530288783534, 'baseline'), ({(5628, 17, 60)}, 13.938729079445348, 'baseline'), ({(5628, 3, 7643)}, -16.48043446694949, 'baseline'), ({(10932, 22, 5628)}, -17.576042965741866, 'baseline')]",1.0,[0.9918301701545715],1
