exp,original_score,new_ranks,exp_length,new_rank,new_score,prediction,original_rank,facts,new_scores
"[(418, 26, 2948), (13009, 31, 4), (6149, 30, 8849), (7551, 6, 11049), (7551, 6, 6149), (418, 26, 64), (11049, 26, 64), (4425, 26, 64), (6149, 31, 4), (6149, 26, 2948), (6149, 106, 3020), (2338, 30, 8849), (4425, 106, 3020), (13009, 26, 64), (2338, 26, 64)]",0.7856136560440063,[1],15,1.0,0.8714361190795898,"(6149, 26, 64)",1,"[({(7551, 6, 6149)}, 0.3858864126221338, 'baseline'), ({(6149, 31, 4)}, 0.31580020119402524, 'baseline'), ({(6149, 30, 8849)}, 0.2922718635702197, 'baseline'), ({(6149, 26, 2948)}, 0.17055382881159248, 'baseline'), ({(6149, 106, 3020)}, 0.16531551932544508, 'baseline'), ({(9062, 7, 6149)}, 0.15169973225241698, 'baseline'), ({(6149, 86, 8113)}, 0.10259098844934031, 'baseline'), ({(6149, 31, 10749)}, 0.09233186674880192, 'baseline'), ({(601, 7, 6149)}, 0.03474036879449567, 'baseline'), ({(483, 7, 6149)}, -0.002342422562995944, 'baseline')]",[0.8714361190795898]
"[(2428, 17, 9732), (592, 127, 226), (592, 62, 226), (1088, 18, 1424), (2428, 118, 774), (7278, 66, 592), (226, 15, 592), (236, 37, 1928), (7278, 82, 1424), (773, 18, 1424), (1088, 118, 774), (226, 118, 774), (1928, 118, 774), (7278, 17, 9732), (773, 118, 774), (7278, 179, 236)]",0.9920915365219116,[1],16,1.0,0.9944517016410828,"(7278, 118, 774)",1,"[([(226, 15, 592), (592, 127, 226), (592, 62, 226), (226, 118, 774), (7278, 66, 592)], 0.014400002, 'xrule'), ([(7278, 82, 1424), (773, 18, 1424), (773, 118, 774)], 0.013700001, 'xrule'), ([(1088, 18, 1424), (7278, 82, 1424), (1088, 118, 774)], 0.012200002, 'xrule'), ({(7278, 17, 9732)}, 0.011099914967923846, 'baseline'), ([(1928, 118, 774), (236, 37, 1928), (7278, 179, 236)], 0.0053000003, 'xrule'), ([(43, 118, 774), (7278, 82, 1424), (43, 18, 1424)], 0.0052000023, 'xrule'), ({(7278, 17, 8009)}, 0.004400531714369782, 'baseline'), ({(6847, 22, 7278)}, 0.0023487610012081447, 'baseline'), ({(7278, 236, 32)}, 0.0014673275126667034, 'baseline'), ({(7278, 159, 32)}, 0.0009960932429945713, 'baseline'), ({(5467, 71, 7278)}, 0.000969330751028794, 'baseline'), ({(7278, 17, 5529)}, 0.0007428330591414848, 'baseline'), ({(7278, 43, 141)}, 0.0004280013560210563, 'baseline'), ({(7278, 85, 434)}, -0.0004573660519793616, 'baseline'), ({(1700, 165, 7278)}, -0.0006849962091882546, 'baseline')]",[0.9944517016410828]
"[(6260, 38, 1864), (1864, 12, 1912), (6571, 45, 1912), (6260, 8, 8095), (3691, 232, 160), (6571, 3, 1912), (8095, 100, 160), (1912, 8, 6260), (1912, 8, 3691), (1912, 8, 6571), (3691, 8, 1912), (6571, 8, 6260), (1912, 38, 1864), (1912, 45, 6571), (6260, 8, 6571), (1912, 3, 3691), (6571, 8, 1912), (6260, 8, 1912), (1864, 1, 1912), (3691, 3, 1912), (8095, 8, 1912)]",0.664778470993042,[2],21,2.0,0.5212065577507019,"(6260, 8, 3691)",1,"[([(1912, 8, 3691), (1912, 3, 3691), (3691, 8, 1912), (6260, 8, 8095), (3691, 3, 1912), (8095, 8, 1912)], 0.09290001, 'xrule'), ([(6260, 8, 8095), (3691, 232, 160), (8095, 100, 160)], 0.06290001, 'xrule'), ([(6260, 8, 6571), (1912, 8, 6571), (1912, 8, 3691), (1912, 3, 3691), (6571, 45, 1912), (3691, 8, 1912), (6571, 8, 1912), (6571, 8, 6260), (3691, 3, 1912), (6571, 3, 1912), (1912, 45, 6571)], 0.0519, 'xrule'), ([(1912, 8, 3691), (1912, 3, 3691), (3691, 8, 1912), (1912, 8, 6260), (3691, 3, 1912), (6260, 8, 1912)], 0.048100024, 'xrule'), ([(1912, 8, 3691), (6260, 38, 1864), (1864, 12, 1912), (1912, 3, 3691), (3691, 8, 1912), (1864, 1, 1912), (1912, 38, 1864), (3691, 3, 1912)], 0.040200025, 'xrule'), ({(6260, 8, 4704)}, 0.006698829096055726, 'baseline'), ({(2346, 8, 6260)}, 0.004723229855769996, 'baseline'), ({(6260, 38, 1864)}, 0.004006558055523578, 'baseline'), ({(6571, 8, 6260)}, 0.003906877220671612, 'baseline'), ({(1912, 8, 6260)}, 0.002290986909632296, 'baseline'), ({(3341, 8, 6260)}, -0.0014991350837933774, 'baseline'), ({(6260, 8, 921)}, -0.005789510942109109, 'baseline'), ({(6260, 8, 8095)}, -0.006594589002619315, 'baseline'), ({(6260, 8, 2346)}, -0.007089713645642102, 'baseline'), ({(6260, 8, 940)}, -0.009311495385658668, 'baseline'), ({(6260, 8, 3341)}, -0.014178549895146135, 'baseline'), ({(8465, 8, 6260)}, -0.014218291315843182, 'baseline'), ({(6353, 8, 6260)}, -0.014766663344541959, 'baseline'), ({(6260, 8, 320)}, -0.015170209161387347, 'baseline'), ({(6260, 48, 32)}, -0.01762569793889727, 'baseline'), ({(320, 8, 6260)}, -0.02145263277071087, 'baseline'), ({(2345, 8, 6260)}, -0.032076430529641306, 'baseline'), ({(6260, 8, 6353)}, -0.037320298186037854, 'baseline'), ({(6260, 19, 536)}, -0.0471509443564338, 'baseline'), ({(7562, 8, 6260)}, -0.04779679051104135, 'baseline')]",[0.5212065577507019]
"[(2820, 182, 3202), (6045, 27, 7396), (4593, 19, 1060), (467, 182, 3202), (7309, 210, 3202), (7309, 27, 7396), (11701, 27, 2197), (11701, 210, 3202), (6045, 27, 4593), (467, 10, 6045), (6045, 27, 2197), (1060, 182, 3202), (2820, 10, 6045)]",0.9898172616958618,[1],13,1.0,0.8345921039581299,"(6045, 210, 3202)",1,"[({(467, 10, 6045)}, 0.5129424760262143, 'baseline'), ({(2820, 10, 6045)}, 0.4743941253151813, 'baseline'), ({(6045, 27, 4593)}, 0.44777194891643185, 'baseline'), ({(6045, 27, 2197)}, 0.3949195562606285, 'baseline'), ({(6045, 27, 7396)}, 0.39360038619806037, 'baseline'), ({(1501, 10, 6045)}, 0.3330032640503206, 'baseline'), ({(6045, 27, 3225)}, 0.25764880672898866, 'baseline'), ({(3356, 10, 6045)}, 0.23741747026985321, 'baseline'), ({(1654, 10, 6045)}, 0.1980307804091428, 'baseline'), ({(6045, 103, 4808)}, 0.19758276210471254, 'baseline'), ([(1990, 10, 6946), (6946, 210, 3202), (1990, 10, 6045)], 0.051100016, 'xrule'), ([(7734, 210, 3202), (6045, 27, 2197), (7734, 27, 2197)], -0.0069999695, 'xrule'), ([(6045, 27, 1949), (457, 182, 3202), (1949, 19, 457)], -0.009599984, 'xrule'), ([(1990, 10, 7734), (7734, 210, 3202), (1990, 10, 6045)], -0.012099981, 'xrule'), ([(1614, 210, 3202), (1501, 10, 6045), (1501, 10, 1614)], -0.013699949, 'xrule')]",[0.8345921039581299]
"[(236, 63, 8790), (2999, 101, 1467), (3139, 25, 62), (8790, 128, 90), (2999, 25, 62), (3139, 108, 90), (8790, 61, 3111), (8790, 101, 5624), (5568, 101, 5624), (8790, 213, 90), (3139, 129, 90), (8790, 129, 90), (5048, 25, 62), (236, 63, 5048), (236, 44, 8790), (11067, 25, 62), (3139, 208, 90), (3139, 166, 90), (11067, 61, 3111), (8790, 166, 90), (8790, 101, 1467), (5568, 25, 62), (3139, 128, 90)]",0.9913109540939331,[1],23,1.0,0.9908578991889954,"(8790, 25, 62)",1,"[([(236, 63, 5048), (236, 44, 8790), (236, 63, 8790), (5048, 25, 62)], 0.036000013, 'xrule'), ({(8790, 101, 1467)}, 0.00683412975417696, 'baseline'), ([(3139, 129, 90), (8790, 129, 90), (3139, 25, 62), (8790, 166, 90), (8790, 128, 90), (3139, 128, 90), (3139, 208, 90), (8790, 213, 90), (3139, 108, 90), (3139, 166, 90)], 0.004999995, 'xrule'), ({(8790, 101, 5624)}, 0.004975239717508278, 'baseline'), ({(8790, 61, 3111)}, 0.004944304891248878, 'baseline'), ({(3181, 89, 8790)}, 0.0035651726106953213, 'baseline'), ({(8790, 129, 90)}, 0.0032313866250447934, 'baseline'), ({(1019, 89, 8790)}, 0.002637843570692542, 'baseline'), ({(32, 15, 8790)}, 0.0024942559778307755, 'baseline'), ({(236, 44, 8790)}, 0.00239429895563893, 'baseline'), ({(8790, 143, 3554)}, 0.002071480203911465, 'baseline'), ({(8790, 61, 12393)}, 0.0020528835931780086, 'baseline'), ([(236, 44, 8790), (236, 63, 8790), (236, 63, 9105), (9105, 25, 62)], -0.028400004, 'xrule'), ([(9105, 61, 3111), (8790, 61, 3111), (9105, 25, 62)], -0.029699981, 'xrule'), ([(236, 44, 8790), (236, 63, 8790), (236, 44, 410), (410, 25, 62)], -0.04790002, 'xrule')]",[0.9908578991889954]
"[(7538, 25, 62), (6791, 61, 3111), (10578, 25, 62), (706, 89, 6791), (987, 16, 32), (32, 15, 13584), (13584, 25, 62), (32, 15, 6791), (7538, 61, 3111), (484, 89, 10578), (987, 25, 62), (706, 89, 10578), (484, 89, 6791)]",0.990455687046051,[1],13,1.0,0.9865299463272095,"(6791, 25, 62)",1,"[([(7538, 25, 62), (6791, 61, 3111), (7538, 61, 3111)], 0.0959, 'xrule'), ([(484, 89, 10578), (10578, 25, 62), (484, 89, 6791)], 0.0909, 'xrule'), ([(32, 15, 6791), (987, 25, 62), (987, 16, 32)], 0.0894, 'xrule'), ([(32, 15, 6791), (32, 15, 13584), (13584, 25, 62)], 0.0804, 'xrule'), ([(706, 89, 6791), (10578, 25, 62), (706, 89, 10578)], 0.0724, 'xrule'), ({(6791, 61, 3111)}, 0.0023628277168920254, 'baseline'), ({(5108, 15, 6791)}, 0.0014487905164969994, 'baseline'), ({(6791, 83, 5108)}, 0.0005006594219267512, 'baseline'), ({(6791, 128, 90)}, 0.0003890795213575414, 'baseline'), ({(6791, 61, 2940)}, 0.0003444356409176812, 'baseline'), ({(6791, 143, 3514)}, 0.00026969141459880523, 'baseline'), ({(6791, 108, 90)}, 2.233213714709361e-05, 'baseline'), ({(6791, 166, 90)}, -0.0001658993314350087, 'baseline'), ({(7852, 79, 6791)}, -0.0004016357065401877, 'baseline')]",[0.9865299463272095]
"[(3028, 58, 119), (8319, 159, 8194), (11158, 154, 2620), (13101, 154, 2620), (119, 15, 11158), (119, 15, 8194), (8319, 66, 8675), (119, 58, 3028), (8675, 154, 2620), (3028, 154, 2620), (119, 154, 2620), (119, 15, 13101)]",0.4746376872062683,[1],12,1.0,0.557222843170166,"(8194, 154, 2620)",1,"[([(119, 15, 8194), (3028, 154, 2620), (119, 58, 3028), (3028, 58, 119)], 0.029299999, 'xrule'), ([(119, 15, 8194), (119, 15, 13101), (13101, 154, 2620)], 0.010699999, 'xrule'), ([(8319, 159, 8194), (8319, 66, 8675), (8675, 154, 2620)], 0.008099999, 'xrule'), ({(119, 15, 8194)}, 0.004850633884060162, 'baseline'), ([(119, 15, 8194), (11158, 154, 2620), (119, 15, 11158)], 0.0029999986, 'xrule'), ({(8319, 159, 8194)}, 0.0025293603167988623, 'baseline'), ({(8194, 83, 8675)}, 0.0016049113539628524, 'baseline'), ([(119, 15, 8194), (119, 152, 637), (119, 58, 637), (637, 152, 119), (637, 58, 119), (637, 154, 2620)], 0.00090000033, 'xrule'), ({(8675, 15, 8194)}, -0.0093016829913773, 'baseline'), ({(8194, 22, 8195)}, -0.03545516456230415, 'baseline')]",[0.557222843170166]
"[(13009, 26, 1960), (2154, 26, 1098), (3138, 26, 1960), (8389, 12, 600), (13009, 26, 1098), (659, 26, 1960), (3201, 7, 3616), (612, 103, 2154), (2154, 12, 600), (612, 103, 659), (3616, 26, 1960), (3138, 26, 64), (2154, 26, 64), (2154, 30, 3201), (8389, 26, 1960)]",0.6236992478370667,[3],15,3.0,0.6013657450675964,"(2154, 26, 1960)",1,"[({(612, 103, 2154)}, 0.057718950306038845, 'baseline'), ({(2154, 12, 600)}, 0.05126784275867797, 'baseline'), ({(2154, 30, 3201)}, 0.025006524225124827, 'baseline'), ({(2154, 26, 1098)}, 0.02341221922585141, 'baseline'), ([(3138, 26, 64), (2154, 26, 64), (3138, 26, 1960)], 0.013300002, 'xrule'), ({(2154, 14, 160)}, 0.008451039862042048, 'baseline'), ({(2154, 30, 69)}, 0.00461424414794066, 'baseline'), ({(6315, 103, 2154)}, 0.00402681061971094, 'baseline'), ([(3138, 26, 1960), (3138, 26, 990), (2154, 26, 990)], -0.0014000013, 'xrule'), ([(738, 14, 160), (738, 26, 1960), (2154, 14, 160)], -0.0053000003, 'xrule'), ([(738, 26, 1960), (2154, 30, 1062), (738, 30, 1062), (1062, 7, 2154), (1062, 7, 738)], -0.013500005, 'xrule'), ([(3138, 26, 1960), (3138, 14, 160), (2154, 14, 160)], -0.016599998, 'xrule'), ({(6912, 7, 2154)}, -0.018693056943721434, 'baseline'), ({(1248, 7, 2154)}, -0.019373019280063568, 'baseline'), ({(2154, 26, 64)}, -0.07872185576524858, 'baseline')]",[0.6013657450675964]
"[(66, 48, 32), (5263, 45, 10487), (10487, 48, 32), (5263, 45, 2702), (5263, 45, 66), (6021, 12, 5263), (5263, 8, 6294), (6021, 28, 32), (6294, 48, 32), (2702, 48, 32)]",0.9680300951004028,[1],10,1.0,0.8677942752838135,"(5263, 48, 32)",1,"[({(5263, 45, 66)}, 0.06947026683042776, 'baseline'), ({(5263, 45, 10487)}, 0.06727133223669081, 'baseline'), ({(5263, 8, 6294)}, 0.05008904169193583, 'baseline'), ({(5263, 45, 2702)}, 0.04605488010784379, 'baseline'), ({(6021, 12, 5263)}, 0.0429123444093336, 'baseline'), ({(5991, 8, 5263)}, 0.0379240317020887, 'baseline'), ({(3346, 8, 5263)}, 0.03707490390748979, 'baseline'), ({(66, 8, 5263)}, 0.02798310944375814, 'baseline'), ({(5263, 85, 434)}, 0.022601882888451736, 'baseline'), ({(5263, 8, 2109)}, 0.012113193907348822, 'baseline')]",[0.8677942752838135]
"[(6258, 28, 32), (8077, 13, 32), (6258, 31, 466), (7200, 84, 4027), (9932, 48, 32), (9932, 100, 585), (7747, 13, 32), (5227, 6, 7200), (4027, 6, 8077), (2037, 6, 7747), (5227, 48, 32), (2037, 6, 7200), (7200, 14, 585), (7200, 31, 466)]",0.8547556400299072,[1],14,1.0,0.9025548100471497,"(7200, 28, 32)",1,"[({(5227, 6, 7200)}, 0.03222463557181318, 'baseline'), ({(2037, 6, 7200)}, 0.030878107034378596, 'baseline'), ({(7200, 14, 585)}, 0.02619318194182462, 'baseline'), ([(6258, 28, 32), (6258, 31, 466), (7200, 31, 466)], 0.025700003, 'xrule'), ({(7200, 84, 4027)}, 0.02289317080610933, 'baseline'), ({(1026, 6, 7200)}, 0.018894831615965092, 'baseline'), ({(7200, 31, 466)}, 0.017913619971323517, 'baseline'), ([(7200, 26, 1098), (9800, 13, 32), (9800, 26, 1098)], 0.016499996, 'xrule'), ({(7200, 31, 13085)}, 0.011823396165699687, 'baseline'), ({(7200, 106, 592)}, 0.009892920924906907, 'baseline'), ({(3295, 6, 7200)}, 0.009122888511114024, 'baseline'), ({(742, 32, 7200)}, 0.007753114181560715, 'baseline'), ([(8274, 13, 32), (8274, 26, 1098), (7200, 26, 1098)], 0.00030000508, 'xrule'), ([(7200, 28, 119), (9659, 13, 119), (9659, 13, 32), (9659, 28, 32)], -0.0034999996, 'xrule'), ([(7200, 26, 990), (9800, 13, 32), (9800, 26, 990)], -0.0072000027, 'xrule')]",[0.9025548100471497]
"[(1657, 17, 862), (1657, 8, 4433), (8423, 17, 862), (1468, 17, 862), (4433, 3, 3024), (1468, 8, 4433), (3024, 17, 862), (1384, 17, 862), (8423, 8, 4433), (4433, 8, 1384)]",0.9954941272735596,[1],10,1.0,0.9513745307922363,"(4433, 17, 862)",1,"[({(4433, 8, 1384)}, 0.5928144295047993, 'baseline'), ({(1657, 8, 4433)}, 0.3707912977901334, 'baseline'), ({(8423, 8, 4433)}, 0.36799515450062875, 'baseline'), ({(1468, 8, 4433)}, 0.35585458234797157, 'baseline'), ({(4433, 3, 3024)}, 0.24324713236942053, 'baseline'), ({(4433, 8, 2319)}, 0.22912822245824463, 'baseline'), ({(4433, 8, 8065)}, 0.20869950525238254, 'baseline'), ({(2128, 8, 4433)}, 0.1768887446295516, 'baseline'), ({(4433, 3, 8423)}, 0.15640596598114032, 'baseline'), ({(9244, 8, 4433)}, 0.009182671941307102, 'baseline'), ([(4433, 17, 393), (801, 17, 393), (801, 17, 862)], -0.022400007, 'xrule'), ([(4433, 19, 46), (801, 19, 46), (801, 17, 862)], -0.039800003, 'xrule'), ([(784, 17, 862), (784, 77, 783), (783, 119, 784), (783, 77, 784), (783, 8, 4433), (784, 119, 783)], -0.05350001, 'xrule'), ([(4433, 17, 393), (4689, 17, 393), (4689, 17, 862)], -0.06560001, 'xrule'), ([(4433, 19, 46), (1745, 19, 46), (1745, 17, 862)], -0.07090001, 'xrule')]",[0.9513745307922363]
"[(9711, 28, 32), (2820, 7, 9711), (2820, 7, 4655), (371, 7, 9711), (1883, 11, 23), (4655, 11, 23), (371, 7, 1883), (10679, 11, 23), (9520, 11, 23), (9711, 31, 4), (268, 32, 10679), (9520, 31, 4), (268, 32, 9711), (10679, 28, 32)]",0.9838512539863586,[1],14,1.0,0.9591960906982422,"(9711, 11, 23)",1,"[({(9711, 28, 32)}, 0.1635374233708529, 'baseline'), ({(9711, 31, 4)}, 0.12214336835110222, 'baseline'), ({(2820, 7, 9711)}, 0.06439367961690669, 'baseline'), ({(268, 32, 9711)}, 0.048500458687332236, 'baseline'), ({(371, 7, 9711)}, -0.03962178995447775, 'baseline'), ({(6210, 38, 9711)}, -0.05814888051651317, 'baseline'), ({(7309, 103, 9711)}, -0.06784077452909944, 'baseline'), ({(1127, 7, 9711)}, -0.08562960191140602, 'baseline'), ({(9711, 31, 1130)}, -0.09075470732325448, 'baseline'), ({(9711, 31, 1600)}, -0.10290547175955399, 'baseline')]",[0.9591960906982422]
"[(1374, 20, 1308), (1374, 20, 951), (529, 20, 6835), (529, 20, 7301), (529, 20, 1595), (8105, 52, 529), (1374, 20, 7301), (1374, 20, 6835), (529, 20, 1308), (1374, 20, 1595), (529, 20, 951)]",0.8518562912940979,[1],11,1.0,0.39825019240379333,"(8105, 52, 1374)",1,"[([(1374, 20, 951), (8105, 52, 529), (529, 20, 951)], 0.3507, 'xrule'), ([(8105, 52, 529), (529, 20, 7301), (1374, 20, 7301)], 0.25039998, 'xrule'), ([(529, 20, 1308), (8105, 52, 529), (1374, 20, 1308)], 0.24709997, 'xrule'), ([(529, 20, 6835), (8105, 52, 529), (1374, 20, 6835)], 0.19489998, 'xrule'), ([(529, 20, 1595), (8105, 52, 529), (1374, 20, 1595)], 0.17509997, 'xrule'), ({(8105, 20, 5316)}, 0.009248290190315806, 'baseline'), ({(8105, 20, 5361)}, 0.008714793177462843, 'baseline'), ({(8105, 20, 9975)}, 0.008443514757814819, 'baseline'), ({(8105, 20, 7290)}, 0.008260392533160263, 'baseline'), ({(8105, 20, 6538)}, 0.007999811271784969, 'baseline'), ({(8105, 20, 6931)}, 0.007932413298197074, 'baseline'), ({(8105, 20, 6419)}, 0.007880176344895868, 'baseline'), ({(8105, 52, 529)}, 0.007879013163153042, 'baseline'), ({(8105, 20, 1952)}, 0.007389299502820717, 'baseline'), ({(8105, 20, 6191)}, 0.006859690842096701, 'baseline'), ({(8105, 20, 4389)}, 0.006827791156999536, 'baseline'), ({(8105, 20, 3490)}, 0.00639775017611404, 'baseline'), ({(8105, 20, 5603)}, 0.006113504019748712, 'baseline'), ({(8105, 20, 9961)}, 0.0060353697587503296, 'baseline'), ({(8105, 20, 8947)}, 0.005520071776297135, 'baseline'), ({(827, 52, 8105)}, 0.005273276423508669, 'baseline'), ({(8105, 20, 10037)}, 0.0051695354619969635, 'baseline'), ({(8105, 20, 7754)}, 0.004710836735539528, 'baseline'), ({(8105, 20, 2880)}, 0.004591658640968543, 'baseline'), ({(8105, 20, 7484)}, 0.0012655630181963847, 'baseline')]",[0.39825019240379333]
"[(746, 13, 1260), (6324, 13, 1260), (1302, 152, 1682), (746, 13, 1302), (10791, 13, 2410), (1682, 58, 1405), (746, 13, 2600), (746, 13, 2410), (465, 13, 1682), (465, 13, 2600), (6324, 13, 1682), (10791, 13, 1682), (746, 13, 1405)]",0.9694784283638,[2],13,2.0,0.9539908766746521,"(746, 13, 1682)",1,"[({(746, 13, 1260)}, 0.24099544767720668, 'baseline'), ({(746, 13, 1302)}, 0.19336697024319366, 'baseline'), ({(746, 13, 2600)}, 0.17864067414611076, 'baseline'), ({(746, 13, 1405)}, 0.11417048709944089, 'baseline'), ({(746, 13, 2410)}, 0.11138265866995833, 'baseline'), ({(377, 7, 746)}, 0.04725460242107674, 'baseline'), ([(2755, 193, 27), (2755, 13, 1682), (746, 13, 27), (2755, 13, 27)], 0.02790004, 'xrule'), ({(746, 13, 3420)}, 0.022027800766937364, 'baseline'), ({(746, 84, 1099)}, -0.001703758775589309, 'baseline'), ([(8011, 13, 27), (8011, 13, 1682), (746, 13, 27)], -0.008299947, 'xrule'), ({(746, 30, 69)}, -0.009864051875690361, 'baseline'), ([(2755, 13, 1682), (746, 13, 75), (2755, 13, 75)], -0.015299976, 'xrule'), ([(8011, 13, 1682), (8011, 14, 160), (746, 14, 160)], -0.0273, 'xrule'), ([(2755, 13, 1682), (746, 13, 308), (2755, 13, 308)], -0.032299995, 'xrule'), ({(746, 13, 2282)}, -0.04051568084169019, 'baseline'), ({(746, 13, 1304)}, -0.041252900848643956, 'baseline'), ({(746, 13, 993)}, -0.04818235807579327, 'baseline'), ({(746, 13, 474)}, -0.13559635437665837, 'baseline'), ({(746, 13, 834)}, -0.1643844440429972, 'baseline'), ({(2773, 7, 746)}, -0.2138697696734092, 'baseline'), ({(746, 13, 4474)}, -0.21690975551086006, 'baseline'), ({(746, 13, 1361)}, -0.22893737675568498, 'baseline'), ({(746, 34, 90)}, -0.3031104095872178, 'baseline'), ({(6927, 230, 746)}, -0.37649642257323973, 'baseline'), ({(746, 13, 449)}, -0.5327401924315441, 'baseline')]",[0.9539908766746521]
"[(1366, 17, 10844), (375, 20, 8740), (375, 20, 1366), (5709, 20, 2459), (10740, 20, 2592), (10740, 20, 1727), (5709, 20, 1366), (1727, 17, 10844), (10740, 20, 8740), (14328, 20, 1328), (10740, 20, 1328), (10740, 20, 2459), (51, 20, 2592), (14328, 20, 1366), (51, 20, 1366)]",0.8317307829856873,[49],15,49.0,0.021243562921881676,"(10740, 20, 1366)",1,"[({(10740, 20, 1727)}, 0.09124737517292222, 'baseline'), ({(10740, 20, 2592)}, 0.08476382029533042, 'baseline'), ({(10740, 20, 1328)}, 0.06495664547970409, 'baseline'), ({(10740, 20, 8740)}, 0.06011078784227683, 'baseline'), ({(10740, 20, 2459)}, 0.05966552252340951, 'baseline'), ({(10740, 20, 3125)}, 0.05698202084954483, 'baseline'), ({(10740, 20, 3122)}, 0.05530892965222729, 'baseline'), ({(10740, 20, 2593)}, 0.042373965479054435, 'baseline'), ({(10740, 20, 52)}, 0.041305734775239925, 'baseline'), ([(2459, 19, 11195), (1366, 19, 11195), (10740, 20, 2459), (11195, 47, 2459), (11195, 47, 1366)], 0.036000013, 'xrule'), ([(10740, 20, 3125), (1366, 19, 2329), (2329, 47, 3125)], 0.034400046, 'xrule'), ([(5709, 20, 2459), (10740, 20, 2459), (5709, 20, 1366)], 0.03150004, 'xrule'), ([(4851, 47, 1366), (1366, 19, 4851), (10740, 20, 1328), (1328, 19, 4851), (4851, 47, 1328)], 0.02970004, 'xrule'), ([(52, 85, 434), (1366, 85, 434), (10740, 20, 52)], 0.02610004, 'xrule'), ({(10740, 20, 12021)}, 0.012372362402468457, 'baseline'), ({(10740, 52, 375)}, 0.0030303997358121105, 'baseline'), ({(5082, 52, 10740)}, -0.09923454089096201, 'baseline')]",[0.021243562921881676]
"[(6998, 101, 2736), (1019, 89, 6998), (6358, 101, 1467), (6998, 22, 11004), (975, 188, 1467), (1177, 112, 1467), (1019, 112, 1467), (1467, 188, 2736), (1177, 89, 6998), (6358, 22, 11004), (6998, 101, 975)]",0.886987566947937,[10],11,10.0,0.3970252275466919,"(6998, 101, 1467)",1,"[({(1019, 89, 6998)}, 0.35467995359280285, 'baseline'), ({(6998, 101, 975)}, 0.3250365369681401, 'baseline'), ({(1177, 89, 6998)}, 0.31660000608819594, 'baseline'), ({(6998, 22, 11004)}, 0.29755533848789517, 'baseline'), ({(6998, 101, 2736)}, 0.2564939071063495, 'baseline'), ({(6998, 101, 3145)}, 0.24338040837590333, 'baseline'), ({(6998, 101, 4759)}, 0.23153192876341736, 'baseline'), ({(587, 89, 6998)}, 0.23039049980831183, 'baseline'), ({(6998, 128, 90)}, 0.2275350946147538, 'baseline'), ({(4709, 89, 6998)}, 0.21288837069800617, 'baseline'), ({(6998, 25, 62)}, 0.1854719326899354, 'baseline'), ({(1566, 89, 6998)}, 0.17352462866681895, 'baseline'), ({(6998, 101, 6590)}, 0.17291205681069202, 'baseline'), ({(6998, 101, 594)}, 0.1694644943575583, 'baseline'), ({(6064, 159, 6998)}, 0.13203800762569606, 'baseline'), ({(6998, 101, 3835)}, 0.13113079513426523, 'baseline'), ({(32, 15, 6998)}, 0.09696195560381911, 'baseline'), ({(6998, 101, 1800)}, 0.0057043535014671114, 'baseline'), ([(236, 63, 3557), (3557, 101, 1467), (236, 44, 6998), (236, 44, 3557)], 0.0029000007, 'xrule'), ([(587, 89, 6998), (6614, 101, 1467), (587, 89, 6614)], 0.0029000007, 'xrule'), ([(587, 89, 6998), (1467, 188, 1800), (587, 112, 1800), (1800, 188, 1467)], 0.0021000002, 'xrule'), ([(2534, 101, 1467), (6998, 23, 5214), (2534, 23, 5214)], 0.00060000084, 'xrule'), ([(3183, 101, 1467), (236, 44, 3183), (236, 44, 6998)], 0.00060000084, 'xrule'), ({(3181, 89, 6998)}, -0.18011610646529227, 'baseline')]",[0.3970252275466919]
"[(7253, 130, 841), (4219, 98, 8248), (12673, 98, 3175), (6543, 49, 7253), (6543, 98, 3175), (4219, 68, 3515), (6543, 68, 3515), (6543, 98, 8986), (11078, 98, 8248), (4219, 68, 8570), (6543, 68, 8570), (12673, 98, 8248), (11078, 98, 8986), (841, 98, 8248)]",0.9474917650222778,[3],14,3.0,0.4706059694290161,"(6543, 98, 8248)",1,"[({(6543, 49, 7253)}, 0.26898674270228295, 'baseline'), ({(6543, 68, 3515)}, 0.21779076334091846, 'baseline'), ({(6543, 68, 8570)}, 0.1857921884708051, 'baseline'), ({(6543, 98, 3175)}, 0.17841641165877056, 'baseline'), ({(6543, 98, 8986)}, 0.1532262965774169, 'baseline'), ({(6543, 68, 7921)}, 0.12272344074106481, 'baseline'), ({(6543, 98, 8236)}, 0.11980036934033664, 'baseline'), ({(6543, 68, 6544)}, 0.09800312954401405, 'baseline'), ({(8239, 130, 6543)}, 0.09279982286128673, 'baseline'), ([(555, 98, 8248), (555, 98, 11218), (6543, 98, 11218)], 0.025300004, 'xrule'), ([(11078, 98, 8248), (6543, 96, 10317), (11078, 96, 10317)], 0.025000006, 'xrule'), ([(8714, 98, 8248), (8714, 96, 10317), (6543, 96, 10317)], 0.024400003, 'xrule'), ([(11759, 96, 10317), (11759, 98, 8248), (6543, 96, 10317)], 0.0216, 'xrule'), ({(6543, 98, 11218)}, 0.02123097606574011, 'baseline'), ([(8714, 98, 11218), (8714, 98, 8248), (6543, 98, 11218)], 0.018800005, 'xrule')]",[0.4706059694290161]
